unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58977114,2023-09-30T09:20:12.000,2023-09-30T10:00:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11213,953 PARK PLACE,PARK PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T10:00:22.000,08 BROOKLYN,3012350065,BROOKLYN,999220,184548,ONLINE,Unspecified,BROOKLYN,40.67320572195818,-73.94603309965663,"{'latitude': '40.67320572195818', 'longitude': '-73.94603309965663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,NEW YORK AVENUE,BROOKLYN AVENUE,PARK PLACE,,,,,,,
59452370,2023-09-30T09:20:07.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Safety,Fire Escape,11224,2827 WEST   15 STREET,WEST   15 STREET,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,13 BROOKLYN,3070230067,BROOKLYN,988992,150000,PHONE,Unspecified,BROOKLYN,40.5783901111401,-73.98292934315275,"{'latitude': '40.5783901111401', 'longitude': '-73.98292934315275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,NEPTUNE AVENUE,MERMAID AVENUE,WEST   15 STREET,,,,,,,
59455700,2023-09-30T09:19:35.000,,HPD,Department of Housing Preservation and Development,Plumbing,Toilet,10452,155 WEST  169 STREET,WEST  169 STREET,OGDEN AVENUE,MERRIAM AVENUE,ADDRESS,BRONX,In Progress,,,04 BRONX,2025310001,BRONX,1004860,245381,PHONE,Unspecified,BRONX,40.84016534339014,-73.92551441152287,"{'latitude': '40.84016534339014', 'longitude': '-73.92551441152287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,OGDEN AVENUE,MERRIAM AVENUE,WEST  169 STREET,,,,,,,
58975018,2023-09-30T09:19:31.000,2023-10-01T18:11:12.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,11224,2980 WEST   28 STREET,WEST   28 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,ONLINE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
59446767,2023-09-30T09:19:25.000,2023-10-14T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Cabinet,10035,1429 5 AVENUE,5 AVENUE,EAST  116 STREET,EAST  117 STREET,ADDRESS,NEW YORK,Closed,,2023-10-14T00:00:00.000,11 MANHATTAN,1016220073,MANHATTAN,999144,231107,PHONE,Unspecified,MANHATTAN,40.8009987401566,-73.94620400115934,"{'latitude': '40.8009987401566', 'longitude': '-73.94620400115934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,EAST  116 STREET,EAST  117 STREET,5 AVENUE,,,,,,,
58969418,2023-09-30T09:19:25.000,2023-10-02T15:06:01.000,DSNY,Department of Sanitation,Missed Collection,Trash,11235,3051 BRIGHTON    5 STREET,BRIGHTON    5 STREET,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T10:04:22.000,13 BROOKLYN,3086750051,BROOKLYN,994625,149933,ONLINE,Unspecified,BROOKLYN,40.57820140666169,-73.96265129298864,"{'latitude': '40.57820140666169', 'longitude': '-73.96265129298864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,BRIGHTON    5 STREET,,,,,,,
58970899,2023-09-30T09:19:23.000,2023-09-30T09:42:52.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,11368,104-14 47 AVENUE,47 AVENUE,104 STREET,108 STREET,ADDRESS,CORONA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T09:42:58.000,04 QUEENS,4019910001,QUEENS,1023290,211041,PHONE,Unspecified,QUEENS,40.74584920325008,-73.859107156631,"{'latitude': '40.74584920325008', 'longitude': '-73.859107156631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,104 STREET,108 STREET,47 AVENUE,,,,,,,
59453958,2023-09-30T09:19:13.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,10472,1130 BEACH AVENUE,BEACH AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,09 BRONX,2037540021,BRONX,1021448,241179,MOBILE,Unspecified,BRONX,40.828577785278476,-73.86558791103944,"{'latitude': '40.828577785278476', 'longitude': '-73.86558791103944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,WATSON AVENUE,GLEASON AVENUE,BEACH AVENUE,,,,,,,
58976373,2023-09-30T09:18:56.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10040,25 NAGLE AVENUE,NAGLE AVENUE,,,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,12 MANHATTAN,1021710008,MANHATTAN,1003515,252434,PHONE,Unspecified,MANHATTAN,40.85952677252815,-73.9303550418583,"{'latitude': '40.85952677252815', 'longitude': '-73.9303550418583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
59453615,2023-09-30T09:18:56.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,11360,12-02 BELL BOULEVARD,BELL BOULEVARD,BEND,212 STREET,ADDRESS,BAYSIDE,Closed,,2023-10-05T00:00:00.000,07 QUEENS,4058630002,QUEENS,1044246,226710,PHONE,Unspecified,QUEENS,40.788739069477344,-73.78333869245873,"{'latitude': '40.788739069477344', 'longitude': '-73.78333869245873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,BEND,212 STREET,BELL BOULEVARD,,,,,,,
58971850,2023-09-30T09:18:50.000,2023-10-02T07:45:15.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10036,1166 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   45 STREET,WEST   46 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-10-02T07:45:15.000,05 MANHATTAN,1012617501,MANHATTAN,989091,215074,ONLINE,Unspecified,MANHATTAN,40.75700361799111,-73.98252622484942,"{'latitude': '40.75700361799111', 'longitude': '-73.98252622484942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WEST   45 STREET,WEST   46 STREET,AVENUE OF THE AMERICAS,,,,,,,
58972624,2023-09-30T09:18:39.000,2023-10-01T17:01:57.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11421,91-48 88 ROAD,88 ROAD,,,ADDRESS,WOODHAVEN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,09 QUEENS,4089290106,QUEENS,1025294,191290,MOBILE,Unspecified,QUEENS,40.69162846201801,-73.85199529831515,"{'latitude': '40.69162846201801', 'longitude': '-73.85199529831515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58969425,2023-09-30T09:18:36.000,2023-10-06T12:34:03.000,DSNY,Department of Sanitation,Missed Collection,Trash,10304,87 VENICE AVENUE,VENICE AVENUE,TARGEE STREET,RICHMOND ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-10-03T12:39:05.000,02 STATEN ISLAND,5031680003,STATEN ISLAND,958659,158788,ONLINE,Unspecified,STATEN ISLAND,40.60247573116768,-74.0921579188514,"{'latitude': '40.60247573116768', 'longitude': '-74.0921579188514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,TARGEE STREET,RICHMOND ROAD,VENICE AVENUE,,,,,,,
58975801,2023-09-30T09:18:32.000,2023-09-30T10:47:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11237,1531 GATES AVENUE,GATES AVENUE,IRVING AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T10:47:04.000,04 BROOKLYN,3033360017,BROOKLYN,1008459,193972,MOBILE,Unspecified,BROOKLYN,40.69905198787359,-73.91269263030661,"{'latitude': '40.69905198787359', 'longitude': '-73.91269263030661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,IRVING AVENUE,MYRTLE AVENUE,GATES AVENUE,,,,,,,
58969016,2023-09-30T09:18:25.000,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11225,916 CARROLL STREET,CARROLL STREET,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,09 BROOKLYN,3011890017,BROOKLYN,995025,182824,PHONE,Unspecified,BROOKLYN,40.668479828005744,-73.96115884217696,"{'latitude': '40.668479828005744', 'longitude': '-73.96115884217696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58973790,2023-09-30T09:18:23.000,2023-10-01T10:14:06.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11694,225 BEACH   99 STREET,BEACH   99 STREET,,,ADDRESS,FAR ROCKAWAY,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,14 QUEENS,4161550082,QUEENS,1034101,152274,PHONE,Unspecified,QUEENS,40.58449288570066,-73.82052558656592,"{'latitude': '40.58449288570066', 'longitude': '-73.82052558656592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
59453617,2023-09-30T09:18:18.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,11224,2980 WEST   28 STREET,WEST   28 STREET,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,ONLINE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,MERMAID AVENUE,SURF AVENUE,WEST   28 STREET,,,,,,,
58970688,2023-09-30T09:18:17.000,2023-10-04T15:24:26.000,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,11223,21 PARKWAY COURT,PARKWAY COURT,EAST    3 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-10-02T12:05:56.000,15 BROOKLYN,3071990030,BROOKLYN,993563,154064,ONLINE,Unspecified,BROOKLYN,40.589541360482755,-73.96646866774131,"{'latitude': '40.589541360482755', 'longitude': '-73.96646866774131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST    3 STREET,OCEAN PARKWAY,PARKWAY COURT,,,,,,,
58969461,2023-09-30T09:18:13.000,2023-10-04T09:43:14.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,11207,12390 FLATLANDS AVENUE,FLATLANDS AVENUE,JEROME STREET,ASHFORD STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-10-03T11:13:19.000,05 BROOKLYN,,BROOKLYN,1018323,178534,MOBILE,Unspecified,BROOKLYN,40.65664572830198,-73.87719717929131,"{'latitude': '40.65664572830198', 'longitude': '-73.87719717929131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,JEROME STREET,ASHFORD STREET,FLATLANDS AVENUE,,,,,,,
58973030,2023-09-30T09:17:32.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-30T12:12:25.000,Unspecified MANHATTAN,,MANHATTAN,989607,217865,MOBILE,Unspecified,MANHATTAN,40.764663898952584,-73.98066147906952,"{'latitude': '40.764663898952584', 'longitude': '-73.98066147906952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,,Q,,Stairway,,,
58973106,2023-09-30T09:17:28.000,2023-09-30T11:02:12.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,10004,25 BROADWAY,BROADWAY,BATTERY PLACE,MORRIS STREET,ADDRESS,NEW YORK,Closed,N/A,2023-09-30T11:02:17.000,01 MANHATTAN,1000130027,MANHATTAN,980542,196401,ONLINE,Unspecified,MANHATTAN,40.70575136036927,-74.01337387786249,"{'latitude': '40.70575136036927', 'longitude': '-74.01337387786249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BATTERY PLACE,MORRIS STREET,BROADWAY,,,,,,,
58974321,2023-09-30T09:17:19.000,2023-10-17T13:28:45.000,DSNY,Department of Sanitation,Dead Animal,Cat,10466,965 EAST  223 STREET,EAST  223 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation removed the items.,2023-10-02T07:34:32.000,12 BRONX,2048590011,BRONX,1024660,261395,PHONE,Unspecified,BRONX,40.88405047172684,-73.85385974979367,"{'latitude': '40.88405047172684', 'longitude': '-73.85385974979367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BRONXWOOD AVENUE,PAULDING AVENUE,EAST  223 STREET,,,,,,,
58969868,2023-09-30T09:17:18.000,2023-09-30T09:30:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11238,30 LEFFERTS PLACE,LEFFERTS PLACE,ST JAMES PLACE,GRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T09:30:59.000,02 BROOKLYN,3020180026,BROOKLYN,994680,187616,MOBILE,Unspecified,BROOKLYN,40.68163320101915,-73.96239506442413,"{'latitude': '40.68163320101915', 'longitude': '-73.96239506442413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,ST JAMES PLACE,GRAND AVENUE,LEFFERTS PLACE,,,,,,,
58969204,2023-09-30T09:17:15.000,2023-10-02T19:19:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10002,227 CHERRY STREET,CHERRY STREET,PIKE SLIP,RUTGERS SLIP,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-30T09:17:15.000,03 MANHATTAN,1002487501,MANHATTAN,986777,198336,MOBILE,Unspecified,MANHATTAN,40.711062893490016,-73.99088498319651,"{'latitude': '40.711062893490016', 'longitude': '-73.99088498319651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,PIKE SLIP,RUTGERS SLIP,CHERRY STREET,,,,,,,
58974076,2023-09-30T09:17:04.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11215,536 11 STREET,11 STREET,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3010960027,BROOKLYN,989444,181573,MOBILE,Unspecified,BROOKLYN,40.665051144627014,-73.98127790267175,"{'latitude': '40.665051144627014', 'longitude': '-73.98127790267175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,7 AVENUE,8 AVENUE,11 STREET,,,,,,,
58973177,2023-09-30T09:17:00.000,2023-10-07T10:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10011,200 WEST   14 STREET,WEST   14 STREET,7 AVE,8 AVE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-07T10:45:00.000,02 MANHATTAN,1006180032,MANHATTAN,984219,208414,ONLINE,Unspecified,MANHATTAN,40.73872491814651,-74.00011186499094,"{'latitude': '40.73872491814651', 'longitude': '-74.00011186499094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,
58974432,2023-09-30T09:17:00.000,2023-09-30T12:05:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),11224,,,,,INTERSECTION,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T12:05:00.000,13 BROOKLYN,,BROOKLYN,986544,148193,ONLINE,Unspecified,BROOKLYN,40.57343122248129,-73.99174247588253,"{'latitude': '40.57343122248129', 'longitude': '-73.99174247588253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST 25 STREET,SURF AVENUE,,,,,,,,
58971988,2023-09-30T09:17:00.000,2023-10-02T08:13:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10028,,,,,INTERSECTION,MANHATTAN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T08:13:00.000,08 MANHATTAN,,MANHATTAN,997221,221970,ONLINE,Unspecified,MANHATTAN,40.77592316061583,-73.95316737408258,"{'latitude': '40.77592316061583', 'longitude': '-73.95316737408258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2 AVENUE,EAST 83 STREET,,N/A,,,,,,
58974248,2023-09-30T09:16:57.000,2023-10-03T06:15:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11213,1616 BERGEN STREET,BERGEN STREET,UTICA AVENUE,ROCHESTER AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T06:15:16.000,08 BROOKLYN,3013550023,BROOKLYN,1003861,185192,MOBILE,Unspecified,BROOKLYN,40.67496429215114,-73.92930041167776,"{'latitude': '40.67496429215114', 'longitude': '-73.92930041167776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,UTICA AVENUE,ROCHESTER AVENUE,BERGEN STREET,,,,,,,
