unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58943965,2023-09-27T13:27:20.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11221,707 HART STREET,HART STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,04 BROOKLYN,BROOKLYN,1004980,194095,ONLINE,Unspecified,BROOKLYN,40.69939842762556,-73.925238915329,"{'latitude': '40.69939842762556', 'longitude': '-73.925238915329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3032180046,,,,,,,
58936274,2023-09-27T13:27:19.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11364,202-15 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,,,,,ADDRESS,OAKLAND GARDENS,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,11 QUEENS,QUEENS,1046896,210557,PHONE,Unspecified,QUEENS,40.7443850286935,-73.77391943951642,"{'latitude': '40.7443850286935', 'longitude': '-73.77391943951642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4074530033,,,,,,,
58937568,2023-09-27T13:27:19.000,2023-10-03T10:44:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11219,1454 65 STREET,65 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BROOKLYN,BROOKLYN,984752,166602,ONLINE,Unspecified,BROOKLYN,40.62396048474242,-73.99819162366902,"{'latitude': '40.62396048474242', 'longitude': '-73.99819162366902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3057550029,,,,,,,
58943839,2023-09-27T13:26:49.000,2023-09-27T13:27:53.000,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10314,3808 VICTORY BOULEVARD,VICTORY BOULEVARD,BARON BOULEVARD,RIDGEWAY AVENUE,BARON BOULEVARD,RIDGEWAY AVENUE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-27T13:27:57.000,02 STATEN ISLAND,STATEN ISLAND,933564,156743,UNKNOWN,Unspecified,STATEN ISLAND,40.59675463451022,-74.18251410905353,"{'latitude': '40.59675463451022', 'longitude': '-74.18251410905353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5026100027,,,,,,,
58944783,2023-09-27T13:26:44.000,2023-09-27T14:09:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10031,446 WEST  135 STREET,WEST  135 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  135 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T14:09:54.000,09 MANHATTAN,MANHATTAN,997980,237368,ONLINE,Unspecified,MANHATTAN,40.81818533173338,-73.95039547398468,"{'latitude': '40.81818533173338', 'longitude': '-73.95039547398468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940654,2023-09-27T13:26:34.000,2023-09-27T14:20:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11215,266 FIFTH AVENUE,FIFTH AVENUE,CARROLL STREET,GARFIELD PLACE,CARROLL STREET,GARFIELD PLACE,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T14:20:07.000,06 BROOKLYN,BROOKLYN,989321,185084,MOBILE,Unspecified,BROOKLYN,40.67468812621036,-73.98171862263537,"{'latitude': '40.67468812621036', 'longitude': '-73.98171862263537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935851,2023-09-27T13:26:33.000,2023-09-27T14:59:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11218,713 CATON AVENUE,CATON AVENUE,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,ADDRESS,BROOKLYN,CATON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T14:59:20.000,07 BROOKLYN,BROOKLYN,991642,175212,MOBILE,Unspecified,BROOKLYN,40.647590031838334,-73.97336204733635,"{'latitude': '40.647590031838334', 'longitude': '-73.97336204733635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938955,2023-09-27T13:26:17.000,2023-10-06T12:46:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11203,,,,,KINGS HIGHWAY,TILDEN AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and found that the problem was fixed.,2023-10-06T12:46:00.000,17 BROOKLYN,BROOKLYN,1005271,175566,UNKNOWN,Unspecified,BROOKLYN,40.6485398219392,-73.92424723547154,"{'latitude': '40.6485398219392', 'longitude': '-73.92424723547154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58939308,2023-09-27T13:26:15.000,2023-10-11T13:35:11.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10011,374 SIXTH AVENUE,SIXTH AVENUE,WASHINGTON PLACE,WAVERLY PLACE,WASHINGTON PLACE,WAVERLY PLACE,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T04:38:00.000,02 MANHATTAN,MANHATTAN,984206,206250,MOBILE,Unspecified,MANHATTAN,40.732785272158175,-74.00015876196325,"{'latitude': '40.732785272158175', 'longitude': '-74.00015876196325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939411,2023-09-27T13:26:14.000,2023-09-29T15:38:42.000,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11369,97-02 23 AVENUE,23 AVENUE,97 STREET,98 STREET,97 STREET,98 STREET,ADDRESS,EAST ELMHURST,23 AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-27T20:53:19.000,03 QUEENS,QUEENS,1019362,219265,PHONE,Unspecified,QUEENS,40.76843842961865,-73.8732400854885,"{'latitude': '40.76843842961865', 'longitude': '-73.8732400854885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4010910001,,,,,,,
58945607,2023-09-27T13:26:00.000,2023-09-29T12:01:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,64 ASHTON DRIVE,ASHTON DRIVE,MIMOSA LANE,DOGWOOD DRIVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-29T12:01:00.000,03 STATEN ISLAND,STATEN ISLAND,928842,139868,PHONE,Unspecified,STATEN ISLAND,40.55040792231791,-74.1993790934396,"{'latitude': '40.55040792231791', 'longitude': '-74.1993790934396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5060220312,,,,,,,
58939539,2023-09-27T13:26:00.000,2023-10-02T11:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10013,141 WEST BROADWAY,WEST BROADWAY,DUANE ST,THOMAS ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T11:45:00.000,01 MANHATTAN,MANHATTAN,981998,200462,PHONE,Unspecified,MANHATTAN,40.71689833030603,-74.00812378908826,"{'latitude': '40.71689833030603', 'longitude': '-74.00812378908826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1001470014,N/A,,,,,,
58936843,2023-09-27T13:25:56.000,2023-10-05T09:29:51.000,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11423,204-20 HILLSIDE AVENUE,HILLSIDE AVENUE,204 STREET,205 STREET,204 STREET,205 STREET,ADDRESS,HOLLIS,HILLSIDE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T06:13:31.000,12 QUEENS,QUEENS,1050530,201833,PHONE,Unspecified,QUEENS,40.72041339025398,-73.76089084947245,"{'latitude': '40.72041339025398', 'longitude': '-73.76089084947245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4104970049,,,,,,,
58944457,2023-09-27T13:25:34.000,2023-09-27T17:52:48.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10463,3970 SAXON AVENUE,SAXON AVENUE,SEDGWICK AVENUE,VAN CORTLANDT PARK SOUTH,SEDGWICK AVENUE,VAN CORTLANDT PARK SOUTH,ADDRESS,BRONX,SAXON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T17:52:56.000,08 BRONX,BRONX,1014659,261000,ONLINE,Unspecified,BRONX,40.88300644888323,-73.89002949300463,"{'latitude': '40.88300644888323', 'longitude': '-73.89002949300463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58954888,2023-09-27T13:25:32.000,2023-09-28T12:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11208,803 FORBELL STREET,FORBELL STREET,COZINE AVENUE,WORTMAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T12:25:00.000,05 BROOKLYN,BROOKLYN,1022920,181437,UNKNOWN,Unspecified,BROOKLYN,40.66459493112791,-73.86061246591132,"{'latitude': '40.66459493112791', 'longitude': '-73.86061246591132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3045550001,N/A,,,,,,
58936769,2023-09-27T13:25:22.000,2023-09-28T05:30:26.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11214,1703 BATH AVENUE,BATH AVENUE,17 AVENUE,BAY   16 STREET,17 AVENUE,BAY   16 STREET,ADDRESS,BROOKLYN,BATH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T05:30:29.000,11 BROOKLYN,BROOKLYN,981972,159741,ONLINE,Unspecified,BROOKLYN,40.60512817889213,-74.00820382326924,"{'latitude': '40.60512817889213', 'longitude': '-74.00820382326924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3064000009,,,,,,,
58942634,2023-09-27T13:24:59.000,2023-09-28T16:09:59.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10474,627 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,02 BRONX,BRONX,1015272,235378,PHONE,Unspecified,BRONX,40.81267954196069,-73.8879311987608,"{'latitude': '40.81267954196069', 'longitude': '-73.8879311987608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2027650219,,,,,,,
58942251,2023-09-27T13:24:46.000,2023-09-27T13:46:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,107 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T13:46:23.000,04 MANHATTAN,MANHATTAN,986353,210491,ONLINE,Unspecified,MANHATTAN,40.744425515906904,-73.99241057401285,"{'latitude': '40.744425515906904', 'longitude': '-73.99241057401285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008010030,,,,,,,
58936327,2023-09-27T13:24:30.000,2023-10-08T08:03:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10009,3 HAVEN PLAZA,HAVEN PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,03 MANHATTAN,MANHATTAN,990906,204079,PHONE,Unspecified,MANHATTAN,40.72682390398384,-73.97598579292486,"{'latitude': '40.72682390398384', 'longitude': '-73.97598579292486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003820001,,,,,,,
58938766,2023-09-27T13:24:30.000,2023-10-08T08:03:30.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10009,3 HAVEN PLAZA,HAVEN PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,03 MANHATTAN,MANHATTAN,990906,204079,PHONE,Unspecified,MANHATTAN,40.72682390398384,-73.97598579292486,"{'latitude': '40.72682390398384', 'longitude': '-73.97598579292486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003820001,,,,,,,
58936269,2023-09-27T13:24:30.000,2023-10-08T08:03:31.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10009,3 HAVEN PLAZA,HAVEN PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,03 MANHATTAN,MANHATTAN,990906,204079,PHONE,Unspecified,MANHATTAN,40.72682390398384,-73.97598579292486,"{'latitude': '40.72682390398384', 'longitude': '-73.97598579292486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003820001,,,,,,,
58943847,2023-09-27T13:24:30.000,2023-10-08T08:03:30.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10009,3 HAVEN PLAZA,HAVEN PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,03 MANHATTAN,MANHATTAN,990906,204079,PHONE,Unspecified,MANHATTAN,40.72682390398384,-73.97598579292486,"{'latitude': '40.72682390398384', 'longitude': '-73.97598579292486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003820001,,,,,,,
58938845,2023-09-27T13:24:30.000,2023-10-11T10:05:41.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10009,3 HAVEN PLAZA,HAVEN PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,03 MANHATTAN,MANHATTAN,990906,204079,PHONE,Unspecified,MANHATTAN,40.72682390398384,-73.97598579292486,"{'latitude': '40.72682390398384', 'longitude': '-73.97598579292486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003820001,,,,,,,
58938908,2023-09-27T13:24:30.000,2023-10-08T08:03:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10009,3 HAVEN PLAZA,HAVEN PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,03 MANHATTAN,MANHATTAN,990906,204079,PHONE,Unspecified,MANHATTAN,40.72682390398384,-73.97598579292486,"{'latitude': '40.72682390398384', 'longitude': '-73.97598579292486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003820001,,,,,,,
58940085,2023-09-27T13:24:30.000,2023-10-08T08:03:29.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10009,3 HAVEN PLAZA,HAVEN PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,03 MANHATTAN,MANHATTAN,990906,204079,PHONE,Unspecified,MANHATTAN,40.72682390398384,-73.97598579292486,"{'latitude': '40.72682390398384', 'longitude': '-73.97598579292486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003820001,,,,,,,
58938168,2023-09-27T13:24:09.000,2023-09-27T21:45:41.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash Not Separated from Recycling,Sidewalk,11221,707 HART STREET,HART STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T21:45:46.000,04 BROOKLYN,BROOKLYN,1004980,194095,ONLINE,Unspecified,BROOKLYN,40.69939842762556,-73.925238915329,"{'latitude': '40.69939842762556', 'longitude': '-73.925238915329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3032180046,,,,,,,
