unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date,road_ramp,taxi_company_borough
58887466,2023-09-22T00:32:23.000,2023-09-22T02:44:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,1522 EAST   23 STREET,EAST   23 STREET,AVENUE O,KINGS HIGHWAY,AVENUE O,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   23 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T02:44:28.000,14 BROOKLYN,BROOKLYN,997830,162687,MOBILE,Unspecified,BROOKLYN,40.61320423089603,-73.95108805804884,"{'latitude': '40.61320423089603', 'longitude': '-73.95108805804884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067690015,,,,,,,,
58886286,2023-09-22T00:32:22.000,2023-09-22T01:01:50.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10013,75 VARICK STREET,VARICK STREET,GRAND STREET,WATTS STREET,GRAND STREET,WATTS STREET,ADDRESS,NEW YORK,VARICK STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-22T01:01:54.000,02 MANHATTAN,MANHATTAN,982524,202764,ONLINE,Unspecified,MANHATTAN,40.72321688398667,-74.00622690468593,"{'latitude': '40.72321688398667', 'longitude': '-74.00622690468593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1002260001,,,,,,,,
58888711,2023-09-22T00:32:13.000,2023-09-22T05:54:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1721 WEST    6 STREET,WEST    6 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    6 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T05:54:59.000,11 BROOKLYN,BROOKLYN,990029,159874,PHONE,Unspecified,BROOKLYN,40.60549164520074,-73.97918781687652,"{'latitude': '40.60549164520074', 'longitude': '-73.97918781687652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066517502,,,,,,,,
58881727,2023-09-22T00:32:08.000,2023-09-22T00:35:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:35:59.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58891422,2023-09-22T00:32:02.000,2023-09-22T03:26:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,630 EAST  236 STREET,EAST  236 STREET,CARPENTER AVENUE,MATILDA AVENUE,CARPENTER AVENUE,MATILDA AVENUE,ADDRESS,BRONX,EAST  236 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T03:26:27.000,12 BRONX,BRONX,1023362,265865,ONLINE,Unspecified,BRONX,40.89632504249033,-73.8585277699989,"{'latitude': '40.89632504249033', 'longitude': '-73.8585277699989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2049960054,,,,,,,,
58890936,2023-09-22T00:31:44.000,2023-09-22T00:33:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:33:15.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58886948,2023-09-22T00:31:29.000,2023-09-22T01:07:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,860 EAST   27 STREET,EAST   27 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   27 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T01:07:59.000,14 BROOKLYN,BROOKLYN,998049,168576,ONLINE,Unspecified,BROOKLYN,40.629367966827076,-73.95028723467163,"{'latitude': '40.629367966827076', 'longitude': '-73.95028723467163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3075720070,,,,,,,,
58888868,2023-09-22T00:31:16.000,2023-09-22T05:59:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,186 EAST  164 STREET,EAST  164 STREET,GRAND CONCOURSE,SHERIDAN AVENUE,GRAND CONCOURSE,SHERIDAN AVENUE,ADDRESS,BRONX,EAST  164 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T05:59:09.000,04 BRONX,BRONX,1006359,241410,ONLINE,Unspecified,BRONX,40.829262473563205,-73.92011004084816,"{'latitude': '40.829262473563205', 'longitude': '-73.92011004084816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024610070,,,,,,,,
58881758,2023-09-22T00:31:07.000,2023-09-22T00:33:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,517 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:33:43.000,12 MANHATTAN,MANHATTAN,1001619,245612,ONLINE,Unspecified,MANHATTAN,40.840806340276764,-73.93722694775701,"{'latitude': '40.840806340276764', 'longitude': '-73.93722694775701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021260054,,,,,,,,
58881742,2023-09-22T00:31:06.000,2023-09-22T00:48:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,894 BROADWAY,BROADWAY,BELVIDERE STREET,ARION PLACE,BELVIDERE STREET,ARION PLACE,ADDRESS,BROOKLYN,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:48:24.000,03 BROOKLYN,BROOKLYN,1001697,193584,ONLINE,Unspecified,BROOKLYN,40.69800293380301,-73.93708011114347,"{'latitude': '40.69800293380301', 'longitude': '-73.93708011114347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3015820018,,,,,,,,
58881782,2023-09-22T00:31:02.000,2023-09-22T00:33:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:33:18.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58885342,2023-09-22T00:30:55.000,2023-09-22T01:25:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,22-32 124 STREET,124 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,124 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T01:25:25.000,07 QUEENS,QUEENS,1027386,223333,MOBILE,Unspecified,QUEENS,40.779568494437626,-73.84424610944843,"{'latitude': '40.779568494437626', 'longitude': '-73.84424610944843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4041990033,,,,,,,,
58886998,2023-09-22T00:30:40.000,2023-09-22T00:35:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:35:58.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58883068,2023-09-22T00:30:23.000,2023-09-22T00:46:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11216,1442 PACIFIC STREET,PACIFIC STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:46:25.000,08 BROOKLYN,BROOKLYN,1000229,186019,ONLINE,Unspecified,BROOKLYN,40.677241521090416,-73.94239216481716,"{'latitude': '40.677241521090416', 'longitude': '-73.94239216481716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012090032,,,,,,,,
58890865,2023-09-22T00:30:19.000,2023-09-22T01:12:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11377,69-12 30 AVENUE,30 AVENUE,69 STREET,70 STREET,69 STREET,70 STREET,ADDRESS,WOODSIDE,30 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T01:12:59.000,03 QUEENS,QUEENS,1012530,216178,ONLINE,Unspecified,QUEENS,40.7599899125287,-73.89791765644767,"{'latitude': '40.7599899125287', 'longitude': '-73.89791765644767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4011180044,,,,,,,,
58886828,2023-09-22T00:30:10.000,2023-09-22T01:25:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11356,22-31 124 STREET,124 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,124 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T01:25:09.000,07 QUEENS,QUEENS,1027392,223341,PHONE,Unspecified,QUEENS,40.779590423004244,-73.84422439354505,"{'latitude': '40.779590423004244', 'longitude': '-73.84422439354505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4042000008,,,,,,,,
58884324,2023-09-22T00:30:02.000,2023-09-22T00:56:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,210P WEST  153 STREET,WEST  153 STREET,ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,ADDRESS,NEW YORK,WEST  153 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:56:59.000,10 MANHATTAN,MANHATTAN,1002046,240511,ONLINE,Unspecified,MANHATTAN,40.826804719288,-73.93569726672507,"{'latitude': '40.826804719288', 'longitude': '-73.93569726672507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020370011,,,,,,,,
58883110,2023-09-22T00:29:58.000,2023-09-22T00:33:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:33:18.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58881769,2023-09-22T00:29:38.000,2023-09-22T00:33:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:33:09.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58889286,2023-09-22T00:29:16.000,2023-09-22T00:32:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,517 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:32:45.000,12 MANHATTAN,MANHATTAN,1001619,245612,ONLINE,Unspecified,MANHATTAN,40.840806340276764,-73.93722694775701,"{'latitude': '40.840806340276764', 'longitude': '-73.93722694775701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021260054,,,,,,,,
58889658,2023-09-22T00:29:00.000,2023-09-22T00:54:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1110 COLLEGE AVENUE,COLLEGE AVENUE,EAST  166 STREET,EAST  167 STREET,EAST  166 STREET,EAST  167 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:55:01.000,04 BRONX,BRONX,1007894,241948,ONLINE,Unspecified,BRONX,40.83073515289782,-73.91456148896299,"{'latitude': '40.83073515289782', 'longitude': '-73.91456148896299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024340004,,,,,,,,
58886994,2023-09-22T00:28:57.000,2023-09-22T01:13:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10306,759 TYSENS LANE,TYSENS LANE,MILL ROAD,WEED AVENUE,MILL ROAD,WEED AVENUE,ADDRESS,STATEN ISLAND,TYSENS LANE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T01:13:19.000,03 STATEN ISLAND,STATEN ISLAND,953516,143514,MOBILE,Unspecified,STATEN ISLAND,40.560535312830304,-74.1106093396135,"{'latitude': '40.560535312830304', 'longitude': '-74.1106093396135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5040580200,,,,,,,,
58881749,2023-09-22T00:28:54.000,2023-09-22T00:35:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:35:58.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58881770,2023-09-22T00:28:42.000,2023-09-22T01:04:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,159 BRIDGE PARK DRIVE,BRIDGE PARK DRIVE,BEND,JORALEMON STREET,BEND,JORALEMON STREET,ADDRESS,BROOKLYN,BRIDGE PARK DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T01:04:59.000,02 BROOKLYN,BROOKLYN,984037,192136,MOBILE,Unspecified,BROOKLYN,40.69404570621333,-74.00076810567666,"{'latitude': '40.69404570621333', 'longitude': '-74.00076810567666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3002457501,,,,,,,,
58888837,2023-09-22T00:28:36.000,2023-09-22T04:59:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,2025 HOBART AVENUE,HOBART AVENUE,EAST  194 STREET,EAST  195 STREET,EAST  194 STREET,EAST  195 STREET,ADDRESS,BRONX,HOBART AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T04:59:23.000,10 BRONX,BRONX,1031009,249913,MOBILE,Unspecified,BRONX,40.85250458373415,-73.83097916083003,"{'latitude': '40.85250458373415', 'longitude': '-73.83097916083003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2042410037,,,,,,,,
58881784,2023-09-22T00:28:17.000,2023-09-22T00:44:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11214,7609 18 AVENUE,18 AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,ADDRESS,BROOKLYN,18 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:44:29.000,11 BROOKLYN,BROOKLYN,985163,162485,ONLINE,Unspecified,BROOKLYN,40.612660141989764,-73.99671161732546,"{'latitude': '40.612660141989764', 'longitude': '-73.99671161732546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3062380007,,,,,,,,
58890906,2023-09-22T00:28:07.000,2023-09-22T00:34:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,320 STERLING STREET,STERLING STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:34:34.000,09 BROOKLYN,BROOKLYN,998073,180888,MOBILE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013210011,,,,,,,,
