unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58971758,2023-09-30T22:19:51.000,2023-10-02T14:33:00.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10034,60 SEAMAN AVENUE,SEAMAN AVENUE,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,Closed,2023-10-02T14:33:05.000,12 MANHATTAN,1022480040,MANHATTAN,1004817,255479,ONLINE,Unspecified,MANHATTAN,40.867881436186174,-73.9256388353561,"{'latitude': '40.867881436186174', 'longitude': '-73.9256388353561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",,,,,,
58973949,2023-09-30T22:19:47.000,2023-10-12T20:14:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,561 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58971393,2023-09-30T22:19:47.000,2023-10-12T20:14:15.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10033,561 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58976310,2023-09-30T22:19:47.000,2023-10-12T20:14:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10033,561 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58976402,2023-09-30T22:19:47.000,2023-10-12T20:14:16.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10033,561 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58968896,2023-09-30T22:19:47.000,2023-10-12T20:14:16.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10033,561 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58977399,2023-09-30T22:19:47.000,2023-10-12T20:14:16.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10033,561 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58969647,2023-09-30T22:19:40.000,2023-09-30T22:33:08.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10030,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  134 STREET,ST NICHOLAS AVENUE,WEST  134 STREET,INTERSECTION,,,Closed,2023-09-30T22:33:11.000,10 MANHATTAN,,MANHATTAN,998545,236709,MOBILE,Unspecified,MANHATTAN,40.81637566579652,-73.94835561395031,"{'latitude': '40.81637566579652', 'longitude': '-73.94835561395031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department made an arrest in response to the complaint.,,,,,,
58970360,2023-09-30T22:19:29.000,2023-10-05T15:13:28.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11372,34-56 73 STREET,73 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,2023-10-05T00:00:00.000,03 QUEENS,4012590032,QUEENS,1013863,212997,ONLINE,Unspecified,QUEENS,40.7512545195087,-73.89311993980992,"{'latitude': '40.7512545195087', 'longitude': '-73.89311993980992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58971694,2023-09-30T22:19:28.000,2023-10-01T03:23:52.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10472,ROSEDALE AVENUE,ROSEDALE AVENUE,ROSEDALE AVENUE,WESTCHESTER AVENUE,ROSEDALE AVENUE,WESTCHESTER AVENUE,INTERSECTION,,,Closed,2023-10-01T03:23:59.000,09 BRONX,,BRONX,1020480,242091,PHONE,Unspecified,BRONX,40.8310849850313,-73.8690807734826,"{'latitude': '40.8310849850313', 'longitude': '-73.8690807734826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58976001,2023-09-30T22:19:26.000,2023-09-30T22:54:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,131 BEACH STREET,BEACH STREET,VAN DUZER STREET,JACKSON STREET,VAN DUZER STREET,JACKSON STREET,ADDRESS,STATEN ISLAND,BEACH STREET,Closed,2023-09-30T22:54:21.000,01 STATEN ISLAND,5005150047,STATEN ISLAND,962007,168512,MOBILE,Unspecified,STATEN ISLAND,40.62917512265783,-74.08013319363327,"{'latitude': '40.62917512265783', 'longitude': '-74.08013319363327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58969945,2023-09-30T22:19:26.000,2023-09-30T22:49:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,51 WOODS PLACE,WOODS PLACE,ERASMUS STREET,SNYDER AVENUE,ERASMUS STREET,SNYDER AVENUE,ADDRESS,BROOKLYN,WOODS PLACE,Closed,2023-09-30T22:49:40.000,17 BROOKLYN,3051070117,BROOKLYN,996793,175731,MOBILE,Unspecified,BROOKLYN,40.649008776829106,-73.95479884269339,"{'latitude': '40.649008776829106', 'longitude': '-73.95479884269339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973745,2023-09-30T22:19:24.000,2023-10-06T18:49:36.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10459,1412 BRISTOW STREET,BRISTOW STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,03 BRONX,2029640029,BRONX,1013252,243026,PHONE,Unspecified,BRONX,40.833677981859395,-73.89519550433202,"{'latitude': '40.833677981859395', 'longitude': '-73.89519550433202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58975098,2023-09-30T22:19:24.000,2023-10-06T18:49:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10459,1412 BRISTOW STREET,BRISTOW STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,03 BRONX,2029640029,BRONX,1013252,243026,PHONE,Unspecified,BRONX,40.833677981859395,-73.89519550433202,"{'latitude': '40.833677981859395', 'longitude': '-73.89519550433202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58975144,2023-09-30T22:19:24.000,2023-10-06T18:49:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,1412 BRISTOW STREET,BRISTOW STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,03 BRONX,2029640029,BRONX,1013252,243026,PHONE,Unspecified,BRONX,40.833677981859395,-73.89519550433202,"{'latitude': '40.833677981859395', 'longitude': '-73.89519550433202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58971332,2023-09-30T22:19:20.000,2023-09-30T22:27:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11249,113 BROADWAY,BROADWAY,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,BROADWAY,Closed,2023-09-30T22:27:35.000,01 BROOKLYN,3024710013,BROOKLYN,994073,198091,ONLINE,Unspecified,BROOKLYN,40.710385334731455,-73.9645683014582,"{'latitude': '40.710385334731455', 'longitude': '-73.9645683014582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58969711,2023-09-30T22:19:19.000,2023-09-30T22:40:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,219 LENOX ROAD,LENOX ROAD,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,Closed,2023-09-30T22:40:16.000,17 BROOKLYN,3050660091,BROOKLYN,997580,177563,PHONE,Unspecified,BROOKLYN,40.654036067836714,-73.95195911388122,"{'latitude': '40.654036067836714', 'longitude': '-73.95195911388122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58976083,2023-09-30T22:19:18.000,2023-09-30T22:50:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11226,51 WOODS PLACE,WOODS PLACE,ERASMUS STREET,SNYDER AVENUE,ERASMUS STREET,SNYDER AVENUE,ADDRESS,BROOKLYN,WOODS PLACE,Closed,2023-09-30T22:50:05.000,17 BROOKLYN,3051070117,BROOKLYN,996793,175731,ONLINE,Unspecified,BROOKLYN,40.649008776829106,-73.95479884269339,"{'latitude': '40.649008776829106', 'longitude': '-73.95479884269339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
59446156,2023-09-30T22:19:12.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11372,34-56 73 STREET,73 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,73 STREET,Closed,2023-10-05T00:00:00.000,03 QUEENS,4012590032,QUEENS,1013863,212997,ONLINE,Unspecified,QUEENS,40.7512545195087,-73.89311993980992,"{'latitude': '40.7512545195087', 'longitude': '-73.89311993980992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58977235,2023-09-30T22:19:11.000,2023-10-01T00:30:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10309,729 MARCY AVENUE,MARCY AVENUE,RENSSELAER AVENUE,RATHBUN AVENUE,RENSSELAER AVENUE,RATHBUN AVENUE,ADDRESS,STATEN ISLAND,MARCY AVENUE,Closed,2023-10-01T00:30:48.000,03 STATEN ISLAND,5068410008,STATEN ISLAND,928478,135714,ONLINE,Unspecified,STATEN ISLAND,40.53900372595628,-74.20065465970748,"{'latitude': '40.53900372595628', 'longitude': '-74.20065465970748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59459175,2023-09-30T22:19:08.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10033,561 WEST  186 STREET,WEST  186 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  186 STREET,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59443014,2023-09-30T22:19:02.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10033,561 WEST  186 STREET,WEST  186 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  186 STREET,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976021,2023-09-30T22:19:00.000,2023-09-30T23:05:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,500 WEST  176 STREET,WEST  176 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  176 STREET,Closed,2023-09-30T23:05:31.000,12 MANHATTAN,1021320058,MANHATTAN,1002710,247112,ONLINE,Unspecified,MANHATTAN,40.84492118708114,-73.9332798527735,"{'latitude': '40.84492118708114', 'longitude': '-73.9332798527735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59439209,2023-09-30T22:18:59.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10033,561 WEST  186 STREET,WEST  186 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  186 STREET,Closed,2023-10-12T00:00:00.000,12 MANHATTAN,1021570096,MANHATTAN,1003427,249709,PHONE,Unspecified,MANHATTAN,40.85204765529435,-73.93068096637785,"{'latitude': '40.85204765529435', 'longitude': '-73.93068096637785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973709,2023-09-30T22:18:54.000,2023-09-30T22:43:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10024,210 WEST   90 STREET,WEST   90 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   90 STREET,Closed,2023-09-30T22:43:09.000,07 MANHATTAN,1012370017,MANHATTAN,991409,227335,ONLINE,Unspecified,MANHATTAN,40.790655276384214,-73.97414625333265,"{'latitude': '40.790655276384214', 'longitude': '-73.97414625333265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974187,2023-09-30T22:18:53.000,2023-10-02T02:44:33.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11102,26-38 21 STREET,21 STREET,26 ROAD,27 AVENUE,26 ROAD,27 AVENUE,ADDRESS,ASTORIA,21 STREET,Closed,2023-10-02T08:35:32.000,01 QUEENS,4008850001,QUEENS,1004907,220871,ONLINE,Unspecified,QUEENS,40.772892074525686,-73.9254199682842,"{'latitude': '40.772892074525686', 'longitude': '-73.9254199682842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Transportation will inspect the condition and will determine the next action.,,,,,,
58976878,2023-09-30T22:18:44.000,2023-10-01T01:08:13.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11228,1279 79 STREET,79 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,79 STREET,Closed,2023-10-01T01:08:17.000,10 BROOKLYN,3062550047,BROOKLYN,981352,164583,MOBILE,Unspecified,BROOKLYN,40.618418290991315,-74.01043872408377,"{'latitude': '40.618418290991315', 'longitude': '-74.01043872408377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
