unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58820728,2023-09-15T23:44:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11414,102-16 159 ROAD,159 ROAD,102 STREET,COLEMAN SQUARE,102 STREET,COLEMAN SQUARE,ADDRESS,HOWARD BEACH,159 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:44:01.000,10 QUEENS,4141820092,QUEENS,1031204,179697,MOBILE,Unspecified,QUEENS,40.659778968085334,-73.83076464735382,"{'latitude': '40.659778968085334', 'longitude': '-73.83076464735382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:43:57.000,,,,,,,
58823351,2023-09-15T23:44:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,277 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  127 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:32:24.000,10 MANHATTAN,1019330001,MANHATTAN,998206,234831,ONLINE,Unspecified,MANHATTAN,40.81122162294716,-73.94958424379058,"{'latitude': '40.81122162294716', 'longitude': '-73.94958424379058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:32:17.000,,,,,,,
58824210,2023-09-15T23:44:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,1078 ROGERS AVENUE,ROGERS AVENUE,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:07:43.000,17 BROOKLYN,3051700028,BROOKLYN,997645,173799,ONLINE,Unspecified,BROOKLYN,40.64370460720617,-73.95173233078928,"{'latitude': '40.64370460720617', 'longitude': '-73.95173233078928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:07:39.000,,,,,,,
58823664,2023-09-15T23:44:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11379,FRESH POND ROAD,FRESH POND ROAD,ELIOT AVENUE,FRESH POND ROAD,ELIOT AVENUE,FRESH POND ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:26:16.000,05 QUEENS,,QUEENS,1011651,199648,MOBILE,Unspecified,QUEENS,40.71462194983776,-73.90115790882437,"{'latitude': '40.71462194983776', 'longitude': '-73.90115790882437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T02:26:11.000,,,,,,,
58824233,2023-09-15T23:44:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11218,32 ARGYLE ROAD,ARGYLE ROAD,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,ARGYLE ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:00:48.000,14 BROOKLYN,,BROOKLYN,993197,175636,ONLINE,Unspecified,BROOKLYN,40.64875238550619,-73.96775785764898,"{'latitude': '40.64875238550619', 'longitude': '-73.96775785764898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:45.000,,,,,,,
58824630,2023-09-15T23:44:03.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10466,901 EAST  228 STREET,EAST  228 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  228 STREET,Unspecified,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-09T07:31:15.000,12 BRONX,2048640035,BRONX,1024866,262821,ONLINE,Unspecified,BRONX,40.887963443345434,-73.85310611705087,"{'latitude': '40.887963443345434', 'longitude': '-73.85310611705087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T16:24:21.000,,,,,,,
58821795,2023-09-15T23:44:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11101,13-14 JACKSON AVENUE,JACKSON AVENUE,,,,,ADDRESS,LONG ISLAND CITY,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-19T00:00:00.000,02 QUEENS,4000587501,QUEENS,998241,210397,PHONE,Unspecified,QUEENS,40.74415669200958,-73.94950868460155,"{'latitude': '40.74415669200958', 'longitude': '-73.94950868460155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T16:23:10.000,,,,,,,
58825426,2023-09-15T23:44:00.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10456,3636 PARK AVENUE,PARK AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T01:01:54.000,03 BRONX,,BRONX,1010123,243295,MOBILE,Unspecified,BRONX,40.834426029809286,-73.90650172153147,"{'latitude': '40.834426029809286', 'longitude': '-73.90650172153147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:01:50.000,,,,,,,
58823015,2023-09-15T23:44:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10002,71 HESTER STREET,HESTER STREET,LUDLOW ST,ORCHARD ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T22:30:00.000,03 MANHATTAN,1003090001,MANHATTAN,986774,200100,PHONE,Unspecified,MANHATTAN,40.71590465361297,-73.9908951429948,"{'latitude': '40.71590465361297', 'longitude': '-73.9908951429948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T22:30:00.000,N/A,,,,,,
58823871,2023-09-15T23:44:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11224,2975 WEST   33 STREET,WEST   33 STREET,MERMAID AVE,SURF AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T08:41:00.000,13 BROOKLYN,3070480015,BROOKLYN,984474,148060,ONLINE,Unspecified,BROOKLYN,40.573066457463426,-73.99919368993085,"{'latitude': '40.573066457463426', 'longitude': '-73.99919368993085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:41:00.000,N/A,,,,,,
58821558,2023-09-15T23:43:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,200 WEST  131 STREET,WEST  131 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  131 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:22:13.000,10 MANHATTAN,1019330050,MANHATTAN,999270,235411,ONLINE,Unspecified,MANHATTAN,40.81281181632886,-73.94573926927536,"{'latitude': '40.81281181632886', 'longitude': '-73.94573926927536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:22:10.000,,,,,,,
58824302,2023-09-15T23:43:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,4294 OCEAN AVENUE,OCEAN AVENUE,ORIENTAL BOULEVARD,DEAD END,ORIENTAL BOULEVARD,DEAD END,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:06:14.000,15 BROOKLYN,3087430096,BROOKLYN,998952,149296,MOBILE,Unspecified,BROOKLYN,40.57644684745573,-73.94707602091962,"{'latitude': '40.57644684745573', 'longitude': '-73.94707602091962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:06:11.000,,,,,,,
58821109,2023-09-15T23:43:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10026,2160 8 AVENUE,8 AVENUE,WEST 116 STREET,WEST 117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T23:43:43.000,10 MANHATTAN,1019220001,MANHATTAN,996682,232483,ONLINE,Unspecified,MANHATTAN,40.80477928918719,-73.95509400896265,"{'latitude': '40.80477928918719', 'longitude': '-73.95509400896265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:34:29.000,,,,,,,
58823952,2023-09-15T23:43:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10455,418 EAST  153 STREET,EAST  153 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  153 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T01:38:01.000,01 BRONX,2023740080,BRONX,1007501,237578,ONLINE,Unspecified,BRONX,40.818741793230835,-73.91599675209956,"{'latitude': '40.818741793230835', 'longitude': '-73.91599675209956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:37:58.000,,,,,,,
58824059,2023-09-15T23:43:31.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,10013,129 LAFAYETTE STREET,LAFAYETTE STREET,CANAL STREET,HOWARD STREET,CANAL STREET,HOWARD STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:02:44.000,02 MANHATTAN,1002087501,MANHATTAN,984224,201190,PHONE,Unspecified,MANHATTAN,40.718896802092594,-74.00009379433811,"{'latitude': '40.718896802092594', 'longitude': '-74.00009379433811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:02:41.000,,,,,,,
58824318,2023-09-15T23:43:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10013,129 LAFAYETTE STREET,LAFAYETTE STREET,CANAL STREET,HOWARD STREET,CANAL STREET,HOWARD STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:05:29.000,02 MANHATTAN,1002087501,MANHATTAN,984224,201190,PHONE,Unspecified,MANHATTAN,40.718896802092594,-74.00009379433811,"{'latitude': '40.718896802092594', 'longitude': '-74.00009379433811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:05:24.000,,,,,,,
58822565,2023-09-15T23:43:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1367 OGDEN AVENUE,OGDEN AVENUE,WEST  170 STREET,WEST  171 STREET,WEST  170 STREET,WEST  171 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:04:28.000,04 BRONX,2025350026,BRONX,1005113,245996,PHONE,Unspecified,BRONX,40.841852744324946,-73.92459814389862,"{'latitude': '40.841852744324946', 'longitude': '-73.92459814389862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:04:23.000,,,,,,,
58824793,2023-09-15T23:43:12.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10456,3636 PARK AVENUE,PARK AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T01:02:09.000,03 BRONX,,BRONX,1010123,243295,MOBILE,Unspecified,BRONX,40.834426029809286,-73.90650172153147,"{'latitude': '40.834426029809286', 'longitude': '-73.90650172153147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:02:05.000,,,,,,,
58823290,2023-09-15T23:43:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,269 CLIFTON PLACE,CLIFTON PLACE,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,CLIFTON PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:00:28.000,03 BROOKLYN,3017880077,BROOKLYN,997351,190292,MOBILE,Unspecified,BROOKLYN,40.68897465798489,-73.95275968238892,"{'latitude': '40.68897465798489', 'longitude': '-73.95275968238892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:24.000,,,,,,,
58822547,2023-09-15T23:42:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,88-25 37 AVENUE,37 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,JACKSON HEIGHTS,37 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:50:04.000,03 QUEENS,4014627501,QUEENS,1017932,212682,ONLINE,Unspecified,QUEENS,40.750375361843574,-73.8784355877319,"{'latitude': '40.750375361843574', 'longitude': '-73.8784355877319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:49:58.000,,,,,,,
58822473,2023-09-15T23:42:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2422 LORILLARD PLACE,LORILLARD PLACE,EAST  187 STREET,EAST  188 STREET,EAST  187 STREET,EAST  188 STREET,ADDRESS,BRONX,LORILLARD PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:56:25.000,06 BRONX,2030560011,BRONX,1015044,251528,ONLINE,Unspecified,BRONX,40.857007389666464,-73.88868071879017,"{'latitude': '40.857007389666464', 'longitude': '-73.88868071879017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:56:21.000,,,,,,,
58826634,2023-09-15T23:42:47.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10036,653 10 AVENUE,10 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-16T00:00:00.000,04 MANHATTAN,1010750029,MANHATTAN,986027,216980,UNKNOWN,Unspecified,MANHATTAN,40.76223624645535,-73.99358534647999,"{'latitude': '40.76223624645535', 'longitude': '-73.99358534647999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:00.000,,,,,,,
58820395,2023-09-15T23:42:44.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11356,14-60 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,14 ROAD,15 AVENUE,14 ROAD,15 AVENUE,ADDRESS,COLLEGE POINT,COLLEGE POINT BOULEVARD,Closed,N/A,2023-09-16T01:01:30.000,07 QUEENS,4040770030,QUEENS,1026952,225176,ONLINE,Unspecified,QUEENS,40.78462913988875,-73.8458014632845,"{'latitude': '40.78462913988875', 'longitude': '-73.8458014632845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:01:27.000,,,,,,,
58821433,2023-09-15T23:42:39.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10010,254 THIRD AVENUE,THIRD AVENUE,EAST   20 STREET,EAST   21 STREET,EAST   20 STREET,EAST   21 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T23:52:08.000,06 MANHATTAN,1008760031,MANHATTAN,988627,207929,MOBILE,Unspecified,MANHATTAN,40.73739263024629,-73.98420570072238,"{'latitude': '40.73739263024629', 'longitude': '-73.98420570072238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:52:01.000,,,,,,,
58820738,2023-09-15T23:42:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,69 COLUMBIA STREET,COLUMBIA STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,COLUMBIA STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:55:48.000,03 MANHATTAN,1003330001,MANHATTAN,989766,200628,ONLINE,Unspecified,MANHATTAN,40.71735252752486,-73.9801016313048,"{'latitude': '40.71735252752486', 'longitude': '-73.9801016313048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:55:44.000,,,,,,,
58823265,2023-09-15T23:42:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,200 WEST  131 STREET,WEST  131 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  131 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:20:58.000,10 MANHATTAN,1019330050,MANHATTAN,999270,235411,ONLINE,Unspecified,MANHATTAN,40.81281181632886,-73.94573926927536,"{'latitude': '40.81281181632886', 'longitude': '-73.94573926927536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:20:54.000,,,,,,,
