unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58793005,2023-09-12T16:20:52.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,182 AVENUE B,AVENUE B,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,03 MANHATTAN,1004050035,MANHATTAN,989988,204404,UNKNOWN,Unspecified,MANHATTAN,40.72771659291484,-73.97929757127402,"{'latitude': '40.72771659291484', 'longitude': '-73.97929757127402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,,,,
58791082,2023-09-12T16:20:49.000,2023-09-18T16:25:14.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11430,JFK AIRPORT,JFK AIRPORT,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,See notes for information.,2023-09-18T16:25:17.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,,,
58794512,2023-09-12T16:20:39.000,2023-09-12T16:31:07.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11249,274 BERRY STREET,BERRY STREET,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,BERRY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:31:09.000,01 BROOKLYN,3024040031,BROOKLYN,994372,199416,ONLINE,Unspecified,BROOKLYN,40.71402180701829,-73.96348781229455,"{'latitude': '40.71402180701829', 'longitude': '-73.96348781229455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793787,2023-09-12T16:20:39.000,2023-09-29T05:40:57.000,DOT,Department of Transportation,Broken Parking Meter,Credit Card Stuck in Meter,Street,10003,EAST   12 STREET,EAST   12 STREET,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,BLOCKFACE,,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-29T05:41:03.000,Unspecified MANHATTAN,,MANHATTAN,985877,206853,PHONE,Unspecified,MANHATTAN,40.73444020929731,-73.9941292697763,"{'latitude': '40.73444020929731', 'longitude': '-73.9941292697763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791004,2023-09-12T16:20:32.000,2023-09-12T16:20:32.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11211,21 CONSELYEA STREET,CONSELYEA STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,CONSELYEA STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-12T16:20:32.000,01 BROOKLYN,3027510044,BROOKLYN,997918,199645,MOBILE,Unspecified,BROOKLYN,40.71464558975267,-73.95069618021276,"{'latitude': '40.71464558975267', 'longitude': '-73.95069618021276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793098,2023-09-12T16:20:31.000,2023-09-12T16:59:06.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10454,20 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,LINCOLN AVENUE,ALEXANDER AVENUE,LINCOLN AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T16:59:10.000,01 BRONX,2023087501,BRONX,1003971,233430,MOBILE,Unspecified,BRONX,40.807365279554126,-73.92876242636574,"{'latitude': '40.807365279554126', 'longitude': '-73.92876242636574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796885,2023-09-12T16:20:26.000,2023-09-29T12:01:48.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,10065,27 EAST   62 STREET,EAST   62 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   62 STREET,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-09-29T12:01:50.000,08 MANHATTAN,1013770024,MANHATTAN,992621,218123,PHONE,Unspecified,MANHATTAN,40.76536970216821,-73.96978075860811,"{'latitude': '40.76536970216821', 'longitude': '-73.96978075860811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794442,2023-09-12T16:20:22.000,2023-09-12T19:02:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,33-29 58 STREET,58 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,WOODSIDE,58 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T19:02:54.000,02 QUEENS,4011820029,QUEENS,1011099,213607,ONLINE,Unspecified,QUEENS,40.75293763857064,-73.90309340103826,"{'latitude': '40.75293763857064', 'longitude': '-73.90309340103826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797087,2023-09-12T16:20:14.000,2023-09-19T21:00:28.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11219,6824 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T21:00:33.000,10 BROOKLYN,3057710020,BROOKLYN,981012,168443,PHONE,Unspecified,BROOKLYN,40.62901306550571,-74.0116652706699,"{'latitude': '40.62901306550571', 'longitude': '-74.0116652706699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797529,2023-09-12T16:20:13.000,2023-09-12T21:32:18.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10461,1063 PIERCE AVENUE,PIERCE AVENUE,HONE AVENUE,LURTING AVENUE,HONE AVENUE,LURTING AVENUE,ADDRESS,BRONX,PIERCE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T21:32:22.000,11 BRONX,2041000034,BRONX,1025310,247509,PHONE,Unspecified,BRONX,40.84593466603591,-73.85159414792925,"{'latitude': '40.84593466603591', 'longitude': '-73.85159414792925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789686,2023-09-12T16:20:12.000,2023-09-22T09:30:31.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10011,125 WEST   12 STREET,WEST   12 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   12 STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-22T09:30:35.000,02 MANHATTAN,1006080053,MANHATTAN,984607,207576,ONLINE,Unspecified,MANHATTAN,40.736424808393664,-73.99871179280078,"{'latitude': '40.736424808393664', 'longitude': '-73.99871179280078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795864,2023-09-12T16:20:06.000,2023-09-14T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,180 AVENUE B,AVENUE B,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,03 MANHATTAN,1004057502,MANHATTAN,989977,204386,UNKNOWN,Unspecified,MANHATTAN,40.72766719443229,-73.97933727406384,"{'latitude': '40.72766719443229', 'longitude': '-73.97933727406384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-12T16:20:06.000,,,,,,
58798697,2023-09-12T16:20:00.000,2023-09-12T19:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11207,726 BLAKE AVENUE,BLAKE AVENUE,WYONA ST,BRADFORD ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-12T19:45:00.000,05 BROOKLYN,3037920025,BROOKLYN,1014281,182769,PHONE,Unspecified,BROOKLYN,40.66828448903789,-73.89174611107251,"{'latitude': '40.66828448903789', 'longitude': '-73.89174611107251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797261,2023-09-12T16:20:00.000,2023-09-13T11:15:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11220,817 50 STREET,50 STREET,8 AVE,9 AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection requires an appointment to inspect this complaint type.  Complainant information was not provided and an appointment could not be scheduled.  The complaint has been closed. If the problem still exists, please call 311 and file a new complaint including your contact information.",2023-09-13T11:15:00.000,12 BROOKLYN,3056370070,BROOKLYN,983384,172726,ONLINE,Unspecified,BROOKLYN,40.640769539743836,-74.003120415142,"{'latitude': '40.640769539743836', 'longitude': '-74.003120415142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793073,2023-09-12T16:19:56.000,2023-09-12T16:55:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11217,643 DEGRAW STREET,DEGRAW STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,DEGRAW STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:55:41.000,06 BROOKLYN,3009460001,BROOKLYN,989393,186438,MOBILE,Unspecified,BROOKLYN,40.67840450907074,-73.98145802340999,"{'latitude': '40.67840450907074', 'longitude': '-73.98145802340999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799534,2023-09-12T16:19:27.000,2023-10-16T15:34:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10314,34 LANDER AVENUE,LANDER AVENUE,RICHMOND AVENUE,RENEE PLACE,RICHMOND AVENUE,RENEE PLACE,ADDRESS,STATEN ISLAND,LANDER AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-16T15:34:26.000,02 STATEN ISLAND,5015950114,STATEN ISLAND,939842,162726,ONLINE,Unspecified,STATEN ISLAND,40.613210401729766,-74.15994718800135,"{'latitude': '40.613210401729766', 'longitude': '-74.15994718800135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790124,2023-09-12T16:19:21.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,174 AVENUE B,AVENUE B,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,03 MANHATTAN,1004040028,MANHATTAN,989920,204282,UNKNOWN,Unspecified,MANHATTAN,40.7273817765033,-73.97954301479777,"{'latitude': '40.7273817765033', 'longitude': '-73.97954301479777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,,,,
58790815,2023-09-12T16:19:07.000,2023-09-12T16:31:28.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:31:35.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790125,2023-09-12T16:19:04.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,172 AVENUE B,AVENUE B,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,03 MANHATTAN,1004040029,MANHATTAN,989909,204263,UNKNOWN,Unspecified,MANHATTAN,40.72732963317755,-73.97958271804711,"{'latitude': '40.72732963317755', 'longitude': '-73.97958271804711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,,,,
58788962,2023-09-12T16:19:03.000,2023-09-12T18:49:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,2275 EAST   23 STREET,EAST   23 STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,EAST   23 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T18:49:27.000,15 BROOKLYN,3073820057,BROOKLYN,998747,156405,MOBILE,Unspecified,BROOKLYN,40.59595997183726,-73.94779872564189,"{'latitude': '40.59595997183726', 'longitude': '-73.94779872564189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793285,2023-09-12T16:19:00.000,,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,,RIVERSIDE DR PARKS,RIVERSIDE DR PARKS,153 ST W,72 ST W,,,BLOCKFACE,,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-31T10:26:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,
58790816,2023-09-12T16:18:56.000,2023-09-12T16:31:11.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:31:15.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789440,2023-09-12T16:18:46.000,2023-09-12T16:30:14.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:30:20.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799420,2023-09-12T16:18:41.000,2023-09-12T16:29:57.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:30:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797282,2023-09-12T16:18:41.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,170 AVENUE B,AVENUE B,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,03 MANHATTAN,1004040030,MANHATTAN,989898,204244,UNKNOWN,Unspecified,MANHATTAN,40.72727748983771,-73.97962242123432,"{'latitude': '40.72727748983771', 'longitude': '-73.97962242123432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,,,,
58798020,2023-09-12T16:18:31.000,2023-09-12T16:29:32.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:29:36.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797836,2023-09-12T16:18:31.000,2023-09-14T09:13:15.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10453,1727 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,05 BRONX,2028490070,BRONX,1008881,247707,PHONE,Unspecified,BRONX,40.846539229248954,-73.91097377874185,"{'latitude': '40.846539229248954', 'longitude': '-73.91097377874185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
