unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,road_ramp
58820274,2023-09-16T00:46:27.000,2023-09-16T00:46:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10002,85 ORCHARD STREET,ORCHARD STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-16T00:46:27.000,03 MANHATTAN,MANHATTAN,986918,200817,MOBILE,Unspecified,MANHATTAN,40.717872604455565,-73.99037540580335,"{'latitude': '40.717872604455565', 'longitude': '-73.99037540580335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,ORCHARD STREET,1004130043,,,,,,
58823703,2023-09-16T00:46:14.000,2023-09-16T02:28:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11373,KNEELAND AVENUE,KNEELAND AVENUE,CODWISE PLACE,KNEELAND AVENUE,CODWISE PLACE,KNEELAND AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T02:28:31.000,04 QUEENS,QUEENS,1016635,206895,MOBILE,Unspecified,QUEENS,40.734496349349804,-73.88314455148937,"{'latitude': '40.734496349349804', 'longitude': '-73.88314455148937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821585,2023-09-16T00:45:59.000,2023-09-16T00:51:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,118 BRADFORD STREET,BRADFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:51:24.000,05 BROOKLYN,BROOKLYN,1013863,185859,ONLINE,Unspecified,BROOKLYN,40.67676724761071,-73.89323931467254,"{'latitude': '40.67676724761071', 'longitude': '-73.89323931467254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BRADFORD STREET,3036730032,,,,,,
58825042,2023-09-16T00:45:53.000,2023-09-16T00:51:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,175 EAST  172 STREET,EAST  172 STREET,WYTHE PLACE,GRAND CONCOURSE,WYTHE PLACE,GRAND CONCOURSE,ADDRESS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T00:51:49.000,04 BRONX,BRONX,1008277,245725,PHONE,Unspecified,BRONX,40.841100886722465,-73.91316397477773,"{'latitude': '40.841100886722465', 'longitude': '-73.91316397477773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  172 STREET,,,,,,,
58821473,2023-09-16T00:45:45.000,2023-09-16T01:55:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11226,343 EAST   31 STREET,EAST   31 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T01:56:05.000,17 BROOKLYN,BROOKLYN,998773,173277,PHONE,Unspecified,BROOKLYN,40.64227005181637,-73.94766880960071,"{'latitude': '40.64227005181637', 'longitude': '-73.94766880960071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   31 STREET,3049480070,,,,,,
58824519,2023-09-16T00:45:23.000,2023-09-16T04:09:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,95-32 82 STREET,82 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T04:10:03.000,09 QUEENS,QUEENS,1023592,188274,PHONE,Unspecified,QUEENS,40.68335797404626,-73.85815031235241,"{'latitude': '40.68335797404626', 'longitude': '-73.85815031235241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,82 STREET,4090120021,,,,,,
58822465,2023-09-16T00:45:18.000,2023-09-16T01:16:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,52 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  152 STREET,WEST  153 STREET,WEST  152 STREET,WEST  153 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:17:04.000,09 MANHATTAN,MANHATTAN,1000507,241245,ONLINE,Unspecified,MANHATTAN,40.828822306013095,-73.94125639371076,"{'latitude': '40.828822306013095', 'longitude': '-73.94125639371076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,ST NICHOLAS PLACE,1020540089,,,,,,
58829788,2023-09-16T00:45:12.000,2023-09-21T16:29:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11229,2922 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,15 BROOKLYN,BROOKLYN,999722,162676,PHONE,Unspecified,BROOKLYN,40.613170936457756,-73.94427354932628,"{'latitude': '40.613170936457756', 'longitude': '-73.94427354932628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3076900082,,,,,,
58829767,2023-09-16T00:45:12.000,2023-09-21T16:29:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11229,2922 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,15 BROOKLYN,BROOKLYN,999722,162676,PHONE,Unspecified,BROOKLYN,40.613170936457756,-73.94427354932628,"{'latitude': '40.613170936457756', 'longitude': '-73.94427354932628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3076900082,,,,,,
58827177,2023-09-16T00:45:12.000,2023-09-21T16:29:36.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11229,2922 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,15 BROOKLYN,BROOKLYN,999722,162676,PHONE,Unspecified,BROOKLYN,40.613170936457756,-73.94427354932628,"{'latitude': '40.613170936457756', 'longitude': '-73.94427354932628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3076900082,,,,,,
58836394,2023-09-16T00:45:12.000,2023-09-21T16:29:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11229,2922 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,15 BROOKLYN,BROOKLYN,999722,162676,PHONE,Unspecified,BROOKLYN,40.613170936457756,-73.94427354932628,"{'latitude': '40.613170936457756', 'longitude': '-73.94427354932628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3076900082,,,,,,
58824931,2023-09-16T00:45:11.000,2023-09-16T00:47:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:47:09.000,12 MANHATTAN,MANHATTAN,1001495,244885,PHONE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AMSTERDAM AVENUE,1021110083,,,,,,
58823355,2023-09-16T00:45:06.000,2023-09-16T01:48:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,277 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:48:40.000,10 MANHATTAN,MANHATTAN,998206,234831,ONLINE,Unspecified,MANHATTAN,40.81122162294716,-73.94958424379058,"{'latitude': '40.81122162294716', 'longitude': '-73.94958424379058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  127 STREET,1019330001,,,,,,
58823670,2023-09-16T00:44:54.000,2023-09-16T02:27:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105,40-25 ASTORIA BOULEVARD,ASTORIA BOULEVARD,STEINWAY STREET,41 STREET,STEINWAY STREET,41 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T02:27:41.000,01 QUEENS,QUEENS,1009214,219595,ONLINE,Unspecified,QUEENS,40.76937867506574,-73.90987472556014,"{'latitude': '40.76937867506574', 'longitude': '-73.90987472556014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,ASTORIA BOULEVARD,4007930034,,,,,,
58820791,2023-09-16T00:44:51.000,2023-09-16T00:59:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,240 WEST  113 STREET,WEST  113 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:59:14.000,10 MANHATTAN,MANHATTAN,996734,231357,MOBILE,Unspecified,MANHATTAN,40.80168865532673,-73.95490827194348,"{'latitude': '40.80168865532673', 'longitude': '-73.95490827194348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  113 STREET,1018280015,,,,,,
58822389,2023-09-16T00:44:42.000,2023-09-16T00:53:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11231,280 SMITH STREET,SMITH STREET,DEGRAW STREET,SACKETT STREET,DEGRAW STREET,SACKETT STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:53:09.000,06 BROOKLYN,BROOKLYN,986073,187884,ONLINE,Unspecified,BROOKLYN,40.682374757235934,-73.99342717566198,"{'latitude': '40.682374757235934', 'longitude': '-73.99342717566198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SMITH STREET,3004210043,,,,,,
58827202,2023-09-16T00:44:40.000,2023-09-24T17:19:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,718 EAST  218 STREET,EAST  218 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,12 BRONX,BRONX,1022300,260869,PHONE,Unspecified,BRONX,40.882617258674294,-73.86239751659953,"{'latitude': '40.882617258674294', 'longitude': '-73.86239751659953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2046650067,,,,,,
58833882,2023-09-16T00:44:40.000,2023-09-24T17:19:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,718 EAST  218 STREET,EAST  218 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,12 BRONX,BRONX,1022300,260869,PHONE,Unspecified,BRONX,40.882617258674294,-73.86239751659953,"{'latitude': '40.882617258674294', 'longitude': '-73.86239751659953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2046650067,,,,,,
58826169,2023-09-16T00:44:35.000,2023-09-16T02:45:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,5121 TILDEN AVENUE,TILDEN AVENUE,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T02:45:32.000,17 BROOKLYN,BROOKLYN,1004030,175466,PHONE,Unspecified,BROOKLYN,40.64826820243595,-73.92871968217682,"{'latitude': '40.64826820243595', 'longitude': '-73.92871968217682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,TILDEN AVENUE,3047230034,,,,,,
58819974,2023-09-16T00:44:34.000,2023-09-16T01:00:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,60-10 47 AVENUE,47 AVENUE,60 STREET,61 STREET,60 STREET,61 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:00:45.000,02 QUEENS,QUEENS,1010762,208861,MOBILE,Unspecified,QUEENS,40.73991208408455,-73.9043284492515,"{'latitude': '40.73991208408455', 'longitude': '-73.9043284492515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,47 AVENUE,4023220001,,,,,,
58820859,2023-09-16T00:44:31.000,2023-09-16T01:13:06.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11432,88-34 161 STREET,161 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:13:10.000,12 QUEENS,QUEENS,1039519,197094,ONLINE,Unspecified,QUEENS,40.70748164422313,-73.80065246036219,"{'latitude': '40.70748164422313', 'longitude': '-73.80065246036219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,161 STREET,4097640077,,,,,,
58824925,2023-09-16T00:44:27.000,2023-09-16T01:26:06.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11232,4515 2 AVENUE,2 AVENUE,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:26:10.000,07 BROOKLYN,BROOKLYN,980324,176727,ONLINE,Unspecified,BROOKLYN,40.65175059277201,-74.01414869086136,"{'latitude': '40.65175059277201', 'longitude': '-74.01414869086136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,2 AVENUE,3007450001,,,,,,
58819757,2023-09-16T00:44:26.000,2023-09-16T01:12:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,1824 AVENUE O,AVENUE O,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:12:04.000,14 BROOKLYN,BROOKLYN,996627,162740,ONLINE,Unspecified,BROOKLYN,40.613351467020856,-73.9554208810422,"{'latitude': '40.613351467020856', 'longitude': '-73.9554208810422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE O,3067650007,,,,,,
58821614,2023-09-16T00:44:24.000,2023-09-16T01:12:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,3625 GREYSTONE AVENUE,GREYSTONE AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:12:54.000,08 BRONX,BRONX,1010312,262220,ONLINE,Unspecified,BRONX,40.88636887306702,-73.90574513749733,"{'latitude': '40.88636887306702', 'longitude': '-73.90574513749733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,GREYSTONE AVENUE,2057710052,,,,,,
58824305,2023-09-16T00:44:24.000,2023-09-16T01:00:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,201 BRIGHTON    1 ROAD,BRIGHTON    1 ROAD,BRIGHTWATER COURT,BOARDWALK EAST,BRIGHTWATER COURT,BOARDWALK EAST,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:00:39.000,13 BROOKLYN,BROOKLYN,993522,148919,ONLINE,Unspecified,BROOKLYN,40.57541939845215,-73.96662334596171,"{'latitude': '40.57541939845215', 'longitude': '-73.96662334596171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BRIGHTON    1 ROAD,3086840062,,,,,,
58821708,2023-09-16T00:44:19.000,2023-09-16T00:47:57.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10016,542 3 AVENUE,3 AVENUE,EAST   36 STREET,EAST   37 STREET,EAST   36 STREET,EAST   37 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T00:48:04.000,06 MANHATTAN,MANHATTAN,990587,211468,ONLINE,Unspecified,MANHATTAN,40.747105115483684,-73.97712975396445,"{'latitude': '40.747105115483684', 'longitude': '-73.97712975396445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,3 AVENUE,1008920039,,,,,,
58823289,2023-09-16T00:44:12.000,2023-09-16T01:04:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,145-36 ARLINGTON TERRACE,ARLINGTON TERRACE,INWOOD STREET,LIVERPOOL STREET,INWOOD STREET,LIVERPOOL STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:04:44.000,12 QUEENS,QUEENS,1039064,190673,MOBILE,Unspecified,QUEENS,40.6898603719598,-73.80234583330089,"{'latitude': '40.6898603719598', 'longitude': '-73.80234583330089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,ARLINGTON TERRACE,4119390097,,,,,,
