unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location
58827825,2023-09-16T23:24:28.000,2023-09-17T01:47:25.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11218,828 FRIEL PLACE,FRIEL PLACE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,FRIEL PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T01:47:29.000,12 BROOKLYN,3053310059,BROOKLYN,992109,175154,ONLINE,Unspecified,BROOKLYN,40.64743043228698,-73.97167922488728,"{'latitude': '40.64743043228698', 'longitude': '-73.97167922488728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831334,2023-09-16T23:24:27.000,2023-09-17T11:51:12.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11421,85-39 75 STREET,75 STREET,85 ROAD,85 DRIVE,85 ROAD,85 DRIVE,ADDRESS,WOODHAVEN,75 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:51:17.000,09 QUEENS,4088390174,QUEENS,1021052,192083,ONLINE,Unspecified,QUEENS,40.69382371721193,-73.86728759714168,"{'latitude': '40.69382371721193', 'longitude': '-73.86728759714168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833224,2023-09-16T23:24:27.000,2023-09-16T23:29:38.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,231 NEPTUNE AVENUE,NEPTUNE AVENUE,BRIGHTON    7 STREET,BRIGHTON    6 STREET,BRIGHTON    7 STREET,BRIGHTON    6 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:29:41.000,13 BROOKLYN,3072630048,BROOKLYN,994783,151140,PHONE,Unspecified,BROOKLYN,40.58151419680072,-73.9620806318512,"{'latitude': '40.58151419680072', 'longitude': '-73.9620806318512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832117,2023-09-16T23:24:24.000,2023-09-16T23:36:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:36:07.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828663,2023-09-16T23:24:18.000,2023-09-17T03:21:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10451,909 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:21:36.000,04 BRONX,2024610035,BRONX,1006237,240762,PHONE,Unspecified,BRONX,40.82748420400961,-73.92055300623174,"{'latitude': '40.82748420400961', 'longitude': '-73.92055300623174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828117,2023-09-16T23:24:15.000,2023-09-17T01:35:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2551 HOFFMAN STREET,HOFFMAN STREET,EAST FORDHAM ROAD,EAST  191 STREET,EAST FORDHAM ROAD,EAST  191 STREET,ADDRESS,BRONX,HOFFMAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:35:44.000,06 BRONX,2032730325,BRONX,1015919,252361,ONLINE,Unspecified,BRONX,40.85929062763814,-73.8855136909635,"{'latitude': '40.85929062763814', 'longitude': '-73.8855136909635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830716,2023-09-16T23:24:15.000,2023-09-17T00:02:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,135 WATTS STREET,WATTS STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,ADDRESS,NEW YORK,WATTS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:02:47.000,01 MANHATTAN,1002240024,MANHATTAN,981542,203092,ONLINE,Unspecified,MANHATTAN,40.7241169184207,-74.00976980628137,"{'latitude': '40.7241169184207', 'longitude': '-74.00976980628137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826656,2023-09-16T23:24:05.000,2023-09-16T23:57:49.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:57:52.000,12 MANHATTAN,1021110083,MANHATTAN,1001495,244885,ONLINE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828343,2023-09-16T23:24:02.000,2023-09-16T23:48:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11203,3622 CHURCH AVENUE,CHURCH AVENUE,BROOKLYN AVENUE,EAST   37 STREET,BROOKLYN AVENUE,EAST   37 STREET,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:48:15.000,17 BROOKLYN,3048900007,BROOKLYN,999928,176494,ONLINE,Unspecified,BROOKLYN,40.65109805061132,-73.94349948544463,"{'latitude': '40.65109805061132', 'longitude': '-73.94349948544463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836178,2023-09-16T23:24:02.000,2023-09-16T23:52:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,532 BEACH   64 STREET,BEACH   64 STREET,THURSBY AVENUE,ALMEDA AVENUE,THURSBY AVENUE,ALMEDA AVENUE,ADDRESS,ARVERNE,BEACH   64 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:53:00.000,14 QUEENS,4160300015,QUEENS,1041587,156442,ONLINE,Unspecified,QUEENS,40.59588792020013,-73.79353908862726,"{'latitude': '40.59588792020013', 'longitude': '-73.79353908862726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831877,2023-09-16T23:23:58.000,2023-09-17T00:49:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,40-28 77 STREET,77 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,ELMHURST,77 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T00:49:26.000,04 QUEENS,4014870121,QUEENS,1015123,211289,PHONE,Unspecified,QUEENS,40.74656218408352,-73.88858015874732,"{'latitude': '40.74656218408352', 'longitude': '-73.88858015874732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835002,2023-09-16T23:23:49.000,2023-09-17T01:21:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,837 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,COVERT STREET,SCHAEFER STREET,COVERT STREET,SCHAEFER STREET,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:21:46.000,04 BROOKLYN,3034250006,BROOKLYN,1010239,191386,MOBILE,Unspecified,BROOKLYN,40.69194897360166,-73.90628321835416,"{'latitude': '40.69194897360166', 'longitude': '-73.90628321835416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828260,2023-09-16T23:23:48.000,2023-09-16T23:26:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,912 EAST   87 STREET,EAST   87 STREET,FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,ADDRESS,BROOKLYN,EAST   87 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:26:40.000,18 BROOKLYN,3080230039,BROOKLYN,1009816,171930,ONLINE,Unspecified,BROOKLYN,40.63854783514063,-73.9078823416659,"{'latitude': '40.63854783514063', 'longitude': '-73.9078823416659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829557,2023-09-16T23:23:46.000,2023-09-16T23:25:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11436,144-05 123 AVENUE,123 AVENUE,144 STREET,145 STREET,144 STREET,145 STREET,ADDRESS,JAMAICA,123 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:25:07.000,12 QUEENS,4120410039,QUEENS,1041127,185212,ONLINE,Unspecified,QUEENS,40.674858193746466,-73.79495296906998,"{'latitude': '40.674858193746466', 'longitude': '-73.79495296906998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828259,2023-09-16T23:23:46.000,2023-09-17T00:02:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,35-27 91 STREET,91 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,91 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:02:40.000,03 QUEENS,4014650059,QUEENS,1018538,213394,ONLINE,Unspecified,QUEENS,40.75232729080381,-73.87624479687165,"{'latitude': '40.75232729080381', 'longitude': '-73.87624479687165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826863,2023-09-16T23:23:42.000,2023-09-17T00:21:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,855 JENNINGS STREET,JENNINGS STREET,STEBBINS AVENUE,INTERVALE AVENUE,STEBBINS AVENUE,INTERVALE AVENUE,ADDRESS,BRONX,JENNINGS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:21:16.000,03 BRONX,2029650034,BRONX,1013747,242529,MOBILE,Unspecified,BRONX,40.83231222155671,-73.89340891056345,"{'latitude': '40.83231222155671', 'longitude': '-73.89340891056345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831465,2023-09-16T23:23:41.000,2023-09-19T09:18:46.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,11693,201 BEACH   97 STREET,BEACH   97 STREET,ROCKAWAY BEACH BOULEVARD,ROCKAWAY FREEWAY,ROCKAWAY BEACH BOULEVARD,ROCKAWAY FREEWAY,ADDRESS,FAR ROCKAWAY,BEACH   97 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer.""",2023-09-19T09:18:50.000,14 QUEENS,4161530091,QUEENS,1034554,152484,ONLINE,Unspecified,QUEENS,40.58506673364205,-73.81889312981151,"{'latitude': '40.58506673364205', 'longitude': '-73.81889312981151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829701,2023-09-16T23:23:35.000,2023-09-16T23:31:04.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10036,309 WEST   47 STREET,WEST   47 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:31:06.000,04 MANHATTAN,1010380027,MANHATTAN,987559,216406,MOBILE,Unspecified,MANHATTAN,40.760660323262556,-73.9880553819184,"{'latitude': '40.760660323262556', 'longitude': '-73.9880553819184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834884,2023-09-16T23:23:27.000,2023-09-17T00:20:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,57 METROPOLITAN AVENUE,METROPOLITAN AVENUE,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:20:31.000,01 BROOKLYN,3023577505,BROOKLYN,994121,200625,ONLINE,Unspecified,BROOKLYN,40.71734050603572,-73.96439144929596,"{'latitude': '40.71734050603572', 'longitude': '-73.96439144929596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827077,2023-09-16T23:23:22.000,2023-09-17T00:32:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,1440 HERKIMER STREET,HERKIMER STREET,SACKMAN STREET,JARDINE PLACE,SACKMAN STREET,JARDINE PLACE,ADDRESS,BROOKLYN,HERKIMER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:33:01.000,16 BROOKLYN,3015730018,BROOKLYN,1010380,186026,ONLINE,Unspecified,BROOKLYN,40.67723659090829,-73.90579555643674,"{'latitude': '40.67723659090829', 'longitude': '-73.90579555643674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832714,2023-09-16T23:23:20.000,2023-09-17T04:46:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11414,78-12 LINDEN BOULEVARD,LINDEN BOULEVARD,LINDEN BOULEVARD,79 STREET,LINDEN BOULEVARD,79 STREET,ADDRESS,HOWARD BEACH,LINDEN BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:46:14.000,10 QUEENS,4113840001,QUEENS,1023910,183511,ONLINE,Unspecified,QUEENS,40.670283212524126,-73.8570317769454,"{'latitude': '40.670283212524126', 'longitude': '-73.8570317769454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835927,2023-09-16T23:23:11.000,2023-09-17T00:22:52.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10301,2 MINTHORNE STREET,MINTHORNE STREET,VICTORY BLVD FOOTBRIDGE,BAY STREET,VICTORY BLVD FOOTBRIDGE,BAY STREET,ADDRESS,STATEN ISLAND,MINTHORNE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:22:57.000,01 STATEN ISLAND,5004970009,STATEN ISLAND,963330,171546,ONLINE,Unspecified,STATEN ISLAND,40.637506029346554,-74.07537632828362,"{'latitude': '40.637506029346554', 'longitude': '-74.07537632828362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829911,2023-09-16T23:23:09.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Restaurant/Bar/Deli/Bakery,10009,196 1 AVENUE,1 AVENUE,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,ADDRESS,NEW YORK,1 AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:09.000,03 MANHATTAN,1004390008,MANHATTAN,988796,205202,MOBILE,Unspecified,MANHATTAN,40.72990760095304,-73.98359771086504,"{'latitude': '40.72990760095304', 'longitude': '-73.98359771086504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830717,2023-09-16T23:23:03.000,2023-09-17T00:04:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,51-14 94 STREET,94 STREET,51 AVENUE,52 AVENUE,51 AVENUE,52 AVENUE,ADDRESS,ELMHURST,94 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:04:10.000,04 QUEENS,4018670036,QUEENS,1020498,209050,MOBILE,Unspecified,QUEENS,40.740396296456105,-73.86919401878653,"{'latitude': '40.740396296456105', 'longitude': '-73.86919401878653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826789,2023-09-16T23:23:00.000,2023-09-16T23:35:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:36:00.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827684,2023-09-16T23:23:00.000,2023-09-18T14:32:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11249,429 KENT AVENUE,KENT AVENUE,S 8 ST,S 9 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-18T14:32:00.000,01 BROOKLYN,3021357508,BROOKLYN,992990,197702,ONLINE,Unspecified,BROOKLYN,40.70931875814402,-73.96847520222695,"{'latitude': '40.70931875814402', 'longitude': '-73.96847520222695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,
