unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction
58874901,2023-09-19T20:49:30.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,11235,200 CORBIN PLACE,CORBIN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,13 BROOKLYN,3087237501,BROOKLYN,997039,149584,UNKNOWN,Unspecified,BROOKLYN,40.577240316728215,-73.95396185558211,"{'latitude': '40.577240316728215', 'longitude': '-73.95396185558211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855878,2023-09-19T20:49:26.000,2023-09-19T21:05:10.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11694,BEACH  105 STREET,BEACH  105 STREET,BEACH  105 STREET,SHORE FRONT PARKWAY,BEACH  105 STREET,SHORE FRONT PARKWAY,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T21:05:13.000,14 QUEENS,,QUEENS,1032836,151066,PHONE,Unspecified,QUEENS,40.58118419538779,-73.82508853276217,"{'latitude': '40.58118419538779', 'longitude': '-73.82508853276217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861783,2023-09-19T20:49:24.000,2023-09-19T22:59:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,481 WALES AVENUE,WALES AVENUE,EAST  145 STREET,EAST  147 STREET,EAST  145 STREET,EAST  147 STREET,ADDRESS,BRONX,WALES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:59:21.000,01 BRONX,2025770048,BRONX,1009737,234750,ONLINE,Unspecified,BRONX,40.81097355989611,-73.9079290803259,"{'latitude': '40.81097355989611', 'longitude': '-73.9079290803259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865739,2023-09-19T20:48:58.000,2023-09-19T21:32:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1378 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:32:24.000,04 BRONX,2027830032,BRONX,1008898,244203,ONLINE,Unspecified,BRONX,40.83692172981092,-73.91092521249897,"{'latitude': '40.83692172981092', 'longitude': '-73.91092521249897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861844,2023-09-19T20:48:41.000,2023-09-19T21:05:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1725 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T21:05:56.000,05 BRONX,2028780156,BRONX,1007051,249016,MOBILE,Unspecified,BRONX,40.850136961509634,-73.91758367042492,"{'latitude': '40.850136961509634', 'longitude': '-73.91758367042492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858986,2023-09-19T20:48:36.000,2023-09-21T13:25:25.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11385,690 SENECA AVENUE,SENECA AVENUE,GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,ADDRESS,RIDGEWOOD,SENECA AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-21T13:25:29.000,05 QUEENS,4034530035,QUEENS,1009760,195405,ONLINE,Unspecified,QUEENS,40.70298158058066,-73.90799527754446,"{'latitude': '40.70298158058066', 'longitude': '-73.90799527754446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863545,2023-09-19T20:48:36.000,2023-09-19T21:15:58.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11232,4200 5 AVENUE,5 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:16:04.000,07 BROOKLYN,,BROOKLYN,982653,175907,ONLINE,Sunset Park,BROOKLYN,40.649500597233825,-74.00575514447839,"{'latitude': '40.649500597233825', 'longitude': '-74.00575514447839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860427,2023-09-19T20:48:27.000,2023-09-19T20:48:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),11422,142-04 BROOKVILLE BOULEVARD,BROOKVILLE BOULEVARD,142 AVENUE,143 AVENUE,142 AVENUE,143 AVENUE,ADDRESS,ROSEDALE,BROOKVILLE BOULEVARD,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-19T20:48:27.000,13 QUEENS,4135380015,QUEENS,1056239,181293,MOBILE,Unspecified,QUEENS,40.66399146857748,-73.74051489908395,"{'latitude': '40.66399146857748', 'longitude': '-73.74051489908395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864055,2023-09-19T20:48:23.000,2023-09-21T19:21:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,23-36 31 DRIVE,31 DRIVE,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,01 QUEENS,4005670040,QUEENS,1003833,218058,PHONE,Unspecified,QUEENS,40.76517356787971,-73.92930573241537,"{'latitude': '40.76517356787971', 'longitude': '-73.92930573241537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858001,2023-09-19T20:48:20.000,2023-09-19T21:01:32.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  107 STREET,RIVERSIDE DRIVE,WEST  107 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T21:01:36.000,07 MANHATTAN,,MANHATTAN,992677,231810,PHONE,Unspecified,MANHATTAN,40.80293681676738,-73.96956142995137,"{'latitude': '40.80293681676738', 'longitude': '-73.96956142995137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869379,2023-09-19T20:48:15.000,2023-09-19T21:02:00.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,UNRECOGNIZED,NEW YORK,RIVERSIDE PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T21:02:04.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,PHONE,Riverside Park,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860590,2023-09-19T20:48:09.000,2023-10-11T15:47:39.000,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Speed Reducer,11228,293 BAY    8 STREET,BAY    8 STREET,CROPSEY AVENUE,INDEPENDENCE AVENUE,CROPSEY AVENUE,INDEPENDENCE AVENUE,ADDRESS,BROOKLYN,BAY    8 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T15:47:48.000,11 BROOKLYN,3064590024,BROOKLYN,979684,160032,ONLINE,Unspecified,BROOKLYN,40.60592603095449,-74.01644385639419,"{'latitude': '40.60592603095449', 'longitude': '-74.01644385639419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855637,2023-09-19T20:48:06.000,2023-09-19T21:33:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10456,960 GRANT AVENUE,GRANT AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,GRANT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T21:33:04.000,04 BRONX,2024460043,BRONX,1006906,240998,ONLINE,Unspecified,BRONX,40.828130265647,-73.91813487138319,"{'latitude': '40.828130265647', 'longitude': '-73.91813487138319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867570,2023-09-19T20:47:40.000,2023-09-19T21:12:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11370,15-00 HAZEN STREET,HAZEN STREET,UNNAMED STREET,UNNAMED STREET,UNNAMED STREET,UNNAMED STREET,ADDRESS,EAST ELMHURST,HAZEN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T21:12:23.000,01 QUEENS,2026050040,QUEENS,1016261,227475,ONLINE,Unspecified,QUEENS,40.79098446201301,-73.88439606021873,"{'latitude': '40.79098446201301', 'longitude': '-73.88439606021873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860512,2023-09-19T20:47:19.000,2023-09-20T02:18:27.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10314,155 POTTER AVENUE,POTTER AVENUE,SLOSSON AVENUE,FAIRVIEW AVENUE,SLOSSON AVENUE,FAIRVIEW AVENUE,ADDRESS,STATEN ISLAND,POTTER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T02:18:32.000,01 STATEN ISLAND,5003350027,STATEN ISLAND,951362,164135,ONLINE,Unspecified,STATEN ISLAND,40.61712805927026,-74.11846177560179,"{'latitude': '40.61712805927026', 'longitude': '-74.11846177560179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861500,2023-09-19T20:47:15.000,2023-09-19T21:08:58.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11221,799 JEFFERSON AVENUE,JEFFERSON AVENUE,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T21:09:01.000,03 BROOKLYN,3016530090,BROOKLYN,1004794,189237,PHONE,Unspecified,BROOKLYN,40.68606477903526,-73.92592452466016,"{'latitude': '40.68606477903526', 'longitude': '-73.92592452466016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857009,2023-09-19T20:47:14.000,2023-09-19T23:49:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11373,52-02 92 STREET,92 STREET,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,ADDRESS,ELMHURST,92 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T23:49:39.000,04 QUEENS,4018540031,QUEENS,1019952,208640,ONLINE,Unspecified,QUEENS,40.7392731705058,-73.87116650937384,"{'latitude': '40.7392731705058', 'longitude': '-73.87116650937384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857774,2023-09-19T20:47:13.000,2023-09-19T21:50:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11415,84-70 129 STREET,129 STREET,KEW GARDENS ROAD,METROPOLITAN AVENUE,KEW GARDENS ROAD,METROPOLITAN AVENUE,ADDRESS,KEW GARDENS,129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:50:39.000,09 QUEENS,4092490040,QUEENS,1033141,196138,PHONE,Unspecified,QUEENS,40.70489519545206,-73.82366388782683,"{'latitude': '40.70489519545206', 'longitude': '-73.82366388782683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863707,2023-09-19T20:47:08.000,2023-09-19T21:03:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  107 STREET,RIVERSIDE DRIVE,WEST  107 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T21:03:58.000,07 MANHATTAN,,MANHATTAN,992677,231810,ONLINE,Unspecified,MANHATTAN,40.80293681676738,-73.96956142995137,"{'latitude': '40.80293681676738', 'longitude': '-73.96956142995137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861728,2023-09-19T20:47:07.000,2023-09-19T20:50:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,611 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:50:53.000,09 MANHATTAN,1020860011,MANHATTAN,996804,238616,ONLINE,Unspecified,MANHATTAN,40.821612489031935,-73.95464185827556,"{'latitude': '40.821612489031935', 'longitude': '-73.95464185827556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857858,2023-09-19T20:47:04.000,2023-09-19T21:41:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,6-03 119 STREET,119 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,COLLEGE POINT,119 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T21:41:04.000,07 QUEENS,4039370012,QUEENS,1025693,227613,ONLINE,Unspecified,QUEENS,40.79132403559692,-73.85033271521054,"{'latitude': '40.79132403559692', 'longitude': '-73.85033271521054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856121,2023-09-19T20:47:04.000,2023-09-19T22:26:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,101 JAFFREY STREET,JAFFREY STREET,SHORE BOULEVARD,ORIENTAL BOULEVARD,SHORE BOULEVARD,ORIENTAL BOULEVARD,ADDRESS,BROOKLYN,JAFFRAY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:26:53.000,15 BROOKLYN,3087530016,BROOKLYN,1000124,150394,PHONE,Unspecified,BROOKLYN,40.57945861957769,-73.94285450031752,"{'latitude': '40.57945861957769', 'longitude': '-73.94285450031752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869325,2023-09-19T20:47:00.000,2023-09-19T21:36:15.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10455,985 EAST  149 STREET,EAST  149 STREET,AMTRAK-HELLGATE LINE,OAK POINT AVENUE,AMTRAK-HELLGATE LINE,OAK POINT AVENUE,ADDRESS,BRONX,EAST  149 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:36:19.000,02 BRONX,2026040500,BRONX,1011236,233206,MOBILE,Unspecified,BRONX,40.80673125848734,-73.90252020511835,"{'latitude': '40.80673125848734', 'longitude': '-73.90252020511835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862804,2023-09-19T20:46:50.000,2023-09-20T12:54:50.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11235,1701 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,VOORHIES AVENUE,SHORE PARKWAY,VOORHIES AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,SHEEPSHEAD BAY ROAD,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T12:54:55.000,15 BROOKLYN,3087720104,BROOKLYN,997643,152698,ONLINE,Unspecified,BROOKLYN,40.58578673759682,-73.95178139198524,"{'latitude': '40.58578673759682', 'longitude': '-73.95178139198524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855924,2023-09-19T20:46:49.000,2023-09-19T21:20:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,1259 EAST   31 STREET,EAST   31 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   31 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:20:52.000,18 BROOKLYN,3076490021,BROOKLYN,999601,165440,PHONE,Unspecified,BROOKLYN,40.62075775240864,-73.94470307793085,"{'latitude': '40.62075775240864', 'longitude': '-73.94470307793085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863728,2023-09-19T20:46:42.000,2023-09-19T22:46:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1311 MERRIAM AVENUE,MERRIAM AVENUE,WEST  169 STREET,WEST  170 STREET,WEST  169 STREET,WEST  170 STREET,ADDRESS,BRONX,MERRIAM AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:46:25.000,04 BRONX,2025320043,BRONX,1004696,245605,ONLINE,Unspecified,BRONX,40.84078053913858,-73.92610643268152,"{'latitude': '40.84078053913858', 'longitude': '-73.92610643268152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865513,2023-09-19T20:46:33.000,2023-09-19T21:06:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:06:43.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
