unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58898857,2023-09-22T07:31:30.000,2023-09-22T08:23:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,420 95 STREET,95 STREET,4 AVENUE,FORT HAMILTON PARKWAY,4 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,95 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T08:23:52.000,10 BROOKLYN,3061230028,BROOKLYN,975735,163498,PHONE,Unspecified,BROOKLYN,40.615436573305786,-74.03067003686449,"{'latitude': '40.615436573305786', 'longitude': '-74.03067003686449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902484,2023-09-22T07:31:26.000,2023-11-08T11:24:55.000,DOT,Department of Transportation,Highway Condition,Loose Plate,Highway,,,,,,,,,,,Closed,The condition was inspected and determined not to be under New York City Department of Transportation's jurisdiction. The Department of Transportation notified the New York State Department of Transportation of the complaint.,2023-11-08T11:24:59.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,FDR Dr,Southbound/Downtown,E 96 St (Exit 14) - E 71 St (Exit 13),Roadway,
58898902,2023-09-22T07:31:15.000,2023-09-22T09:02:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,198 14 STREET,14 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,14 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T09:02:20.000,06 BROOKLYN,3010410001,BROOKLYN,986825,182310,PHONE,Unspecified,BROOKLYN,40.66707519490608,-73.99071797010676,"{'latitude': '40.66707519490608', 'longitude': '-73.99071797010676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899841,2023-09-22T07:31:09.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-23T09:49:18.000,Unspecified MANHATTAN,,MANHATTAN,987606,212392,MOBILE,Unspecified,MANHATTAN,40.74964289667063,-73.98788772779935,"{'latitude': '40.74964289667063', 'longitude': '-73.98788772779935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,B,,Mezzanine,,
58893830,2023-09-22T07:30:37.000,2023-09-22T16:13:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2105 RYER AVENUE,RYER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-22T00:00:00.000,05 BRONX,2031560155,BRONX,1011723,250206,MOBILE,Unspecified,BRONX,40.85338985543013,-73.90069142984217,"{'latitude': '40.85338985543013', 'longitude': '-73.90069142984217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899061,2023-09-22T07:30:18.000,2023-09-22T08:08:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,5 WEST  123 STREET,WEST  123 STREET,MOUNT MORRIS PARK WEST,LENOX AVENUE,MOUNT MORRIS PARK WEST,LENOX AVENUE,ADDRESS,NEW YORK,WEST  123 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T08:08:52.000,10 MANHATTAN,1017210050,MANHATTAN,999461,232888,ONLINE,Unspecified,MANHATTAN,40.805886555178425,-73.94505498651843,"{'latitude': '40.805886555178425', 'longitude': '-73.94505498651843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896217,2023-09-22T07:30:00.000,2023-09-22T08:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10001,,,,,10 AVENUE,WEST 34 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T08:25:00.000,04 MANHATTAN,,MANHATTAN,984487,214192,UNKNOWN,Unspecified,MANHATTAN,40.75458407465372,-73.99914457048935,"{'latitude': '40.75458407465372', 'longitude': '-73.99914457048935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58894922,2023-09-22T07:29:13.000,2023-09-22T07:54:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10302,161 BLACKFORD AVENUE,BLACKFORD AVENUE,TREADWELL AVENUE,NICHOLAS AVENUE,TREADWELL AVENUE,NICHOLAS AVENUE,ADDRESS,STATEN ISLAND,BLACKFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T07:54:43.000,01 STATEN ISLAND,5011000018,STATEN ISLAND,945165,169876,MOBILE,Unspecified,STATEN ISLAND,40.632860710690075,-74.14081642567302,"{'latitude': '40.632860710690075', 'longitude': '-74.14081642567302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902662,2023-09-22T07:29:02.000,2023-09-25T08:00:41.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-24T22:55:48.000,Unspecified MANHATTAN,,MANHATTAN,986974,199302,MOBILE,Unspecified,MANHATTAN,40.71371427501245,-73.99017400338403,"{'latitude': '40.71371427501245', 'longitude': '-73.99017400338403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,F,,Mezzanine,,
58894551,2023-09-22T07:29:00.000,2023-09-22T08:11:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11368,,,,,113 STREET,34 AVENUE,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T08:11:00.000,03 QUEENS,,QUEENS,1024133,215131,ONLINE,Unspecified,QUEENS,40.75707144196106,-73.85604057157163,"{'latitude': '40.75707144196106', 'longitude': '-73.85604057157163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893150,2023-09-22T07:29:00.000,2023-09-25T09:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10456,1105 TINTON AVENUE,TINTON AVENUE,E 166 ST,HOME ST,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T09:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,ONLINE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58897556,2023-09-22T07:28:59.000,2023-09-22T10:43:55.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10466,4425 FURMAN AVENUE,FURMAN AVENUE,NEREID AVENUE,EAST  239 STREET,NEREID AVENUE,EAST  239 STREET,ADDRESS,BRONX,FURMAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T10:44:05.000,12 BRONX,2050700042,BRONX,1024873,266700,PHONE,Unspecified,BRONX,40.89861002025601,-73.85305726719824,"{'latitude': '40.89861002025601', 'longitude': '-73.85305726719824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897353,2023-09-22T07:28:55.000,2023-09-22T09:56:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T09:56:24.000,12 BRONX,2048330028,BRONX,1022911,264242,PHONE,Unspecified,BRONX,40.89187241649303,-73.86016845296459,"{'latitude': '40.89187241649303', 'longitude': '-73.86016845296459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901015,2023-09-22T07:28:09.000,2023-10-02T11:59:36.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11436,143-02 119 AVENUE,119 AVENUE,143 STREET,144 STREET,143 STREET,144 STREET,ADDRESS,JAMAICA,119 AVENUE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T11:59:45.000,12 QUEENS,4120230092,QUEENS,1040450,186273,ONLINE,Unspecified,QUEENS,40.67777471543172,-73.79738476278636,"{'latitude': '40.67777471543172', 'longitude': '-73.79738476278636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898986,2023-09-22T07:28:00.000,2023-09-22T09:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10065,,,,,1 AVENUE,EAST 64 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T09:40:00.000,08 MANHATTAN,,MANHATTAN,995415,217166,UNKNOWN,Unspecified,MANHATTAN,40.76273989720193,-73.95969603230795,"{'latitude': '40.76273989720193', 'longitude': '-73.95969603230795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58895798,2023-09-22T07:27:55.000,2023-10-02T08:08:11.000,DSNY,Department of Sanitation,Dumpster Complaint,Overflowing,Street,10021,201 EAST   71 STREET,EAST   71 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   71 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:24:14.000,08 MANHATTAN,1014267501,MANHATTAN,995052,219457,ONLINE,Unspecified,MANHATTAN,40.76902854990743,-73.96100272565465,"{'latitude': '40.76902854990743', 'longitude': '-73.96100272565465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898126,2023-09-22T07:27:29.000,2023-09-22T08:02:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10458,217 EAST  197 STREET,EAST  197 STREET,GRAND CONCOURSE,VALENTINE AVENUE,GRAND CONCOURSE,VALENTINE AVENUE,ADDRESS,BRONX,EAST  197 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T08:02:18.000,07 BRONX,,BRONX,1014394,255929,ONLINE,Unspecified,BRONX,40.869089038691065,-73.89101064991476,"{'latitude': '40.869089038691065', 'longitude': '-73.89101064991476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894787,2023-09-22T07:27:26.000,2023-09-22T08:18:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11104,48-35 41 STREET,41 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,SUNNYSIDE,41 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T08:18:07.000,02 QUEENS,4002010015,QUEENS,1005229,208458,PHONE,Unspecified,QUEENS,40.7388208052777,-73.92429615115049,"{'latitude': '40.7388208052777', 'longitude': '-73.92429615115049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894249,2023-09-22T07:27:21.000,2023-09-22T10:13:37.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11209,181 73 STREET,73 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,73 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T10:13:41.000,10 BROOKLYN,3059060018,BROOKLYN,975688,170153,MOBILE,Unspecified,BROOKLYN,40.63370310771024,-74.03084776670191,"{'latitude': '40.63370310771024', 'longitude': '-74.03084776670191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891859,2023-09-22T07:27:18.000,2023-09-22T10:18:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10465,720 REVERE AVENUE,REVERE AVENUE,DILL PLACE,PHILIP AVENUE,DILL PLACE,PHILIP AVENUE,ADDRESS,BRONX,REVERE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T10:18:54.000,10 BRONX,2055430118,BRONX,1033023,240391,ONLINE,Unspecified,BRONX,40.826358620808115,-73.82376837390305,"{'latitude': '40.826358620808115', 'longitude': '-73.82376837390305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900194,2023-09-22T07:27:11.000,2023-09-22T20:52:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,64-10 72 STREET,72 STREET,PENELOPE AVENUE,JUNIPER VALLEY ROAD,PENELOPE AVENUE,JUNIPER VALLEY ROAD,ADDRESS,MIDDLE VILLAGE,72 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T20:52:57.000,05 QUEENS,4030290124,QUEENS,1016611,199974,MOBILE,Unspecified,QUEENS,40.71549998911992,-73.88326443131353,"{'latitude': '40.71549998911992', 'longitude': '-73.88326443131353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897602,2023-09-22T07:27:00.000,2023-09-22T09:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11102,,,,,30 AVENUE,31 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T09:30:00.000,01 QUEENS,,QUEENS,1006025,218684,UNKNOWN,Unspecified,QUEENS,40.76688664794818,-73.92139062903881,"{'latitude': '40.76688664794818', 'longitude': '-73.92139062903881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58899870,2023-09-22T07:26:50.000,2023-09-23T13:34:30.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11413,134-26 225 STREET,225 STREET,MERRICK BOULEVARD,135 AVENUE,MERRICK BOULEVARD,135 AVENUE,ADDRESS,SPRINGFIELD GARDENS,225 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-23T13:34:33.000,13 QUEENS,4131050007,QUEENS,1054942,186050,PHONE,Unspecified,QUEENS,40.677058764904785,-73.74514003524695,"{'latitude': '40.677058764904785', 'longitude': '-73.74514003524695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898583,2023-09-22T07:26:50.000,2023-10-14T13:17:38.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10016,442 3 AVENUE,3 AVENUE,EAST   30 STREET,EAST   31 STREET,EAST   30 STREET,EAST   31 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T11:40:23.000,06 MANHATTAN,1008860048,MANHATTAN,989874,210181,ONLINE,Unspecified,MANHATTAN,40.743573105163684,-73.97970404851269,"{'latitude': '40.743573105163684', 'longitude': '-73.97970404851269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899920,2023-09-22T07:26:40.000,2023-09-22T08:47:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11219,4123 14 AVENUE,14 AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,14 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T08:47:43.000,12 BROOKLYN,3053440001,BROOKLYN,988232,171637,MOBILE,Unspecified,BROOKLYN,40.63777961484809,-73.98565249837026,"{'latitude': '40.63777961484809', 'longitude': '-73.98565249837026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897019,2023-09-22T07:26:11.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11377,40-38 68 STREET,68 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,68 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T12:37:41.000,02 QUEENS,4012990049,QUEENS,1012763,210912,MOBILE,Unspecified,QUEENS,40.74553533865777,-73.89709892651555,"{'latitude': '40.74553533865777', 'longitude': '-73.89709892651555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900330,2023-09-22T07:26:10.000,2023-09-22T09:39:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,776 GEORGIA AVENUE,GEORGIA AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,HEGEMAN AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,GEORGIA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T09:39:03.000,05 BROOKLYN,3043200027,BROOKLYN,1014054,179119,PHONE,Unspecified,BROOKLYN,40.65826682141763,-73.89258052042112,"{'latitude': '40.65826682141763', 'longitude': '-73.89258052042112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
