unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58833321,2023-09-16T22:05:12.000,2023-09-16T22:20:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11102,26-23 18 STREET,18 STREET,26 AVENUE,26 ROAD,26 AVENUE,26 ROAD,ADDRESS,ASTORIA,18 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:20:18.000,01 QUEENS,4008860125,QUEENS,1004426,221126,ONLINE,Unspecified,QUEENS,40.77359309349455,-73.92715580425228,"{'latitude': '40.77359309349455', 'longitude': '-73.92715580425228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826981,2023-09-16T22:05:11.000,2023-09-16T23:27:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,884 RIVERSIDE DRIVE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:27:46.000,12 MANHATTAN,1021360106,MANHATTAN,999035,244344,ONLINE,Unspecified,MANHATTAN,40.83733075391628,-73.94656853762118,"{'latitude': '40.83733075391628', 'longitude': '-73.94656853762118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833331,2023-09-16T22:05:09.000,2023-09-16T22:12:14.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,261 MOORE STREET,MOORE STREET,WHITE STREET,BOGART STREET,WHITE STREET,BOGART STREET,ADDRESS,BROOKLYN,MOORE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:12:17.000,01 BROOKLYN,3031010010,BROOKLYN,1002545,196070,ONLINE,Unspecified,BROOKLYN,40.7048247072312,-73.93401517892303,"{'latitude': '40.7048247072312', 'longitude': '-73.93401517892303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832359,2023-09-16T22:05:08.000,2023-09-16T22:29:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11435,144-14 LAKEWOOD AVENUE,LAKEWOOD AVENUE,PINEGROVE STREET,INWOOD STREET,PINEGROVE STREET,INWOOD STREET,ADDRESS,JAMAICA,LAKEWOOD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:29:13.000,12 QUEENS,4119320023,QUEENS,1038717,190560,MOBILE,Unspecified,QUEENS,40.68955235600783,-73.80359799228152,"{'latitude': '40.68955235600783', 'longitude': '-73.80359799228152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828209,2023-09-16T22:04:57.000,2023-09-16T22:27:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,190 EAST    7 STREET,EAST    7 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST    7 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T22:27:48.000,03 MANHATTAN,1003890011,MANHATTAN,989588,203366,MOBILE,Unspecified,MANHATTAN,40.7248677858747,-73.9807415753938,"{'latitude': '40.7248677858747', 'longitude': '-73.9807415753938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834895,2023-09-16T22:04:49.000,2023-09-16T22:59:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10464,152B TIER STREET,TIER STREET,CITY ISLAND AVENUE,KING AVENUE,CITY ISLAND AVENUE,KING AVENUE,ADDRESS,BRONX,TIER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:59:35.000,10 BRONX,2056447501,BRONX,1043384,248487,ONLINE,Unspecified,BRONX,40.84851643770638,-73.78625969835659,"{'latitude': '40.84851643770638', 'longitude': '-73.78625969835659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834855,2023-09-16T22:04:47.000,2023-09-16T22:38:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,32-16 102 STREET,102 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,102 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:38:08.000,03 QUEENS,4016960014,QUEENS,1021144,215791,ONLINE,Unspecified,QUEENS,40.758895948734924,-73.86682585836381,"{'latitude': '40.758895948734924', 'longitude': '-73.86682585836381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834675,2023-09-16T22:04:39.000,2023-09-16T22:26:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10037,25 WEST  132 STREET,WEST  132 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  132 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:26:13.000,10 MANHATTAN,1017300025,MANHATTAN,1000808,234880,MOBILE,Unspecified,MANHATTAN,40.811351620741306,-73.94018445538632,"{'latitude': '40.811351620741306', 'longitude': '-73.94018445538632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834902,2023-09-16T22:04:33.000,2023-09-16T22:17:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,91 EAST    7 STREET,EAST    7 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    7 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:17:08.000,03 MANHATTAN,1004350001,MANHATTAN,988296,204085,ONLINE,Unspecified,MANHATTAN,40.72684195138394,-73.98540241776267,"{'latitude': '40.72684195138394', 'longitude': '-73.98540241776267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836038,2023-09-16T22:04:32.000,2023-09-16T22:13:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:13:44.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834615,2023-09-16T22:04:31.000,2023-09-16T22:20:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,1079 MANHATTAN AVENUE,MANHATTAN AVENUE,EAGLE STREET,DUPONT STREET,EAGLE STREET,DUPONT STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:20:24.000,01 BROOKLYN,3024950045,BROOKLYN,996680,207255,ONLINE,Unspecified,BROOKLYN,40.73553501537036,-73.95514789255525,"{'latitude': '40.73553501537036', 'longitude': '-73.95514789255525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836022,2023-09-16T22:04:28.000,2023-09-16T22:25:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,118-01 152 STREET,152 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,JAMAICA,152 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:25:18.000,12 QUEENS,4122060019,QUEENS,1042416,187186,MOBILE,Unspecified,QUEENS,40.68026798653719,-73.79028898117248,"{'latitude': '40.68026798653719', 'longitude': '-73.79028898117248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829294,2023-09-16T22:04:26.000,2023-09-16T22:16:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,243 EAST   51 STREET,EAST   51 STREET,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:16:37.000,17 BROOKLYN,3046380039,BROOKLYN,1003722,178305,ONLINE,Unspecified,BROOKLYN,40.65606131921411,-73.92982141138428,"{'latitude': '40.65606131921411', 'longitude': '-73.92982141138428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828189,2023-09-16T22:04:17.000,2023-09-16T22:31:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,22 NORTH    6 STREET,NORTH    6 STREET,NORTH    6 PLACE,KENT AVENUE,NORTH    6 PLACE,KENT AVENUE,ADDRESS,BROOKLYN,NORTH    6 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:31:05.000,01 BROOKLYN,3023327502,BROOKLYN,994558,201622,ONLINE,Unspecified,BROOKLYN,40.720076532727674,-73.96281349306962,"{'latitude': '40.720076532727674', 'longitude': '-73.96281349306962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828360,2023-09-16T22:03:53.000,2023-09-16T22:49:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1770 ANDREWS AVENUE,ANDREWS AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:49:18.000,05 BRONX,2028780195,BRONX,1007264,249205,MOBILE,Unspecified,BRONX,40.850655157705816,-73.91681311386506,"{'latitude': '40.850655157705816', 'longitude': '-73.91681311386506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836068,2023-09-16T22:03:53.000,2023-09-17T00:16:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2337 BEAUMONT AVENUE,BEAUMONT AVENUE,EAST  183 STREET,EAST  187 STREET,EAST  183 STREET,EAST  187 STREET,ADDRESS,BRONX,BEAUMONT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:16:10.000,06 BRONX,2030890047,BRONX,1016071,250124,ONLINE,Unspecified,BRONX,40.85315018991847,-73.88497481689413,"{'latitude': '40.85315018991847', 'longitude': '-73.88497481689413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826473,2023-09-16T22:03:48.000,2023-09-16T23:13:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,275 FLATBUSH AVENUE EXTENSION,FLATBUSH AVENUE EXTENSION,GOLD STREET,PRINCE STREET,GOLD STREET,PRINCE STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE EXTENSION,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T23:13:55.000,02 BROOKLYN,3020620001,BROOKLYN,989073,191470,ONLINE,Unspecified,BROOKLYN,40.69221637864062,-73.9826081123795,"{'latitude': '40.69221637864062', 'longitude': '-73.9826081123795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833753,2023-09-16T22:03:48.000,2023-09-16T22:42:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,630 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  141 STREET,WEST  145 STREET,WEST  141 STREET,WEST  145 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:42:45.000,09 MANHATTAN,1020510001,MANHATTAN,999255,238705,ONLINE,Unspecified,MANHATTAN,40.82185294535842,-73.94578609296435,"{'latitude': '40.82185294535842', 'longitude': '-73.94578609296435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832214,2023-09-16T22:03:42.000,2023-09-16T22:24:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,118-16 153 STREET,153 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,JAMAICA,153 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:24:53.000,12 QUEENS,4122060028,QUEENS,1042656,187261,MOBILE,Unspecified,QUEENS,40.680472263610085,-73.78942304126564,"{'latitude': '40.680472263610085', 'longitude': '-73.78942304126564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832084,2023-09-16T22:03:34.000,2023-09-16T22:40:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10017,246 EAST   46 STREET,EAST   46 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   46 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:40:20.000,06 MANHATTAN,1013190029,MANHATTAN,992141,213566,ONLINE,Unspecified,MANHATTAN,40.75286234566705,-73.97151890328917,"{'latitude': '40.75286234566705', 'longitude': '-73.97151890328917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833638,2023-09-16T22:03:30.000,2023-09-16T22:11:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1402 CLAY AVENUE,CLAY AVENUE,,EAST  170 STREET,,EAST  170 STREET,ADDRESS,BRONX,CLAY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:11:27.000,04 BRONX,2028870086,BRONX,1009745,244323,ONLINE,Unspecified,BRONX,40.83724869025491,-73.90786380657856,"{'latitude': '40.83724869025491', 'longitude': '-73.90786380657856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828318,2023-09-16T22:03:24.000,2023-09-16T22:14:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,160 MONTGOMERY STREET,MONTGOMERY STREET,FRANKLIN AVENUE,MC KEEVER PLACE,FRANKLIN AVENUE,MC KEEVER PLACE,ADDRESS,BROOKLYN,MONTGOMERY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:14:27.000,09 BROOKLYN,,BROOKLYN,995558,181988,ONLINE,Unspecified,BROOKLYN,40.666184529626186,-73.95923891414233,"{'latitude': '40.666184529626186', 'longitude': '-73.95923891414233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834463,2023-09-16T22:03:22.000,2023-09-16T22:45:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,148 SUFFOLK STREET,SUFFOLK STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,SUFFOLK STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:45:08.000,03 MANHATTAN,1003497501,MANHATTAN,988274,201648,MOBILE,Unspecified,MANHATTAN,40.7201529866975,-73.98548324876458,"{'latitude': '40.7201529866975', 'longitude': '-73.98548324876458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826776,2023-09-16T22:03:08.000,2023-09-16T22:04:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:29.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828275,2023-09-16T22:03:05.000,2023-09-16T22:55:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11206,814 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:55:14.000,03 BROOKLYN,3015920031,BROOKLYN,1001983,192626,ONLINE,Unspecified,BROOKLYN,40.695372878769604,-73.93605121921048,"{'latitude': '40.695372878769604', 'longitude': '-73.93605121921048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827556,2023-09-16T22:02:56.000,2023-09-20T12:21:36.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11221,1117 DEKALB AVENUE,DEKALB AVENUE,MALCOLM X BOULEVARD,BROADWAY,MALCOLM X BOULEVARD,BROADWAY,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-20T12:21:36.000,03 BROOKLYN,3016000018,BROOKLYN,1003576,192055,ONLINE,Unspecified,BROOKLYN,40.693802281234966,-73.93030817992368,"{'latitude': '40.693802281234966', 'longitude': '-73.93030817992368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826956,2023-09-16T22:02:56.000,2023-09-16T22:25:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,300 WEST  142 STREET,WEST  142 STREET,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,ADDRESS,NEW YORK,WEST  142 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:25:49.000,10 MANHATTAN,1020430018,MANHATTAN,999882,238392,MOBILE,Unspecified,MANHATTAN,40.82099276164245,-73.94352143653646,"{'latitude': '40.82099276164245', 'longitude': '-73.94352143653646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
