unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58946381,2023-09-28T02:26:01.000,2023-09-28T02:56:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11377,39-89 51 STREET,51 STREET,39 AVENUE,SKILLMAN AVENUE,ADDRESS,WOODSIDE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:56:15.000,02 QUEENS,4001280073,QUEENS,1008283,211260,PHONE,Unspecified,QUEENS,40.746503820890375,-73.91326562321517,"{'latitude': '40.746503820890375', 'longitude': '-73.91326562321517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,39 AVENUE,SKILLMAN AVENUE,51 STREET,,,,,
58951223,2023-09-28T02:25:45.000,2023-09-28T02:35:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11249,48 SOUTH    4 STREET,SOUTH    4 STREET,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:35:42.000,01 BROOKLYN,3024410021,BROOKLYN,993584,199043,MOBILE,Unspecified,BROOKLYN,40.712998877490364,-73.96633081126946,"{'latitude': '40.712998877490364', 'longitude': '-73.96633081126946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,KENT AVENUE,WYTHE AVENUE,SOUTH    4 STREET,,,,,
58949406,2023-09-28T02:25:27.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,10001,378 8 AVENUE,8 AVENUE,WEST   28 STREET,WEST   29 STREET,ADDRESS,NEW YORK,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:15:48.000,05 MANHATTAN,,MANHATTAN,985412,212141,ONLINE,Unspecified,MANHATTAN,40.7489545254255,-73.99580622323438,"{'latitude': '40.7489545254255', 'longitude': '-73.99580622323438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST   28 STREET,WEST   29 STREET,8 AVENUE,"378 8 AVENUE, MANHATTAN (NEW YORK), NY, 10001",,,,MANHATTAN
58953770,2023-09-28T02:25:22.000,2023-09-28T02:50:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11377,40-51 72 STREET,72 STREET,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:50:28.000,04 QUEENS,,QUEENS,1013787,211007,ONLINE,Unspecified,QUEENS,40.745792728710896,-73.89340298105401,"{'latitude': '40.745792728710896', 'longitude': '-73.89340298105401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ROOSEVELT AVENUE,41 AVENUE,72 STREET,,,,,
58952429,2023-09-28T02:25:11.000,2023-09-28T02:35:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11249,48 SOUTH    4 STREET,SOUTH    4 STREET,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:35:38.000,01 BROOKLYN,3024410021,BROOKLYN,993584,199043,MOBILE,Unspecified,BROOKLYN,40.712998877490364,-73.96633081126946,"{'latitude': '40.712998877490364', 'longitude': '-73.96633081126946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,KENT AVENUE,WYTHE AVENUE,SOUTH    4 STREET,,,,,
58951902,2023-09-28T02:23:58.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T23:15:29.000,Unspecified MANHATTAN,,MANHATTAN,993428,232185,MOBILE,Unspecified,MANHATTAN,40.80396534055343,-73.9668482836493,"{'latitude': '40.80396534055343', 'longitude': '-73.9668482836493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,,1,1 Downtown,Platform,
58952461,2023-09-28T02:23:34.000,2023-09-28T02:39:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10465,2765 SAMPSON AVENUE,SAMPSON AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T02:39:12.000,10 BRONX,2055820001,BRONX,1033335,237682,ONLINE,Unspecified,BRONX,40.81892146969603,-73.82266084294987,"{'latitude': '40.81892146969603', 'longitude': '-73.82266084294987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,HUNTINGTON AVENUE,BRINSMADE AVENUE,SAMPSON AVENUE,,,,,
58948850,2023-09-28T02:23:20.000,2023-09-28T03:39:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11370,30-22 72 STREET,72 STREET,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T03:39:25.000,03 QUEENS,,QUEENS,1013174,216047,ONLINE,Unspecified,QUEENS,40.75962826798692,-73.89559357480798,"{'latitude': '40.75962826798692', 'longitude': '-73.89559357480798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,30 AVENUE,31 AVENUE,72 STREET,,,,,
58948498,2023-09-28T02:22:50.000,2023-09-28T05:55:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11416,97-44 81 STREET,81 STREET,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T05:55:54.000,09 QUEENS,4090510031,QUEENS,1023582,187574,PHONE,Unspecified,QUEENS,40.681436680327195,-73.85819045369638,"{'latitude': '40.681436680327195', 'longitude': '-73.85819045369638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,97 AVENUE,101 AVENUE,81 STREET,,,,,
58948789,2023-09-28T02:22:47.000,2023-09-28T02:49:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10003,32 GRAMERCY PARK SOUTH,GRAMERCY PARK SOUTH,EAST   20 STREET,3 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T02:49:58.000,06 MANHATTAN,1008750047,MANHATTAN,988505,207790,MOBILE,Unspecified,MANHATTAN,40.7370111691693,-73.98464602269662,"{'latitude': '40.7370111691693', 'longitude': '-73.98464602269662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,EAST   20 STREET,3 AVENUE,GRAMERCY PARK SOUTH,,,,,
58955493,2023-09-28T02:22:22.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10469,1308 HICKS STREET,HICKS STREET,WILSON AVENUE,FISH AVENUE,ADDRESS,BRONX,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T09:02:35.000,12 BRONX,2047120001,BRONX,1025237,258991,ONLINE,Unspecified,BRONX,40.87744958773479,-73.85178777902131,"{'latitude': '40.87744958773479', 'longitude': '-73.85178777902131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building,WILSON AVENUE,FISH AVENUE,HICKS STREET,,,,,
58953376,2023-09-28T02:21:08.000,2023-09-28T02:50:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11236,707 EAST   94 STREET,EAST   94 STREET,AVENUE B,DITMAS AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T02:50:13.000,17 BROOKLYN,3081120026,BROOKLYN,1008402,176473,MOBILE,Unspecified,BROOKLYN,40.651021353492965,-73.91296090134331,"{'latitude': '40.651021353492965', 'longitude': '-73.91296090134331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE B,DITMAS AVENUE,EAST   94 STREET,,,,,
58953605,2023-09-28T02:20:00.000,2023-09-28T02:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,10022,,,,,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T02:45:00.000,05 MANHATTAN,,MANHATTAN,992665,216258,UNKNOWN,Unspecified,MANHATTAN,40.76025071581911,-73.96962425363057,"{'latitude': '40.76025071581911', 'longitude': '-73.96962425363057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,LEXINGTON AVENUE,EAST 56 STREET,,,,,,
58954591,2023-09-28T02:20:00.000,2023-10-06T10:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11101,5-27 51 AVENUE,51 AVENUE,5 ST,VERNON BLVD,ADDRESS,LONG ISLAND CITY,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T10:00:00.000,02 QUEENS,4000337502,QUEENS,996357,209766,ONLINE,Unspecified,QUEENS,40.74242753474382,-73.95630887844891,"{'latitude': '40.74242753474382', 'longitude': '-73.95630887844891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58948439,2023-09-28T02:20:00.000,2023-10-03T22:09:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10033,701 WEST  179 STREET,WEST  179 STREET,BROADWAY,G WASHINGTON BR EN W 179 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-03T22:09:00.000,12 MANHATTAN,1021760054,MANHATTAN,1001583,248597,ONLINE,Unspecified,MANHATTAN,40.84899935795233,-73.93734933904612,"{'latitude': '40.84899935795233', 'longitude': '-73.93734933904612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58948815,2023-09-28T02:19:23.000,2023-09-28T02:55:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11691,14-80 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,HASSOCK STREET,NASSAU CNTY BOUNDARY,ADDRESS,FAR ROCKAWAY,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:55:24.000,14 QUEENS,4155010002,QUEENS,1052680,161669,ONLINE,Unspecified,QUEENS,40.61015620902949,-73.75354229665648,"{'latitude': '40.61015620902949', 'longitude': '-73.75354229665648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,HASSOCK STREET,NASSAU CNTY BOUNDARY,BEACH CHANNEL DRIVE,,,,,
58949467,2023-09-28T02:18:34.000,2023-09-29T07:18:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10002,317 HENRY STREET,HENRY STREET,GOUVERNEUR STREET,BEND,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T07:18:39.000,03 MANHATTAN,1002880028,MANHATTAN,989256,199462,ONLINE,Unspecified,MANHATTAN,40.714152439924,-73.98194226774524,"{'latitude': '40.714152439924', 'longitude': '-73.98194226774524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,GOUVERNEUR STREET,BEND,HENRY STREET,,,,,
58951221,2023-09-28T02:18:18.000,2023-09-28T02:57:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11249,48 SOUTH FOURTH STREET,SOUTH FOURTH STREET,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T02:57:54.000,01 BROOKLYN,,BROOKLYN,993584,199043,MOBILE,Unspecified,BROOKLYN,40.712998877490364,-73.96633081126946,"{'latitude': '40.712998877490364', 'longitude': '-73.96633081126946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,KENT AVENUE,WYTHE AVENUE,SOUTH    4 STREET,,,,,
58952467,2023-09-28T02:17:40.000,2023-09-28T03:04:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10306,36 REDGRAVE AVENUE,REDGRAVE AVENUE,SOUTH RAILROAD AVENUE,O'GORMAN AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T03:04:16.000,03 STATEN ISLAND,,STATEN ISLAND,945851,141222,ONLINE,Unspecified,STATEN ISLAND,40.554214341845615,-74.13818204109366,"{'latitude': '40.554214341845615', 'longitude': '-74.13818204109366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,SOUTH RAILROAD AVENUE,O'GORMAN AVENUE,REDGRAVE AVENUE,,,,,
58953444,2023-09-28T02:16:45.000,2023-09-28T02:38:54.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11233,2236 PACIFIC STREET,PACIFIC STREET,ROCKAWAY AVENUE,EASTERN PARKWAY,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T02:38:58.000,16 BROOKLYN,,BROOKLYN,1009178,185386,MOBILE,Unspecified,BROOKLYN,40.6754834026662,-73.91013139700077,"{'latitude': '40.6754834026662', 'longitude': '-73.91013139700077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ROCKAWAY AVENUE,EASTERN PARKWAY,PACIFIC STREET,,,,,
58951207,2023-09-28T02:16:00.000,2023-09-28T03:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10472,,,,,INTERSECTION,BRONX,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T03:00:00.000,09 BRONX,,BRONX,1020864,239948,UNKNOWN,Unspecified,BRONX,40.82520148530588,-73.86770486437088,"{'latitude': '40.82520148530588', 'longitude': '-73.86770486437088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,ROSEDALE AVENUE,BRUCKNER BOULEVARD,,,,,,
58950003,2023-09-28T02:14:55.000,2023-09-28T03:38:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11370,30-47 71 STREET,71 STREET,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T03:38:55.000,03 QUEENS,,QUEENS,1012940,215889,ONLINE,Unspecified,QUEENS,40.7591953611678,-73.89643891373548,"{'latitude': '40.7591953611678', 'longitude': '-73.89643891373548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,30 AVENUE,31 AVENUE,71 STREET,,,,,
58948570,2023-09-28T02:14:51.000,2023-09-28T03:07:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10453,109 HENWOOD PLACE,HENWOOD PLACE,WALTON AVENUE,MORRIS AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T03:07:46.000,05 BRONX,2028260038,BRONX,1009136,248068,MOBILE,Unspecified,BRONX,40.847529352425994,-73.91005076822978,"{'latitude': '40.847529352425994', 'longitude': '-73.91005076822978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WALTON AVENUE,MORRIS AVENUE,HENWOOD PLACE,,,,,
58947365,2023-09-28T02:14:33.000,2023-09-28T02:34:08.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11230,1025 EAST   14 STREET,EAST   14 STREET,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:34:12.000,14 BROOKLYN,3067160075,BROOKLYN,994753,166732,ONLINE,Unspecified,BROOKLYN,40.62431109583684,-73.96216438851168,"{'latitude': '40.62431109583684', 'longitude': '-73.96216438851168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE J,AVENUE K,EAST   14 STREET,,,,,
58953631,2023-09-28T02:12:36.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,11201,38 SIDNEY PLACE,SIDNEY PLACE,,,ADDRESS,BROOKLYN,N/A,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,02 BROOKLYN,3002630055,BROOKLYN,985711,191356,UNKNOWN,Unspecified,BROOKLYN,40.69190466853649,-73.99473161333772,"{'latitude': '40.69190466853649', 'longitude': '-73.99473161333772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58952542,2023-09-28T02:11:59.000,2023-09-28T03:47:37.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11436,137-17 135 AVENUE,135 AVENUE,VAN WYCK EXPRESSWAY,140 STREET,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T03:47:41.000,12 QUEENS,,QUEENS,1039773,182637,ONLINE,Unspecified,QUEENS,40.667799009622975,-73.79985546180932,"{'latitude': '40.667799009622975', 'longitude': '-73.79985546180932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,VAN WYCK EXPRESSWAY,140 STREET,135 AVENUE,,,,,
58953355,2023-09-28T02:11:14.000,2023-09-28T02:46:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11214,44 BAY   13 STREET,BAY   13 STREET,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T02:46:08.000,11 BROOKLYN,,BROOKLYN,982197,161050,ONLINE,Unspecified,BROOKLYN,40.608721171163175,-74.00739392257415,"{'latitude': '40.608721171163175', 'longitude': '-74.00739392257415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,86 STREET,BENSON AVENUE,BAY   13 STREET,,,,,
