unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58902534,2023-09-22T12:47:47.000,2023-10-26T16:25:28.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11385,1020 CYPRESS AVENUE,CYPRESS AVENUE,GEORGE STREET,STEPHEN STREET,GEORGE STREET,STEPHEN STREET,ADDRESS,RIDGEWOOD,CYPRESS AVENUE,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-26T16:25:33.000,05 QUEENS,4035520064,QUEENS,1011398,193475,PHONE,Unspecified,QUEENS,40.69767931135709,-73.90209542844526,"{'latitude': '40.69767931135709', 'longitude': '-73.90209542844526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896989,2023-09-22T12:47:35.000,2023-09-22T13:07:42.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10016,48 EAST   31 STREET,EAST   31 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   31 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T13:07:45.000,05 MANHATTAN,1008600045,MANHATTAN,988738,210928,ONLINE,Unspecified,MANHATTAN,40.74562408269944,-73.98380315893145,"{'latitude': '40.74562408269944', 'longitude': '-73.98380315893145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894302,2023-09-22T12:47:35.000,2023-09-22T13:34:29.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10016,48 EAST   31 STREET,EAST   31 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   31 STREET,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-22T13:34:29.000,05 MANHATTAN,1008600045,MANHATTAN,988738,210928,ONLINE,Unspecified,MANHATTAN,40.74562408269944,-73.98380315893145,"{'latitude': '40.74562408269944', 'longitude': '-73.98380315893145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899970,2023-09-22T12:47:29.000,2023-09-22T14:01:47.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11219,6722 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,67 STREET,68 STREET,67 STREET,68 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,Closed,N/A,2023-09-22T14:01:50.000,10 BROOKLYN,3057640001,BROOKLYN,981216,168622,ONLINE,Unspecified,BROOKLYN,40.62950445497798,-74.0109304174768,"{'latitude': '40.62950445497798', 'longitude': '-74.0109304174768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894363,2023-09-22T12:47:03.000,2023-09-23T14:11:58.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11418,86-21 122 STREET,122 STREET,HILLSIDE AVENUE,JAMAICA AVENUE,HILLSIDE AVENUE,JAMAICA AVENUE,ADDRESS,RICHMOND HILL,122 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-23T11:17:02.000,09 QUEENS,4092760107,QUEENS,1031764,194940,ONLINE,Unspecified,QUEENS,40.701614474255436,-73.82863878002533,"{'latitude': '40.701614474255436', 'longitude': '-73.82863878002533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896939,2023-09-22T12:47:02.000,2023-09-28T10:14:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Office Building,10023,140 WEST END AVENUE,WEST END AVENUE,WEST 66 STREET,WEST 70 STREET,WEST   66 STREET,WEST   70 STREET,ADDRESS,NEW YORK,WEST END AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-22T12:47:02.000,07 MANHATTAN,1011587504,MANHATTAN,987801,222025,PHONE,Unspecified,MANHATTAN,40.7760829249336,-73.98717885696587,"{'latitude': '40.7760829249336', 'longitude': '-73.98717885696587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898695,2023-09-22T12:47:00.000,2023-09-22T12:47:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10037,,,,,EAST 135 STREET,5 AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T12:47:00.000,10 MANHATTAN,,MANHATTAN,1001518,235386,PHONE,Unspecified,MANHATTAN,40.81273909030806,-73.93761828937666,"{'latitude': '40.81273909030806', 'longitude': '-73.93761828937666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899610,2023-09-22T12:47:00.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,2341 BOYNTON PLACE,BOYNTON PLACE,WEST    7 STREET,AVENUE X,WEST    7 STREET,AVENUE X,ADDRESS,BROOKLYN,BOYNTON PLACE,In Progress,,,13 BROOKLYN,3071670035,BROOKLYN,990651,154522,PHONE,Unspecified,BROOKLYN,40.590801060076714,-73.97695285043558,"{'latitude': '40.590801060076714', 'longitude': '-73.97695285043558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892313,2023-09-22T12:46:50.000,2023-09-22T13:17:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T13:17:12.000,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896092,2023-09-22T12:46:36.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11411,119-29 237 STREET,237 STREET,,,,,ADDRESS,CAMBRIA HEIGHTS,,Assigned,The Department of Buildings has made an attempt execute an access warrant at this property and was denied access. Another attempt will be made.,2023-10-31T00:00:00.000,13 QUEENS,4127970047,QUEENS,1059879,189606,UNKNOWN,Unspecified,QUEENS,40.68677832636147,-73.72730128237112,"{'latitude': '40.68677832636147', 'longitude': '-73.72730128237112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897154,2023-09-22T12:46:16.000,2023-09-22T14:01:25.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11217,5 PLAZA ST WEST,PLAZA ST WEST,FLATBUSH AVENUE,LINCOLN PLACE,FLATBUSH AVENUE,LINCOLN PLACE,ADDRESS,BROOKLYN,PLAZA ST WEST,Closed,N/A,2023-09-22T14:01:29.000,06 BROOKLYN,3010600007,BROOKLYN,992230,185211,ONLINE,Unspecified,BROOKLYN,40.67503456828815,-73.97123128559502,"{'latitude': '40.67503456828815', 'longitude': '-73.97123128559502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902509,2023-09-22T12:46:14.000,2023-10-02T11:01:41.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11234,7101 AVENUE T,AVENUE T,EAST   71 STREET,EAST   72 STREET,EAST   71 STREET,EAST   72 STREET,ADDRESS,BROOKLYN,AVENUE T,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-02T11:01:45.000,18 BROOKLYN,3083930001,BROOKLYN,1009511,165682,ONLINE,Unspecified,BROOKLYN,40.62139927824826,-73.90900468161949,"{'latitude': '40.62139927824826', 'longitude': '-73.90900468161949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898292,2023-09-22T12:46:13.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,11378,COPERNICUS TRIANGLE,COPERNICUS TRIANGLE,BORDEN AVENUE,55 DRIVE,BORDEN AVENUE,55 DRIVE,UNRECOGNIZED,MASPETH,COPERNICUS TRIANGLE,In Progress,,,05 QUEENS,4201499999,QUEENS,1010359,203812,ONLINE,Unspecified,QUEENS,40.72605502678387,-73.90580231195439,"{'latitude': '40.72605502678387', 'longitude': '-73.90580231195439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901568,2023-09-22T12:46:13.000,2023-09-22T14:19:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11223,2965 86 STREET,86 STREET,LAKE STREET,AVENUE X,LAKE STREET,AVENUE X,ADDRESS,BROOKLYN,86 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T14:19:20.000,15 BROOKLYN,3071700037,BROOKLYN,991380,154301,PHONE,Unspecified,BROOKLYN,40.590193902888,-73.97432827952257,"{'latitude': '40.590193902888', 'longitude': '-73.97432827952257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897052,2023-09-22T12:46:03.000,2023-09-23T10:43:12.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11219,52 STREET,52 STREET,52 STREET,NEW UTRECHT AVENUE,52 STREET,NEW UTRECHT AVENUE,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-09-23T04:18:06.000,12 BROOKLYN,,BROOKLYN,985617,170288,UNKNOWN,Unspecified,BROOKLYN,40.634077686550135,-73.99507485016046,"{'latitude': '40.634077686550135', 'longitude': '-73.99507485016046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898858,2023-09-22T12:46:03.000,2023-09-22T13:19:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11106,34-24 35 STREET,35 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,ASTORIA,35 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T13:19:55.000,01 QUEENS,,QUEENS,1005177,215330,PHONE,Unspecified,QUEENS,40.75768283215524,-73.92446241185097,"{'latitude': '40.75768283215524', 'longitude': '-73.92446241185097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900757,2023-09-22T12:45:57.000,2023-09-23T10:12:29.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897902,2023-09-22T12:45:57.000,2023-10-04T21:51:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11203,690 ALBANY AVENUE,ALBANY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,09 BROOKLYN,3048290004,BROOKLYN,1000992,178733,PHONE,Unspecified,BROOKLYN,40.657241667515976,-73.93965947583904,"{'latitude': '40.657241667515976', 'longitude': '-73.93965947583904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901250,2023-09-22T12:45:52.000,2023-09-23T14:17:23.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,11379,83-28 60 AVENUE,60 AVENUE,83 PLACE,84 STREET,83 PLACE,84 STREET,ADDRESS,MIDDLE VILLAGE,60 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T11:27:00.000,05 QUEENS,4029130001,QUEENS,1018337,204561,ONLINE,Unspecified,QUEENS,40.72808370205047,-73.87701502251898,"{'latitude': '40.72808370205047', 'longitude': '-73.87701502251898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892827,2023-09-22T12:45:51.000,2023-09-26T09:07:09.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11209,6 AVENUE,6 AVENUE,6 AVENUE,72 STREET,6 AVENUE,72 STREET,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-26T09:07:19.000,10 BROOKLYN,,BROOKLYN,978904,169007,ONLINE,Unspecified,BROOKLYN,40.630560105131764,-74.01926003179082,"{'latitude': '40.630560105131764', 'longitude': '-74.01926003179082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896546,2023-09-22T12:45:46.000,2023-10-26T17:00:03.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11374,65-61 SAUNDERS STREET,SAUNDERS STREET,,,,,ADDRESS,REGO PARK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-26T00:00:00.000,06 QUEENS,4030860040,QUEENS,1023713,204320,PHONE,Unspecified,QUEENS,40.727399866110204,-73.85762000453174,"{'latitude': '40.727399866110204', 'longitude': '-73.85762000453174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896892,2023-09-22T12:45:36.000,2023-11-17T14:20:32.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,10471,BRUST PARK,BRUST PARK,DASH PLACE,GREYSTONE AVENUE,DASH PLACE,GREYSTONE AVENUE,UNRECOGNIZED,BRONX,BRUST PARK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-17T14:20:35.000,08 BRONX,2058041075,BRONX,1010809,263530,ONLINE,Unspecified,BRONX,40.88996292686885,-73.90394251189103,"{'latitude': '40.88996292686885', 'longitude': '-73.90394251189103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899343,2023-09-22T12:45:33.000,2023-09-24T11:25:06.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,1671 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,03 BRONX,2029400072,BRONX,1014835,244007,MOBILE,Unspecified,BRONX,40.836365201146585,-73.8894705517809,"{'latitude': '40.836365201146585', 'longitude': '-73.8894705517809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897995,2023-09-22T12:45:31.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11233,364 BAINBRIDGE STREET,BAINBRIDGE STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,03 BROOKLYN,3015080011,BROOKLYN,1005892,187755,ONLINE,Unspecified,BROOKLYN,40.68199441212257,-73.92197022946803,"{'latitude': '40.68199441212257', 'longitude': '-73.92197022946803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893438,2023-09-22T12:45:27.000,2023-09-22T14:39:39.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,1744 EAST    5 STREET,EAST    5 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T14:39:42.000,15 BROOKLYN,3066360027,BROOKLYN,992915,160751,PHONE,Unspecified,BROOKLYN,40.60789647874621,-73.9687932055781,"{'latitude': '40.60789647874621', 'longitude': '-73.9687932055781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894215,2023-09-22T12:45:26.000,2023-10-04T14:46:08.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10475,2101 NEW ENGLAND THRUWAY,NEW ENGLAND THRUWAY,HUNTER AVENUE,REEDS MILL LANE,HUNTER AVENUE,REEDS MILL LANE,ADDRESS,BRONX,NEW ENGLAND THRUWAY SERVICE ROAD,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-10-04T14:46:14.000,12 BRONX,2052330045,BRONX,1030357,259680,PHONE,Unspecified,BRONX,40.87931541382608,-73.83326875566117,"{'latitude': '40.87931541382608', 'longitude': '-73.83326875566117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896690,2023-09-22T12:45:14.000,2023-09-22T12:48:58.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T12:49:02.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898558,2023-09-22T12:45:06.000,2023-09-22T14:01:29.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11231,BOND STREET,BOND STREET,BOND STREET,SACKETT STREET,BOND STREET,SACKETT STREET,INTERSECTION,,,Closed,N/A,2023-09-22T14:01:34.000,06 BROOKLYN,,BROOKLYN,987265,187231,PHONE,Unspecified,BROOKLYN,40.68058209491498,-73.98912971327668,"{'latitude': '40.68058209491498', 'longitude': '-73.98912971327668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
