unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,facility_type,due_date,bbl,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough
58957057,2023-09-29T07:08:54.000,2023-10-01T20:04:33.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,10463,3045 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,,,,,,,
58957045,2023-09-29T07:08:54.000,2023-10-01T20:04:32.000,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,RESIDENTIAL BUILDING,10463,3045 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,,,,,,,
58965821,2023-09-29T07:08:53.000,2023-10-01T20:04:31.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10463,3045 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,,,,,,,
58961183,2023-09-29T07:08:53.000,2023-10-01T20:04:32.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10463,3045 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,,,,,,,
58957056,2023-09-29T07:08:53.000,2023-10-01T20:04:32.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,10463,3045 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,,,,,,,
58957340,2023-09-29T07:08:52.000,2023-09-30T12:48:46.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10003,81 ST MARKS PLACE,ST MARKS PLACE,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-30T12:48:51.000,03 MANHATTAN,MANHATTAN,988208,204428,ONLINE,Unspecified,MANHATTAN,40.7277834426299,-73.98571971162497,"{'latitude': '40.7277834426299', 'longitude': '-73.98571971162497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,ST MARKS PLACE,,,,,,
58967924,2023-09-29T07:08:50.000,2023-09-29T08:27:50.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10456,1455 FULTON AVENUE,FULTON AVENUE,CROTONA PARK SOUTH,EAST  171 STREET,CROTONA PARK SOUTH,EAST  171 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T08:27:55.000,03 BRONX,BRONX,1011653,243847,PHONE,Unspecified,BRONX,40.835936494538245,-73.90097044976699,"{'latitude': '40.835936494538245', 'longitude': '-73.90097044976699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2029270036,FULTON AVENUE,,,,,,
58966543,2023-09-29T07:08:12.000,2023-10-04T08:01:06.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T23:35:04.000,Unspecified BROOKLYN,BROOKLYN,996360,187381,MOBILE,Unspecified,BROOKLYN,40.680986040504784,-73.95633831684367,"{'latitude': '40.680986040504784', 'longitude': '-73.95633831684367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,C,C to Manhattan,Platform,,,
58967951,2023-09-29T07:08:02.000,2023-09-29T09:34:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10465,240 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,LAWTON AVENUE,MILES AVENUE,LAWTON AVENUE,MILES AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T09:34:57.000,10 BRONX,BRONX,1035581,237391,MOBILE,Unspecified,BRONX,40.818109992603176,-73.8145485208817,"{'latitude': '40.818109992603176', 'longitude': '-73.8145485208817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,HOLLYWOOD AVENUE,,,,,,
58960960,2023-09-29T07:08:00.000,2023-09-29T08:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10468,,,,,VAN CORTLANDT PARK SOUTH,MOSHOLU PARKWAY,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T08:15:00.000,07 BRONX,BRONX,1015482,261490,UNKNOWN,Unspecified,BRONX,40.88434847048456,-73.88705093044119,"{'latitude': '40.88434847048456', 'longitude': '-73.88705093044119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,N/A,,,,,,,,,
58958657,2023-09-29T07:07:51.000,2023-09-29T07:34:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,6411 16 AVENUE,16 AVENUE,64 STREET,65 STREET,64 STREET,65 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T07:34:46.000,11 BROOKLYN,BROOKLYN,985798,166055,PHONE,Unspecified,BROOKLYN,40.62245896309593,-73.99442369803344,"{'latitude': '40.62245896309593', 'longitude': '-73.99442369803344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3055450006,16 AVENUE,,,,,,
58957820,2023-09-29T07:07:48.000,2023-09-29T07:17:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,359 WEST   24 STREET,WEST   24 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T07:17:53.000,04 MANHATTAN,MANHATTAN,984132,211367,ONLINE,Unspecified,MANHATTAN,40.74683016564044,-74.00042586048032,"{'latitude': '40.74683016564044', 'longitude': '-74.00042586048032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1007480005,WEST   24 STREET,,,,,,
58968016,2023-09-29T07:07:27.000,2023-11-02T09:41:05.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11211,242 NORTH FIFTH STREET,NORTH FIFTH STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-11-02T09:41:09.000,01 BROOKLYN,BROOKLYN,996582,199628,PHONE,Unspecified,BROOKLYN,40.71460089190725,-73.95551548932475,"{'latitude': '40.71460089190725', 'longitude': '-73.95551548932475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3023460018,NORTH    5 STREET,,,,,,
59455830,2023-09-29T07:07:16.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Safety,Fire Escape,Public Area,10463,3045 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,KIMBERLY PLACE,WEST  231 STREET,ADDRESS,Closed,,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,GODWIN TERRACE,,,,,,
59452369,2023-09-29T07:07:16.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Safety,Fire Escape,Public Area,10463,3045 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,KIMBERLY PLACE,WEST  231 STREET,ADDRESS,Closed,,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,GODWIN TERRACE,,,,,,
59459276,2023-09-29T07:07:15.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Safety,Fire Escape,Public Area,10463,3045 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,KIMBERLY PLACE,WEST  231 STREET,ADDRESS,Closed,,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,GODWIN TERRACE,,,,,,
59460400,2023-09-29T07:07:11.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Public Area,10463,3045 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,KIMBERLY PLACE,WEST  231 STREET,ADDRESS,Closed,,2023-10-01T00:00:00.000,08 BRONX,BRONX,1010169,259447,ONLINE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,GODWIN TERRACE,,,,,,
58962417,2023-09-29T07:07:07.000,2023-09-29T17:34:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,60-14 84 STREET,84 STREET,60 AVENUE,60 ROAD,60 AVENUE,60 ROAD,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T17:34:10.000,05 QUEENS,QUEENS,1018588,204597,PHONE,Unspecified,QUEENS,40.72818154235911,-73.87610923878367,"{'latitude': '40.72818154235911', 'longitude': '-73.87610923878367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDDLE VILLAGE,,,,84 STREET,,,,,,
58965562,2023-09-29T07:07:02.000,2023-09-29T07:23:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11415,119-12 83 AVENUE,83 AVENUE,ABINGDON ROAD,BEVERLY ROAD,ABINGDON ROAD,BEVERLY ROAD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T07:23:48.000,09 QUEENS,QUEENS,1030659,197367,MOBILE,Unspecified,QUEENS,40.70828186992761,-73.83260727218111,"{'latitude': '40.70828186992761', 'longitude': '-73.83260727218111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KEW GARDENS,,,,83 AVENUE,,,,,,
58966352,2023-09-29T07:06:59.000,2023-09-29T09:33:58.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10465,2977 LAWTON AVENUE,LAWTON AVENUE,HOLLYWOOD AVENUE,THROGS NECK BOULEVARD,HOLLYWOOD AVENUE,THROGS NECK BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T09:33:48.000,10 BRONX,BRONX,1035711,237290,MOBILE,Unspecified,BRONX,40.817832020246904,-73.81407962556793,"{'latitude': '40.817832020246904', 'longitude': '-73.81407962556793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,LAWTON AVENUE,,,,,,
59006904,2023-09-29T07:06:49.000,2023-10-05T08:00:40.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-04T11:24:28.000,Unspecified MANHATTAN,MANHATTAN,989422,215678,MOBILE,Unspecified,MANHATTAN,40.75866125624938,-73.98133100304791,"{'latitude': '40.75866125624938', 'longitude': '-73.98133100304791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,D,,Mezzanine,,,
58961087,2023-09-29T07:06:15.000,2023-09-29T07:14:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,622 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T07:14:13.000,09 MANHATTAN,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,WEST  137 STREET,,,,,,
58963996,2023-09-29T07:06:00.000,2023-09-29T08:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,,,,,,MOSHOLU PKWY,GUN HILL RD WEST,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T08:15:00.000,Unspecified BRONX,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,N/A,,,,,,,,,
58957006,2023-09-29T07:05:55.000,2023-10-27T10:32:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11206,127 GRAHAM AVENUE,GRAHAM AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,01 BROOKLYN,BROOKLYN,1000046,196562,PHONE,Unspecified,BROOKLYN,40.70617994497773,-73.94302719876043,"{'latitude': '40.70617994497773', 'longitude': '-73.94302719876043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3030700023,,,,,,,
58959823,2023-09-29T07:05:54.000,2023-10-05T20:27:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11421,85-49 96 STREET,96 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,09 QUEENS,QUEENS,1025977,192996,PHONE,Unspecified,QUEENS,40.69630783624641,-73.84952183662145,"{'latitude': '40.69630783624641', 'longitude': '-73.84952183662145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODHAVEN,,,4088920092,,,,,,,
58962597,2023-09-29T07:05:38.000,2023-09-29T07:22:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,618 WEST  164 STREET,WEST  164 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T07:22:54.000,12 MANHATTAN,MANHATTAN,1000227,244829,ONLINE,Unspecified,MANHATTAN,40.83865986180468,-73.94225961865097,"{'latitude': '40.83865986180468', 'longitude': '-73.94225961865097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1021370131,WEST  164 STREET,,,,,,
58965452,2023-09-29T07:05:27.000,2023-09-29T23:51:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,61-16 65 STREET,65 STREET,ELIOT AVENUE,62 AVENUE,ELIOT AVENUE,62 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T23:51:17.000,05 QUEENS,QUEENS,1012646,200012,MOBILE,Unspecified,QUEENS,40.71561790455511,-73.8975671689055,"{'latitude': '40.71561790455511', 'longitude': '-73.8975671689055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDDLE VILLAGE,,,4027660037,65 STREET,,,,,,
58959702,2023-09-29T07:05:08.000,2023-09-30T11:02:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,765 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-30T00:00:00.000,05 BROOKLYN,BROOKLYN,1021474,183447,PHONE,Unspecified,BROOKLYN,40.67011812462209,-73.86581352291451,"{'latitude': '40.67011812462209', 'longitude': '-73.86581352291451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3042719001,,,,,,,
58963536,2023-09-29T07:05:00.000,2023-09-29T10:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11434,,,,,140 AVENUE,GUY R BREWER BOULEVARD,INTERSECTION,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-29T10:50:00.000,12 QUEENS,QUEENS,1047039,183712,ONLINE,Unspecified,QUEENS,40.67070108569826,-73.77365370642347,"{'latitude': '40.67070108569826', 'longitude': '-73.77365370642347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS,,,,,,,,,,
