unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58970344,2023-09-30T14:09:56.000,2023-10-13T10:56:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10467,2751 BARKER AVENUE,BARKER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,11 BRONX,2045060001,BRONX,1020441,254816,PHONE,Unspecified,BRONX,40.86601147424283,-73.86915301642351,"{'latitude': '40.86601147424283', 'longitude': '-73.86915301642351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976233,2023-09-30T14:09:55.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58971557,2023-09-30T14:09:55.000,2023-10-16T07:59:47.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58977441,2023-09-30T14:09:55.000,2023-10-04T11:24:07.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-04T00:00:00.000,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976400,2023-09-30T14:09:55.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59459320,2023-09-30T14:09:54.000,2023-10-01T03:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11422,259-70 148 DRIVE,148 DRIVE,ADDRESS,ROSEDALE,Closed,,2023-10-01T03:15:00.000,13 QUEENS,4136890035,QUEENS,1059405,177505,ONLINE,Unspecified,QUEENS,40.65356798324649,-73.72914530860928,"{'latitude': '40.65356798324649', 'longitude': '-73.72914530860928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",259 STREET,HOOK CREEK BOULEVARD,259 STREET,HOOK CREEK BOULEVARD,148 DRIVE,,,,,,
58971696,2023-09-30T14:09:46.000,2023-10-04T16:12:30.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,11430,JOHN F KENNEDY AIRPORT,JOHN F KENNEDY AIRPORT,UNRECOGNIZED,JAMAICA,Closed,See notes for information.,2023-10-04T16:12:36.000,83 QUEENS,4142600001,QUEENS,1043001,175548,ONLINE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,JOHN F KENNEDY AIRPORT,,,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
58972622,2023-09-30T14:09:43.000,2023-11-17T20:18:05.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-17T00:00:00.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58972613,2023-09-30T14:09:43.000,2023-11-17T20:18:04.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58972673,2023-09-30T14:09:43.000,2023-11-17T20:18:06.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58971513,2023-09-30T14:09:43.000,2023-11-17T20:18:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-17T00:00:00.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58970307,2023-09-30T14:09:43.000,2023-11-17T20:18:05.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58972594,2023-09-30T14:09:43.000,2023-11-17T20:18:04.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58977600,2023-09-30T14:09:43.000,2023-11-17T20:18:05.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976256,2023-09-30T14:09:41.000,2023-10-02T18:35:32.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11232,209 21 STREET,21 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,07 BROOKLYN,3006400053,BROOKLYN,985797,180443,ONLINE,Unspecified,BROOKLYN,40.66195093313856,-73.99442400110009,"{'latitude': '40.66195093313856', 'longitude': '-73.99442400110009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58970268,2023-09-30T14:09:39.000,2023-10-13T14:26:40.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10451,617 COURTLANDT AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,01 BRONX,2024110048,BRONX,1006716,237370,ONLINE,Unspecified,BRONX,40.818172923297055,-73.91883356346871,"{'latitude': '40.818172923297055', 'longitude': '-73.91883356346871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59441857,2023-09-30T14:09:33.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,Apartment,10456,1011 SHERIDAN AVENUE,SHERIDAN AVENUE,ADDRESS,BRONX,Closed,,2023-10-04T00:00:00.000,04 BRONX,2024610130,BRONX,1006531,241465,PHONE,Unspecified,BRONX,40.829413000530494,-73.9194883436301,"{'latitude': '40.829413000530494', 'longitude': '-73.9194883436301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  164 STREET,CARROLL PLACE,EAST  164 STREET,CARROLL PLACE,SHERIDAN AVENUE,,,,,,
58973935,2023-09-30T14:09:31.000,2023-10-11T09:46:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11210,2064 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,14 BROOKLYN,3052520056,BROOKLYN,998708,170683,ONLINE,Unspecified,BROOKLYN,40.63515018364536,-73.94790858452667,"{'latitude': '40.63515018364536', 'longitude': '-73.94790858452667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59447039,2023-09-30T14:09:22.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11232,209 21 STREET,21 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,07 BROOKLYN,3006400053,BROOKLYN,985792,180448,ONLINE,Unspecified,BROOKLYN,40.6619646579063,-73.99444202193104,"{'latitude': '40.6619646579063', 'longitude': '-73.99444202193104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,21 STREET,,,,,,
58972103,2023-09-30T14:09:03.000,2023-09-30T16:02:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11203,735 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T16:02:39.000,17 BROOKLYN,3046550030,BROOKLYN,1003375,177475,MOBILE,Unspecified,BROOKLYN,40.65378390764326,-73.93107437936615,"{'latitude': '40.65378390764326', 'longitude': '-73.93107437936615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   49 STREET,UTICA AVENUE,EAST   49 STREET,UTICA AVENUE,LINDEN BOULEVARD,,,,,,
59456076,2023-09-30T14:08:35.000,2023-10-01T15:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11228,14 AVENUE,14 AVENUE,INTERSECTION,,Closed,,2023-10-01T15:40:00.000,10 BROOKLYN,,BROOKLYN,981656,163343,PHONE,Unspecified,BROOKLYN,40.615014842201674,-74.00934322625059,"{'latitude': '40.615014842201674', 'longitude': '-74.00934322625059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14 AVENUE,82 STREET,14 AVENUE,82 STREET,,,,,,,
59450301,2023-09-30T14:08:31.000,,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Apartment,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,In Progress,,,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,WEST   36 STREET,,,,,,
59448833,2023-09-30T14:08:30.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Toilet,Apartment,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-16T00:00:00.000,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,WEST   36 STREET,,,,,,
59452219,2023-09-30T14:08:29.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,In Progress,,,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,WEST   36 STREET,,,,,,
59453880,2023-09-30T14:08:28.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Apartment,11224,2850 WEST   36 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-04T00:00:00.000,13 BROOKLYN,3070040027,BROOKLYN,983706,149084,ONLINE,Unspecified,BROOKLYN,40.575877122865606,-74.00195826399771,"{'latitude': '40.575877122865606', 'longitude': '-74.00195826399771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,WEST   36 STREET,,,,,,
58975391,2023-09-30T14:08:26.000,2023-10-02T02:53:27.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,Sidewalk,11231,384 COURT STREET,COURT STREET,ADDRESS,BROOKLYN,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Parks and Recreation.,2023-10-02T02:53:32.000,06 BROOKLYN,3003510034,BROOKLYN,985231,187462,ONLINE,Unspecified,BROOKLYN,40.68121659656425,-73.99646306709347,"{'latitude': '40.68121659656425', 'longitude': '-73.99646306709347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PRESIDENT STREET,CARROLL STREET,PRESIDENT STREET,CARROLL STREET,COURT STREET,,,,,,
59441621,2023-09-30T14:08:25.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10451,617 COURTLANDT AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,Closed,,2023-10-13T00:00:00.000,01 BRONX,2024110048,BRONX,1006716,237370,ONLINE,Unspecified,BRONX,40.818172923297055,-73.91883356346871,"{'latitude': '40.818172923297055', 'longitude': '-73.91883356346871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  151 STREET,EAST  152 STREET,EAST  151 STREET,EAST  152 STREET,COURTLANDT AVENUE,,,,,,
