unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,vehicle_type,taxi_company_borough,road_ramp
58914018,2023-09-24T08:34:22.000,2023-09-25T09:39:18.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11377,44-32 64 STREET,64 STREET,QUEENS BOULEVARD,LAUREL HILL BOULEVARD,QUEENS BOULEVARD,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,64 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-25T09:39:17.000,02 QUEENS,4023240029,QUEENS,1011485,209001,ONLINE,Unspecified,QUEENS,40.74029415213185,-73.90171885731039,"{'latitude': '40.74029415213185', 'longitude': '-73.90171885731039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910148,2023-09-24T08:34:19.000,2023-09-24T11:24:15.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11378,54-26 64 STREET,64 STREET,53 DRIVE,55 AVENUE,53 DRIVE,55 AVENUE,ADDRESS,MASPETH,64 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T11:24:19.000,05 QUEENS,4023690040,QUEENS,1011617,204550,MOBILE,Unspecified,QUEENS,40.728076853255985,-73.90126062311694,"{'latitude': '40.728076853255985', 'longitude': '-73.90126062311694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915641,2023-09-24T08:32:45.000,2023-09-27T13:54:01.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11218,450 ARGYLE ROAD,ARGYLE ROAD,DORCHESTER ROAD,DITMAS AVENUE,DORCHESTER ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,ARGYLE ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-26T04:41:06.000,14 BROOKLYN,3051760007,BROOKLYN,993762,171734,ONLINE,Unspecified,BROOKLYN,40.638041646731835,-73.96572727918904,"{'latitude': '40.638041646731835', 'longitude': '-73.96572727918904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916509,2023-09-24T08:32:09.000,2023-09-24T08:50:28.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11357,149-39 6 AVENUE,6 AVENUE,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,WHITESTONE,6 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T08:50:32.000,07 QUEENS,4044960037,QUEENS,1034710,229040,ONLINE,Unspecified,QUEENS,40.79519387029544,-73.81775807791364,"{'latitude': '40.79519387029544', 'longitude': '-73.81775807791364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914873,2023-09-24T08:32:00.000,2023-09-25T09:15:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,10022,200 EAST   57 STREET,EAST   57 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,2023-09-25T09:15:00.000,06 MANHATTAN,1013300004,MANHATTAN,993361,216191,ONLINE,Unspecified,MANHATTAN,40.76006612817176,-73.96711198346249,"{'latitude': '40.76006612817176', 'longitude': '-73.96711198346249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914596,2023-09-24T08:31:51.000,2023-10-04T21:16:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10001,145 WEST   27 STREET,WEST   27 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,05 MANHATTAN,1008037503,MANHATTAN,986365,211072,PHONE,Unspecified,MANHATTAN,40.746020212528485,-73.99236708502762,"{'latitude': '40.746020212528485', 'longitude': '-73.99236708502762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915035,2023-09-24T08:31:38.000,2023-09-24T09:48:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,1209 FINDLAY AVENUE,FINDLAY AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,FINDLAY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T09:48:59.000,04 BRONX,2024350119,BRONX,1008359,242368,PHONE,Unspecified,BRONX,40.83188667466573,-73.91287968510231,"{'latitude': '40.83188667466573', 'longitude': '-73.91287968510231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915437,2023-09-24T08:31:37.000,2023-09-25T10:08:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10306,ROSS AVENUE,ROSS AVENUE,JOSEPH MAFFEO AVENUE,2 STREET,,,BLOCKFACE,STATEN ISLAND,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-25T10:08:00.000,02 STATEN ISLAND,,STATEN ISLAND,,,UNKNOWN,Unspecified,STATEN ISLAND,,,,N/A,,,,,,,
58914920,2023-09-24T08:31:35.000,2023-09-24T08:40:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,2847 BRIGGS AVENUE,BRIGGS AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T08:40:27.000,07 BRONX,2033020071,BRONX,1015016,256003,ONLINE,Unspecified,BRONX,40.86928999991364,-73.88876139482211,"{'latitude': '40.86928999991364', 'longitude': '-73.88876139482211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914928,2023-09-24T08:30:21.000,2023-09-24T09:07:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,488 EAST    8 STREET,EAST    8 STREET,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T09:08:03.000,12 BROOKLYN,3053910001,BROOKLYN,992415,171683,MOBILE,Unspecified,BROOKLYN,40.63790300675424,-73.97058072096834,"{'latitude': '40.63790300675424', 'longitude': '-73.97058072096834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914317,2023-09-24T08:29:26.000,2023-09-24T08:35:01.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10003,351 BOWERY,BOWERY,EAST    3 STREET,COOPER SQUARE,EAST    3 STREET,COOPER SQUARE,ADDRESS,NEW YORK,BOWERY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T08:35:03.000,03 MANHATTAN,1004597502,MANHATTAN,986549,204001,ONLINE,Unspecified,MANHATTAN,40.72661201838954,-73.99170545584134,"{'latitude': '40.72661201838954', 'longitude': '-73.99170545584134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912950,2023-09-24T08:28:57.000,2023-10-03T16:42:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10030,231 WEST  134 STREET,WEST  134 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,10 MANHATTAN,1019400019,MANHATTAN,999399,236244,ONLINE,Unspecified,MANHATTAN,40.81509794803348,-73.94527136835616,"{'latitude': '40.81509794803348', 'longitude': '-73.94527136835616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916178,2023-09-24T08:28:25.000,2023-09-26T17:08:37.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11212,357 AMBOY STREET,AMBOY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,16 BROOKLYN,3035860023,BROOKLYN,1008517,180265,PHONE,Unspecified,BROOKLYN,40.66142924324702,-73.91253281870591,"{'latitude': '40.66142924324702', 'longitude': '-73.91253281870591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913750,2023-09-24T08:28:25.000,2023-09-26T17:08:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,357 AMBOY STREET,AMBOY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,16 BROOKLYN,3035860023,BROOKLYN,1008517,180265,PHONE,Unspecified,BROOKLYN,40.66142924324702,-73.91253281870591,"{'latitude': '40.66142924324702', 'longitude': '-73.91253281870591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910449,2023-09-24T08:28:25.000,2023-10-01T12:23:41.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11212,357 AMBOY STREET,AMBOY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,16 BROOKLYN,3035860023,BROOKLYN,1008517,180265,PHONE,Unspecified,BROOKLYN,40.66142924324702,-73.91253281870591,"{'latitude': '40.66142924324702', 'longitude': '-73.91253281870591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914123,2023-09-24T08:28:25.000,2023-09-24T09:08:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,526 EAST    8 STREET,EAST    8 STREET,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T09:08:17.000,12 BROOKLYN,3053910037,BROOKLYN,992450,171436,MOBILE,Unspecified,BROOKLYN,40.63722501214722,-73.97045491278736,"{'latitude': '40.63722501214722', 'longitude': '-73.97045491278736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911236,2023-09-24T08:28:25.000,2023-09-26T17:08:36.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11212,357 AMBOY STREET,AMBOY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,16 BROOKLYN,3035860023,BROOKLYN,1008517,180265,PHONE,Unspecified,BROOKLYN,40.66142924324702,-73.91253281870591,"{'latitude': '40.66142924324702', 'longitude': '-73.91253281870591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911265,2023-09-24T08:28:25.000,2023-09-26T17:08:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11212,357 AMBOY STREET,AMBOY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,16 BROOKLYN,3035860023,BROOKLYN,1008517,180265,PHONE,Unspecified,BROOKLYN,40.66142924324702,-73.91253281870591,"{'latitude': '40.66142924324702', 'longitude': '-73.91253281870591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912862,2023-09-24T08:28:25.000,2023-09-26T17:08:37.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11212,357 AMBOY STREET,AMBOY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,16 BROOKLYN,3035860023,BROOKLYN,1008517,180265,PHONE,Unspecified,BROOKLYN,40.66142924324702,-73.91253281870591,"{'latitude': '40.66142924324702', 'longitude': '-73.91253281870591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911999,2023-09-24T08:28:25.000,2023-09-26T17:08:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11212,357 AMBOY STREET,AMBOY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,16 BROOKLYN,3035860023,BROOKLYN,1008517,180265,PHONE,Unspecified,BROOKLYN,40.66142924324702,-73.91253281870591,"{'latitude': '40.66142924324702', 'longitude': '-73.91253281870591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910111,2023-09-24T08:28:17.000,2023-09-24T10:00:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1700 EAST  172 STREET,EAST  172 STREET,CROES AVENUE,NOBLE AVENUE,CROES AVENUE,NOBLE AVENUE,ADDRESS,BRONX,EAST  172 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T10:00:19.000,09 BRONX,2037820022,BRONX,1019903,242530,PHONE,Unspecified,BRONX,40.832292260697486,-73.87116346056018,"{'latitude': '40.832292260697486', 'longitude': '-73.87116346056018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915268,2023-09-24T08:28:16.000,2023-09-24T09:37:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,600 CONCORD AVENUE,CONCORD AVENUE,EAST  150 STREET,EAST  151 STREET,EAST  150 STREET,EAST  151 STREET,ADDRESS,BRONX,CONCORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T09:37:17.000,01 BRONX,2026420070,BRONX,1009811,235999,ONLINE,Unspecified,BRONX,40.814401501168156,-73.90765700162945,"{'latitude': '40.814401501168156', 'longitude': '-73.90765700162945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912609,2023-09-24T08:27:00.000,2023-09-26T01:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,11230,,,,,AVENUE M,EAST 13 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T01:00:00.000,14 BROOKLYN,,BROOKLYN,994831,164362,UNKNOWN,Unspecified,BROOKLYN,40.617805847713626,-73.96188711892903,"{'latitude': '40.617805847713626', 'longitude': '-73.96188711892903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58913360,2023-09-24T08:26:44.000,2023-09-24T08:57:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11216,212 TOMPKINS AVENUE,TOMPKINS AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T08:57:03.000,03 BROOKLYN,3017800033,BROOKLYN,999340,191284,MOBILE,Unspecified,BROOKLYN,40.69169430133067,-73.94558541480394,"{'latitude': '40.69169430133067', 'longitude': '-73.94558541480394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912286,2023-09-24T08:26:30.000,2023-09-25T23:17:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,204 BUSHWICK AVENUE,BUSHWICK AVENUE,SCHOLES STREET,MESEROLE STREET,SCHOLES STREET,MESEROLE STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T23:17:58.000,01 BROOKLYN,3030450017,BROOKLYN,1000876,197505,MOBILE,Unspecified,BROOKLYN,40.70876673588753,-73.94003123833956,"{'latitude': '40.70876673588753', 'longitude': '-73.94003123833956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911077,2023-09-24T08:25:57.000,2023-09-24T09:38:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,571 JACKSON AVENUE,JACKSON AVENUE,EAST  149 STREET,PONTIAC PLACE,EAST  149 STREET,PONTIAC PLACE,ADDRESS,BRONX,JACKSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T09:38:42.000,01 BRONX,2026230173,BRONX,1009477,235800,ONLINE,Unspecified,BRONX,40.813856262131544,-73.90886437448617,"{'latitude': '40.813856262131544', 'longitude': '-73.90886437448617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914127,2023-09-24T08:25:51.000,2023-09-24T08:57:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11206,204 BUSHWICK AVENUE,BUSHWICK AVENUE,SCHOLES STREET,MESEROLE STREET,SCHOLES STREET,MESEROLE STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T08:57:57.000,01 BROOKLYN,3030450017,BROOKLYN,1000876,197505,MOBILE,Unspecified,BROOKLYN,40.70876673588753,-73.94003123833956,"{'latitude': '40.70876673588753', 'longitude': '-73.94003123833956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915555,2023-09-24T08:25:43.000,2023-09-24T09:00:03.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10019,911 8 AVENUE,8 AVENUE,WEST   54 STREET,WEST   55 STREET,WEST   54 STREET,WEST   55 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T09:00:07.000,04 MANHATTAN,1010450029,MANHATTAN,988620,217947,ONLINE,Unspecified,MANHATTAN,40.76488951074772,-73.98422444978387,"{'latitude': '40.76488951074772', 'longitude': '-73.98422444978387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
