unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58844593,2023-09-17T02:36:40.000,2023-09-17T02:39:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:39:13.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839477,2023-09-17T02:36:17.000,2023-09-17T03:09:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11205,978 KENT AVENUE,KENT AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:09:51.000,03 BROOKLYN,3019250056,BROOKLYN,995705,191053,MOBILE,Unspecified,BROOKLYN,40.691065710967905,-73.95869362623361,"{'latitude': '40.691065710967905', 'longitude': '-73.95869362623361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843480,2023-09-17T02:35:39.000,2023-09-17T02:57:13.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11232,153 26 STREET,26 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,26 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:57:16.000,07 BROOKLYN,3006540001,BROOKLYN,984226,180030,PHONE,Unspecified,BROOKLYN,40.66081747439813,-74.00008650400753,"{'latitude': '40.66081747439813', 'longitude': '-74.00008650400753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837320,2023-09-17T02:34:43.000,2023-09-17T02:48:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,3612 CLARENDON ROAD,CLARENDON ROAD,BROOKLYN AVENUE,EAST   37 STREET,BROOKLYN AVENUE,EAST   37 STREET,ADDRESS,BROOKLYN,CLARENDON ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:48:43.000,17 BROOKLYN,3049530005,BROOKLYN,1000132,173766,ONLINE,Unspecified,BROOKLYN,40.643609918738356,-73.94277073159486,"{'latitude': '40.643609918738356', 'longitude': '-73.94277073159486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843650,2023-09-17T02:34:41.000,2023-09-17T02:53:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,1061 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  163 STREET,WEST  164 STREET,WEST  163 STREET,WEST  164 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T02:53:58.000,12 MANHATTAN,1021220120,MANHATTAN,1000836,244346,ONLINE,Unspecified,MANHATTAN,40.83733304448514,-73.94005990668036,"{'latitude': '40.83733304448514', 'longitude': '-73.94005990668036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843638,2023-09-17T02:34:40.000,2023-09-17T03:14:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2645 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:14:49.000,07 BRONX,2033000001,BRONX,1013985,254569,MOBILE,Unspecified,BRONX,40.86535764249122,-73.892495473103,"{'latitude': '40.86535764249122', 'longitude': '-73.892495473103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839465,2023-09-17T02:34:37.000,2023-09-17T02:38:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:38:53.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840863,2023-09-17T02:34:37.000,2023-09-20T07:20:25.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10128,1148 5 AVENUE,5 AVENUE,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,5 AVENUE,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-20T07:20:29.000,08 MANHATTAN,1015070069,MANHATTAN,996573,226232,ONLINE,Unspecified,MANHATTAN,40.787622145718444,-73.95549920169124,"{'latitude': '40.787622145718444', 'longitude': '-73.95549920169124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838115,2023-09-17T02:34:31.000,2023-09-17T02:44:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,102-55 67 ROAD,67 ROAD,102 STREET,YELLOWSTONE BOULEVARD,102 STREET,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T02:44:45.000,06 QUEENS,4021340050,QUEENS,1025407,204183,MOBILE,Unspecified,QUEENS,40.72701611535598,-73.85150900957466,"{'latitude': '40.72701611535598', 'longitude': '-73.85150900957466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843530,2023-09-17T02:34:26.000,2023-09-17T04:34:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:34:47.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842578,2023-09-17T02:34:25.000,2023-09-17T02:40:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10302,530 PORT RICHMOND AVENUE,PORT RICHMOND AVENUE,HOOKER PLACE,WALKER STREET,HOOKER PLACE,WALKER STREET,ADDRESS,STATEN ISLAND,PORT RICHMOND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:40:55.000,01 STATEN ISLAND,5011310006,STATEN ISLAND,945312,168811,ONLINE,Unspecified,STATEN ISLAND,40.629938162058885,-74.14028066657693,"{'latitude': '40.629938162058885', 'longitude': '-74.14028066657693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843450,2023-09-17T02:33:58.000,2023-09-17T02:59:33.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11101,46-36 11 STREET,11 STREET,46 ROAD,47 AVENUE,46 ROAD,47 AVENUE,ADDRESS,LONG ISLAND CITY,11 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:59:36.000,02 QUEENS,4000470025,QUEENS,997939,210914,MOBILE,Unspecified,QUEENS,40.74557620000608,-73.9505975025573,"{'latitude': '40.74557620000608', 'longitude': '-73.9505975025573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844640,2023-09-17T02:33:47.000,2023-09-17T03:51:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,35-13 109 STREET,109 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,CORONA,109 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:51:26.000,03 QUEENS,4017530100,QUEENS,1023288,214455,MOBILE,Unspecified,QUEENS,40.75521976780733,-73.85909455558414,"{'latitude': '40.75521976780733', 'longitude': '-73.85909455558414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841454,2023-09-17T02:33:37.000,2023-09-17T04:36:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:36:07.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842589,2023-09-17T02:33:20.000,2023-09-17T02:43:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,143 YORK AVENUE,YORK AVENUE,EAST BUCHANAN STREET,PARK PLACE,EAST BUCHANAN STREET,PARK PLACE,ADDRESS,STATEN ISLAND,YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:43:48.000,01 STATEN ISLAND,5000520016,STATEN ISLAND,959947,173542,PHONE,Unspecified,STATEN ISLAND,40.642975983030695,-74.08757271305944,"{'latitude': '40.642975983030695', 'longitude': '-74.08757271305944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844588,2023-09-17T02:33:12.000,2023-09-17T02:38:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:38:29.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843620,2023-09-17T02:33:02.000,2023-09-17T03:00:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,564 EAST   37 STREET,EAST   37 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   37 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:00:16.000,17 BROOKLYN,3049530011,BROOKLYN,1000352,173580,ONLINE,Unspecified,BROOKLYN,40.643098991608724,-73.94197842680173,"{'latitude': '40.643098991608724', 'longitude': '-73.94197842680173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841573,2023-09-17T02:32:33.000,2023-09-17T03:27:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,108-40 CORONA AVENUE,CORONA AVENUE,53 AVENUE,MARTENSE AVENUE,53 AVENUE,MARTENSE AVENUE,ADDRESS,CORONA,CORONA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:27:41.000,04 QUEENS,4019440205,QUEENS,1024661,209837,ONLINE,Unspecified,QUEENS,40.74253837005861,-73.85416654888883,"{'latitude': '40.74253837005861', 'longitude': '-73.85416654888883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841455,2023-09-17T02:32:28.000,2023-09-17T04:35:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:36:02.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841639,2023-09-17T02:32:12.000,2023-09-17T02:33:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,360 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  191 STREET,WEST  192 STREET,WEST  191 STREET,WEST  192 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:33:20.000,12 MANHATTAN,1021700273,MANHATTAN,1003522,251215,PHONE,Unspecified,MANHATTAN,40.85618096858094,-73.93033324091833,"{'latitude': '40.85618096858094', 'longitude': '-73.93033324091833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840412,2023-09-17T02:32:10.000,2023-09-17T03:27:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,95-71 113 STREET,113 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:27:51.000,09 QUEENS,4094150060,QUEENS,1030834,190954,ONLINE,Unspecified,QUEENS,40.690678795114316,-73.83202042272806,"{'latitude': '40.690678795114316', 'longitude': '-73.83202042272806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844562,2023-09-17T02:32:05.000,2023-09-17T03:14:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,244 EAST  196 STREET,EAST  196 STREET,VALENTINE AVENUE,BRIGGS AVENUE,VALENTINE AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,EAST  196 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:14:41.000,07 BRONX,2033000047,BRONX,1014295,255228,MOBILE,Unspecified,BRONX,40.86716534626754,-73.89137173932373,"{'latitude': '40.86716534626754', 'longitude': '-73.89137173932373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841665,2023-09-17T02:32:04.000,2023-09-17T02:35:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:35:33.000,03 BRONX,2029830030,BRONX,1015446,244002,ONLINE,Unspecified,BRONX,40.83634934042209,-73.88726251817741,"{'latitude': '40.83634934042209', 'longitude': '-73.88726251817741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842738,2023-09-17T02:31:30.000,2023-09-17T02:52:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10306,AMBOY ROAD,AMBOY ROAD,AMBOY ROAD,BAY TERRACE,AMBOY ROAD,BAY TERRACE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T02:52:50.000,03 STATEN ISLAND,,STATEN ISLAND,945667,142219,ONLINE,Unspecified,STATEN ISLAND,40.55695011387673,-74.13884986648907,"{'latitude': '40.55695011387673', 'longitude': '-74.13884986648907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843497,2023-09-17T02:31:26.000,2023-09-17T04:34:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:34:48.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837306,2023-09-17T02:31:20.000,2023-09-17T03:27:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,95-71 113 STREET,113 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:27:26.000,09 QUEENS,4094150060,QUEENS,1030834,190954,PHONE,Unspecified,QUEENS,40.690678795114316,-73.83202042272806,"{'latitude': '40.690678795114316', 'longitude': '-73.83202042272806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
