unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,bridge_highway_direction,road_ramp
58885316,2023-09-21T10:45:25.000,2023-09-21T11:51:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11365,61-00 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,HORACE HARDING EXPRESSWAY,73 AVENUE,HORACE HARDING EXPRESSWAY,73 AVENUE,ADDRESS,FRESH MEADOWS,FRANCIS LEWIS BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T11:51:48.000,08 QUEENS,4071280002,QUEENS,1046476,209932,MOBILE,Unspecified,QUEENS,40.7426725307322,-73.77544093564363,"{'latitude': '40.7426725307322', 'longitude': '-73.77544093564363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889275,2023-09-21T10:45:21.000,2023-09-21T13:46:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11357,151-84 17 ROAD,17 ROAD,MURRAY STREET,154 STREET,MURRAY STREET,154 STREET,ADDRESS,WHITESTONE,17 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T13:46:05.000,07 QUEENS,4047040040,QUEENS,1036548,224672,PHONE,Unspecified,QUEENS,40.783194223894014,-73.81115396549491,"{'latitude': '40.783194223894014', 'longitude': '-73.81115396549491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890637,2023-09-21T10:45:08.000,2023-09-21T12:28:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10453,1921 JEROME AVENUE,JEROME AVENUE,EAST  177 STREET,EAST TREMONT AVENUE,EAST  177 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T12:28:38.000,05 BRONX,2028620103,BRONX,1009112,249235,PHONE,Unspecified,BRONX,40.850732488546846,-73.91013318764688,"{'latitude': '40.850732488546846', 'longitude': '-73.91013318764688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887711,2023-09-21T10:44:53.000,2023-09-21T11:47:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11101,25-61 49 AVENUE,49 AVENUE,DAVIS COURT,27 STREET,DAVIS COURT,27 STREET,ADDRESS,LONG ISLAND CITY,49 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:47:33.000,02 QUEENS,4000990030,QUEENS,1000171,209336,MOBILE,Unspecified,QUEENS,40.74124124829829,-73.94254613183408,"{'latitude': '40.74124124829829', 'longitude': '-73.94254613183408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891444,2023-09-21T10:44:24.000,2023-09-28T10:40:49.000,DOT,Department of Transportation,Street Sign - Damaged,Do Not Enter,Street,11417,95 STREET,95 STREET,95 STREET,LIBERTY AVENUE,95 STREET,LIBERTY AVENUE,INTERSECTION,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-28T10:40:47.000,10 QUEENS,,QUEENS,1027549,187209,PHONE,Unspecified,QUEENS,40.68041632367267,-73.84389000903056,"{'latitude': '40.68041632367267', 'longitude': '-73.84389000903056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889676,2023-09-21T10:44:17.000,2023-09-21T10:51:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:51:52.000,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889205,2023-09-21T10:44:00.000,2023-09-28T16:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Other Animals (NR6)",,11224,501 SURF AVENUE,SURF AVENUE,W 5 ST,W 8 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T16:00:00.000,13 BROOKLYN,3072797501,BROOKLYN,991479,148728,PHONE,Unspecified,BROOKLYN,40.574897042198685,-73.97397778873605,"{'latitude': '40.574897042198685', 'longitude': '-73.97397778873605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,
58883945,2023-09-21T10:44:00.000,2023-09-21T21:10:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10034,270 SEAMAN AVENUE,SEAMAN AVENUE,W 215 ST,W 218 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-21T21:10:00.000,12 MANHATTAN,1022500072,MANHATTAN,1006975,256991,PHONE,Unspecified,MANHATTAN,40.87202612049118,-73.91783133937044,"{'latitude': '40.87202612049118', 'longitude': '-73.91783133937044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889508,2023-09-21T10:44:00.000,2023-09-29T07:48:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11209,7119 SHORE ROAD,SHORE ROAD,71 ST,72 ST,SHORE ROAD,72 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T07:48:00.000,10 BROOKLYN,3058870001,BROOKLYN,973913,170985,UNKNOWN,Unspecified,BROOKLYN,40.63598487716832,-74.0372441334526,"{'latitude': '40.63598487716832', 'longitude': '-74.0372441334526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885248,2023-09-21T10:44:00.000,2023-09-22T05:26:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-22T05:26:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,
58901077,2023-09-21T10:43:58.000,2023-10-25T06:42:34.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11101,11-39 49 AVENUE,49 AVENUE,11 PLACE,21 STREET,11 PLACE,21 STREET,ADDRESS,LONG ISLAND CITY,49 AVENUE,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-25T06:42:36.000,02 QUEENS,4000610055,QUEENS,998028,209877,MOBILE,Unspecified,QUEENS,40.742729756531055,-73.95027843307389,"{'latitude': '40.742729756531055', 'longitude': '-73.95027843307389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"11-39 49 AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,
58894205,2023-09-21T10:43:57.000,2023-09-28T11:42:35.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10025,11 WEST   95 STREET,WEST   95 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   95 STREET,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T11:42:39.000,07 MANHATTAN,1012090026,MANHATTAN,993747,227542,MOBILE,Unspecified,MANHATTAN,40.79122123236849,-73.96570259504513,"{'latitude': '40.79122123236849', 'longitude': '-73.96570259504513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882719,2023-09-21T10:43:39.000,2023-10-26T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11213,1155 PARK PLACE,PARK PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-30T07:21:12.000,08 BROOKLYN,3012370056,BROOKLYN,1001072,184418,UNKNOWN,Unspecified,BROOKLYN,40.672845575771696,-73.9393569598881,"{'latitude': '40.672845575771696', 'longitude': '-73.9393569598881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,2023-10-21T10:43:39.000,,
58886026,2023-09-21T10:43:35.000,2023-10-13T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11373,86-45 ST JAMES AVENUE,ST JAMES AVENUE,,,,,ADDRESS,ELMHURST,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-13T00:00:00.000,04 QUEENS,4015810028,QUEENS,1017996,208951,UNKNOWN,Unspecified,QUEENS,40.74013446721195,-73.87822332055042,"{'latitude': '40.74013446721195', 'longitude': '-73.87822332055042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886777,2023-09-21T10:43:30.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11209,9601 SHORE ROAD,SHORE ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-22T00:00:00.000,10 BROOKLYN,3061240005,BROOKLYN,973723,163617,UNKNOWN,Unspecified,BROOKLYN,40.61576104163333,-74.03791721091247,"{'latitude': '40.61576104163333', 'longitude': '-74.03791721091247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,
58896923,2023-09-21T10:43:23.000,2023-09-27T16:20:30.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11228,976 78 STREET,78 STREET,7 AVENUE,10 AVENUE,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,"The Department of Transportation reviewed its records and could not find a violation for your sidewalk. The City can only repair sidewalks which have received a violation. If you are the owner and you would like to make your sidewalk eligible for City Repair, call 311 or visit www.nyc.gov/311 online to report the damage on your sidewalk.",2023-09-27T16:20:34.000,10 BROOKLYN,3059730039,BROOKLYN,979606,166294,PHONE,Unspecified,BROOKLYN,40.62311388621863,-74.01672907013894,"{'latitude': '40.62311388621863', 'longitude': '-74.01672907013894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882702,2023-09-21T10:43:17.000,2023-09-21T10:43:17.000,DOB,Department of Buildings,General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,,10002,227 CHERRY STREET,CHERRY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,03 MANHATTAN,1002487501,MANHATTAN,986777,198336,UNKNOWN,Unspecified,MANHATTAN,40.711062893490016,-73.99088498319651,"{'latitude': '40.711062893490016', 'longitude': '-73.99088498319651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885560,2023-09-21T10:43:17.000,2023-09-21T10:43:17.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10002,167 EAST BROADWAY,EAST BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-21T00:00:00.000,03 MANHATTAN,1002840027,MANHATTAN,987047,199432,UNKNOWN,Unspecified,MANHATTAN,40.71407107120949,-73.98991062420846,"{'latitude': '40.71407107120949', 'longitude': '-73.98991062420846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,
58886764,2023-09-21T10:43:17.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11418,89-27 115 STREET,115 STREET,,,,,ADDRESS,RICHMOND HILL,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-31T00:00:00.000,09 QUEENS,4093230040,QUEENS,1030614,192944,UNKNOWN,Unspecified,QUEENS,40.69614202996596,-73.83280003304148,"{'latitude': '40.69614202996596', 'longitude': '-73.83280003304148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889976,2023-09-21T10:43:16.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468,2785 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-14T00:00:00.000,08 BRONX,2032490098,BRONX,1012080,256646,UNKNOWN,Unspecified,BRONX,40.87106458220461,-73.89937421669205,"{'latitude': '40.87106458220461', 'longitude': '-73.89937421669205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885781,2023-09-21T10:43:14.000,2023-09-24T10:13:39.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11208,922 FORBELL STREET,FORBELL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3045710050,BROOKLYN,1023095,180483,PHONE,Unspecified,BROOKLYN,40.66197564954224,-73.85998716896947,"{'latitude': '40.66197564954224', 'longitude': '-73.85998716896947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889829,2023-09-21T10:43:14.000,2023-09-24T10:13:39.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11208,922 FORBELL STREET,FORBELL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3045710050,BROOKLYN,1023095,180483,PHONE,Unspecified,BROOKLYN,40.66197564954224,-73.85998716896947,"{'latitude': '40.66197564954224', 'longitude': '-73.85998716896947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884490,2023-09-21T10:43:14.000,2023-09-24T10:13:39.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11208,922 FORBELL STREET,FORBELL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3045710050,BROOKLYN,1023095,180483,PHONE,Unspecified,BROOKLYN,40.66197564954224,-73.85998716896947,"{'latitude': '40.66197564954224', 'longitude': '-73.85998716896947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884556,2023-09-21T10:43:14.000,2023-09-24T10:13:39.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11208,922 FORBELL STREET,FORBELL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3045710050,BROOKLYN,1023095,180483,PHONE,Unspecified,BROOKLYN,40.66197564954224,-73.85998716896947,"{'latitude': '40.66197564954224', 'longitude': '-73.85998716896947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888515,2023-09-21T10:43:14.000,2023-09-24T10:13:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11208,922 FORBELL STREET,FORBELL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,05 BROOKLYN,3045710050,BROOKLYN,1023095,180483,PHONE,Unspecified,BROOKLYN,40.66197564954224,-73.85998716896947,"{'latitude': '40.66197564954224', 'longitude': '-73.85998716896947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884459,2023-09-21T10:43:14.000,2023-11-18T18:16:34.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11208,922 FORBELL STREET,FORBELL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-18T00:00:00.000,05 BROOKLYN,3045710050,BROOKLYN,1023095,180483,PHONE,Unspecified,BROOKLYN,40.66197564954224,-73.85998716896947,"{'latitude': '40.66197564954224', 'longitude': '-73.85998716896947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
