unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,vehicle_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58882423,2023-09-21T13:29:19.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,House of Worship,10468,2668 CRESTON AVENUE,CRESTON AVENUE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,CRESTON AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T13:48:32.000,07 BRONX,,BRONX,1013244,255152,ONLINE,Unspecified,BRONX,40.86696026421393,-73.89517197466017,"{'latitude': '40.86696026421393', 'longitude': '-73.89517197466017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891328,2023-09-21T13:29:15.000,2023-09-25T10:26:51.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11214,33 BAY   31 STREET,BAY   31 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   31 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T13:29:15.000,11 BROOKLYN,3063820027,BROOKLYN,985974,158145,PHONE,Unspecified,BROOKLYN,40.600747608653265,-73.99379171932753,"{'latitude': '40.600747608653265', 'longitude': '-73.99379171932753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887425,2023-09-21T13:29:11.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11221,283 KOSCIUSZKO STREET,KOSCIUSZKO STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,In Progress,,,03 BROOKLYN,3017810057,BROOKLYN,999866,191219,PHONE,Unspecified,BROOKLYN,40.691514978891895,-73.94368880841813,"{'latitude': '40.691514978891895', 'longitude': '-73.94368880841813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886575,2023-09-21T13:29:00.000,2023-09-23T09:55:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10467,3195 DECATUR AVENUE,DECATUR AVENUE,E 205 ST,E 207 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-23T09:55:00.000,07 BRONX,2033500040,BRONX,1018657,257660,MOBILE,Unspecified,BRONX,40.87382451123708,-73.87558837808942,"{'latitude': '40.87382451123708', 'longitude': '-73.87558837808942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886882,2023-09-21T13:29:00.000,2023-09-21T15:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10026,,,,,5 AVENUE,EAST 111 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T15:45:00.000,10 MANHATTAN,,MANHATTAN,998430,229826,UNKNOWN,Unspecified,MANHATTAN,40.79748391979979,-73.94878561956325,"{'latitude': '40.79748391979979', 'longitude': '-73.94878561956325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58883983,2023-09-21T13:29:00.000,2023-09-21T17:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10019,,,,,8 AVENUE,WEST 57 STREET,INTERSECTION,MANHATTAN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-21T17:30:00.000,04 MANHATTAN,,MANHATTAN,988993,218612,UNKNOWN,Unspecified,MANHATTAN,40.76671457146749,-73.98287746335355,"{'latitude': '40.76671457146749', 'longitude': '-73.98287746335355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58891290,2023-09-21T13:28:37.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11210,3071 BEDFORD AVENUE,BEDFORD AVENUE,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,BEDFORD AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-04T14:53:23.000,14 BROOKLYN,3075890027,BROOKLYN,997614,167923,MOBILE,Unspecified,BROOKLYN,40.62757628655339,-73.95185567370157,"{'latitude': '40.62757628655339', 'longitude': '-73.95185567370157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889961,2023-09-21T13:28:25.000,2023-09-21T13:31:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10026,1917 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,ST NICHOLAS AVENUE,WEST  116 STREET,ST NICHOLAS AVENUE,WEST  116 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:31:55.000,10 MANHATTAN,1018250063,MANHATTAN,997385,231895,MOBILE,Unspecified,MANHATTAN,40.80316437386991,-73.95255583292985,"{'latitude': '40.80316437386991', 'longitude': '-73.95255583292985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890276,2023-09-21T13:28:24.000,2023-09-22T23:50:48.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,381 HOOPER STREET,HOOPER STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,ADDRESS,BROOKLYN,HOOPER STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T23:50:54.000,01 BROOKLYN,3024120019,BROOKLYN,997514,197972,ONLINE,Unspecified,BROOKLYN,40.710054218660744,-73.95215680286158,"{'latitude': '40.710054218660744', 'longitude': '-73.95215680286158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884798,2023-09-21T13:28:21.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10020,626 5 AVENUE,5 AVENUE,EAST   50 STREET,EAST   51 STREET,EAST   50 STREET,EAST   51 STREET,ADDRESS,NEW YORK,5 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:39.000,05 MANHATTAN,1012660001,MANHATTAN,990582,215669,MOBILE,Unspecified,MANHATTAN,40.75863579889287,-73.97714384300713,"{'latitude': '40.75863579889287', 'longitude': '-73.97714384300713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882039,2023-09-21T13:28:19.000,2023-09-30T17:24:21.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11219,6623 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,10 BROOKLYN,3057570035,BROOKLYN,981416,168789,PHONE,Unspecified,BROOKLYN,40.62996290098173,-74.01020995909961,"{'latitude': '40.62996290098173', 'longitude': '-74.01020995909961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889807,2023-09-21T13:28:19.000,2023-09-30T17:24:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11219,6623 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,10 BROOKLYN,3057570035,BROOKLYN,981416,168789,PHONE,Unspecified,BROOKLYN,40.62996290098173,-74.01020995909961,"{'latitude': '40.62996290098173', 'longitude': '-74.01020995909961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881815,2023-09-21T13:28:19.000,2023-09-30T18:11:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11219,6623 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,10 BROOKLYN,3057570035,BROOKLYN,981416,168789,PHONE,Unspecified,BROOKLYN,40.62996290098173,-74.01020995909961,"{'latitude': '40.62996290098173', 'longitude': '-74.01020995909961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882024,2023-09-21T13:28:19.000,2023-09-30T17:24:21.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11219,6623 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,10 BROOKLYN,3057570035,BROOKLYN,981416,168789,PHONE,Unspecified,BROOKLYN,40.62996290098173,-74.01020995909961,"{'latitude': '40.62996290098173', 'longitude': '-74.01020995909961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885375,2023-09-21T13:28:14.000,2023-09-21T14:00:24.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11224,2815 WEST   37 STREET,WEST   37 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   37 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T14:00:30.000,13 BROOKLYN,3070040081,BROOKLYN,983379,149302,PHONE,Unspecified,BROOKLYN,40.57647546394232,-74.00313541033425,"{'latitude': '40.57647546394232', 'longitude': '-74.00313541033425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885828,2023-09-21T13:28:08.000,2023-09-27T14:25:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11691,45-19 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,14 QUEENS,4158537502,QUEENS,1046308,155618,ONLINE,Unspecified,QUEENS,40.59359441442539,-73.7765471998799,"{'latitude': '40.59359441442539', 'longitude': '-73.7765471998799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884545,2023-09-21T13:28:08.000,2023-09-27T14:25:21.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11691,45-19 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,14 QUEENS,4158537502,QUEENS,1046308,155618,ONLINE,Unspecified,QUEENS,40.59359441442539,-73.7765471998799,"{'latitude': '40.59359441442539', 'longitude': '-73.7765471998799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884473,2023-09-21T13:28:08.000,2023-09-27T14:25:22.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11691,45-19 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,14 QUEENS,4158537502,QUEENS,1046308,155618,ONLINE,Unspecified,QUEENS,40.59359441442539,-73.7765471998799,"{'latitude': '40.59359441442539', 'longitude': '-73.7765471998799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884651,2023-09-21T13:28:06.000,2023-10-09T16:12:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10468,2847 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-09T00:00:00.000,08 BRONX,2032500038,BRONX,1011715,257425,PHONE,Unspecified,BRONX,40.87320384022322,-73.90069076398439,"{'latitude': '40.87320384022322', 'longitude': '-73.90069076398439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891183,2023-09-21T13:28:03.000,2023-09-22T09:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10314,MULBERRY AVENUE,MULBERRY AVENUE,SLEEPY HOLLOW ROAD,BOWLING GREEN PLACE,,,BLOCKFACE,STATEN ISLAND,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-22T09:20:00.000,02 STATEN ISLAND,,STATEN ISLAND,,,UNKNOWN,Unspecified,STATEN ISLAND,,,,N/A,,,,,,,
58888189,2023-09-21T13:28:00.000,2023-09-23T09:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11230,,,,,FOSTER AVENUE,WESTMINSTER ROAD,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T09:40:00.000,14 BROOKLYN,,BROOKLYN,993776,169835,UNKNOWN,Unspecified,BROOKLYN,40.63282928095417,-73.96567951654654,"{'latitude': '40.63282928095417', 'longitude': '-73.96567951654654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58881611,2023-09-21T13:28:00.000,2023-09-21T16:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10467,,,,,JEROME AVENUE,EAST MOSHOLU PARKWAY NORTH,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T16:10:00.000,07 BRONX,,BRONX,1016374,260077,UNKNOWN,Unspecified,BRONX,40.88046702754135,-73.88383183457583,"{'latitude': '40.88046702754135', 'longitude': '-73.88383183457583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58885171,2023-09-21T13:27:56.000,2023-10-14T13:13:18.000,DSNY,Department of Sanitation,Dead Animal,Dog,Street,10022,EAST   59 STREET,EAST   59 STREET,EAST   59 STREET,YORK AVENUE,EAST   59 STREET,YORK AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T21:13:26.000,06 MANHATTAN,,MANHATTAN,995409,215681,PHONE,Unspecified,MANHATTAN,40.75866396123414,-73.959720156378,"{'latitude': '40.75866396123414', 'longitude': '-73.959720156378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887233,2023-09-21T13:27:53.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,898 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,16 BROOKLYN,3036250036,BROOKLYN,1009873,178858,PHONE,Unspecified,BROOKLYN,40.65756351983599,-73.9076506466333,"{'latitude': '40.65756351983599', 'longitude': '-73.9076506466333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885006,2023-09-21T13:27:36.000,2023-09-21T13:37:55.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11213,179 KINGSTON AVENUE,KINGSTON AVENUE,PROSPECT PLACE,PARK PLACE,PROSPECT PLACE,PARK PLACE,ADDRESS,BROOKLYN,KINGSTON AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T13:38:02.000,08 BROOKLYN,3012370013,BROOKLYN,1000401,184738,ONLINE,Unspecified,BROOKLYN,40.673725153317065,-73.94177513661445,"{'latitude': '40.673725153317065', 'longitude': '-73.94177513661445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888986,2023-09-21T13:27:36.000,2023-09-21T13:52:27.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,11213,179 KINGSTON AVENUE,KINGSTON AVENUE,PROSPECT PLACE,PARK PLACE,PROSPECT PLACE,PARK PLACE,ADDRESS,BROOKLYN,KINGSTON AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T13:38:04.000,08 BROOKLYN,3012370013,BROOKLYN,1000401,184738,ONLINE,Unspecified,BROOKLYN,40.673725153317065,-73.94177513661445,"{'latitude': '40.673725153317065', 'longitude': '-73.94177513661445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
