unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,taxi_pick_up_location,landmark,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58912072,2023-09-24T23:50:40.000,2023-09-28T18:22:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11212,672 POWELL STREET,POWELL STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,16 BROOKLYN,0000000000,BROOKLYN,1011766,178827,ONLINE,Unspecified,BROOKLYN,40.657472751606356,-73.90082810670535,"{'latitude': '40.657472751606356', 'longitude': '-73.90082810670535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916381,2023-09-24T23:50:40.000,2023-09-24T23:50:40.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11377,51-12 SKILLMAN AVENUE,SKILLMAN AVENUE,ADDRESS,WOODSIDE,Closed,An inspection of the property was conducted and the owner was issued a summons. Follow-up inspections will be scheduled.,2023-09-24T23:50:40.000,02 QUEENS,4013140066,QUEENS,1008390,211064,ONLINE,Unspecified,QUEENS,40.745965558879156,-73.91288016717867,"{'latitude': '40.745965558879156', 'longitude': '-73.91288016717867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51 STREET,52 STREET,51 STREET,52 STREET,,SKILLMAN AVENUE,,,,,,
58915473,2023-09-24T23:50:30.000,2023-09-25T04:27:41.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,133-06 135 PLACE,135 PLACE,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T04:27:47.000,10 QUEENS,4117950059,QUEENS,1038996,183002,PHONE,Unspecified,QUEENS,40.66880568944426,-73.80265335091707,"{'latitude': '40.66880568944426', 'longitude': '-73.80265335091707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,,135 PLACE,,,,,,
58915859,2023-09-24T23:50:11.000,2023-09-25T00:09:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11217,510 ATLANTIC AVENUE,ATLANTIC AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T00:09:12.000,02 BROOKLYN,3001850019,BROOKLYN,989453,189032,ONLINE,Unspecified,BROOKLYN,40.68552441381853,-73.98123970346732,"{'latitude': '40.68552441381853', 'longitude': '-73.98123970346732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEVINS STREET,3 AVENUE,NEVINS STREET,3 AVENUE,,ATLANTIC AVENUE,,,,,,
58910206,2023-09-24T23:50:05.000,2023-09-24T23:55:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,1680 MADISON STREET,MADISON STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T23:55:29.000,05 QUEENS,4034510007,QUEENS,1009798,194428,ONLINE,Unspecified,QUEENS,40.700299836296374,-73.90786193263344,"{'latitude': '40.700299836296374', 'longitude': '-73.90786193263344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,MADISON STREET,,,,,,
58910329,2023-09-24T23:49:48.000,2023-09-25T00:43:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11374,92-40 QUEENS BOULEVARD,QUEENS BOULEVARD,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T00:43:45.000,06 QUEENS,4030750023,QUEENS,1020951,206114,ONLINE,Unspecified,QUEENS,40.732335842659644,-73.8675753242371,"{'latitude': '40.732335842659644', 'longitude': '-73.8675753242371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,,QUEENS BOULEVARD,,,,,,
58911107,2023-09-24T23:49:30.000,2023-09-25T00:05:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,64-70 COOPER AVENUE,COOPER AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T00:05:20.000,05 QUEENS,4037210009,QUEENS,1014794,193748,ONLINE,Unspecified,QUEENS,40.69841756252206,-73.88984711534039,"{'latitude': '40.69841756252206', 'longitude': '-73.88984711534039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",64 LANE,65 STREET,64 LANE,65 STREET,,COOPER AVENUE,,,,,,
58911460,2023-09-24T23:48:57.000,2023-09-25T00:01:00.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:01:05.000,Unspecified MANHATTAN,,MANHATTAN,989336,217208,MOBILE,Unspecified,MANHATTAN,40.76286076343741,-73.98164027353906,"{'latitude': '40.76286076343741', 'longitude': '-73.98164027353906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,D,Mezzanine,,,
58911190,2023-09-24T23:47:44.000,2023-10-01T18:51:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58915388,2023-09-24T23:47:37.000,2023-10-01T02:03:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11228,1407 78 STREET,78 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 BROOKLYN,3062450074,BROOKLYN,982422,164068,ONLINE,Unspecified,BROOKLYN,40.61700500824103,-74.00658439737316,"{'latitude': '40.61700500824103', 'longitude': '-74.00658439737316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913684,2023-09-24T23:47:33.000,2023-09-25T00:58:10.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11356,123-09 18 AVENUE,18 AVENUE,ADDRESS,COLLEGE POINT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:58:13.000,07 QUEENS,4040860005,QUEENS,1027245,224667,ONLINE,Unspecified,QUEENS,40.7832306520479,-73.84474668902911,"{'latitude': '40.7832306520479', 'longitude': '-73.84474668902911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",123 STREET,124 STREET,123 STREET,124 STREET,,18 AVENUE,,,,,,
58911212,2023-09-24T23:47:31.000,2023-09-25T19:28:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2235 BASSFORD AVENUE,BASSFORD AVENUE,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,06 BRONX,2030500008,BRONX,1013703,250364,PHONE,Unspecified,BRONX,40.853817134994394,-73.89353349832906,"{'latitude': '40.853817134994394', 'longitude': '-73.89353349832906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58915189,2023-09-24T23:47:22.000,2023-09-25T00:10:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,101-54 106 STREET,106 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:10:10.000,09 QUEENS,4094230033,QUEENS,1029521,189419,ONLINE,Unspecified,QUEENS,40.6864723935622,-73.83676533856098,"{'latitude': '40.6864723935622', 'longitude': '-73.83676533856098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,,106 STREET,,,,,,
58915972,2023-09-24T23:47:00.000,2023-09-24T23:58:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10010,244 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T23:58:59.000,06 MANHATTAN,1008767502,MANHATTAN,988546,207783,ONLINE,Unspecified,MANHATTAN,40.73699193608047,-73.98449808050245,"{'latitude': '40.73699193608047', 'longitude': '-73.98449808050245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   20 STREET,EAST   21 STREET,EAST   20 STREET,EAST   21 STREET,,3 AVENUE,,,,,,
58916115,2023-09-24T23:46:43.000,2023-09-25T00:09:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11416,101-42 106 STREET,106 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:09:57.000,09 QUEENS,,QUEENS,1029519,189424,ONLINE,Unspecified,QUEENS,40.68648612762281,-73.83677251639497,"{'latitude': '40.68648612762281', 'longitude': '-73.83677251639497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,,106 STREET,,,,,,
58912678,2023-09-24T23:46:29.000,2023-09-25T01:16:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10310,109 EAST RALEIGH AVENUE,EAST RALEIGH AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T01:16:54.000,01 STATEN ISLAND,,STATEN ISLAND,952305,167957,MOBILE,Unspecified,STATEN ISLAND,40.62762209213314,-74.11508320294391,"{'latitude': '40.62762209213314', 'longitude': '-74.11508320294391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,BROADWAY,UNNAMED STREET,BROADWAY,,EAST RALEIGH AVENUE,,,,,,
58911170,2023-09-24T23:46:05.000,2023-09-25T01:11:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,147 CENTRAL AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:11:38.000,04 BROOKLYN,3032080007,BROOKLYN,1004385,194082,ONLINE,Unspecified,BROOKLYN,40.699364119492465,-73.9273847730409,"{'latitude': '40.699364119492465', 'longitude': '-73.9273847730409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLOUGHBY AVENUE,SUYDAM STREET,WILLOUGHBY AVENUE,SUYDAM STREET,,CENTRAL AVENUE,,,,,,
58911797,2023-09-24T23:45:51.000,2023-09-24T23:57:18.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11385,1680 MADISON STREET,MADISON STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T23:57:22.000,05 QUEENS,4034510007,QUEENS,1009798,194428,ONLINE,Unspecified,QUEENS,40.700299836296374,-73.90786193263344,"{'latitude': '40.700299836296374', 'longitude': '-73.90786193263344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,MADISON STREET,,,,,,
58912752,2023-09-24T23:45:31.000,2023-09-25T00:15:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,80 EAST   31 STREET,EAST   31 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T00:15:40.000,17 BROOKLYN,3049010010,BROOKLYN,998577,175584,ONLINE,Unspecified,BROOKLYN,40.64860258732002,-73.94837016288707,"{'latitude': '40.64860258732002', 'longitude': '-73.94837016288707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SNYDER AVENUE,TILDEN AVENUE,SNYDER AVENUE,TILDEN AVENUE,,EAST   31 STREET,,,,,,
58914703,2023-09-24T23:45:10.000,2023-09-26T16:29:25.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,11430,JFK TERMINAL    4,JFK TERMINAL    4,UNRECOGNIZED,JAMAICA,Closed,See notes for information.,2023-09-26T16:29:28.000,83 QUEENS,4142600001,QUEENS,1044716,173776,PHONE,Unspecified,QUEENS,40.64344520031002,-73.78211687930519,"{'latitude': '40.64344520031002', 'longitude': '-73.78211687930519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JOHN F KENNEDY EXPRESSWAY,JFK ACCESS ROAD,JOHN F KENNEDY EXPRESSWAY,JFK ACCESS ROAD,"JFK BUILDING   50 A, QUEENS (JAMAICA) ,NY, 11430",JFK BUILDING   50 A,,,,,,
58913591,2023-09-24T23:44:33.000,2023-09-25T00:10:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,323 EDGECOMBE AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:10:15.000,09 MANHATTAN,1020530085,MANHATTAN,1000214,240131,ONLINE,Unspecified,MANHATTAN,40.82576522889363,-73.94231778041728,"{'latitude': '40.82576522889363', 'longitude': '-73.94231778041728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  145 STREET,WEST  150 STREET,WEST  145 STREET,WEST  150 STREET,,EDGECOMBE AVENUE,,,,,,
58915994,2023-09-24T23:44:08.000,2023-09-25T00:11:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2879 WEST   12 STREET,WEST   12 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T00:11:07.000,13 BROOKLYN,3072680001,BROOKLYN,989916,149620,ONLINE,Unspecified,BROOKLYN,40.57734654358322,-73.9796033676216,"{'latitude': '40.57734654358322', 'longitude': '-73.9796033676216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,BRIGHTON/CULVER LINE,NEPTUNE AVENUE,BRIGHTON/CULVER LINE,,WEST   12 STREET,,,,,,
58914876,2023-09-24T23:44:00.000,2023-09-25T02:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10306,141 HAVEN AVENUE,HAVEN AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-25T02:30:00.000,02 STATEN ISLAND,5036730019,STATEN ISLAND,956932,150202,PHONE,Unspecified,STATEN ISLAND,40.57890373939722,-74.09834244727871,"{'latitude': '40.57890373939722', 'longitude': '-74.09834244727871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAMS AVE,HUNTER AVE,,,,,,,,,,
58909959,2023-09-24T23:44:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11219,1052 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,12 BROOKLYN,3056600033,BROOKLYN,984493,171175,ONLINE,Unspecified,BROOKLYN,40.63651241509429,-73.99912446592798,"{'latitude': '40.63651241509429', 'longitude': '-73.99912446592798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FT HAMILTON PKWY,11 AVE,,,,,N/A,,,,,
58912196,2023-09-24T23:43:43.000,2023-09-24T23:43:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,3150 BAILEY AVENUE,BAILEY AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-24T23:43:43.000,08 BRONX,2032610086,BRONX,1011414,259460,MOBILE,Unspecified,BRONX,40.878790215257844,-73.90177088166034,"{'latitude': '40.878790215257844', 'longitude': '-73.90177088166034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SUMMIT PLACE,WEST 233 STREET,SUMMIT PLACE,WEST  233 STREET,,BAILEY AVENUE,,,,,,
58912690,2023-09-24T23:43:41.000,2023-09-25T00:45:41.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2682 CRESTON AVENUE,CRESTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T00:45:45.000,07 BRONX,2033140014,BRONX,1013311,255275,ONLINE,Unspecified,BRONX,40.86729764123603,-73.89492920247194,"{'latitude': '40.86729764123603', 'longitude': '-73.89492920247194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,,CRESTON AVENUE,,,,,,
