unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough
58792222,2023-09-12T09:05:15.000,2023-09-19T14:03:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11228,6906 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 BROOKLYN,3058760022,BROOKLYN,980079,168893,ONLINE,Unspecified,BROOKLYN,40.63024783039311,-74.01502678946056,"{'latitude': '40.63024783039311', 'longitude': '-74.01502678946056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58797945,2023-09-12T09:05:15.000,2023-09-19T14:03:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11228,6906 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 BROOKLYN,3058760022,BROOKLYN,980079,168893,ONLINE,Unspecified,BROOKLYN,40.63024783039311,-74.01502678946056,"{'latitude': '40.63024783039311', 'longitude': '-74.01502678946056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58790933,2023-09-12T09:05:14.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11221,910 GREENE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T15:27:09.000,03 BROOKLYN,3016210032,BROOKLYN,1003186,190898,PHONE,Unspecified,BROOKLYN,40.69062742747371,-73.93171781733373,"{'latitude': '40.69062742747371', 'longitude': '-73.93171781733373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,GREENE AVENUE,,,,,,,,
58794842,2023-09-12T09:05:12.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11237,26 MORGAN AVENUE,MORGAN AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,01 BROOKLYN,3030120008,BROOKLYN,1003266,196015,PHONE,Unspecified,BROOKLYN,40.70467222513476,-73.93141489494204,"{'latitude': '40.70467222513476', 'longitude': '-73.93141489494204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58792090,2023-09-12T09:05:11.000,2023-10-24T12:57:21.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10029,326 EAST  116 STREET,EAST  116 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-24T00:00:00.000,11 MANHATTAN,1016870038,MANHATTAN,1001711,229521,PHONE,Unspecified,MANHATTAN,40.796640903677655,-73.93693631885397,"{'latitude': '40.796640903677655', 'longitude': '-73.93693631885397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58795960,2023-09-12T09:05:09.000,2023-09-12T10:06:24.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11201,317 BALTIC STREET,BALTIC STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T10:06:29.000,06 BROOKLYN,,BROOKLYN,986333,188878,ONLINE,Unspecified,BROOKLYN,40.685103003171996,-73.99248943869502,"{'latitude': '40.685103003171996', 'longitude': '-73.99248943869502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,BALTIC STREET,,,,,,,,
58795118,2023-09-12T09:05:05.000,2023-09-13T08:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11428,90 COURT,90 COURT,BLOCKFACE,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-13T08:15:00.000,13 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,211 PLACE,HOLLIS COURT BOULEVARD,,,,N/A,,,,,,,
58798702,2023-09-12T09:05:00.000,2023-09-12T12:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,11214,1909 BATH AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-12T12:50:00.000,11 BROOKLYN,3064060051,BROOKLYN,983265,158790,PHONE,Unspecified,BROOKLYN,40.60251811562304,-74.00354716857389,"{'latitude': '40.60251811562304', 'longitude': '-74.00354716857389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVE,BAY 22 ST,,,,,,,,,,,
58795762,2023-09-12T09:05:00.000,2023-09-22T13:15:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Chimney or vent (AS1)",,11228,6908 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T13:15:00.000,10 BROOKLYN,3058760022,BROOKLYN,980077,168891,ONLINE,Unspecified,BROOKLYN,40.630242339873504,-74.01503399358917,"{'latitude': '40.630242339873504', 'longitude': '-74.01503399358917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY RIDGE AVE,70 ST,,,,N/A,,,,,,,
58788714,2023-09-12T09:05:00.000,2023-09-12T13:15:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11217,227 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-12T13:15:00.000,06 BROOKLYN,3011350009,BROOKLYN,991047,187522,PHONE,Unspecified,BROOKLYN,40.68137872765762,-73.97549379029445,"{'latitude': '40.68137872765762', 'longitude': '-73.97549379029445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAN ST,BERGEN ST,,,,,,,,,,,
58788669,2023-09-12T09:05:00.000,2023-09-14T12:25:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10035,2033 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-14T12:25:00.000,11 MANHATTAN,1017500001,MANHATTAN,1000325,233239,PHONE,Unspecified,MANHATTAN,40.80684842342306,-73.94193321528108,"{'latitude': '40.80684842342306', 'longitude': '-73.94193321528108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 125 ST,E 126 ST,,,,,,,,,,,
58791555,2023-09-12T09:05:00.000,2023-09-13T13:15:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T13:15:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVE,78 RD,,,,N/A,,,,,,,
58796285,2023-09-12T09:04:51.000,2023-09-12T12:02:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10463,3660 WALDO AVENUE,WALDO AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T12:02:52.000,08 BRONX,2057690132,BRONX,1010665,262372,MOBILE,Unspecified,BRONX,40.88678501553612,-73.90446789228362,"{'latitude': '40.88678501553612', 'longitude': '-73.90446789228362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,WALDO AVENUE,,,,,,,,
58797051,2023-09-12T09:04:48.000,2023-09-29T03:08:08.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10458,4684 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T05:47:14.000,06 BRONX,2030410005,BRONX,1013985,252135,PHONE,Unspecified,BRONX,40.85867705179245,-73.89250627181394,"{'latitude': '40.85867705179245', 'longitude': '-73.89250627181394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  187 STREET,CYRUS PLACE,EAST  187 STREET,CYRUS PLACE,PARK AVENUE,,,,,,,,
58791304,2023-09-12T09:04:47.000,2023-09-13T12:28:59.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10306,180 BURBANK AVENUE,BURBANK AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-09-13T04:40:35.000,02 STATEN ISLAND,5036350073,STATEN ISLAND,952908,148652,ONLINE,Unspecified,STATEN ISLAND,40.57463598444955,-74.11282129911181,"{'latitude': '40.57463598444955', 'longitude': '-74.11282129911181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RAILROAD AVENUE,EDISON STREET,SOUTH RAILROAD AVENUE,EDISON STREET,BURBANK AVENUE,,,,,,,,
58796954,2023-09-12T09:04:46.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T15:34:12.000,Unspecified MANHATTAN,,MANHATTAN,991633,217919,MOBILE,Unspecified,MANHATTAN,40.764810655208066,-73.97334765434452,"{'latitude': '40.764810655208066', 'longitude': '-73.97334765434452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,R,N R W Uptown & Queens,,Platform,
58793677,2023-09-12T09:04:34.000,2023-09-12T13:52:58.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10036,353 WEST   45 STREET,WEST   45 STREET,ADDRESS,NEW YORK,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-12T13:53:02.000,04 MANHATTAN,1010360005,MANHATTAN,987057,216089,ONLINE,Unspecified,MANHATTAN,40.759790413175594,-73.98986760198423,"{'latitude': '40.759790413175594', 'longitude': '-73.98986760198423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   45 STREET,,,,,,,,
58798718,2023-09-12T09:04:34.000,2023-09-12T10:05:53.000,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Street/Curbside,10305,95 VERA STREET,VERA STREET,ADDRESS,STATEN ISLAND,Closed,NYC Parks didn't take action because the issue you reported is out of their jurisdiction.,2023-09-12T10:05:57.000,02 STATEN ISLAND,5035500040,STATEN ISLAND,957055,152044,PHONE,Unspecified,STATEN ISLAND,40.58396004010565,-74.09790706972647,"{'latitude': '40.58396004010565', 'longitude': '-74.09790706972647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SEAVER AVENUE,DEAD END,SEAVER AVENUE,DEAD END,VERA STREET,,,,,,,,
58791813,2023-09-12T09:04:25.000,2023-09-12T10:11:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,648 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T10:11:10.000,05 BROOKLYN,3045860969,BROOKLYN,1020735,178595,ONLINE,Unspecified,BROOKLYN,40.65680355006729,-73.86850374993917,"{'latitude': '40.65680355006729', 'longitude': '-73.86850374993917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BERRIMAN STREET,ERSKINE STREET,BERRIMAN STREET,ERSKINE STREET,SCHROEDERS AVENUE,,,,,,,,
58794052,2023-09-12T09:04:23.000,2023-09-12T09:27:16.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11217,490 DEAN STREET,DEAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T09:27:19.000,08 BROOKLYN,3011360010,BROOKLYN,991555,187522,MOBILE,Unspecified,BROOKLYN,40.68137832299852,-73.97366222433799,"{'latitude': '40.68137832299852', 'longitude': '-73.97366222433799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,DEAN STREET,,,,,,,,
58789107,2023-09-12T09:04:21.000,2023-09-12T09:23:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,141 WEST  110 STREET,WEST  110 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T09:23:38.000,10 MANHATTAN,1018200010,MANHATTAN,997032,230316,ONLINE,Unspecified,MANHATTAN,40.798830969027264,-73.95383388924596,"{'latitude': '40.798830969027264', 'longitude': '-73.95383388924596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LENOX AVENUE,CENTRAL PARK EXIT POWELL BLVD,LENOX AVENUE,CENTRAL PARK EXIT POWELL BLVD,WEST  110 STREET,,,,,,,,
58799875,2023-09-12T09:04:15.000,2023-09-13T14:01:10.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11105,23 STREET,23 STREET,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T12:22:16.000,01 QUEENS,,QUEENS,1007564,223371,PHONE,Unspecified,QUEENS,40.77974730556021,-73.91581846714827,"{'latitude': '40.77974730556021', 'longitude': '-73.91581846714827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 STREET,DITMARS BOULEVARD,23 STREET,DITMARS BOULEVARD,,,,,,,,,
58795248,2023-09-12T09:03:47.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,1-2 Family Dwelling,10308,21 COTTAGE AVENUE,COTTAGE AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,03 STATEN ISLAND,5051400054,STATEN ISLAND,944464,138409,ONLINE,Unspecified,STATEN ISLAND,40.54648708851393,-74.14315672556664,"{'latitude': '40.54648708851393', 'longitude': '-74.14315672556664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREAT KILLS ROAD,HILLSIDE TERRACE,GREAT KILLS ROAD,HILLSIDE TERRACE,COTTAGE AVENUE,,,,,,,,
58793220,2023-09-12T09:03:28.000,2023-09-12T10:10:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T10:10:27.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,,,,,,,,
58799407,2023-09-12T09:03:23.000,2023-09-12T09:05:06.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T09:05:11.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,,
58789082,2023-09-12T09:03:18.000,2023-09-12T09:37:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1123 AVENUE K,AVENUE K,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T09:37:42.000,14 BROOKLYN,3067130041,BROOKLYN,994129,166041,PHONE,Unspecified,BROOKLYN,40.62241516331073,-73.96441327360724,"{'latitude': '40.62241516331073', 'longitude': '-73.96441327360724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONEY ISLAND AVENUE,EAST   12 STREET,CONEY ISLAND AVENUE,EAST   12 STREET,AVENUE K,,,,,,,,
