unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,taxi_company_borough,taxi_pick_up_location
58890057,2023-09-21T06:12:45.000,2023-09-21T08:28:33.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,1800 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,CENTRAL PARK EXIT POWELL BLVD,WEST 111 STREET,CENTRAL PARK EXIT POWELL BLVD,WEST  111 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T06:12:45.000,10 MANHATTAN,1018267501,MANHATTAN,996641,230572,MOBILE,Unspecified,MANHATTAN,40.79953417607325,-73.95524563294047,"{'latitude': '40.79953417607325', 'longitude': '-73.95524563294047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883677,2023-09-21T06:12:26.000,2023-09-21T09:30:16.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10457,1707 TOPPING AVENUE,TOPPING AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,TOPPING AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T09:30:20.000,04 BRONX,2027910044,BRONX,1010313,246927,MOBILE,Unspecified,BRONX,40.84439424893464,-73.90580099731008,"{'latitude': '40.84439424893464', 'longitude': '-73.90580099731008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885503,2023-09-21T06:12:22.000,2023-09-21T06:47:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11374,99-30 62 AVENUE,62 AVENUE,99 STREET,102 STREET,99 STREET,102 STREET,ADDRESS,REGO PARK,62 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T06:47:11.000,06 QUEENS,4021070020,QUEENS,1023606,207124,ONLINE,Unspecified,QUEENS,40.73509662549455,-73.85798965221169,"{'latitude': '40.73509662549455', 'longitude': '-73.85798965221169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884386,2023-09-21T06:12:03.000,2023-09-21T07:04:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11355,140-50 ASH AVENUE,ASH AVENUE,KISSENA BOULEVARD,BOWNE STREET,KISSENA BOULEVARD,BOWNE STREET,ADDRESS,FLUSHING,ASH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T07:04:11.000,07 QUEENS,4051850017,QUEENS,1033415,214682,ONLINE,Unspecified,QUEENS,40.75579231278326,-73.82254015393285,"{'latitude': '40.75579231278326', 'longitude': '-73.82254015393285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888199,2023-09-21T06:11:00.000,2023-09-29T07:49:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Dim,,11235,2701 EMMONS AVENUE,EMMONS AVENUE,27 ST E,28 ST E,EMMONS AVENUE,EAST 28 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T07:49:00.000,15 BROOKLYN,3087900059,BROOKLYN,1000716,151988,UNKNOWN,Unspecified,BROOKLYN,40.58383275342225,-73.94071945118964,"{'latitude': '40.58383275342225', 'longitude': '-73.94071945118964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889285,2023-09-21T06:10:39.000,2023-09-21T06:53:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,AUDOBON AVENUE,AUDOBON AVENUE,AUDOBON AVENUE,WEST  173 STREET,AUDOBON AVENUE,WEST  173 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T06:53:51.000,12 MANHATTAN,,MANHATTAN,1001923,246612,PHONE,Unspecified,MANHATTAN,40.843550444214024,-73.93612563080262,"{'latitude': '40.843550444214024', 'longitude': '-73.93612563080262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886672,2023-09-21T06:09:18.000,2023-09-21T09:28:27.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10460,1499 BEACH AVENUE,BEACH AVENUE,ARCHER STREET,MANSION STREET,ARCHER STREET,MANSION STREET,ADDRESS,BRONX,BEACH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:28:31.000,09 BRONX,2039160020,BRONX,1020963,244593,MOBILE,Unspecified,BRONX,40.83795025057378,-73.86732173331451,"{'latitude': '40.83795025057378', 'longitude': '-73.86732173331451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884994,2023-09-21T06:08:44.000,2023-09-21T10:38:27.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10454,680 EAST  132 STREET,EAST  132 STREET,CYPRESS AVENUE,WILLOW AVENUE,CYPRESS AVENUE,WILLOW AVENUE,ADDRESS,BRONX,EAST  132 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T10:38:31.000,01 BRONX,2025430060,BRONX,1007438,231191,MOBILE,Unspecified,BRONX,40.80121142392749,-73.91624642685608,"{'latitude': '40.80121142392749', 'longitude': '-73.91624642685608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888425,2023-09-21T06:08:35.000,2023-09-30T11:12:30.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10040,12 ARDEN STREET,ARDEN STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,12 MANHATTAN,1021740182,MANHATTAN,1004487,253141,PHONE,Unspecified,MANHATTAN,40.86146509948873,-73.92683902873353,"{'latitude': '40.86146509948873', 'longitude': '-73.92683902873353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888563,2023-09-21T06:08:35.000,2023-09-29T10:14:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,12 ARDEN STREET,ARDEN STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,12 MANHATTAN,1021740182,MANHATTAN,1004487,253141,PHONE,Unspecified,MANHATTAN,40.86146509948873,-73.92683902873353,"{'latitude': '40.86146509948873', 'longitude': '-73.92683902873353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889291,2023-09-21T06:08:22.000,2023-09-21T09:12:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,24-22 78 STREET,78 STREET,24 AVENUE,25 AVENUE,24 AVENUE,25 AVENUE,ADDRESS,EAST ELMHURST,78 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:12:55.000,03 QUEENS,4010410020,QUEENS,1014535,217614,MOBILE,Unspecified,QUEENS,40.76392471971531,-73.89067374392708,"{'latitude': '40.76392471971531', 'longitude': '-73.89067374392708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884167,2023-09-21T06:07:27.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,11211,595 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,01 BROOKLYN,3200169999,BROOKLYN,995214,195602,UNKNOWN,Unspecified,BROOKLYN,40.70355227787397,-73.96045675180723,"{'latitude': '40.70355227787397', 'longitude': '-73.96045675180723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886391,2023-09-21T06:07:04.000,2023-09-21T07:34:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11205,151 PARK AVENUE,PARK AVENUE,CARLTON AVENUE,ADELPHI STREET,CARLTON AVENUE,ADELPHI STREET,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T07:34:07.000,02 BROOKLYN,,BROOKLYN,991650,192938,MOBILE,Unspecified,BROOKLYN,40.69624391884834,-73.97331375821373,"{'latitude': '40.69624391884834', 'longitude': '-73.97331375821373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881432,2023-09-21T06:06:18.000,2023-09-21T13:14:46.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10465,328 HUNTINGTON AVENUE,HUNTINGTON AVENUE,MILES AVENUE,SAMPSON AVENUE,MILES AVENUE,SAMPSON AVENUE,ADDRESS,BRONX,HUNTINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:14:50.000,10 BRONX,2055810121,BRONX,1033348,237199,ONLINE,Unspecified,BRONX,40.81759570096169,-73.82261740903441,"{'latitude': '40.81759570096169', 'longitude': '-73.82261740903441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885633,2023-09-21T06:05:44.000,2023-09-21T06:15:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11249,75 WILSON STREET,WILSON STREET,WYTHE PLACE,BEDFORD AVENUE,WYTHE PLACE,BEDFORD AVENUE,ADDRESS,BROOKLYN,WILSON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T06:15:40.000,01 BROOKLYN,3021760001,BROOKLYN,994234,195909,ONLINE,Unspecified,BROOKLYN,40.704396080630595,-73.96399080765072,"{'latitude': '40.704396080630595', 'longitude': '-73.96399080765072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889873,2023-09-21T06:05:37.000,2023-09-29T10:14:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,12 ARDEN STREET,ARDEN STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,12 MANHATTAN,1021740182,MANHATTAN,1004487,253141,PHONE,Unspecified,MANHATTAN,40.86146509948873,-73.92683902873353,"{'latitude': '40.86146509948873', 'longitude': '-73.92683902873353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884151,2023-09-21T06:04:21.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11211,595 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,01 BROOKLYN,3200169999,BROOKLYN,995214,195602,UNKNOWN,Unspecified,BROOKLYN,40.70355227787397,-73.96045675180723,"{'latitude': '40.70355227787397', 'longitude': '-73.96045675180723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883015,2023-09-21T06:04:16.000,2023-09-21T06:32:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10011,262 WEST   22 STREET,WEST   22 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   22 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T06:32:37.000,04 MANHATTAN,1007710072,MANHATTAN,984735,210451,MOBILE,Unspecified,MANHATTAN,40.74431596266427,-73.99824970730069,"{'latitude': '40.74431596266427', 'longitude': '-73.99824970730069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889567,2023-09-21T06:03:39.000,2023-09-21T06:15:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T06:15:52.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886630,2023-09-21T06:03:37.000,2023-09-21T06:31:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,901 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T06:31:11.000,14 BROOKLYN,3054250053,BROOKLYN,992954,169912,MOBILE,Unspecified,BROOKLYN,40.633041475465006,-73.96864093674586,"{'latitude': '40.633041475465006', 'longitude': '-73.96864093674586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883168,2023-09-21T06:03:29.000,2023-09-29T10:12:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886406,2023-09-21T06:03:21.000,2023-09-21T06:39:01.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10459,973 REV JAMES A POLITE AVENUE,REV JAMES A POLITE AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,REV JAMES A POLITE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T06:39:06.000,02 BRONX,2026900147,BRONX,1012227,239034,MOBILE,Unspecified,BRONX,40.82272439605363,-73.89891618926781,"{'latitude': '40.82272439605363', 'longitude': '-73.89891618926781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890812,2023-09-21T06:02:29.000,2023-09-21T06:16:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T06:16:07.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890052,2023-09-21T06:02:21.000,2023-09-21T06:02:21.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11237,308 STANHOPE STREET,STANHOPE STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,STANHOPE STREET,Closed,An inspection of the property was conducted and it passed with minor violations found.,2023-09-21T06:02:21.000,04 BROOKLYN,3032700021,BROOKLYN,1006864,195305,MOBILE,Unspecified,BROOKLYN,40.70271497906167,-73.91844036099074,"{'latitude': '40.70271497906167', 'longitude': '-73.91844036099074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886569,2023-09-21T06:02:00.000,2023-09-29T13:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,10457,1752 WEBSTER AVENUE,WEBSTER AVENUE,CROSS BRONX EP SB EN WEBSTER AVE,E 175 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-29T13:00:00.000,06 BRONX,2028990035,BRONX,1011269,247213,PHONE,Unspecified,BRONX,40.845176361092584,-73.90234459522222,"{'latitude': '40.845176361092584', 'longitude': '-73.90234459522222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883908,2023-09-21T06:02:00.000,2023-09-27T07:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11217,BERGEN STREET,BERGEN STREET,3 AVENUE,4 AVENUE,,,BLOCKFACE,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T07:30:00.000,02 BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,N/A,,,,,,,
