unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58936636,2023-09-27T17:47:26.000,2023-10-02T10:40:58.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-10-02T10:41:03.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11231,55 DOUGLASS STREET,DOUGLASS STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,DOUGLASS STREET,986158,188384,40.683747125404366,-73.9931205666854,"{'latitude': '40.683747125404366', 'longitude': '-73.9931205666854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3004080044,,,,,
58942096,2023-09-27T17:47:00.000,2023-10-03T15:45:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T15:45:00.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11215,420 CARROLL STREET,CARROLL STREET,GOWANUS CANAL SHORELINE,NEVINS ST,,,ADDRESS,BROOKLYN,,987436,186264,40.67792783911191,-73.98851364672286,"{'latitude': '40.67792783911191', 'longitude': '-73.98851364672286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3004530001,N/A,,,,
58938586,2023-09-27T17:46:59.000,2023-09-27T18:01:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T18:01:42.000,03 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,1010561,243449,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029010001,,,,,
58936338,2023-09-27T17:46:54.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,11 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11204,382 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,991589,161059,40.60874307300991,-73.97356842847883,"{'latitude': '40.60874307300991', 'longitude': '-73.97356842847883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066320006,,,,,
58936345,2023-09-27T17:46:54.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,11 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11204,382 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,991589,161059,40.60874307300991,-73.97356842847883,"{'latitude': '40.60874307300991', 'longitude': '-73.97356842847883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066320006,,,,,
58942722,2023-09-27T17:46:54.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,11 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11204,382 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,991589,161059,40.60874307300991,-73.97356842847883,"{'latitude': '40.60874307300991', 'longitude': '-73.97356842847883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066320006,,,,,
58940311,2023-09-27T17:46:29.000,2023-09-27T20:36:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:36:37.000,03 STATEN ISLAND,STATEN ISLAND,ONLINE,Unspecified,STATEN ISLAND,,,,,10306,99 TYSENS LANE,TYSENS LANE,ARDSLEY STREET,CRANFORD AVENUE,ARDSLEY STREET,CRANFORD AVENUE,ADDRESS,STATEN ISLAND,TYSENS LANE,948373,147581,40.57167911032008,-74.1291401607402,"{'latitude': '40.57167911032008', 'longitude': '-74.1291401607402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58935773,2023-09-27T17:46:21.000,2023-09-27T17:46:21.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-27T00:00:00.000,07 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11355,54-13 153 STREET,153 STREET,,,,,ADDRESS,FLUSHING,,1035639,210925,40.745467673617014,-73.8145414151852,"{'latitude': '40.745467673617014', 'longitude': '-73.8145414151852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4051790044,,,,,
58944361,2023-09-27T17:46:08.000,2023-09-27T18:17:03.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T18:17:07.000,03 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10009,1 AVENUE,1 AVENUE,1 AVENUE,EAST    8 STREET,1 AVENUE,EAST    8 STREET,INTERSECTION,,,988326,204359,40.72759400086383,-73.98529401466276,"{'latitude': '40.72759400086383', 'longitude': '-73.98529401466276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936398,2023-09-27T17:45:46.000,2023-09-27T17:55:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T17:56:01.000,07 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10025,201 WEST  106 STREET,WEST  106 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,993699,230928,40.80051493461435,-73.96587117769042,"{'latitude': '40.80051493461435', 'longitude': '-73.96587117769042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941589,2023-09-27T17:45:38.000,2023-09-27T19:04:13.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:04:18.000,12 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11423,197-15 99 ROAD,99 ROAD,197 STREET,198 STREET,197 STREET,198 STREET,ADDRESS,HOLLIS,99 ROAD,1050184,198258,40.71060349223081,-73.76217407473783,"{'latitude': '40.71060349223081', 'longitude': '-73.76217407473783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938253,2023-09-27T17:45:15.000,2023-09-27T21:48:06.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-27T21:48:11.000,07 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10458,2767 MARION AVENUE,MARION AVENUE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,ADDRESS,BRONX,MARION AVENUE,1015236,255015,40.86657747350441,-73.88797052473822,"{'latitude': '40.86657747350441', 'longitude': '-73.88797052473822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032890050,,,,,
58941635,2023-09-27T17:45:09.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T11:15:35.000,11 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11360,206-04 26 AVENUE,26 AVENUE,206 STREET,207 STREET,206 STREET,207 STREET,ADDRESS,BAYSIDE,26 AVENUE,1043476,221946,40.775668386814644,-73.78616135122232,"{'latitude': '40.775668386814644', 'longitude': '-73.78616135122232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4059810001,,,,,
58938280,2023-09-27T17:45:04.000,2023-09-27T18:40:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T18:40:17.000,07 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11355,42-70 156 STREET,156 STREET,BEECH AVENUE,43 AVENUE,BEECH AVENUE,43 AVENUE,ADDRESS,FLUSHING,156 STREET,1036950,216032,40.759477346419146,-73.80977011607797,"{'latitude': '40.759477346419146', 'longitude': '-73.80977011607797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4053860020,,,,,
58939084,2023-09-27T17:44:52.000,2023-09-28T10:31:23.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T10:31:27.000,02 STATEN ISLAND,STATEN ISLAND,ONLINE,Unspecified,STATEN ISLAND,,,,,10314,70 MULBERRY AVENUE,MULBERRY AVENUE,PLYMOUTH ROAD,BOWLING GREEN PLACE,PLYMOUTH ROAD,BOWLING GREEN PLACE,ADDRESS,STATEN ISLAND,MULBERRY AVENUE,937737,156364,40.595737240588015,-74.16748507351606,"{'latitude': '40.595737240588015', 'longitude': '-74.16748507351606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942989,2023-09-27T17:44:48.000,2023-10-02T14:20:41.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,Closed,"NYC Parks couldnât respond to your complaint because they didn't have enough information about the condition or location.  If the problem still exists and you would like to pursue this complaint, please submit a new Service Request with a more detailed description of the condition and/or location.",2023-10-02T14:20:47.000,82 QUEENS,QUEENS,MOBILE,Forest Park,QUEENS,,,,,11415,80-30 PARK LANE,PARK LANE,FOREST PARK DRIVE,80 ROAD,FOREST PARK DRIVE,80 ROAD,ADDRESS,KEW GARDENS,PARK LANE,1029953,198339,40.71095344959411,-73.83514714122289,"{'latitude': '40.71095344959411', 'longitude': '-73.83514714122289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943452,2023-09-27T17:44:30.000,2023-09-27T18:16:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:16:33.000,11 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11214,215 BAY   25 STREET,BAY   25 STREET,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,BAY   25 STREET,983729,157847,40.59992981143484,-74.0018761453659,"{'latitude': '40.59992981143484', 'longitude': '-74.0018761453659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944792,2023-09-27T17:44:14.000,2023-09-27T18:16:17.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T18:16:22.000,06 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10009,530 EAST   20 STREET,EAST   20 STREET,20 STREET LOOP,20 STREET LOOP,20 STREET LOOP,20 STREET LOOP,ADDRESS,NEW YORK,EAST   20 STREET,990893,206421,40.73325213060068,-73.97603038353921,"{'latitude': '40.73325213060068', 'longitude': '-73.97603038353921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942965,2023-09-27T17:44:08.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Restaurant/Bar/Deli/Bakery,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T08:55:03.000,06 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10016,113 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,989084,209788,40.74249488539013,-73.98255529134214,"{'latitude': '40.74249488539013', 'longitude': '-73.98255529134214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943378,2023-09-27T17:44:00.000,2023-09-29T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,Closed,The Department of Environmental Protection (DEP) investigated this request and completed a search of the catch basin.,2023-09-29T09:30:00.000,08 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11367,73-66 136 STREET,136 STREET,73 TER,BEND,,,ADDRESS,FLUSHING,,1032696,202303,40.721819064243164,-73.8252245091873,"{'latitude': '40.721819064243164', 'longitude': '-73.8252245091873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4065850038,,,,,
58940841,2023-09-27T17:44:00.000,2023-09-29T08:45:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-29T08:45:00.000,09 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11421,81-09 91 AVENUE,91 AVENUE,81 ST,82 ST,,,ADDRESS,WOODHAVEN,,1023133,189534,40.686818409913215,-73.8597979873892,"{'latitude': '40.686818409913215', 'longitude': '-73.8597979873892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4089630028,,,,,
58941999,2023-09-27T17:44:00.000,2023-09-28T12:08:21.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:08:25.000,12 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10467,3363 CRUGER AVENUE,CRUGER AVENUE,BARTHOLDI STREET,MAGENTA STREET,BARTHOLDI STREET,MAGENTA STREET,ADDRESS,BRONX,CRUGER AVENUE,1021293,257906,40.87448903549135,-73.86605556963036,"{'latitude': '40.87448903549135', 'longitude': '-73.86605556963036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938272,2023-09-27T17:43:57.000,2023-09-27T19:31:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T19:31:39.000,02 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11217,203 SOUTH PORTLAND AVENUE,SOUTH PORTLAND AVENUE,ACADEMY PARK PLACE,6 AVENUE,ACADEMY PARK PLACE,6 AVENUE,ADDRESS,BROOKLYN,SOUTH PORTLAND AVENUE,991512,188243,40.683357339198075,-73.97381648144413,"{'latitude': '40.683357339198075', 'longitude': '-73.97381648144413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3020040101,,,,,
58935964,2023-09-27T17:43:54.000,2023-09-27T18:15:47.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T18:15:52.000,03 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11206,658 FLUSHING AVENUE,FLUSHING AVENUE,HARRISON AVENUE,WHIPPLE STREET,HARRISON AVENUE,WHIPPLE STREET,ADDRESS,BROOKLYN,FLUSHING AVENUE,999023,194369,40.70016244309767,-73.94672175133182,"{'latitude': '40.70016244309767', 'longitude': '-73.94672175133182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944764,2023-09-27T17:43:46.000,2023-09-27T18:09:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:09:22.000,04 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10019,305 WEST   52 STREET,WEST   52 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   52 STREET,988269,217506,40.76367924608941,-73.98549181140126,"{'latitude': '40.76367924608941', 'longitude': '-73.98549181140126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010437501,,,,,
