unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
59459916,2023-09-29T09:33:44.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10460,2052 MAPES AVENUE,MAPES AVENUE,EAST  179 STREET,EAST  180 STREET,ADDRESS,BRONX,Closed,,2023-10-04T00:00:00.000,06 BRONX,,BRONX,1015728,247445,PHONE,Unspecified,BRONX,40.84579836264999,-73.88622725479775,"{'latitude': '40.84579836264999', 'longitude': '-73.88622725479775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,EAST  179 STREET,EAST  180 STREET,MAPES AVENUE,,,,,,
59438691,2023-09-29T09:33:41.000,2023-09-29T10:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11215,328A 19 STREET,19 STREET,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:25:00.000,07 BROOKLYN,,BROOKLYN,987308,179910,PHONE,Unspecified,BROOKLYN,40.66048757282399,-73.98897800218907,"{'latitude': '40.66048757282399', 'longitude': '-73.98897800218907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,6 AVENUE,7 AVENUE,19 STREET,,,,,,
59460062,2023-09-29T09:33:34.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11211,199 NORTH    6 STREET,NORTH    6 STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,,BROOKLYN,996305,200200,ONLINE,Unspecified,BROOKLYN,40.71617127666445,-73.95651367092975,"{'latitude': '40.71617127666445', 'longitude': '-73.95651367092975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,DRIGGS AVENUE,ROEBLING STREET,NORTH    6 STREET,,,,,,
58965511,2023-09-29T09:33:34.000,2023-09-29T11:02:32.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,11364,64-67 229 STREET,229 STREET,64 AVENUE,67 AVENUE,ADDRESS,OAKLAND GARDENS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T11:02:30.000,11 QUEENS,,QUEENS,1053945,212237,PHONE,Unspecified,QUEENS,40.74894344394207,-73.74846331787715,"{'latitude': '40.74894344394207', 'longitude': '-73.74846331787715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,64 AVENUE,67 AVENUE,229 STREET,,,,,,
59435560,2023-09-29T09:33:34.000,2023-09-29T14:39:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11433,110-15 164 STREET,164 STREET,110 AVENUE,110 ROAD,ADDRESS,JAMAICA,Closed,,2023-09-29T14:39:00.000,12 QUEENS,,QUEENS,1043093,191951,PHONE,Unspecified,QUEENS,40.69334230698493,-73.78780652718947,"{'latitude': '40.69334230698493', 'longitude': '-73.78780652718947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,110 AVENUE,110 ROAD,164 STREET,,,,,,
59456377,2023-09-29T09:33:31.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10453,2120 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  180 STREET,WEST  181 STREET,ADDRESS,BRONX,Closed,,2023-10-16T00:00:00.000,05 BRONX,2031920142,BRONX,1009994,250990,ONLINE,Unspecified,BRONX,40.855546911327714,-73.90693835116548,"{'latitude': '40.855546911327714', 'longitude': '-73.90693835116548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,WEST  180 STREET,WEST  181 STREET,DAVIDSON AVENUE,,,,,,
59446132,2023-09-29T09:33:29.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11210,909 EAST   29 STREET,EAST   29 STREET,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,Closed,,2023-10-13T00:00:00.000,14 BROOKLYN,3075930041,BROOKLYN,998623,168283,PHONE,Unspecified,BROOKLYN,40.62856283099843,-73.94821994641192,"{'latitude': '40.62856283099843', 'longitude': '-73.94821994641192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,AVENUE I,AVENUE J,EAST   29 STREET,,,,,,
58962372,2023-09-29T09:33:28.000,2023-09-29T10:25:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11233,1326 HERKIMER STREET,HERKIMER STREET,PLEASANT PLACE,MONACO PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T10:25:22.000,16 BROOKLYN,3015690018,BROOKLYN,1009311,186102,MOBILE,Unspecified,BROOKLYN,40.67744828456047,-73.90964925305502,"{'latitude': '40.67744828456047', 'longitude': '-73.90964925305502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PLEASANT PLACE,MONACO PLACE,HERKIMER STREET,,,,,,
59438478,2023-09-29T09:33:25.000,,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,11211,68 RICHARDSON STREET,RICHARDSON STREET,LORIMER STREET,LEONARD STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,,BROOKLYN,998293,200999,ONLINE,Unspecified,BROOKLYN,40.71836140743985,-73.94934063912616,"{'latitude': '40.71836140743985', 'longitude': '-73.94934063912616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LORIMER STREET,LEONARD STREET,RICHARDSON STREET,,,,,,
58958577,2023-09-29T09:33:23.000,2023-11-09T08:54:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11221,511 WILSON AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-09T00:00:00.000,04 BROOKLYN,3033980007,BROOKLYN,1008966,191500,ONLINE,Unspecified,BROOKLYN,40.692265523750535,-73.9108732567675,"{'latitude': '40.692265523750535', 'longitude': '-73.9108732567675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58956864,2023-09-29T09:33:23.000,2023-11-09T08:54:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11221,511 WILSON AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-09T00:00:00.000,04 BROOKLYN,3033980007,BROOKLYN,1008966,191500,ONLINE,Unspecified,BROOKLYN,40.692265523750535,-73.9108732567675,"{'latitude': '40.692265523750535', 'longitude': '-73.9108732567675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59442274,2023-09-29T09:33:20.000,2023-09-30T12:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,10306,108 BADEN PLACE,BADEN PLACE,HUNTER AVENUE,MAPLETON AVENUE,ADDRESS,STATEN ISLAND,Closed,,2023-09-30T12:25:00.000,02 STATEN ISLAND,5038070017,STATEN ISLAND,959293,148365,ONLINE,Unspecified,STATEN ISLAND,40.57386849905671,-74.08983627478501,"{'latitude': '40.57386849905671', 'longitude': '-74.08983627478501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HUNTER AVENUE,MAPLETON AVENUE,BADEN PLACE,,,,,,
59442025,2023-09-29T09:33:17.000,2023-09-29T10:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11355,57-50 KISSENA BOULEVARD,KISSENA BOULEVARD,58 AVENUE,58 AVENUE,ADDRESS,FLUSHING,Closed,,2023-09-29T10:00:00.000,07 QUEENS,,QUEENS,1035632,209718,PHONE,Unspecified,QUEENS,40.74215480834301,-73.8145758981223,"{'latitude': '40.74215480834301', 'longitude': '-73.8145758981223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,58 AVENUE,58 AVENUE,KISSENA BOULEVARD,,,,,,
58967820,2023-09-29T09:33:13.000,2023-10-11T17:16:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10009,208 1 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,03 MANHATTAN,1004400006,MANHATTAN,988885,205364,ONLINE,Unspecified,MANHATTAN,40.73035220512113,-73.98327648099517,"{'latitude': '40.73035220512113', 'longitude': '-73.98327648099517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58958229,2023-09-29T09:33:10.000,2023-10-01T17:55:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11213,1585 BERGEN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,08 BROOKLYN,3013480054,BROOKLYN,1003356,185234,ONLINE,Unspecified,BROOKLYN,40.675080676983846,-73.93112086664273,"{'latitude': '40.675080676983846', 'longitude': '-73.93112086664273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58962725,2023-09-29T09:33:10.000,2023-10-01T17:55:33.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,11213,1585 BERGEN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,08 BROOKLYN,3013480054,BROOKLYN,1003356,185234,ONLINE,Unspecified,BROOKLYN,40.675080676983846,-73.93112086664273,"{'latitude': '40.675080676983846', 'longitude': '-73.93112086664273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58957111,2023-09-29T09:33:08.000,2023-09-29T20:02:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11413,134 ROAD,134 ROAD,134 ROAD,223 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T20:02:49.000,13 QUEENS,,QUEENS,1054474,186081,PHONE,Unspecified,QUEENS,40.677147577521986,-73.74682694412908,"{'latitude': '40.677147577521986', 'longitude': '-73.74682694412908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,134 ROAD,223 STREET,,,,,,,
58967792,2023-09-29T09:33:07.000,2023-10-10T10:13:03.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11216,180 QUINCY STREET,QUINCY STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,03 BROOKLYN,3018070013,BROOKLYN,997116,189430,PHONE,Unspecified,BROOKLYN,40.68660901082326,-73.95360870447679,"{'latitude': '40.68660901082326', 'longitude': '-73.95360870447679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59449496,2023-09-29T09:33:07.000,2023-11-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,11221,511 WILSON AVENUE,WILSON AVENUE,HANCOCK STREET,WEIRFIELD STREET,ADDRESS,BROOKLYN,Closed,,2023-11-09T00:00:00.000,04 BROOKLYN,3033980007,BROOKLYN,1008966,191500,ONLINE,Unspecified,BROOKLYN,40.692265523750535,-73.9108732567675,"{'latitude': '40.692265523750535', 'longitude': '-73.9108732567675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,HANCOCK STREET,WEIRFIELD STREET,WILSON AVENUE,,,,,,
59436126,2023-09-29T09:33:06.000,2023-11-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11221,511 WILSON AVENUE,WILSON AVENUE,HANCOCK STREET,WEIRFIELD STREET,ADDRESS,BROOKLYN,Closed,,2023-11-09T00:00:00.000,04 BROOKLYN,3033980007,BROOKLYN,1008966,191500,ONLINE,Unspecified,BROOKLYN,40.692265523750535,-73.9108732567675,"{'latitude': '40.692265523750535', 'longitude': '-73.9108732567675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,HANCOCK STREET,WEIRFIELD STREET,WILSON AVENUE,,,,,,
59456942,2023-09-29T09:33:05.000,,HPD,Department of Housing Preservation and Development,Electric,Wiring,11233,412 MACON STREET,MACON STREET,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LEWIS AVENUE,STUYVESANT AVENUE,MACON STREET,,,,,,
59460096,2023-09-29T09:33:05.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11233,412 MACON STREET,MACON STREET,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LEWIS AVENUE,STUYVESANT AVENUE,MACON STREET,,,,,,
59460606,2023-09-29T09:33:04.000,,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,11233,412 MACON STREET,MACON STREET,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LEWIS AVENUE,STUYVESANT AVENUE,MACON STREET,,,,,,
58961271,2023-09-29T09:33:02.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11206,109 VERNON AVENUE,VERNON AVENUE,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,03 BROOKLYN,3017550062,BROOKLYN,998769,192419,ONLINE,Unspecified,BROOKLYN,40.69481056838128,-73.94764199568658,"{'latitude': '40.69481056838128', 'longitude': '-73.94764199568658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58964699,2023-09-29T09:33:02.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11206,109 VERNON AVENUE,VERNON AVENUE,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,03 BROOKLYN,3017550062,BROOKLYN,998769,192419,ONLINE,Unspecified,BROOKLYN,40.69481056838128,-73.94764199568658,"{'latitude': '40.69481056838128', 'longitude': '-73.94764199568658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59436415,2023-09-29T09:33:01.000,,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,11233,412 MACON STREET,MACON STREET,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LEWIS AVENUE,STUYVESANT AVENUE,MACON STREET,,,,,,
58974307,2023-09-29T09:33:01.000,2023-10-03T07:00:53.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,11204,2202 63 STREET,63 STREET,BAY PARKWAY,23 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T07:00:53.000,11 BROOKLYN,,BROOKLYN,989842,163257,PHONE,Unspecified,BROOKLYN,40.61477740508236,-73.9798584673419,"{'latitude': '40.61477740508236', 'longitude': '-73.9798584673419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BAY PARKWAY,23 AVENUE,63 STREET,,,,,,
58956883,2023-09-29T09:33:00.000,2023-10-02T18:42:07.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11224,2980 WEST   28 STREET,WEST   28 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58964828,2023-09-29T09:32:58.000,2023-09-29T09:32:58.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10040,19 BROADWAY TERRACE,BROADWAY TERRACE,FAIRVIEW AVENUE,WEST 193 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-29T09:32:58.000,12 MANHATTAN,1021700512,MANHATTAN,1003289,251683,MOBILE,Unspecified,MANHATTAN,40.85746599371862,-73.93117418793496,"{'latitude': '40.85746599371862', 'longitude': '-73.93117418793496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,FAIRVIEW AVENUE,WEST  193 STREET,BROADWAY TERRACE,,,,,,
59460242,2023-09-29T09:32:54.000,2023-09-29T10:55:00.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,11203,975 EAST   45 STREET,EAST   45 STREET,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:55:00.000,17 BROOKLYN,3049920048,BROOKLYN,1002658,171480,ONLINE,Unspecified,BROOKLYN,40.6373304502474,-73.93367477239026,"{'latitude': '40.6373304502474', 'longitude': '-73.93367477239026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,FOSTER AVENUE,FARRAGUT ROAD,EAST   45 STREET,,,,,,
