unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,taxi_pick_up_location
58868431,2023-09-15T07:15:59.000,2023-09-15T07:54:12.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T07:54:18.000,0 Unspecified,,Unspecified,997398,223960,MOBILE,Unspecified,Unspecified,40.78138492304858,-73.95252441026636,"{'latitude': '40.78138492304858', 'longitude': '-73.95252441026636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58836785,2023-09-15T07:15:37.000,2023-09-16T04:37:55.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,,,,,,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T04:37:59.000,0 Unspecified,,Unspecified,992222,217304,ONLINE,Unspecified,Unspecified,40.76312212740507,-73.97122211654332,"{'latitude': '40.76312212740507', 'longitude': '-73.97122211654332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860290,2023-09-15T07:15:35.000,2023-09-15T15:14:49.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T15:14:52.000,0 Unspecified,,Unspecified,,244701,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58863075,2023-09-15T07:15:13.000,2023-09-15T10:43:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T10:43:55.000,0 Unspecified,,Unspecified,1036122,201775,PHONE,Unspecified,Unspecified,40.72035040944337,-73.81286885686737,"{'latitude': '40.72035040944337', 'longitude': '-73.81286885686737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58849276,2023-09-15T07:15:13.000,2023-09-18T14:17:58.000,DOT,Department of Transportation,DEP Street Condition,Sunken Pavement,Street,11411,223-18 114 AVENUE,114 AVENUE,223 STREET,225 STREET,223 STREET,225 STREET,ADDRESS,CAMBRIA HEIGHTS,114 AVENUE,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-18T14:18:01.000,13 QUEENS,4112430009,QUEENS,1057998,195055,PHONE,Unspecified,QUEENS,40.70175037278648,-73.73402398513116,"{'latitude': '40.70175037278648', 'longitude': '-73.73402398513116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58823792,2023-09-15T07:14:56.000,2023-09-15T07:14:56.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11231,63 3 PLACE,3 PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,06 BROOKLYN,3003660048,BROOKLYN,984561,186664,UNKNOWN,Unspecified,BROOKLYN,40.67902631647684,-73.99887874617073,"{'latitude': '40.67902631647684', 'longitude': '-73.99887874617073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859376,2023-09-15T07:14:19.000,2023-09-15T15:42:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T15:42:11.000,0 Unspecified,,Unspecified,1027681,251386,MOBILE,Unspecified,Unspecified,40.8565645209624,-73.84299938960858,"{'latitude': '40.8565645209624', 'longitude': '-73.84299938960858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58823449,2023-09-15T07:14:05.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10467,3033 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,12 BRONX,2045700039,BRONX,1021775,256312,PHONE,Unspecified,BRONX,40.87011196359903,-73.86432162762138,"{'latitude': '40.87011196359903', 'longitude': '-73.86432162762138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820221,2023-09-15T07:14:05.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10467,3033 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,12 BRONX,2045700039,BRONX,1021775,256312,PHONE,Unspecified,BRONX,40.87011196359903,-73.86432162762138,"{'latitude': '40.87011196359903', 'longitude': '-73.86432162762138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58832858,2023-09-15T07:14:01.000,2023-10-25T12:56:54.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10468,2925 GRANDCONCOURSE,GRANDCONCOURSE,EAST  199 STREET,BEDFORD PARK BOULEVARD,EAST  199 STREET,BEDFORD PARK BOULEVARD,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Department of Sanitation collected the requested items.,2023-09-16T12:34:53.000,07 BRONX,2033200028,BRONX,1015065,256834,PHONE,Unspecified,BRONX,40.87157066802531,-73.88858040723284,"{'latitude': '40.87157066802531', 'longitude': '-73.88858040723284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867385,2023-09-15T07:14:00.000,2023-09-15T08:48:08.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T08:48:13.000,0 Unspecified,,Unspecified,1022888,212186,PHONE,Unspecified,Unspecified,40.74899370209181,-73.8605513680372,"{'latitude': '40.74899370209181', 'longitude': '-73.8605513680372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58823857,2023-09-15T07:14:00.000,2023-09-19T12:35:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10312,RICHMOND PARKWAY MALLS,RICHMOND PARKWAY MALLS,ALBEE AVE,RICHMOND PKWY NB EN HUGUENOT AVE,,,PLACENAME,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-19T12:35:00.000,03 STATEN ISLAND,5200479999,STATEN ISLAND,932300,135933,PHONE,Unspecified,STATEN ISLAND,40.53962804550793,-74.18690571875864,"{'latitude': '40.53962804550793', 'longitude': '-74.18690571875864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855999,2023-09-15T07:13:48.000,2023-09-15T07:18:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T07:18:57.000,0 Unspecified,,Unspecified,998168,241261,ONLINE,Unspecified,Unspecified,40.82887021696055,-73.94970818203338,"{'latitude': '40.82887021696055', 'longitude': '-73.94970818203338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861590,2023-09-15T07:13:41.000,2023-09-15T07:16:12.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Street/Sidewalk,,,,,,,,,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T07:16:17.000,0 Unspecified,,Unspecified,962387,157438,ONLINE,Unspecified,Unspecified,40.59878023766359,-74.07872834058267,"{'latitude': '40.59878023766359', 'longitude': '-74.07872834058267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856893,2023-09-15T07:13:17.000,2023-09-15T09:31:39.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T09:31:42.000,0 Unspecified,,Unspecified,,152135,ONLINE,Unspecified,Unspecified,,,,,,,,,,,
58819706,2023-09-15T07:13:14.000,2023-09-15T17:30:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T17:30:47.000,0 Unspecified,,Unspecified,1006493,237791,MOBILE,Unspecified,Unspecified,40.81932901367824,-73.91963783465305,"{'latitude': '40.81932901367824', 'longitude': '-73.91963783465305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863249,2023-09-15T07:13:02.000,2023-09-15T07:59:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T08:00:03.000,0 Unspecified,,Unspecified,997039,181914,MOBILE,Unspecified,Unspecified,40.66597940068128,-73.9539006076098,"{'latitude': '40.66597940068128', 'longitude': '-73.9539006076098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820637,2023-09-15T07:13:00.000,2023-09-27T08:36:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11204,1616 54 STREET,54 STREET,16 AVE,17 AVE,54 STREET,16 AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T08:36:00.000,12 BROOKLYN,3054850014,BROOKLYN,987487,168190,UNKNOWN,Unspecified,BROOKLYN,40.62831863417751,-73.98833845328616,"{'latitude': '40.62831863417751', 'longitude': '-73.98833845328616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860623,2023-09-15T07:12:25.000,2023-09-15T07:32:16.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T07:32:19.000,0 Unspecified,,Unspecified,989818,192917,MOBILE,Unspecified,Unspecified,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857606,2023-09-15T07:12:12.000,2023-09-15T09:27:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T09:27:24.000,0 Unspecified,,Unspecified,999103,171426,ONLINE,Unspecified,Unspecified,40.63718890654303,-73.94648378513268,"{'latitude': '40.63718890654303', 'longitude': '-73.94648378513268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868364,2023-09-15T07:12:00.000,2023-09-15T07:13:11.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T07:13:17.000,0 Unspecified,,Unspecified,997227,204035,MOBILE,Unspecified,Unspecified,40.726696119982364,-73.95318032172595,"{'latitude': '40.726696119982364', 'longitude': '-73.95318032172595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58849110,2023-09-15T07:11:27.000,2023-09-18T11:35:38.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10466,4021 CARPENTER AVENUE,CARPENTER AVENUE,EAST  226 STREET,EAST  227 STREET,EAST  226 STREET,EAST  227 STREET,ADDRESS,BRONX,CARPENTER AVENUE,Closed,"The Department of Transportation inspected the condition and determined it was in compliance with their standards, not hazardous, or a valid permit exists.",2023-09-18T11:35:43.000,12 BRONX,2048210016,BRONX,1022221,263541,PHONE,Unspecified,BRONX,40.88995139159141,-73.8626680593688,"{'latitude': '40.88995139159141', 'longitude': '-73.8626680593688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870541,2023-09-15T07:11:25.000,2023-09-25T10:41:51.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10019,132 WEST   58 STREET,WEST   58 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   58 STREET,Unspecified,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T04:54:23.000,05 MANHATTAN,1010100145,MANHATTAN,990403,218149,ONLINE,Unspecified,MANHATTAN,40.76544288738948,-73.97778769622414,"{'latitude': '40.76544288738948', 'longitude': '-73.97778769622414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58822215,2023-09-15T07:11:16.000,2023-09-15T19:43:22.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T19:43:25.000,0 Unspecified,,Unspecified,1028070,243695,ONLINE,Unspecified,Unspecified,40.83545309936766,-73.84164344046076,"{'latitude': '40.83545309936766', 'longitude': '-73.84164344046076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824466,2023-09-15T07:11:05.000,2023-10-10T08:44:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3540 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,07 BRONX,2033280082,BRONX,1017708,260820,ONLINE,Unspecified,BRONX,40.88250137283987,-73.87900406214986,"{'latitude': '40.88250137283987', 'longitude': '-73.87900406214986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870456,2023-09-15T07:11:00.000,2023-09-15T08:30:03.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10026,304 WEST  117 STREET,WEST  117 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  117 STREET,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-15T08:30:03.000,10 MANHATTAN,1019437503,MANHATTAN,996658,232643,MOBILE,Unspecified,MANHATTAN,40.80521847882785,-73.95518040434344,"{'latitude': '40.80521847882785', 'longitude': '-73.95518040434344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862337,2023-09-15T07:10:59.000,2023-10-20T12:43:36.000,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Leak,3+ Family Apt. Building,11432,89-09 170 STREET,170 STREET,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,JAMAICA,170 STREET,Closed,The Department of Health and Mental Hygiene could not access the site to complete an investigation. Call 311 and file another service request to provide additional access information.,2023-10-20T12:43:41.000,12 QUEENS,4098050047,QUEENS,1042184,197798,PHONE,Unspecified,QUEENS,40.7093969043001,-73.79103415696774,"{'latitude': '40.7093969043001', 'longitude': '-73.79103415696774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866243,2023-09-15T07:10:47.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,,,,,,,,,,,In Progress,,,0 Unspecified,,Unspecified,997524,165549,MOBILE,Unspecified,Unspecified,40.621060289975695,-73.95218457050262,"{'latitude': '40.621060289975695', 'longitude': '-73.95218457050262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860827,2023-09-15T07:10:38.000,2023-09-15T08:38:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T08:38:13.000,0 Unspecified,,Unspecified,992676,160331,PHONE,Unspecified,Unspecified,40.60674389523465,-73.96965448241022,"{'latitude': '40.60674389523465', 'longitude': '-73.96965448241022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
