unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58834286,2023-09-15T12:41:22.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-15T11:50:54.000,0 Unspecified,,Unspecified,930148,127770,ONLINE,Unspecified,Unspecified,40.51720931585609,-74.19458292177629,"{'latitude': '40.51720931585609', 'longitude': '-74.19458292177629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:59:07.000,,,,,,,,,,,,,
58859550,2023-09-15T12:41:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T13:22:03.000,0 Unspecified,,Unspecified,1032584,195143,PHONE,Unspecified,Unspecified,40.702167219666315,-73.82567996666789,"{'latitude': '40.702167219666315', 'longitude': '-73.82567996666789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:21:58.000,,,,,,,,,,,,,
58863299,2023-09-15T12:41:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T15:37:07.000,0 Unspecified,,Unspecified,1005529,248319,PHONE,Unspecified,Unspecified,40.8482277023881,-73.92308728975526,"{'latitude': '40.8482277023881', 'longitude': '-73.92308728975526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:37:04.000,,,,,,,,,,,,,
58865800,2023-09-15T12:41:11.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T13:53:05.000,0 Unspecified,,Unspecified,1017844,189493,ONLINE,Unspecified,Unspecified,40.68672752919837,-73.87886892774402,"{'latitude': '40.68672752919837', 'longitude': '-73.87886892774402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:53:01.000,,,,,,,,,,,,,
58855614,2023-09-15T12:41:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T16:10:13.000,0 Unspecified,,Unspecified,985091,164549,PHONE,Unspecified,Unspecified,40.618325402091415,-73.99697068505223,"{'latitude': '40.618325402091415', 'longitude': '-73.99697068505223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T16:10:09.000,,,,,,,,,,,,,
58823017,2023-09-15T12:41:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10065,226 EAST   62 STREET,EAST   62 STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T11:30:00.000,08 MANHATTAN,1014160136,MANHATTAN,994094,217299,ONLINE,Unspecified,MANHATTAN,40.763106517489284,-73.96446444793935,"{'latitude': '40.763106517489284', 'longitude': '-73.96446444793935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T11:30:00.000,3 AVE,2 AVE,,,,N/A,,,,,,,
58824754,2023-09-15T12:40:34.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11226,3012 AVENUE D,AVENUE D,ADDRESS,BROOKLYN,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,17 BROOKLYN,3049640001,BROOKLYN,998603,172796,UNKNOWN,Unspecified,BROOKLYN,40.64095008736261,-73.94828239918138,"{'latitude': '40.64095008736261', 'longitude': '-73.94828239918138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,2023-11-14T07:29:10.000,,,,,,
58825490,2023-09-15T12:40:20.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-15T22:55:08.000,0 Unspecified,,Unspecified,,201617,PHONE,Unspecified,Unspecified,,,,2023-09-15T22:55:05.000,,,,,,,,,,,,,
58820991,2023-09-15T12:40:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10029,416 EAST  116 STREET,EAST  116 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,11 MANHATTAN,1017090040,MANHATTAN,1002370,229155,ONLINE,Unspecified,MANHATTAN,40.795635006521245,-73.93455720500368,"{'latitude': '40.795635006521245', 'longitude': '-73.93455720500368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T16:44:32.000,,,,,,,,,,,,,
58824428,2023-09-15T12:40:15.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10033,130 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1021630034,MANHATTAN,1002056,248572,PHONE,Unspecified,MANHATTAN,40.84892979916461,-73.93563973301566,"{'latitude': '40.84892979916461', 'longitude': '-73.93563973301566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T18:34:10.000,,,,,,,,,,,,,
58824338,2023-09-15T12:40:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,764 ARNOW AVENUE,ARNOW AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,11 BRONX,2045110032,BRONX,1021654,255483,ONLINE,Unspecified,BRONX,40.867837127792406,-73.86476375164632,"{'latitude': '40.867837127792406', 'longitude': '-73.86476375164632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T07:05:49.000,,,,,,,,,,,,,
58823462,2023-09-15T12:40:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10467,764 ARNOW AVENUE,ARNOW AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,11 BRONX,2045110032,BRONX,1021654,255483,ONLINE,Unspecified,BRONX,40.867837127792406,-73.86476375164632,"{'latitude': '40.867837127792406', 'longitude': '-73.86476375164632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T07:05:49.000,,,,,,,,,,,,,
58822612,2023-09-15T12:40:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,764 ARNOW AVENUE,ARNOW AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,11 BRONX,2045110032,BRONX,1021654,255483,ONLINE,Unspecified,BRONX,40.867837127792406,-73.86476375164632,"{'latitude': '40.867837127792406', 'longitude': '-73.86476375164632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T07:05:49.000,,,,,,,,,,,,,
58869042,2023-09-15T12:40:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T12:44:58.000,0 Unspecified,,Unspecified,978929,169992,MOBILE,Unspecified,Unspecified,40.63326373666628,-74.0191707409325,"{'latitude': '40.63326373666628', 'longitude': '-74.0191707409325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:44:53.000,,,,,,,,,,,,,
58820887,2023-09-15T12:40:09.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10036,445 WEST   46 STREET,WEST   46 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,04 MANHATTAN,1010560013,MANHATTAN,986411,216749,PHONE,Unspecified,MANHATTAN,40.7616021253206,-73.99219924913434,"{'latitude': '40.7616021253206', 'longitude': '-73.99219924913434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T14:58:53.000,,,,,,,,,,,,,
58864248,2023-09-15T12:40:07.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Other (Explain Below),,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:16.000,0 Unspecified,,Unspecified,990714,215028,ONLINE,Unspecified,Unspecified,40.75687632214713,-73.9766679885756,"{'latitude': '40.75687632214713', 'longitude': '-73.9766679885756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58826111,2023-09-15T12:40:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10031,518 WEST  139 STREET,WEST  139 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,09 MANHATTAN,1020700043,MANHATTAN,997767,238673,ONLINE,Unspecified,MANHATTAN,40.821767516762144,-73.95116238375083,"{'latitude': '40.821767516762144', 'longitude': '-73.95116238375083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T08:20:46.000,,,,,,,,,,,,,
58826075,2023-09-15T12:40:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,518 WEST  139 STREET,WEST  139 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 MANHATTAN,1020700043,MANHATTAN,997767,238673,ONLINE,Unspecified,MANHATTAN,40.821767516762144,-73.95116238375083,"{'latitude': '40.821767516762144', 'longitude': '-73.95116238375083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T08:20:46.000,,,,,,,,,,,,,
58823485,2023-09-15T12:40:02.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,518 WEST  139 STREET,WEST  139 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 MANHATTAN,1020700043,MANHATTAN,997767,238673,ONLINE,Unspecified,MANHATTAN,40.821767516762144,-73.95116238375083,"{'latitude': '40.821767516762144', 'longitude': '-73.95116238375083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T08:20:46.000,,,,,,,,,,,,,
58821505,2023-09-15T12:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10027,,,INTERSECTION,MANHATTAN,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-15T16:55:00.000,10 MANHATTAN,,MANHATTAN,998555,234012,UNKNOWN,Unspecified,MANHATTAN,40.8089731373981,-73.94832523425542,"{'latitude': '40.8089731373981', 'longitude': '-73.94832523425542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T16:55:00.000,,,7 AVENUE,WEST 125 STREET,,N/A,,,,,,,
58864474,2023-09-15T12:39:55.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,In Progress,,,0 Unspecified,,Unspecified,,183013,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,
58831519,2023-09-15T12:39:50.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:18:12.000,0 Unspecified,,Unspecified,999438,191885,ONLINE,Unspecified,Unspecified,40.69334373950581,-73.94523067157648,"{'latitude': '40.69334373950581', 'longitude': '-73.94523067157648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T11:57:36.000,,,,,,,,,,,,,
58831525,2023-09-15T12:39:39.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T10:58:35.000,0 Unspecified,,Unspecified,,187854,ONLINE,Unspecified,Unspecified,,,,2023-09-19T12:00:07.000,,,,,,,,,,,,,
58861113,2023-09-15T12:39:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T12:54:04.000,0 Unspecified,,Unspecified,,169956,MOBILE,Unspecified,Unspecified,,,,2023-09-15T12:54:01.000,,,,,,,,,,,,,
58866093,2023-09-15T12:39:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T13:12:24.000,0 Unspecified,,Unspecified,994427,230452,MOBILE,Unspecified,Unspecified,40.79920763617931,-73.96324243782733,"{'latitude': '40.79920763617931', 'longitude': '-73.96324243782733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:12:22.000,,,,,,,,,,,,,
58860533,2023-09-15T12:39:05.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,,,,,,Closed,"NYC Parks couldnât respond to your complaint because they didn't have enough information about the condition or location.  If the problem still exists and you would like to pursue this complaint, please submit a new Service Request with a more detailed description of the condition and/or location.",2023-09-20T09:12:06.000,0 Unspecified,,Unspecified,993791,224362,PHONE,Unspecified,Unspecified,40.78249293599567,-73.96554821046507,"{'latitude': '40.78249293599567', 'longitude': '-73.96554821046507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:12:01.000,,,,,,,,,,,,,
58821162,2023-09-15T12:39:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10302,95 GALLOWAY AVENUE,GALLOWAY AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:28:00.000,01 STATEN ISLAND,5014350121,STATEN ISLAND,944823,166242,PHONE,Unspecified,STATEN ISLAND,40.62288464292439,-74.14202736174981,"{'latitude': '40.62288464292439', 'longitude': '-74.14202736174981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:28:00.000,CRYSTAL AVENUE,DEAD END,,,,,,,,,,,
58859697,2023-09-15T12:38:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T13:06:24.000,0 Unspecified,,Unspecified,983280,201687,MOBILE,Unspecified,Unspecified,40.720260894311245,-74.00349932192753,"{'latitude': '40.720260894311245', 'longitude': '-74.00349932192753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:06:20.000,,,,,,,,,,,,,
