unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58905246,2023-09-23T15:57:37.000,2023-09-23T17:32:35.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11358,27-42 167 STREET,167 STREET,ADDRESS,FLUSHING,Closed,2023-09-23T17:32:38.000,07 QUEENS,4049180024,QUEENS,1040267,220413,ONLINE,Unspecified,QUEENS,40.77148163329735,-73.79776035426941,"{'latitude': '40.77148163329735', 'longitude': '-73.79776035426941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,27 AVENUE,29 AVENUE,27 AVENUE,29 AVENUE,167 STREET,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",,,,,,,,
58904899,2023-09-23T15:57:20.000,2023-09-23T16:23:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11226,726 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T16:23:32.000,14 BROOKLYN,3051230038,BROOKLYN,995329,174315,ONLINE,Unspecified,BROOKLYN,40.64512411588355,-73.96007697831942,"{'latitude': '40.64512411588355', 'longitude': '-73.96007697831942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,REGENT PLACE,BEVERLEY ROAD,REGENT PLACE,BEVERLEY ROAD,OCEAN AVENUE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905263,2023-09-23T15:56:09.000,2023-09-23T16:13:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10458,2678 VALENTINE AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,Closed,2023-09-23T16:13:17.000,07 BRONX,2033000017,BRONX,1013870,254796,ONLINE,Unspecified,BRONX,40.86598107476418,-73.89291024271307,"{'latitude': '40.86598107476418', 'longitude': '-73.89291024271307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,VALENTINE AVENUE,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905142,2023-09-23T15:56:01.000,2023-09-23T18:11:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11204,1755 74 STREET,74 STREET,ADDRESS,BROOKLYN,Closed,2023-09-23T18:11:08.000,11 BROOKLYN,3062040063,BROOKLYN,985231,163217,MOBILE,Unspecified,BROOKLYN,40.61466932365364,-73.99646659310137,"{'latitude': '40.61466932365364', 'longitude': '-73.99646659310137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,74 STREET,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905000,2023-09-23T15:56:00.000,2023-09-29T12:01:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10307,32 FERGUSON COURT,FERGUSON COURT,ADDRESS,STATEN ISLAND,Closed,2023-09-29T12:01:00.000,03 STATEN ISLAND,5080340108,STATEN ISLAND,918639,127065,PHONE,Unspecified,STATEN ISLAND,40.51519659098228,-74.23596910761331,"{'latitude': '40.51519659098228', 'longitude': '-74.23596910761331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,DEAD END,DEAD END,,,,The Department of Sanitation collected the E-waste.,,,,,,,,
58907782,2023-09-23T15:56:00.000,2023-09-23T17:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),11412,190-10 120 AVENUE,120 AVENUE,ADDRESS,SAINT ALBANS,Closed,2023-09-23T17:15:00.000,12 QUEENS,4126640037,QUEENS,1051161,189779,PHONE,Unspecified,QUEENS,40.687323369344604,-73.75873426015478,"{'latitude': '40.687323369344604', 'longitude': '-73.75873426015478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,190 ST,LUCAS ST,,,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,,
58908844,2023-09-23T15:56:00.000,2023-10-10T07:10:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),10024,2315 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,2023-10-10T07:10:00.000,07 MANHATTAN,1012310055,MANHATTAN,990423,225967,ONLINE,Unspecified,MANHATTAN,40.7869012271733,-73.97770831415563,"{'latitude': '40.7869012271733', 'longitude': '-73.97770831415563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,W 83 ST,W 84 ST,,,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,N/A,,,,,,,
58907783,2023-09-23T15:56:00.000,2023-09-23T17:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10001,,,INTERSECTION,MANHATTAN,Closed,2023-09-23T17:35:00.000,05 MANHATTAN,,MANHATTAN,987490,211624,ONLINE,Unspecified,MANHATTAN,40.74753497330908,-73.98830675798419,"{'latitude': '40.74753497330908', 'longitude': '-73.98830675798419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WEST 31 STREET,BROADWAY,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,,,,,,,
58908349,2023-09-23T15:56:00.000,2023-09-23T17:20:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),11238,28 CLIFTON PLACE,CLIFTON PLACE,ADDRESS,BROOKLYN,Closed,2023-09-23T17:20:00.000,02 BROOKLYN,3019510020,BROOKLYN,994344,189828,PHONE,Unspecified,BROOKLYN,40.687705024871725,-73.96360318470693,"{'latitude': '40.687705024871725', 'longitude': '-73.96360318470693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,ST JAMES PL,GRAND AVE,,,,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,,,,,,,,
58905320,2023-09-23T15:55:37.000,2023-09-23T18:43:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11385,68-43 CENTRAL AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,Closed,2023-09-23T18:43:58.000,05 QUEENS,4036570027,QUEENS,1016320,195733,PHONE,Unspecified,QUEENS,40.70386051954042,-73.88433435254552,"{'latitude': '40.70386051954042', 'longitude': '-73.88433435254552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,68 PLACE,69 STREET,68 PLACE,69 STREET,CENTRAL AVENUE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905346,2023-09-23T15:55:28.000,2023-09-23T16:13:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10462,2205 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,Closed,2023-09-23T16:13:25.000,11 BRONX,2040420248,BRONX,1023792,246091,ONLINE,Unspecified,BRONX,40.84204960499701,-73.85708910648162,"{'latitude': '40.84204960499701', 'longitude': '-73.85708910648162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,DOGWOOD DRIVE,ELM DRIVE,DOGWOOD DRIVE,ELM DRIVE,EAST TREMONT AVENUE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58908140,2023-09-23T15:55:28.000,2023-10-11T12:20:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10012,98 THOMPSON STREET,THOMPSON STREET,ADDRESS,NEW YORK,Closed,2023-10-11T00:00:00.000,02 MANHATTAN,1005020006,MANHATTAN,983646,203559,ONLINE,Unspecified,MANHATTAN,40.725399113978696,-74.00217912722192,"{'latitude': '40.725399113978696', 'longitude': '-74.00217912722192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58907554,2023-09-23T15:55:27.000,2023-09-25T18:54:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10457,2176 TIEBOUT AVENUE,TIEBOUT AVENUE,ADDRESS,BRONX,Closed,2023-09-25T00:00:00.000,05 BRONX,2031430130,BRONX,1012350,250589,ONLINE,Unspecified,BRONX,40.85443910241399,-73.8984233658015,"{'latitude': '40.85443910241399', 'longitude': '-73.8984233658015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58909693,2023-09-23T15:55:18.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,10301,40 BRIGHTON AVENUE,BRIGHTON AVENUE,ADDRESS,STATEN ISLAND,Open,2023-09-23T00:00:00.000,01 STATEN ISLAND,5001040019,STATEN ISLAND,959714,171465,PHONE,Unspecified,STATEN ISLAND,40.63727442316275,-74.08840474462558,"{'latitude': '40.63727442316275', 'longitude': '-74.08840474462558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,,
58906576,2023-09-23T15:55:17.000,2023-09-30T12:15:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11207,38 COOPER STREET,COOPER STREET,ADDRESS,BROOKLYN,Closed,2023-09-30T00:00:00.000,04 BROOKLYN,3034380028,BROOKLYN,1009030,188629,PHONE,Unspecified,BROOKLYN,40.684385113123646,-73.91065303045215,"{'latitude': '40.684385113123646', 'longitude': '-73.91065303045215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,,,
58905555,2023-09-23T15:55:12.000,2023-09-23T16:21:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10024,36 WEST   87 STREET,WEST   87 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T16:21:15.000,07 MANHATTAN,1012000050,MANHATTAN,992531,225816,ONLINE,Unspecified,MANHATTAN,40.78648504877221,-73.97009617719175,"{'latitude': '40.78648504877221', 'longitude': '-73.97009617719175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   87 STREET,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905459,2023-09-23T15:55:02.000,2023-09-25T06:52:05.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11232,415 36 STREET,36 STREET,ADDRESS,BROOKLYN,Closed,2023-09-25T06:52:05.000,07 BROOKLYN,3006937501,BROOKLYN,983195,177528,MOBILE,Unspecified,BROOKLYN,40.6539499705827,-74.00380218056428,"{'latitude': '40.6539499705827', 'longitude': '-74.00380218056428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,36 STREET,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,,,,,,,,
58905259,2023-09-23T15:54:58.000,2023-09-23T17:26:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,80-63 88 ROAD,88 ROAD,ADDRESS,WOODHAVEN,Closed,2023-09-23T17:26:58.000,09 QUEENS,4089160050,QUEENS,1023215,190565,ONLINE,Unspecified,QUEENS,40.689647903957045,-73.85949635436816,"{'latitude': '40.689647903957045', 'longitude': '-73.85949635436816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,80 STREET,85 STREET,80 STREET,85 STREET,88 ROAD,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,,
58906039,2023-09-23T15:54:54.000,2023-11-27T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,11201,540 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,2023-11-27T00:00:00.000,02 BROOKLYN,3001610018,BROOKLYN,989456,190302,UNKNOWN,Unspecified,BROOKLYN,40.68901027081942,-73.98122790513729,"{'latitude': '40.68901027081942', 'longitude': '-73.98122790513729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,,,,,,,,
58904910,2023-09-23T15:54:46.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,ADDRESS,,Closed,2023-10-03T21:02:28.000,Unspecified MANHATTAN,,MANHATTAN,983205,199097,MOBILE,Unspecified,MANHATTAN,40.713151956527994,-74.00376948598377,"{'latitude': '40.713151956527994', 'longitude': '-74.00376948598377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,,4,Platform,,,4 5 6 Downtown & Brooklyn,,
58904990,2023-09-23T15:54:45.000,2023-09-23T16:25:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10010,325 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,2023-09-23T16:25:31.000,06 MANHATTAN,1009050003,MANHATTAN,989094,208763,ONLINE,Unspecified,MANHATTAN,40.73968151003943,-73.982519941951,"{'latitude': '40.73968151003943', 'longitude': '-73.982519941951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,EAST   24 STREET,EAST   25 STREET,EAST   24 STREET,EAST   25 STREET,3 AVENUE,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905233,2023-09-23T15:54:40.000,2023-09-23T16:10:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11370,76-16 25 AVENUE,25 AVENUE,ADDRESS,EAST ELMHURST,Closed,2023-09-23T16:10:20.000,03 QUEENS,4010530008,QUEENS,1014152,217084,ONLINE,Unspecified,QUEENS,40.76247131104823,-73.89205869731275,"{'latitude': '40.76247131104823', 'longitude': '-73.89205869731275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,76 STREET,77 STREET,76 STREET,77 STREET,25 AVENUE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905080,2023-09-23T15:54:37.000,2023-09-23T16:25:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11372,35-20 73 STREET,73 STREET,ADDRESS,JACKSON HEIGHTS,Closed,2023-09-23T16:25:57.000,03 QUEENS,4012720012,QUEENS,1013895,212749,MOBILE,Unspecified,QUEENS,40.75057371545699,-73.89300553793126,"{'latitude': '40.75057371545699', 'longitude': '-73.89300553793126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,73 STREET,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905546,2023-09-23T15:54:14.000,2023-09-23T16:19:40.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10012,1 WEST    3 STREET,WEST    3 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T16:19:45.000,02 MANHATTAN,1005357501,MANHATTAN,985672,204464,ONLINE,Unspecified,MANHATTAN,40.72788302506925,-73.99486947945023,"{'latitude': '40.72788302506925', 'longitude': '-73.99486947945023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,BROADWAY,MERCER STREET,BROADWAY,MERCER STREET,WEST    3 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905170,2023-09-23T15:53:58.000,2023-09-23T18:34:19.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,10466,EAST  232 STREET,EAST  232 STREET,INTERSECTION,,Closed,2023-09-23T18:34:23.000,12 BRONX,,BRONX,1023584,264564,ONLINE,Unspecified,BRONX,40.892753229006566,-73.8577324168085,"{'latitude': '40.892753229006566', 'longitude': '-73.8577324168085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  232 STREET,WHITE PLAINS ROAD,EAST  232 STREET,WHITE PLAINS ROAD,,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905169,2023-09-23T15:53:16.000,2023-09-23T16:25:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11220,863 45 STREET,45 STREET,ADDRESS,BROOKLYN,Closed,2023-09-23T16:25:16.000,12 BROOKLYN,3007420051,BROOKLYN,984393,173587,ONLINE,Unspecified,BROOKLYN,40.643132841125585,-73.99948471689419,"{'latitude': '40.643132841125585', 'longitude': '-73.99948471689419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,45 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
