unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58900462,2023-09-22T21:08:25.000,2023-09-22T21:27:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11106,31-46 21 STREET,21 STREET,31 ROAD,31 DRIVE,31 ROAD,31 DRIVE,ADDRESS,ASTORIA,21 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:27:45.000,01 QUEENS,4005320044,QUEENS,1003440,218459,MOBILE,Unspecified,QUEENS,40.766275070633434,-73.93072330970145,"{'latitude': '40.766275070633434', 'longitude': '-73.93072330970145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891926,2023-09-22T21:08:25.000,2023-09-22T21:27:44.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10453,1915 BILLINGSLEY TERRACE,BILLINGSLEY TERRACE,BEND,PHELAN PLACE,BEND,PHELAN PLACE,ADDRESS,BRONX,BILLINGSLEY TERRACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:27:48.000,05 BRONX,2028790184,BRONX,1007476,250397,PHONE,Unspecified,BRONX,40.853926287088356,-73.91604268510348,"{'latitude': '40.853926287088356', 'longitude': '-73.91604268510348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901944,2023-09-22T21:08:18.000,2023-09-22T21:37:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432,89-15 168 STREET,168 STREET,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,JAMAICA,168 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:37:58.000,12 QUEENS,4098010013,QUEENS,1041418,197439,ONLINE,Unspecified,QUEENS,40.70841651944398,-73.79380012912296,"{'latitude': '40.70841651944398', 'longitude': '-73.79380012912296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894707,2023-09-22T21:08:13.000,2023-09-22T21:39:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,WEST  187 STREET,WEST  187 STREET,OVERLOOK TERRACE,WEST  187 STREET,OVERLOOK TERRACE,WEST  187 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:39:48.000,12 MANHATTAN,,MANHATTAN,1001945,250753,MOBILE,Unspecified,MANHATTAN,40.85491621840445,-73.9360351888741,"{'latitude': '40.85491621840445', 'longitude': '-73.9360351888741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899006,2023-09-22T21:08:13.000,2023-09-22T22:51:44.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10470,4299 KATONAH AVENUE,KATONAH AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,KATONAH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:51:47.000,12 BRONX,2033770059,BRONX,1020911,266685,ONLINE,Unspecified,BRONX,40.898586202177384,-73.8673887913736,"{'latitude': '40.898586202177384', 'longitude': '-73.8673887913736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896321,2023-09-22T21:08:11.000,2023-09-22T21:18:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1196 NELSON AVENUE,NELSON AVENUE,WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,ADDRESS,BRONX,NELSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T21:18:43.000,04 BRONX,2025150009,BRONX,1004861,244399,ONLINE,Unspecified,BRONX,40.837470037390105,-73.92551381527753,"{'latitude': '40.837470037390105', 'longitude': '-73.92551381527753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897273,2023-09-22T21:08:00.000,2023-09-27T01:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10009,,,,,AVENUE B,EAST 6 STREET,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T01:30:00.000,03 MANHATTAN,,MANHATTAN,989341,203229,PHONE,Unspecified,MANHATTAN,40.724491899722686,-73.98163280505841,"{'latitude': '40.724491899722686', 'longitude': '-73.98163280505841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58899093,2023-09-22T21:08:00.000,2023-09-22T21:17:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,961 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  158 STREET,WEST  159 STREET,WEST  158 STREET,WEST  159 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:17:47.000,12 MANHATTAN,1021080083,MANHATTAN,1000682,242842,ONLINE,Unspecified,MANHATTAN,40.833205287880034,-73.94062013107309,"{'latitude': '40.833205287880034', 'longitude': '-73.94062013107309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897742,2023-09-22T21:07:49.000,2023-09-22T21:36:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,1725 STERLING PLACE,STERLING PLACE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:36:38.000,16 BROOKLYN,3014660065,BROOKLYN,1006014,183739,ONLINE,Unspecified,BROOKLYN,40.670971103525645,-73.92154332998581,"{'latitude': '40.670971103525645', 'longitude': '-73.92154332998581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897947,2023-09-22T21:07:41.000,2023-09-26T07:51:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,125 WEST  195 STREET,WEST  195 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,08 BRONX,2032490120,BRONX,1011703,256354,PHONE,Unspecified,BRONX,40.87026431264594,-73.90073854234258,"{'latitude': '40.87026431264594', 'longitude': '-73.90073854234258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900568,2023-09-22T21:07:40.000,2023-09-22T23:24:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,319 BRINSMADE AVENUE,BRINSMADE AVENUE,MILES AVENUE,SAMPSON AVENUE,MILES AVENUE,SAMPSON AVENUE,ADDRESS,BRONX,BRINSMADE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:25:00.000,10 BRONX,2055810094,BRONX,1033597,237260,ONLINE,Unspecified,BRONX,40.817761741030665,-73.82171736900027,"{'latitude': '40.817761741030665', 'longitude': '-73.82171736900027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900463,2023-09-22T21:07:38.000,2023-09-22T21:20:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11106,36-39 35 STREET,35 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,35 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:20:37.000,01 QUEENS,4006350015,QUEENS,1004393,214045,ONLINE,Unspecified,QUEENS,40.75415765648525,-73.92729616747322,"{'latitude': '40.75415765648525', 'longitude': '-73.92729616747322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898920,2023-09-22T21:07:06.000,2023-09-22T21:53:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,87-26 175 STREET,175 STREET,WARWICK CRESCENT,88 AVENUE,WARWICK CRESCENT,88 AVENUE,ADDRESS,JAMAICA,175 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:54:03.000,12 QUEENS,4098307501,QUEENS,1043132,198497,PHONE,Unspecified,QUEENS,40.711309229731874,-73.78760865539884,"{'latitude': '40.711309229731874', 'longitude': '-73.78760865539884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900541,2023-09-22T21:07:01.000,2023-09-22T21:34:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432,88-56 162 STREET,162 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,JAMAICA,162 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:34:35.000,12 QUEENS,4097670059,QUEENS,1039800,197092,MOBILE,Unspecified,QUEENS,40.70747439502879,-73.79963895275714,"{'latitude': '40.70747439502879', 'longitude': '-73.79963895275714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900591,2023-09-22T21:06:52.000,2023-09-22T21:34:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,874 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:34:36.000,12 BROOKLYN,3009250037,BROOKLYN,984927,174153,MOBILE,Unspecified,BROOKLYN,40.64468636458384,-73.9975604560498,"{'latitude': '40.64468636458384', 'longitude': '-73.9975604560498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892713,2023-09-22T21:06:31.000,2023-10-26T15:50:37.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11209,466 81 STREET,81 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,81 STREET,Closed,NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following reasons:  - The property adjacent to the sidewalk is not in Tax Class 1 - The property adjacent to the sidewalk is not owner-occupied - The property adjacent to the sidewalk contains a place of business  You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.,2023-10-26T15:50:50.000,10 BROOKLYN,3059980034,BROOKLYN,977221,167187,UNKNOWN,Unspecified,BROOKLYN,40.62556341288122,-74.02532147944702,"{'latitude': '40.62556341288122', 'longitude': '-74.02532147944702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895345,2023-09-22T21:06:21.000,2023-09-22T22:44:20.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10465,3055 PHILIP AVENUE,PHILIP AVENUE,HOLLYWOOD AVENUE,THROGS NECK EXPRESSWAY,HOLLYWOOD AVENUE,THROGS NECK EXPRESSWAY,ADDRESS,BRONX,PHILIP AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T22:44:23.000,10 BRONX,2054300005,BRONX,1033911,241489,ONLINE,Unspecified,BRONX,40.82936736288465,-73.82055164228846,"{'latitude': '40.82936736288465', 'longitude': '-73.82055164228846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898189,2023-09-22T21:06:16.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Equipment,Mobile Food Vendor,11201,27 OLD FULTON STREET,OLD FULTON STREET,ELIZABETH PLACE,FRONT STREET,ELIZABETH PLACE,FRONT STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-25T09:54:06.000,02 BROOKLYN,3000350001,BROOKLYN,986087,195206,MOBILE,Unspecified,BROOKLYN,40.702471952598245,-73.99337470199114,"{'latitude': '40.702471952598245', 'longitude': '-73.99337470199114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901935,2023-09-22T21:06:11.000,2023-09-22T21:38:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,1258 LORING AVENUE,LORING AVENUE,AUTUMN AVENUE,ELDERT LANE,AUTUMN AVENUE,ELDERT LANE,ADDRESS,BROOKLYN,LORING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:38:40.000,05 BROOKLYN,3045100001,BROOKLYN,1021549,182431,MOBILE,Unspecified,BROOKLYN,40.6673291188791,-73.86554878203009,"{'latitude': '40.6673291188791', 'longitude': '-73.86554878203009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897328,2023-09-22T21:06:07.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10013,79 MOTT STREET,MOTT STREET,,,,,ADDRESS,NEW YORK,,Open,The graffiti on this property has been scheduled to be removed by the City.,2023-09-22T21:06:07.000,03 MANHATTAN,1002000020,MANHATTAN,984802,200292,UNKNOWN,Unspecified,MANHATTAN,40.716431990449884,-73.99800874769315,"{'latitude': '40.716431990449884', 'longitude': '-73.99800874769315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-22T21:06:07.000,,,,
58901813,2023-09-22T21:05:56.000,2023-09-22T21:10:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11105,45-01 DITMARS BOULEVARD,DITMARS BOULEVARD,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,ASTORIA,DITMARS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T21:10:33.000,01 QUEENS,4007710001,QUEENS,1011097,220099,ONLINE,Unspecified,QUEENS,40.77075650493456,-73.90307469278238,"{'latitude': '40.77075650493456', 'longitude': '-73.90307469278238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895679,2023-09-22T21:05:55.000,2023-09-23T10:27:43.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11218,79 CHURCH AVENUE,CHURCH AVENUE,DAHILL ROAD,MCDONALD AVENUE,DAHILL ROAD,MCDONALD AVENUE,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T08:45:41.000,12 BROOKLYN,3053320072,BROOKLYN,989723,173340,PHONE,Unspecified,BROOKLYN,40.642453189355244,-73.98027891093268,"{'latitude': '40.642453189355244', 'longitude': '-73.98027891093268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901842,2023-09-22T21:05:46.000,2023-09-22T21:34:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,382 TOMPKINS AVENUE,TOMPKINS AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:34:35.000,03 BROOKLYN,3018290042,BROOKLYN,999751,188581,MOBILE,Unspecified,BROOKLYN,40.684274477877466,-73.94410956695003,"{'latitude': '40.684274477877466', 'longitude': '-73.94410956695003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892067,2023-09-22T21:05:39.000,2023-09-22T23:02:10.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,11377,40-52 72 STREET,72 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,72 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:02:14.000,04 QUEENS,,QUEENS,1013782,210997,ONLINE,Unspecified,QUEENS,40.74576529793688,-73.89342106960484,"{'latitude': '40.74576529793688', 'longitude': '-73.89342106960484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897546,2023-09-22T21:05:37.000,2023-09-22T22:05:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11239,11629 SEAVIEW AVENUE,SEAVIEW AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,ADDRESS,BROOKLYN,SEAVIEW AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:05:28.000,05 BROOKLYN,3045860501,BROOKLYN,1021739,177586,PHONE,Unspecified,BROOKLYN,40.654029875415695,-73.8648908299817,"{'latitude': '40.654029875415695', 'longitude': '-73.8648908299817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899059,2023-09-22T21:05:32.000,2023-09-22T21:25:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,2116 DITMAS AVENUE,DITMAS AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,BROOKLYN,DITMAS AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T21:25:48.000,14 BROOKLYN,3052070004,BROOKLYN,995971,172398,ONLINE,Unspecified,BROOKLYN,40.63986153688562,-73.957766871127,"{'latitude': '40.63986153688562', 'longitude': '-73.957766871127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
