unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58932541,2023-09-26T12:00:34.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10304,40 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,962503,164656,PHONE,Unspecified,STATEN ISLAND,40.61859244542396,-74.07833386979115,"{'latitude': '40.61859244542396', 'longitude': '-74.07833386979115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5028690165,,,,,,,
58928694,2023-09-26T12:00:32.000,2023-10-02T08:43:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11209,7201 4 AVENUE,4 AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,10 BROOKLYN,BROOKLYN,977514,169806,PHONE,Unspecified,BROOKLYN,40.632752243101066,-74.02426858143117,"{'latitude': '40.632752243101066', 'longitude': '-74.02426858143117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3059090001,,,,,,,
58933773,2023-09-26T12:00:32.000,2023-10-02T08:43:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11209,7201 4 AVENUE,4 AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,10 BROOKLYN,BROOKLYN,977514,169806,PHONE,Unspecified,BROOKLYN,40.632752243101066,-74.02426858143117,"{'latitude': '40.632752243101066', 'longitude': '-74.02426858143117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3059090001,,,,,,,
58932587,2023-09-26T12:00:30.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11102,30-40 21 STREET,21 STREET,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,01 QUEENS,QUEENS,1004002,219380,ONLINE,Unspecified,QUEENS,40.768801738137405,-73.92869176085922,"{'latitude': '40.768801738137405', 'longitude': '-73.92869176085922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4005350046,,,,,,,
58935078,2023-09-26T12:00:29.000,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10457,219 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,05 BRONX,BRONX,1011081,249694,PHONE,Unspecified,BRONX,40.851986542779784,-73.90301415924617,"{'latitude': '40.851986542779784', 'longitude': '-73.90301415924617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2031560034,,,,,,,
58927367,2023-09-26T12:00:27.000,2023-10-08T17:22:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10303,172 HARBOR ROAD,HARBOR ROAD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,939737,169734,PHONE,Unspecified,STATEN ISLAND,40.6324453380322,-74.16037158357351,"{'latitude': '40.6324453380322', 'longitude': '-74.16037158357351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5012430061,,,,,,,
58932930,2023-09-26T12:00:00.000,2023-09-28T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,168 CHESTNUT STREET,CHESTNUT STREET,RIDGEWOOD AVENUE,FULTON STREET,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-28T12:00:00.000,05 BROOKLYN,BROOKLYN,1018741,188439,PHONE,Unspecified,BROOKLYN,40.683831093001494,-73.87563998286512,"{'latitude': '40.683831093001494', 'longitude': '-73.87563998286512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3041270040,DSNY Garage,,,,,,
58932921,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10027,150 WEST  122 STREET,WEST  122 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-27T12:00:00.000,10 MANHATTAN,MANHATTAN,998557,233086,PHONE,Unspecified,MANHATTAN,40.806431520579615,-73.94831998302841,"{'latitude': '40.806431520579615', 'longitude': '-73.94831998302841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1019060011,,,,,,,
58929071,2023-09-26T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11213,740 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-10-02T12:00:00.000,09 BROOKLYN,BROOKLYN,1001488,181117,PHONE,Unspecified,BROOKLYN,40.66378426870688,-73.93786572797629,"{'latitude': '40.66378426870688', 'longitude': '-73.93786572797629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3014260040,DSNY Garage,,,,,,
58935489,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11434,119-16 SMITH STREET,SMITH STREET,119 AVENUE,166 STREET,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-27T12:00:00.000,12 QUEENS,QUEENS,1045472,188219,PHONE,Unspecified,QUEENS,40.6830827189257,-73.77926157474636,"{'latitude': '40.6830827189257', 'longitude': '-73.77926157474636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4123600040,,,,,,,
58929065,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11204,1574 WEST    3 STREET,WEST    3 STREET,24 AVENUE,AVENUE P,,,ADDRESS,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-27T12:00:00.000,11 BROOKLYN,BROOKLYN,990631,161240,PHONE,Unspecified,BROOKLYN,40.6092406225178,-73.9770185155665,"{'latitude': '40.6092406225178', 'longitude': '-73.9770185155665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3066030037,,,,,,,
58934216,2023-09-26T12:00:00.000,2023-09-28T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11435,111-11 INWOOD STREET,INWOOD STREET,111 AVENUE,LINDEN BOULEVARD,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-28T12:00:00.000,12 QUEENS,QUEENS,1040006,189579,PHONE,Unspecified,QUEENS,40.68685171687458,-73.79895813479374,"{'latitude': '40.68685171687458', 'longitude': '-73.79895813479374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4119620039,,,,,,,
58927786,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,1373 ELLISON AVENUE,ELLISON AVENUE,WATERBURY AVENUE,LATTING STREET,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-27T12:00:00.000,10 BRONX,BRONX,1029538,244431,PHONE,Unspecified,BRONX,40.83746579680118,-73.8363334299721,"{'latitude': '40.83746579680118', 'longitude': '-73.8363334299721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2053480037,,,,,,,
58934208,2023-09-26T12:00:00.000,2023-09-29T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11429,112-27 212 STREET,212 STREET,112 ROAD,113 AVENUE,,,ADDRESS,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-29T12:00:00.000,13 QUEENS,QUEENS,1055210,196225,PHONE,Unspecified,QUEENS,40.704984530454965,-73.74406666585506,"{'latitude': '40.704984530454965', 'longitude': '-73.74406666585506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS VILLAGE,,4111370120,,,,,,,
58934209,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10027,150 WEST  121 STREET,WEST  121 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-27T12:00:00.000,10 MANHATTAN,MANHATTAN,998425,232860,PHONE,Unspecified,MANHATTAN,40.80581142576526,-73.94879727300814,"{'latitude': '40.80581142576526', 'longitude': '-73.94879727300814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1019050155,,,,,,,
58935492,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,1437 39 STREET,39 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-27T12:00:00.000,12 BROOKLYN,BROOKLYN,988917,171995,PHONE,Unspecified,BROOKLYN,40.638761913947874,-73.98318413462889,"{'latitude': '40.638761913947874', 'longitude': '-73.98318413462889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3053470064,DSNY Garage,,,,,,
58929077,2023-09-26T12:00:00.000,2023-09-28T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,2170 EAST   18 STREET,EAST   18 STREET,AVENUE U,AVENUE V,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-28T12:00:00.000,15 BROOKLYN,BROOKLYN,997219,157063,PHONE,Unspecified,BROOKLYN,40.597768416424664,-73.95329953402502,"{'latitude': '40.597768416424664', 'longitude': '-73.95329953402502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3073500098,,,,,,,
58930372,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10471,5711 HUXLEY AVENUE,HUXLEY AVENUE,MOSHOLU AVENUE,THORNS LANE,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-27T12:00:00.000,08 BRONX,BRONX,1012275,269351,PHONE,Unspecified,BRONX,40.905935165934125,-73.89861598192746,"{'latitude': '40.905935165934125', 'longitude': '-73.89861598192746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2058580328,,,,,,,
58930368,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11226,163 EAST   32 STREET,EAST   32 STREET,TILDEN AVENUE,BEVERLEY ROAD,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-27T12:00:00.000,17 BROOKLYN,BROOKLYN,998905,174854,PHONE,Unspecified,BROOKLYN,40.64659835892531,-73.94718974407932,"{'latitude': '40.64659835892531', 'longitude': '-73.94718974407932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,,,,,,
58935500,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,5624 AVENUE H,AVENUE H,EAST 56 STREET,EAST 57 STREET,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-27T12:00:00.000,18 BROOKLYN,BROOKLYN,1005824,169986,PHONE,Unspecified,BROOKLYN,40.63322259397259,-73.92227224941391,"{'latitude': '40.63322259397259', 'longitude': '-73.92227224941391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3077600054,,,,,,,
58930353,2023-09-26T12:00:00.000,2023-09-26T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11370,25-02 80 STREET,80 STREET,25 AVENUE,30 AVENUE,,,ADDRESS,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-26T12:00:00.000,03 QUEENS,QUEENS,1015124,217125,PHONE,Unspecified,QUEENS,40.76258050448043,-73.88854975257783,"{'latitude': '40.76258050448043', 'longitude': '-73.88854975257783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST ELMHURST,,4010560010,,,,,,,
58934222,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10035,1901 MADISON AVENUE,MADISON AVENUE,EAST 122 STREET,EAST 123 STREET,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,11 MANHATTAN,MANHATTAN,1000333,232231,PHONE,Unspecified,MANHATTAN,40.80408172712311,-73.94190673210916,"{'latitude': '40.80408172712311', 'longitude': '-73.94190673210916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017480001,DSNY Garage,,,,,,
58930359,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,1455 EAST   87 STREET,EAST   87 STREET,AVENUE N,SEAVIEW AVENUE,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-27T12:00:00.000,18 BROOKLYN,BROOKLYN,1012565,168703,PHONE,Unspecified,BROOKLYN,40.62968204978751,-73.89799088214043,"{'latitude': '40.62968204978751', 'longitude': '-73.89799088214043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3080840062,,,,,,,
58934215,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11237,243 HARMAN STREET,HARMAN STREET,MYRTLE AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,04 BROOKLYN,BROOKLYN,1006460,193903,PHONE,Unspecified,BROOKLYN,40.698867841903336,-73.91990204989541,"{'latitude': '40.698867841903336', 'longitude': '-73.91990204989541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3032780040,,,,,,,
58929079,2023-09-26T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11435,84-22 LANDER STREET,LANDER STREET,HOOVER AVENUE,84 ROAD,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-27T12:00:00.000,08 QUEENS,QUEENS,1035349,199085,PHONE,Unspecified,QUEENS,40.71297151920889,-73.81567790914701,"{'latitude': '40.71297151920889', 'longitude': '-73.81567790914701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,,,,,,,,
58929061,2023-09-26T12:00:00.000,2023-09-26T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11417,105-40 89 STREET,89 STREET,LIBERTY AVENUE,107 AVENUE,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-26T12:00:00.000,10 QUEENS,QUEENS,1025972,186919,PHONE,Unspecified,QUEENS,40.67962791411906,-73.84957750074497,"{'latitude': '40.67962791411906', 'longitude': '-73.84957750074497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,,4091530024,,,,,,,
