unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,vehicle_type,taxi_company_borough,road_ramp,due_date
58922715,2023-09-25T15:07:47.000,2023-10-12T12:13:14.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,10453,1610 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,05 BRONX,2028800091,BRONX,1005479,248674,PHONE,Unspecified,BRONX,40.84920219255083,-73.92326689010666,"{'latitude': '40.84920219255083', 'longitude': '-73.92326689010666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58923997,2023-09-25T15:07:47.000,2023-10-12T12:13:14.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10453,1610 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,05 BRONX,2028800091,BRONX,1005479,248674,PHONE,Unspecified,BRONX,40.84920219255083,-73.92326689010666,"{'latitude': '40.84920219255083', 'longitude': '-73.92326689010666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922652,2023-09-25T15:07:47.000,2023-10-12T12:13:14.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,10453,1610 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,05 BRONX,2028800091,BRONX,1005479,248674,PHONE,Unspecified,BRONX,40.84920219255083,-73.92326689010666,"{'latitude': '40.84920219255083', 'longitude': '-73.92326689010666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919391,2023-09-25T15:07:47.000,2023-10-12T12:13:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10453,1610 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,05 BRONX,2028800091,BRONX,1005479,248674,PHONE,Unspecified,BRONX,40.84920219255083,-73.92326689010666,"{'latitude': '40.84920219255083', 'longitude': '-73.92326689010666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58921525,2023-09-25T15:07:47.000,2023-10-16T11:14:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,10453,1610 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-16T00:00:00.000,05 BRONX,2028800091,BRONX,1005479,248674,PHONE,Unspecified,BRONX,40.84920219255083,-73.92326689010666,"{'latitude': '40.84920219255083', 'longitude': '-73.92326689010666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58918187,2023-09-25T15:07:38.000,2023-09-26T08:32:59.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10031,45 HAMILTON TERRACE,HAMILTON TERRACE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,09 MANHATTAN,1020500109,MANHATTAN,999069,239062,PHONE,Unspecified,MANHATTAN,40.82283312314735,-73.946457332823,"{'latitude': '40.82283312314735', 'longitude': '-73.946457332823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58917243,2023-09-25T15:07:30.000,2023-10-09T10:17:07.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10453,1698 NELSON AVENUE,NELSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,05 BRONX,2028760171,BRONX,1007216,248317,PHONE,Unspecified,BRONX,40.848217986280744,-73.91698965727319,"{'latitude': '40.848217986280744', 'longitude': '-73.91698965727319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58923033,2023-09-25T15:07:29.000,2023-09-26T11:25:38.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,10457,2124 CLINTON AVENUE,CLINTON AVENUE,ADDRESS,BRONX,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T07:24:46.000,06 BRONX,2030960116,BRONX,1015446,248337,PHONE,Unspecified,BRONX,40.848247638755204,-73.88724235244905,"{'latitude': '40.848247638755204', 'longitude': '-73.88724235244905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,CLINTON AVENUE,,,,,,,,,
58922672,2023-09-25T15:07:27.000,2023-10-16T07:59:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,11226,181 LENOX ROAD,LENOX ROAD,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,17 BROOKLYN,3050650075,BROOKLYN,997081,177524,PHONE,Unspecified,BROOKLYN,40.65392975846175,-73.95375756749715,"{'latitude': '40.65392975846175', 'longitude': '-73.95375756749715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919540,2023-09-25T15:07:25.000,2023-09-26T11:28:40.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,10455,640 KELLY STREET,KELLY STREET,ADDRESS,BRONX,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-26T11:28:46.000,02 BRONX,2026850002,BRONX,1011051,236269,MOBILE,Unspecified,BRONX,40.81513890036174,-73.90317623852945,"{'latitude': '40.81513890036174', 'longitude': '-73.90317623852945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  152 STREET,AVENUE ST JOHN,EAST  152 STREET,AVENUE ST JOHN,KELLY STREET,,,,,,,,,
58920529,2023-09-25T15:07:20.000,2023-10-04T07:53:54.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10474,661 MANIDA STREET,MANIDA STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,02 BRONX,2027650206,BRONX,1015232,235575,PHONE,Unspecified,BRONX,40.813220391972116,-73.8880747916346,"{'latitude': '40.813220391972116', 'longitude': '-73.8880747916346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919676,2023-09-25T15:07:14.000,2023-09-28T10:49:39.000,DOT,Department of Transportation,Street Sign - Dangling,Street Cleaning - ASP,11374,97-12 65 ROAD,65 ROAD,ADDRESS,REGO PARK,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-28T10:49:45.000,06 QUEENS,4030860007,QUEENS,1023468,204502,MOBILE,Unspecified,QUEENS,40.72790050072775,-73.85850288672889,"{'latitude': '40.72790050072775', 'longitude': '-73.85850288672889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SAUNDERS STREET,65 AVENUE,SAUNDERS STREET,65 AVENUE,65 ROAD,,,,,,,,,
58925299,2023-09-25T15:06:58.000,2023-11-14T08:18:38.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,10465,919 VINCENT AVENUE,VINCENT AVENUE,ADDRESS,BRONX,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-11-14T08:18:43.000,10 BRONX,2054620018,BRONX,1034142,242683,PHONE,Unspecified,BRONX,40.83264324144656,-73.8197080538738,"{'latitude': '40.83264324144656', 'longitude': '-73.8197080538738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,LAFAYETTE AVENUE,BARKLEY AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,VINCENT AVENUE,,,,,,,,,
58919172,2023-09-25T15:06:31.000,2023-09-25T16:02:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,11226,1044 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T16:02:44.000,14 BROOKLYN,3051250065,BROOKLYN,995886,174516,MOBILE,Unspecified,BROOKLYN,40.64567510317057,-73.95806949019844,"{'latitude': '40.64567510317057', 'longitude': '-73.95806949019844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,FLATBUSH AVENUE,,,,,,,,,
58924236,2023-09-25T15:05:57.000,2023-10-03T12:38:45.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,11211,231 FROST STREET,FROST STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-03T12:38:49.000,01 BROOKLYN,3028570049,BROOKLYN,1000357,200997,ONLINE,Unspecified,BROOKLYN,40.71835240085375,-73.94189487789771,"{'latitude': '40.71835240085375', 'longitude': '-73.94189487789771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,HUMBOLDT STREET,WOODPOINT ROAD,HUMBOLDT STREET,WOODPOINT ROAD,FROST STREET,,,,,,,,,
58921890,2023-09-25T15:05:51.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,10308,29 STIEG AVENUE,STIEG AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,03 STATEN ISLAND,5054440214,STATEN ISLAND,941316,142682,UNKNOWN,Unspecified,STATEN ISLAND,40.55820096040826,-74.15451085642547,"{'latitude': '40.55820096040826', 'longitude': '-74.15451085642547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BARLOW AVENUE,LEVERETT AVENUE,BARLOW AVENUE,LEVERETT AVENUE,STIEG AVENUE,,,,,,,,,
58922927,2023-09-25T15:05:49.000,2023-09-25T15:30:06.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,11235,3091 BRIGHTON    5 STREET,BRIGHTON    5 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T15:30:11.000,13 BROOKLYN,3086890015,BROOKLYN,994725,149520,ONLINE,Unspecified,BROOKLYN,40.577067685459454,-73.96229194549731,"{'latitude': '40.577067685459454', 'longitude': '-73.96229194549731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON    5 STREET,,,,,,,,,
58919541,2023-09-25T15:05:49.000,2023-09-26T11:28:40.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,10455,667 KELLY STREET,KELLY STREET,ADDRESS,BRONX,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-26T11:28:46.000,02 BRONX,2026860001,BRONX,1011172,236315,UNKNOWN,Unspecified,BRONX,40.81526478949374,-73.90273891862417,"{'latitude': '40.81526478949374', 'longitude': '-73.90273891862417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  152 STREET,AVENUE ST JOHN,EAST  152 STREET,AVENUE ST JOHN,KELLY STREET,,,,,,,,,
58919163,2023-09-25T15:05:42.000,2023-09-25T16:22:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10457,265 EAST  182 STREET,EAST  182 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T16:22:14.000,05 BRONX,2031500045,BRONX,1012093,251000,ONLINE,Unspecified,BRONX,40.85556798829767,-73.89935066841451,"{'latitude': '40.85556798829767', 'longitude': '-73.89935066841451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,RYER AVENUE,VALENTINE AVENUE,RYER AVENUE,VALENTINE AVENUE,EAST  182 STREET,,,,,,,,,
58924577,2023-09-25T15:05:37.000,2023-09-25T15:27:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10456,3468 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T15:27:46.000,03 BRONX,2023890007,BRONX,1009544,241974,PHONE,Unspecified,BRONX,40.830801944104365,-73.90859905612223,"{'latitude': '40.830801944104365', 'longitude': '-73.90859905612223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,PARK AVENUE,,,,,,,,,
58916677,2023-09-25T15:05:35.000,2023-09-25T15:16:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11206,294 MESEROLE STREET,MESEROLE STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T15:16:21.000,01 BROOKLYN,3030560001,BROOKLYN,1001883,197490,MOBILE,Unspecified,BROOKLYN,40.70872361493803,-73.93639910377559,"{'latitude': '40.70872361493803', 'longitude': '-73.93639910377559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WATERBURY STREET,BOGART STREET,WATERBURY STREET,BOGART STREET,MESEROLE STREET,,,,,,,,,
58921991,2023-09-25T15:05:28.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10021,311 EAST   73 STREET,EAST   73 STREET,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T09:02:28.000,08 MANHATTAN,1014480009,MANHATTAN,996068,219545,PHONE,Unspecified,MANHATTAN,40.76926878713566,-73.9573346182466,"{'latitude': '40.76926878713566', 'longitude': '-73.9573346182466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   73 STREET,,,,,,,,,
58921127,2023-09-25T15:05:13.000,2023-09-25T15:10:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10468,2535 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T15:10:17.000,07 BRONX,2032140044,BRONX,1011527,254549,MOBILE,Unspecified,BRONX,40.865310686039486,-73.90138225011205,"{'latitude': '40.865310686039486', 'longitude': '-73.90138225011205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,GRAND AVENUE,,,,,,,,,
58918817,2023-09-25T15:05:00.000,2023-09-28T08:45:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11385,1680 MADISON STREET,MADISON STREET,ADDRESS,RIDGEWOOD,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-28T08:45:00.000,05 QUEENS,4034510007,QUEENS,1009798,194428,ONLINE,Unspecified,QUEENS,40.700299836296374,-73.90786193263344,"{'latitude': '40.700299836296374', 'longitude': '-73.90786193263344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MYRTLE AVE,CYPRESS AVE,,,,N/A,,,,,,,,
58925278,2023-09-25T15:04:56.000,2023-09-25T15:04:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11208,1453 ELDERT LANE,ELDERT LANE,INTERSECTION,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-25T15:04:56.000,05 BROOKLYN,,BROOKLYN,1021997,184841,ONLINE,Unspecified,BROOKLYN,40.67394212308596,-73.86392038942958,"{'latitude': '40.67394212308596', 'longitude': '-73.86392038942958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other (Explain Below),ELDERT LANE,SUTTER AVENUE,ELDERT LANE,SUTTER AVENUE,,,,,,,,,,
58922383,2023-09-25T15:04:55.000,2023-09-25T15:15:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11211,LEE AVENUE,LEE AVENUE,BLOCKFACE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T15:15:10.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,Street/Sidewalk,ROEBLING STREET,WILSON STREET,ROEBLING STREET,WILSON STREET,,,,,,,,,,
