unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58843331,2023-09-17T07:12:47.000,2023-09-17T22:07:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,63-27 METRO AVENUE,METRO AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T22:07:21.000,05 QUEENS,4027710047,QUEENS,1012546,198912,MOBILE,Unspecified,QUEENS,40.71259898959643,-73.89793252187502,"{'latitude': '40.71259898959643', 'longitude': '-73.89793252187502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 STREET,ADMIRAL AVENUE,,62 STREET,ADMIRAL AVENUE,METROPOLITAN AVENUE,,,,
58842607,2023-09-17T07:12:47.000,2023-09-17T07:16:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,643 WEST  172 STREET,WEST  172 STREET,ADDRESS,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T07:16:27.000,12 MANHATTAN,1021420097,MANHATTAN,1000946,246854,ONLINE,Unspecified,MANHATTAN,40.84421656446944,-73.93965613439441,"{'latitude': '40.84421656446944', 'longitude': '-73.93965613439441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,FORT WASHINGTON AVENUE,,BROADWAY,FORT WASHINGTON AVENUE,WEST  172 STREET,,,,
58838406,2023-09-17T07:12:42.000,2023-09-17T09:05:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,124-20 94 AVENUE,94 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:05:58.000,09 QUEENS,4094410026,QUEENS,1033258,192408,ONLINE,Unspecified,QUEENS,40.69465659037222,-73.82326904487707,"{'latitude': '40.69465659037222', 'longitude': '-73.82326904487707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",124 STREET,125 STREET,,124 STREET,125 STREET,94 AVENUE,,,,
58841402,2023-09-17T07:12:40.000,2023-09-17T07:21:55.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10025,700 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T07:21:57.000,07 MANHATTAN,1012410036,MANHATTAN,992182,228086,MOBILE,Unspecified,MANHATTAN,40.79271590890203,-73.97135378310915,"{'latitude': '40.79271590890203', 'longitude': '-73.97135378310915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   93 STREET,WEST   94 STREET,,WEST   93 STREET,WEST   94 STREET,AMSTERDAM AVENUE,,,,
58841228,2023-09-17T07:12:33.000,2023-09-17T08:52:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10456,1005 BOSTON ROAD,BOSTON ROAD,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T08:52:59.000,03 BRONX,2026070095,BRONX,1009904,240080,ONLINE,Unspecified,BRONX,40.82560241973484,-73.9073054240952,"{'latitude': '40.82560241973484', 'longitude': '-73.9073054240952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  164 STREET,EAST  165 STREET,,EAST  164 STREET,EAST  165 STREET,BOSTON ROAD,,,,
58842676,2023-09-17T07:12:29.000,2023-09-17T08:42:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3545 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:43:04.000,26 BRONX,2059000001,BRONX,1017789,263252,MOBILE,Unspecified,BRONX,40.889176136507665,-73.87869895902735,"{'latitude': '40.889176136507665', 'longitude': '-73.87869895902735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,JEROME AVENUE,,,,
58840296,2023-09-17T07:12:26.000,2023-09-17T16:28:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11416,95-32 81 STREET,81 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T16:29:03.000,09 QUEENS,4090080021,QUEENS,1023353,188184,PHONE,Unspecified,QUEENS,40.68311200393659,-73.8590125604383,"{'latitude': '40.68311200393659', 'longitude': '-73.8590125604383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",95 AVENUE,97 AVENUE,,95 AVENUE,97 AVENUE,81 STREET,,,,
58842282,2023-09-17T07:12:04.000,2023-09-17T22:07:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,63-15 METRO AVENUE,METRO AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T22:07:41.000,05 QUEENS,4027710058,QUEENS,1012542,198912,MOBILE,Unspecified,QUEENS,40.712599002388224,-73.89794695040003,"{'latitude': '40.712599002388224', 'longitude': '-73.89794695040003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 STREET,ADMIRAL AVENUE,,62 STREET,ADMIRAL AVENUE,METROPOLITAN AVENUE,,,,
58839564,2023-09-17T07:11:59.000,2023-09-17T07:50:33.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10016,30 EAST   30 STREET,EAST   30 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:50:37.000,05 MANHATTAN,1008590026,MANHATTAN,988536,210746,ONLINE,Unspecified,MANHATTAN,40.74512463850905,-73.98453227710138,"{'latitude': '40.74512463850905', 'longitude': '-73.98453227710138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE SOUTH,,MADISON AVENUE,PARK AVENUE SOUTH,EAST   30 STREET,,,,
58844733,2023-09-17T07:11:16.000,2023-09-17T08:42:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3545 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:42:59.000,26 BRONX,2059000001,BRONX,1017789,263252,MOBILE,Unspecified,BRONX,40.889176136507665,-73.87869895902735,"{'latitude': '40.889176136507665', 'longitude': '-73.87869895902735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,JEROME AVENUE,,,,
58843279,2023-09-17T07:11:05.000,2023-09-17T13:32:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62 ROAD,62 ROAD,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T13:32:59.000,05 QUEENS,,QUEENS,1011765,199120,MOBILE,Unspecified,QUEENS,40.71317236296845,-73.90074884138154,"{'latitude': '40.71317236296845', 'longitude': '-73.90074884138154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 ROAD,FRESH POND ROAD,,62 ROAD,FRESH POND ROAD,,,,,
58839344,2023-09-17T07:10:58.000,2023-09-17T07:13:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2771 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T07:13:56.000,07 BRONX,2032950070,BRONX,1014795,255325,ONLINE,Unspecified,BRONX,40.86742986555101,-73.88956353970688,"{'latitude': '40.86742986555101', 'longitude': '-73.88956353970688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  197 STREET,EAST  197 STREET,,EAST  197 STREET,EAST  197 STREET,BAINBRIDGE AVENUE,,,,
58840147,2023-09-17T07:10:01.000,2023-09-17T13:32:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62 ROAD,62 ROAD,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T13:32:54.000,05 QUEENS,,QUEENS,1011765,199120,MOBILE,Unspecified,QUEENS,40.71317236296845,-73.90074884138154,"{'latitude': '40.71317236296845', 'longitude': '-73.90074884138154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 ROAD,FRESH POND ROAD,,62 ROAD,FRESH POND ROAD,,,,,
58843034,2023-09-17T07:09:55.000,2023-09-19T06:02:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10009,307 EAST   10 STREET,EAST   10 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T06:02:21.000,03 MANHATTAN,1004040052,MANHATTAN,989395,204333,MOBILE,Unspecified,MANHATTAN,40.727522080016826,-73.98143714104201,"{'latitude': '40.727522080016826', 'longitude': '-73.98143714104201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE A,AVENUE B,,AVENUE A,AVENUE B,EAST   10 STREET,,,,
58842294,2023-09-17T07:09:35.000,2023-09-17T07:45:19.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10471,201 WEST  261 STREET,WEST  261 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T07:45:23.000,08 BRONX,2058811088,BRONX,1012787,270699,ONLINE,Unspecified,BRONX,40.90963334416258,-73.89675801070466,"{'latitude': '40.90963334416258', 'longitude': '-73.89675801070466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,HUXLEY AVENUE,,BROADWAY,HUXLEY AVENUE,WEST  261 STREET,,,,
58840253,2023-09-17T07:09:26.000,2023-09-17T08:32:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,1917 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T08:32:34.000,08 BROOKLYN,3013380054,BROOKLYN,1004908,185694,PHONE,Unspecified,BROOKLYN,40.67633978719255,-73.92552433656616,"{'latitude': '40.67633978719255', 'longitude': '-73.92552433656616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGSBOROUGH    3 WALK,BUFFALO AVENUE,,KINGSBOROUGH    3 WALK,BUFFALO AVENUE,PACIFIC STREET,,,,
58845135,2023-09-17T07:08:47.000,2023-09-17T09:14:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10467,EAST  207 STREET,EAST  207 STREET,INTERSECTION,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T09:14:35.000,07 BRONX,,BRONX,1018407,258270,MOBILE,Unspecified,BRONX,40.875499742763246,-73.87648923718476,"{'latitude': '40.875499742763246', 'longitude': '-73.87648923718476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  207 STREET,PERRY AVENUE,,EAST  207 STREET,PERRY AVENUE,,,,,
58840975,2023-09-17T07:08:18.000,2023-09-20T09:11:02.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10036,653 10 AVENUE,10 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:45:53.000,04 MANHATTAN,1010750029,MANHATTAN,986027,216980,ONLINE,Unspecified,MANHATTAN,40.76223624645535,-73.99358534647999,"{'latitude': '40.76223624645535', 'longitude': '-73.99358534647999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   46 STREET,WEST   47 STREET,,WEST   46 STREET,WEST   47 STREET,10 AVENUE,,,,
58837933,2023-09-17T07:08:00.000,2023-09-24T14:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",,11370,,,INTERSECTION,QUEENS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-24T14:00:00.000,01 QUEENS,,QUEENS,1013917,221214,PHONE,Unspecified,QUEENS,40.77380787209609,-73.89288877802092,"{'latitude': '40.77380787209609', 'longitude': '-73.89288877802092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,19 AVENUE,HAZEN STREET,,,,,
58839393,2023-09-17T07:07:38.000,2023-09-17T08:56:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2705 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:57:03.000,07 BRONX,2032940053,BRONX,1014407,254807,MOBILE,Unspecified,BRONX,40.866009448186574,-73.89096869622344,"{'latitude': '40.866009448186574', 'longitude': '-73.89096869622344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  194 STREET,EAST  196 STREET,,EAST  194 STREET,EAST  196 STREET,BAINBRIDGE AVENUE,,,,
58837288,2023-09-17T07:06:39.000,2023-09-17T07:18:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,121-25 8 AVENUE,8 AVENUE,ADDRESS,COLLEGE POINT,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T07:18:46.000,07 QUEENS,4039420043,QUEENS,1026721,227197,ONLINE,Unspecified,QUEENS,40.79017734857342,-73.8466228331524,"{'latitude': '40.79017734857342', 'longitude': '-73.8466228331524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE PLACE,COLLEGE POINT BOULEVARD,,COLLEGE PLACE,COLLEGE POINT BOULEVARD,8 AVENUE,,,,
58837724,2023-09-17T07:06:15.000,2023-09-19T10:56:42.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10453,2183 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,This request required re-assignment to a new DOT unit.,2023-09-18T14:09:41.000,05 BRONX,2031810042,BRONX,1011008,251157,ONLINE,Unspecified,BRONX,40.85600226120347,-73.90327219214285,"{'latitude': '40.85600226120347', 'longitude': '-73.90327219214285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CAMERON PLACE,EAST  182 STREET,,CAMERON PLACE,EAST  182 STREET,MORRIS AVENUE,,,,
58844276,2023-09-17T07:06:15.000,2023-09-17T09:15:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1180 46 STREET,46 STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T09:15:34.000,12 BROOKLYN,3056210041,BROOKLYN,986151,171853,MOBILE,Unspecified,BROOKLYN,40.638373179827376,-73.99315046632024,"{'latitude': '40.638373179827376', 'longitude': '-73.99315046632024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW UTRECHT AVENUE,12 AVENUE,,NEW UTRECHT AVENUE,12 AVENUE,46 STREET,,,,
58843222,2023-09-17T07:05:56.000,2023-09-17T09:14:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3210 PERRY AVENUE,PERRY AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T09:14:15.000,07 BRONX,2033460010,BRONX,1018292,258059,MOBILE,Unspecified,BRONX,40.874921057657204,-73.87690614558501,"{'latitude': '40.874921057657204', 'longitude': '-73.87690614558501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  206 STREET,EAST  207 STREET,,EAST  206 STREET,EAST  207 STREET,PERRY AVENUE,,,,
58841148,2023-09-17T07:05:42.000,2023-09-17T07:44:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,201 WEST  261 STREET,WEST  261 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T07:44:07.000,08 BRONX,2058811088,BRONX,1012787,270699,ONLINE,Unspecified,BRONX,40.90963334416258,-73.89675801070466,"{'latitude': '40.90963334416258', 'longitude': '-73.89675801070466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,HUXLEY AVENUE,,BROADWAY,HUXLEY AVENUE,WEST  261 STREET,,,,
58842634,2023-09-17T07:04:10.000,2023-09-17T07:22:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,127 MULBERRY STREET,MULBERRY STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T07:22:21.000,02 MANHATTAN,1002060016,MANHATTAN,984794,200864,ONLINE,Unspecified,MANHATTAN,40.71800199374638,-73.99803756019594,"{'latitude': '40.71800199374638', 'longitude': '-73.99803756019594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CANAL STREET,HESTER STREET,,CANAL STREET,HESTER STREET,MULBERRY STREET,,,,
58839698,2023-09-17T07:03:52.000,2023-09-29T15:12:37.000,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,10026,MORNINGSIDE PARK,MORNINGSIDE PARK,UNRECOGNIZED,NEW YORK,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-29T15:12:41.000,09 MANHATTAN,1018500001,MANHATTAN,995757,232836,PHONE,Unspecified,MANHATTAN,40.805749429987166,-73.95843462297886,"{'latitude': '40.805749429987166', 'longitude': '-73.95843462297886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  116 STREET,WEST  117 STREET,,WEST  116 STREET,WEST  117 STREET,MORNINGSIDE PARK,,,,
58843071,2023-09-17T07:03:31.000,2023-09-18T14:06:04.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10013,86 WALKER STREET,WALKER STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T14:06:06.000,01 MANHATTAN,1001960026,MANHATTAN,983860,200910,ONLINE,Unspecified,MANHATTAN,40.718128260827825,-74.00140689884839,"{'latitude': '40.718128260827825', 'longitude': '-74.00140689884839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTLANDT ALLEY,LAFAYETTE STREET,,CORTLANDT ALLEY,LAFAYETTE STREET,WALKER STREET,,,,
