unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough
58876679,2023-09-20T15:27:03.000,2023-09-25T14:46:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10003,244 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,03 MANHATTAN,1004680027,MANHATTAN,987951,206021,PHONE,Unspecified,MANHATTAN,40.73215594919431,-73.98664608002237,"{'latitude': '40.73215594919431', 'longitude': '-73.98664608002237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58878304,2023-09-20T15:27:02.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,Street,11369,LAGUARDIA AIRPORT,LAGUARDIA AIRPORT,UNRECOGNIZED,EAST ELMHURST,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:58.000,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,LA GUARDIA AIRPORT,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,
58872731,2023-09-20T15:27:00.000,2023-11-09T08:54:34.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10454,80 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-09T00:00:00.000,01 BRONX,2022957501,BRONX,1004742,233006,ONLINE,Unspecified,BRONX,40.806199762400574,-73.92597866184836,"{'latitude': '40.806199762400574', 'longitude': '-73.92597866184836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58872296,2023-09-20T15:27:00.000,2023-09-21T09:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,,11206,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T09:00:00.000,01 BROOKLYN,,BROOKLYN,1000767,198398,UNKNOWN,Unspecified,BROOKLYN,40.711218012618076,-73.9404222025181,"{'latitude': '40.711218012618076', 'longitude': '-73.9404222025181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BUSHWICK AVENUE,MAUJER STREET,,N/A,,,,
58871589,2023-09-20T15:26:42.000,2023-09-21T12:11:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10032,504 WEST  159 STREET,WEST  159 STREET,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T15:26:42.000,12 MANHATTAN,1021170032,MANHATTAN,1000436,243229,MOBILE,Unspecified,MANHATTAN,40.83426794537464,-73.94150816045477,"{'latitude': '40.83426794537464', 'longitude': '-73.94150816045477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  159 STREET,,,,,
58878090,2023-09-20T15:26:41.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11421,89-40 89 STREET,89 STREET,ADDRESS,WOODHAVEN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-21T13:46:12.000,09 QUEENS,4089700024,QUEENS,1024587,190676,UNKNOWN,Unspecified,QUEENS,40.689946426371186,-73.85454841262973,"{'latitude': '40.689946426371186', 'longitude': '-73.85454841262973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,89 STREET,,,,,
58871496,2023-09-20T15:26:21.000,2023-09-20T16:31:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,140-53 169 STREET,169 STREET,ADDRESS,JAMAICA,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T16:31:21.000,12 QUEENS,4125870036,QUEENS,1047787,183679,PHONE,Unspecified,QUEENS,40.67060517172108,-73.77095758560569,"{'latitude': '40.67060517172108', 'longitude': '-73.77095758560569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",140 AVENUE,144 AVENUE,140 AVENUE,144 AVENUE,169 STREET,,,,,
58879815,2023-09-20T15:26:19.000,2023-09-20T17:01:44.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11368,96-01 ROOSEVELT AVENUE,ROOSEVELT AVENUE,ADDRESS,CORONA,Closed,N/A,2023-09-20T17:01:48.000,03 QUEENS,4017580016,QUEENS,1020469,212251,PHONE,Unspecified,QUEENS,40.74918234933479,-73.869281431629,"{'latitude': '40.74918234933479', 'longitude': '-73.869281431629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JUNCTION BOULEVARD,97 STREET,JUNCTION BOULEVARD,97 STREET,ROOSEVELT AVENUE,,,,,
58879629,2023-09-20T15:26:17.000,2023-09-21T08:44:06.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11421,89-40 89 STREET,89 STREET,ADDRESS,WOODHAVEN,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-21T08:44:09.000,09 QUEENS,4089700024,QUEENS,1024587,190676,ONLINE,Unspecified,QUEENS,40.689946426371186,-73.85454841262973,"{'latitude': '40.689946426371186', 'longitude': '-73.85454841262973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,89 STREET,,,,,
58876553,2023-09-20T15:26:14.000,2023-09-20T20:26:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-20T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58879219,2023-09-20T15:26:14.000,2023-10-01T15:59:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880231,2023-09-20T15:26:00.000,2023-09-21T01:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,,10459,,,INTERSECTION,BRONX,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T01:45:00.000,01 BRONX,,BRONX,1011485,237929,UNKNOWN,Unspecified,BRONX,40.819693804076756,-73.90160159492376,"{'latitude': '40.819693804076756', 'longitude': '-73.90160159492376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,PROSPECT AVENUE,WESTCHESTER AVENUE,,N/A,,,,
58874477,2023-09-20T15:25:54.000,2023-10-10T12:12:00.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10012,57 CROSBY STREET,CROSBY STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-22T12:33:42.000,02 MANHATTAN,1004820009,MANHATTAN,984672,202344,PHONE,Unspecified,MANHATTAN,40.72206424388386,-73.99847757339043,"{'latitude': '40.72206424388386', 'longitude': '-73.99847757339043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOME STREET,SPRING STREET,BROOME STREET,SPRING STREET,CROSBY STREET,,,,,
58875672,2023-09-20T15:25:52.000,2023-09-26T09:49:14.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11427,89-59 VANDERVEER STREET,VANDERVEER STREET,ADDRESS,QUEENS VILLAGE,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-26T09:49:18.000,13 QUEENS,4106570067,QUEENS,1053996,203198,PHONE,Unspecified,QUEENS,40.72413332291023,-73.74837296443029,"{'latitude': '40.72413332291023', 'longitude': '-73.74837296443029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,VANDERVEER STREET,,,,,
58871711,2023-09-20T15:25:37.000,2023-09-26T10:26:00.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11216,209 MACDONOUGH STREET,MACDONOUGH STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-09-26T10:26:04.000,03 BROOKLYN,3018530045,BROOKLYN,1001387,187627,PHONE,Unspecified,BROOKLYN,40.68165294957212,-73.93821323054166,"{'latitude': '40.68165294957212', 'longitude': '-73.93821323054166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,MAC DONOUGH STREET,,,,,
58872918,2023-09-20T15:25:29.000,2023-09-26T12:33:55.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Overpass,10472,1985 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-09-26T12:33:58.000,09 BRONX,2037870036,BRONX,1023674,240452,PHONE,Unspecified,BRONX,40.826572724906526,-73.85754871838242,"{'latitude': '40.826572724906526', 'longitude': '-73.85754871838242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VIRGINIA AVENUE,BRUCKNER EXPRESSWAY EXIT   53 WB,VIRGINIA AVENUE,BRUCKNER EXPRESSWAY EXIT   53 WB,BRUCKNER BOULEVARD,,,,,
58874722,2023-09-20T15:25:18.000,2023-09-20T15:25:18.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11355,142-35 60 AVENUE,60 AVENUE,ADDRESS,FLUSHING,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-20T00:00:00.000,07 QUEENS,4064090008,QUEENS,1033006,209993,UNKNOWN,Unspecified,QUEENS,40.74292448049798,-73.82405042079392,"{'latitude': '40.74292448049798', 'longitude': '-73.82405042079392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58878643,2023-09-20T15:25:17.000,2023-09-20T15:25:17.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11420,131-21 131 STREET,131 STREET,ADDRESS,SOUTH OZONE PARK,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-20T00:00:00.000,10 QUEENS,4117760002,QUEENS,1037614,183319,UNKNOWN,Unspecified,QUEENS,40.66968421954297,-73.80763261513685,"{'latitude': '40.66968421954297', 'longitude': '-73.80763261513685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880142,2023-09-20T15:25:16.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11420,115-15 122 STREET,122 STREET,ADDRESS,SOUTH OZONE PARK,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-31T00:00:00.000,10 QUEENS,4116660060,QUEENS,1035080,186093,UNKNOWN,Unspecified,QUEENS,40.677313121151755,-73.816746271299,"{'latitude': '40.677313121151755', 'longitude': '-73.816746271299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58879788,2023-09-20T15:25:16.000,2023-09-20T15:25:16.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10003,310 EAST   12 STREET,EAST   12 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,03 MANHATTAN,1004530011,MANHATTAN,988299,205523,UNKNOWN,Unspecified,MANHATTAN,40.73078890884715,-73.98539072877799,"{'latitude': '40.73078890884715', 'longitude': '-73.98539072877799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58878795,2023-09-20T15:25:16.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11417,86-24 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,OZONE PARK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,10 QUEENS,4113960037,QUEENS,1026009,184464,UNKNOWN,Unspecified,QUEENS,40.67288932831993,-73.8494593141384,"{'latitude': '40.67288932831993', 'longitude': '-73.8494593141384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58878274,2023-09-20T15:24:57.000,2023-09-26T11:49:44.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11219,4617 15 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-26T11:49:48.000,12 BROOKLYN,3054360003,BROOKLYN,988105,170222,PHONE,Unspecified,BROOKLYN,40.633895797184564,-73.98611089908412,"{'latitude': '40.633895797184564', 'longitude': '-73.98611089908412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46 STREET,47 STREET,46 STREET,47 STREET,15 AVENUE,,,,,
58874937,2023-09-20T15:24:55.000,2023-09-20T16:10:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1916 HENNESSY PLACE,HENNESSY PLACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T16:10:18.000,05 BRONX,2032280084,BRONX,1007686,250634,MOBILE,Unspecified,BRONX,40.85457622624488,-73.91528274930445,"{'latitude': '40.85457622624488', 'longitude': '-73.91528274930445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST BURNSIDE AVENUE,WEST  179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,HENNESSY PLACE,,,,,
58873160,2023-09-20T15:24:55.000,2023-09-22T12:34:57.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10306,50 BEACON PLACE,BEACON PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-09-22T10:05:54.000,02 STATEN ISLAND,5040670031,STATEN ISLAND,956019,145006,ONLINE,Unspecified,STATEN ISLAND,40.56463888373387,-74.10160746891536,"{'latitude': '40.56463888373387', 'longitude': '-74.10160746891536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HETT AVENUE,ROMA AVENUE,HETT AVENUE,ROMA AVENUE,BEACON PLACE,,,,,
