unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction
58828724,2023-09-16T18:04:58.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11694,BEACH  122 STREET,BEACH  122 STREET,BEACH  122 STREET,BEACH CHANNEL DRIVE,BEACH  122 STREET,BEACH CHANNEL DRIVE,INTERSECTION,,,Closed,14 QUEENS,,QUEENS,1027542,151172,ONLINE,Unspecified,QUEENS,40.581502578215854,-73.84414641458724,"{'latitude': '40.581502578215854', 'longitude': '-73.84414641458724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T13:25:00.000,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-26T13:25:05.000,,,,,,,
58833794,2023-09-16T18:04:57.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,994 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,04 BROOKLYN,3032070009,BROOKLYN,1003884,193845,ONLINE,Unspecified,BROOKLYN,40.69871473575902,-73.92919227857396,"{'latitude': '40.69871473575902', 'longitude': '-73.92919227857396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:29:15.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:29:19.000,,,,,,,
58836808,2023-09-16T18:04:54.000,TLC,Taxi and Limousine Commission,Green Taxi Complaint,Driver Complaint - Passenger,Street,11217,572 ATLANTIC AVENUE,ATLANTIC AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,02 BROOKLYN,3001860035,BROOKLYN,990086,188708,PHONE,Unspecified,BROOKLYN,40.68463471314699,-73.97895759561624,"{'latitude': '40.68463471314699', 'longitude': '-73.97895759561624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:25:05.000,,2023-09-21T12:25:08.000,,,"572 ATLANTIC AVENUE, BROOKLYN, NY, 11217",,,,
58830658,2023-09-16T18:04:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,601 EAST   19 STREET,EAST   19 STREET,NEWKIRK AVENUE,FOSTER AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,14 BROOKLYN,3052190040,BROOKLYN,995465,171062,ONLINE,Unspecified,BROOKLYN,40.63619515760128,-73.95959231158953,"{'latitude': '40.63619515760128', 'longitude': '-73.95959231158953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:25:13.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T18:25:17.000,,,,,,,
58831957,2023-09-16T18:04:48.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10011,418 6 AVENUE,6 AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,02 MANHATTAN,1005720008,MANHATTAN,984463,206713,MOBILE,Unspecified,MANHATTAN,40.73405609084859,-73.9992314331111,"{'latitude': '40.73405609084859', 'longitude': '-73.9992314331111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:37:37.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T18:37:40.000,,,,,,,
58831613,2023-09-16T18:04:36.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11207,FULTON STREET,FULTON STREET,FULTON STREET,VERMONT STREET,FULTON STREET,VERMONT STREET,INTERSECTION,,,Closed,05 BROOKLYN,,BROOKLYN,1013286,186124,MOBILE,Unspecified,BROOKLYN,40.67749652364428,-73.8953183693725,"{'latitude': '40.67749652364428', 'longitude': '-73.8953183693725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T21:47:17.000,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,2023-09-18T21:47:20.000,,,,,,,
58835186,2023-09-16T18:04:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10309,27 SPRUCE LANE,SPRUCE LANE,WHITE OAK LANE,RED CEDAR LANE,WHITE OAK LANE,RED CEDAR LANE,ADDRESS,STATEN ISLAND,SPRUCE LANE,Closed,03 STATEN ISLAND,5072670241,STATEN ISLAND,922773,135825,ONLINE,Unspecified,STATEN ISLAND,40.53927069495112,-74.2211808454588,"{'latitude': '40.53927069495112', 'longitude': '-74.2211808454588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:34:24.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T19:34:28.000,,,,,,,
58830323,2023-09-16T18:04:33.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10467,3531 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  211 STREET,EAST  212 STREET,EAST  211 STREET,EAST  212 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,12 BRONX,2046430014,BRONX,1021305,259261,MOBILE,Unspecified,BRONX,40.87820803742535,-73.86600468394619,"{'latitude': '40.87820803742535', 'longitude': '-73.86600468394619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:54:45.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T18:54:50.000,,,,,,,
58830778,2023-09-16T18:04:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,2750 JOHNSON AVENUE,JOHNSON AVENUE,IRWIN AVENUE,WEST  230 STREET,IRWIN AVENUE,WEST  230 STREET,ADDRESS,BRONX,JOHNSON AVENUE,Closed,08 BRONX,2057260673,BRONX,1008526,259877,ONLINE,Unspecified,BRONX,40.879943166536385,-73.9122128063462,"{'latitude': '40.879943166536385', 'longitude': '-73.9122128063462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:00:16.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T19:00:20.000,,,,,,,
58833972,2023-09-16T18:04:21.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10039,2733 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  145 STREET,WEST  146 STREET,WEST  145 STREET,WEST  146 STREET,ADDRESS,NEW YORK,8 AVENUE,In Progress,10 MANHATTAN,1020450011,MANHATTAN,1000391,239188,UNKNOWN,Unspecified,MANHATTAN,40.82317664056447,-73.94168050054863,"{'latitude': '40.82317664056447', 'longitude': '-73.94168050054863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58828916,2023-09-16T18:04:04.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10458,311 EAST  188 STREET,EAST  188 STREET,TIEBOUT AVENUE,ELM PLACE,TIEBOUT AVENUE,ELM PLACE,ADDRESS,BRONX,EAST  188 STREET,Closed,05 BRONX,2030230098,BRONX,1013273,252862,ONLINE,Unspecified,BRONX,40.86067481626392,-73.89507704214209,"{'latitude': '40.86067481626392', 'longitude': '-73.89507704214209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:54:47.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T14:54:50.000,,,,,,,
58831832,2023-09-16T18:03:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:40:14.000,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T19:40:18.000,,,,,,,
58833164,2023-09-16T18:03:24.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10035,RANDALLS ISLAND,RANDALLS ISLAND,RFK BRIDGE BRONX ENTRANCE RAMP,RFK BRIDGE QUEENS ENTRANCE RAMP,RFK BRIDGE BRONX ENTRANCE RAMP,RFK BRIDGE QUEENS ENTRANCE RAMP,UNRECOGNIZED,NEW YORK,RANDALLS ISLAND,Closed,11 MANHATTAN,1018190203,MANHATTAN,1005661,229121,PHONE,Unspecified,MANHATTAN,40.79553432458097,-73.92267143398712,"{'latitude': '40.79553432458097', 'longitude': '-73.92267143398712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:14:45.000,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T18:14:49.000,,,,,,,
58826501,2023-09-16T18:03:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10280,99 BATTERY PLACE,BATTERY PLACE,3 PLACE,WEST THAMES STREET,3 PLACE,WEST THAMES STREET,ADDRESS,NEW YORK,BATTERY PLACE,Closed,01 MANHATTAN,1000167510,MANHATTAN,979612,197212,MOBILE,Unspecified,MANHATTAN,40.70797692524987,-74.01672872615717,"{'latitude': '40.70797692524987', 'longitude': '-74.01672872615717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:33:06.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:33:10.000,,,,,,,
58835265,2023-09-16T18:03:14.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Odor,Restaurant/Bar/Deli/Bakery,11231,407 SMITH STREET,SMITH STREET,4 STREET,4 PLACE,4 STREET,4 PLACE,ADDRESS,BROOKLYN,SMITH STREET,In Progress,06 BROOKLYN,3004680009,BROOKLYN,985305,186288,MOBILE,Unspecified,BROOKLYN,40.677994224159946,-73.99619644860668,"{'latitude': '40.677994224159946', 'longitude': '-73.99619644860668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:07.000,,,,,,,
58829843,2023-09-16T18:03:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11433,110-47 169 STREET,169 STREET,110 ROAD,111 AVENUE,110 ROAD,111 AVENUE,ADDRESS,JAMAICA,169 STREET,Closed,12 QUEENS,4102000091,QUEENS,1044355,192368,ONLINE,Unspecified,QUEENS,40.694478391093085,-73.78325193234126,"{'latitude': '40.694478391093085', 'longitude': '-73.78325193234126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:27:29.000,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T18:27:32.000,,,,,,,
58833209,2023-09-16T18:02:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,188 EAST   51 STREET,EAST   51 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,17 BROOKLYN,3046200021,BROOKLYN,1003668,178886,ONLINE,Unspecified,BROOKLYN,40.657656154897985,-73.93001435849082,"{'latitude': '40.657656154897985', 'longitude': '-73.93001435849082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:25:23.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:25:27.000,,,,,,,
58827905,2023-09-16T18:02:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,132-07 FOCH BOULEVARD,FOCH BOULEVARD,132 STREET,133 STREET,132 STREET,133 STREET,ADDRESS,SOUTH OZONE PARK,FOCH BOULEVARD,Closed,10 QUEENS,4116880037,QUEENS,1037767,185837,PHONE,Unspecified,QUEENS,40.676594623898986,-73.80706108759615,"{'latitude': '40.676594623898986', 'longitude': '-73.80706108759615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T01:32:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:32:34.000,,,,,,,
58827646,2023-09-16T18:02:41.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,11229,33 CELESTE COURT,CELESTE COURT,EVERETT AVENUE,DEVON AVENUE,EVERETT AVENUE,DEVON AVENUE,ADDRESS,BROOKLYN,CELESTE COURT,Closed,15 BROOKLYN,3089320652,BROOKLYN,1004493,155238,ONLINE,Unspecified,BROOKLYN,40.59274553135342,-73.92711184462473,"{'latitude': '40.59274553135342', 'longitude': '-73.92711184462473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:24:40.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T11:24:46.000,,,,,,,
58835822,2023-09-16T18:02:39.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11209,86 STREET,86 STREET,86 STREET,SHORE ROAD,86 STREET,SHORE ROAD,INTERSECTION,,,Closed,10 BROOKLYN,,BROOKLYN,972940,167234,ONLINE,Unspecified,BROOKLYN,40.625687986972345,-74.04074355860274,"{'latitude': '40.625687986972345', 'longitude': '-74.04074355860274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:26:32.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T18:26:34.000,,,,,,,
58836308,2023-09-16T18:02:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:10:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T18:10:36.000,,,,,,,
58832071,2023-09-16T18:02:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,4054 MURDOCK AVENUE,MURDOCK AVENUE,STRANG AVENUE,EDENWALD AVENUE,STRANG AVENUE,EDENWALD AVENUE,ADDRESS,BRONX,MURDOCK AVENUE,Closed,12 BRONX,2049850024,BRONX,1028339,264375,ONLINE,Unspecified,BRONX,40.89221200737859,-73.84053528467446,"{'latitude': '40.89221200737859', 'longitude': '-73.84053528467446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T20:22:15.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T20:22:20.000,,,,,,,
58834090,2023-09-16T18:01:48.000,DOT,Department of Transportation,Street Sign - Damaged,Do Not Enter,Street,10465,LAWTON AVENUE,LAWTON AVENUE,CALHOUN AVENUE,LAWTON AVENUE,CALHOUN AVENUE,LAWTON AVENUE,INTERSECTION,,,Closed,10 BRONX,,BRONX,1034542,237008,MOBILE,Unspecified,BRONX,40.817064743768604,-73.81830513686184,"{'latitude': '40.817064743768604', 'longitude': '-73.81830513686184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:34:22.000,The Department of Transportation has completed the request or corrected the condition.,2023-09-21T10:34:12.000,,,,,,,
58828452,2023-09-16T18:01:42.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11222,MSGR MCGOLRICK PARK,MSGR MCGOLRICK PARK,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,UNRECOGNIZED,BROOKLYN,MONSIGNOR MCGOLRICK PARK,Closed,01 BROOKLYN,3026870001,BROOKLYN,999951,203215,ONLINE,Unspecified,BROOKLYN,40.724441004030766,-73.94335432615917,"{'latitude': '40.724441004030766', 'longitude': '-73.94335432615917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:15:45.000,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-16T19:15:50.000,,,,,,,
58826857,2023-09-16T18:01:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-26 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,12 QUEENS,4101460051,QUEENS,1041463,192497,ONLINE,Unspecified,QUEENS,40.694851633900804,-73.79367980321378,"{'latitude': '40.694851633900804', 'longitude': '-73.79367980321378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:19:19.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:19:24.000,,,,,,,
58836510,2023-09-16T18:01:03.000,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,10306,2380 HYLAN BOULEVARD,HYLAN BOULEVARD,OTIS AVENUE,LOCUST AVENUE,OTIS AVENUE,LOCUST AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,02 STATEN ISLAND,5039040001,STATEN ISLAND,954506,148102,PHONE,Unspecified,STATEN ISLAND,40.573131848523104,-74.10706658993927,"{'latitude': '40.573131848523104', 'longitude': '-74.10706658993927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:01:03.000,An inspection of the property was conducted and no violations were found.,2023-09-16T18:01:03.000,,,,,,,
58829929,2023-09-16T18:01:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11420,125 STREET,125 STREET,125 STREET,LINDEN BOULEVARD,125 STREET,LINDEN BOULEVARD,INTERSECTION,,,Closed,10 QUEENS,,QUEENS,1035507,187167,PHONE,Unspecified,QUEENS,40.6802585392866,-73.8151986749156,"{'latitude': '40.6802585392866', 'longitude': '-73.8151986749156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T08:56:56.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:57:00.000,,,,,,,
