unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,vehicle_type,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58943578,2023-09-27T19:33:06.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10031,707 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-28T00:00:00.000,09 MANHATTAN,MANHATTAN,999591,239600,UNKNOWN,Unspecified,MANHATTAN,40.82430888913169,-73.94457006021238,"{'latitude': '40.82430888913169', 'longitude': '-73.94457006021238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020600031,,,,N/A,,,,,
58945365,2023-09-27T19:33:04.000,2023-11-13T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11374,85-25 68 ROAD,68 ROAD,,,,,ADDRESS,REGO PARK,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-13T00:00:00.000,06 QUEENS,QUEENS,1023196,199841,UNKNOWN,Unspecified,QUEENS,40.71510839931713,-73.85951122181137,"{'latitude': '40.71510839931713', 'longitude': '-73.85951122181137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4031480035,,,,,,,,,
58944684,2023-09-27T19:32:56.000,2023-09-27T19:57:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11231,SMITH STREET,SMITH STREET,1 PLACE,SMITH STREET,1 PLACE,SMITH STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T19:57:52.000,06 BROOKLYN,BROOKLYN,985598,186955,MOBILE,Unspecified,BROOKLYN,40.67982494835909,-73.99513997343031,"{'latitude': '40.67982494835909', 'longitude': '-73.99513997343031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58937897,2023-09-27T19:32:38.000,2023-10-02T14:49:44.000,DOT,Department of Transportation,Street Sign - Dangling,St Name - Attached to Pole,Street,11385,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,WOODHAVEN BOULEVARD,MYRTLE AVENUE,WOODHAVEN BOULEVARD,INTERSECTION,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-02T14:49:48.000,05 QUEENS,QUEENS,1024373,195284,PHONE,Unspecified,QUEENS,40.70259527108999,-73.85529262689504,"{'latitude': '40.70259527108999', 'longitude': '-73.85529262689504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58943609,2023-09-27T19:32:34.000,2023-09-27T20:11:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10019,870 7 AVENUE,7 AVENUE,WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:11:08.000,05 MANHATTAN,MANHATTAN,989576,217813,PHONE,Unspecified,MANHATTAN,40.76452119111014,-73.9807734288264,"{'latitude': '40.76452119111014', 'longitude': '-73.9807734288264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58935733,2023-09-27T19:32:00.000,2023-09-28T23:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11357,33 BOULEVARD,BOULEVARD,BOULEVARD,8 AVE,,,ADDRESS,WHITESTONE,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T23:45:00.000,07 QUEENS,QUEENS,1031486,227514,ONLINE,Unspecified,QUEENS,40.79102324218122,-73.82941261607833,"{'latitude': '40.79102324218122', 'longitude': '-73.82941261607833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4044210008,,,,N/A,,,,,
58942126,2023-09-27T19:32:00.000,2023-10-03T22:36:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PL,BEAVER ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-03T22:36:00.000,01 MANHATTAN,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,40.70518888558303,-74.01150547744486,"{'latitude': '40.70518888558303', 'longitude': '-74.01150547744486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000250001,,,,N/A,,,,,
58943734,2023-09-27T19:31:39.000,2023-09-27T20:52:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2851 WEBB AVENUE,WEBB AVENUE,WEST  197 STREET,RESERVOIR AVENUE,WEST  197 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,WEBB AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T20:52:20.000,08 BRONX,BRONX,1011721,257451,ONLINE,Unspecified,BRONX,40.8732751835183,-73.90066896231632,"{'latitude': '40.8732751835183', 'longitude': '-73.90066896231632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032500034,,,,,,,,,
58940721,2023-09-27T19:31:38.000,2023-09-30T13:06:45.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Street,10314,2655 RICHMOND AVENUE,RICHMOND AVENUE,STATEN ISLAND MALL ACCESS ROAD,STATEN ISLAND MALL ACCESS ROAD,STATEN ISLAND MALL ACCESS ROAD,STATEN ISLAND MALL ACCESS ROAD,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T22:56:34.000,02 STATEN ISLAND,STATEN ISLAND,937292,151471,ONLINE,Unspecified,STATEN ISLAND,40.5823046113327,-74.16905343328875,"{'latitude': '40.5823046113327', 'longitude': '-74.16905343328875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5024000180,,,,,,,,,
58942359,2023-09-27T19:31:35.000,2023-09-27T20:25:54.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11206,874 MYRTLE AVENUE,MYRTLE AVENUE,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T20:26:00.000,03 BROOKLYN,BROOKLYN,998843,192699,PHONE,Unspecified,BROOKLYN,40.695578981573085,-73.94737453244754,"{'latitude': '40.695578981573085', 'longitude': '-73.94737453244754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3017550032,,,,,,,,,
58938355,2023-09-27T19:31:23.000,2023-09-27T20:08:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10128,1150 PARK AVENUE,PARK AVENUE,EAST   91 STREET,EAST   92 STREET,EAST   91 STREET,EAST   92 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:08:04.000,08 MANHATTAN,MANHATTAN,996825,224829,ONLINE,Unspecified,MANHATTAN,40.78377093073734,-73.95459180619858,"{'latitude': '40.78377093073734', 'longitude': '-73.95459180619858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58937540,2023-09-27T19:31:18.000,2023-10-03T13:17:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10025,212 WEST   99 STREET,WEST   99 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,07 MANHATTAN,MANHATTAN,992687,229365,PHONE,Unspecified,MANHATTAN,40.7962259498059,-73.96952838176158,"{'latitude': '40.7962259498059', 'longitude': '-73.96952838176158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018700042,,,,,,,,,
58937543,2023-09-27T19:31:18.000,2023-10-03T13:17:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10025,212 WEST   99 STREET,WEST   99 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,07 MANHATTAN,MANHATTAN,992687,229365,PHONE,Unspecified,MANHATTAN,40.7962259498059,-73.96952838176158,"{'latitude': '40.7962259498059', 'longitude': '-73.96952838176158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018700042,,,,,,,,,
58941226,2023-09-27T19:31:14.000,2023-09-27T19:53:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2116 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:53:59.000,09 BROOKLYN,BROOKLYN,995106,179737,MOBILE,Unspecified,BROOKLYN,40.66000659902708,-73.96087182826301,"{'latitude': '40.66000659902708', 'longitude': '-73.96087182826301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58938884,2023-09-27T19:31:06.000,2023-09-29T19:37:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58941389,2023-09-27T19:31:06.000,2023-09-29T19:37:27.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58945178,2023-09-27T19:31:06.000,2023-09-29T19:37:26.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58942738,2023-09-27T19:31:06.000,2023-09-29T19:37:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58942654,2023-09-27T19:31:06.000,2023-09-29T19:37:26.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58943997,2023-09-27T19:31:06.000,2023-09-29T19:37:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58945304,2023-09-27T19:31:06.000,2023-09-29T19:37:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58936164,2023-09-27T19:31:06.000,2023-09-29T19:37:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58943555,2023-09-27T19:31:06.000,2023-09-29T19:37:27.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58944022,2023-09-27T19:31:06.000,2023-09-29T19:37:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10473,1115 HARDING PARK,HARDING PARK,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BRONX,BRONX,1023432,234488,PHONE,Unspecified,BRONX,40.810204320286026,-73.85845795952595,"{'latitude': '40.810204320286026', 'longitude': '-73.85845795952595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2034520056,,,,,,,,,
58945155,2023-09-27T19:31:04.000,2023-10-02T10:22:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,08 BRONX,BRONX,1011734,257483,ONLINE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032500071,,,,,,,,,
58943891,2023-09-27T19:31:03.000,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10472,1326 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,09 BRONX,BRONX,1020604,242935,ONLINE,Unspecified,BRONX,40.83340101021472,-73.86862811896489,"{'latitude': '40.83340101021472', 'longitude': '-73.86862811896489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2038750017,,,,,,,,,
58944412,2023-09-27T19:30:56.000,2023-10-02T12:09:21.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10461,3239 WESTCHESTER AVENUE,WESTCHESTER AVENUE,CONTINENTAL AVENUE,ST PAUL AVENUE,CONTINENTAL AVENUE,ST PAUL AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-28T03:18:58.000,10 BRONX,BRONX,1031599,249781,ONLINE,Unspecified,BRONX,40.85213913929641,-73.82884741184267,"{'latitude': '40.85213913929641', 'longitude': '-73.82884741184267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
