unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction
58914324,2023-09-24T20:20:18.000,2023-09-24T21:03:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,2470B 8 AVENUE,8 AVENUE,WEST  132 STREET,WEST  133 STREET,WEST  132 STREET,WEST  133 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:03:42.000,10 MANHATTAN,1019380001,MANHATTAN,998680,236088,ONLINE,Unspecified,MANHATTAN,40.81467097543831,-73.94786922679937,"{'latitude': '40.81467097543831', 'longitude': '-73.94786922679937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910920,2023-09-24T20:19:40.000,2023-09-24T20:48:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10474,649 BRYANT AVENUE,BRYANT AVENUE,RANDALL AVENUE,HUNTS POINT AVENUE,RANDALL AVENUE,HUNTS POINT AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:48:17.000,02 BRONX,2027660073,BRONX,1016031,235574,PHONE,Unspecified,BRONX,40.81321480902939,-73.88518834164246,"{'latitude': '40.81321480902939', 'longitude': '-73.88518834164246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910414,2023-09-24T20:19:15.000,2023-09-25T07:34:57.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,2010 POWELL AVENUE,POWELL AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,09 BRONX,2038010001,BRONX,1024038,241876,ONLINE,Unspecified,BRONX,40.830479560431925,-73.85622502935952,"{'latitude': '40.830479560431925', 'longitude': '-73.85622502935952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913075,2023-09-24T20:19:00.000,2023-09-26T11:35:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10302,282 NICHOLAS AVENUE,NICHOLAS AVENUE,BLACKFORD AVENUE,HOOKER PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:35:00.000,01 STATEN ISLAND,5011260052,STATEN ISLAND,944937,169939,PHONE,Unspecified,STATEN ISLAND,40.633032623158414,-74.14163823541325,"{'latitude': '40.633032623158414', 'longitude': '-74.14163823541325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914103,2023-09-24T20:19:00.000,2023-09-26T03:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,10459,,,,,KELLY STREET,LONGWOOD AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T03:00:00.000,02 BRONX,,BRONX,1012339,237198,UNKNOWN,Unspecified,BRONX,40.81768474178665,-73.89851920702584,"{'latitude': '40.81768474178665', 'longitude': '-73.89851920702584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58912576,2023-09-24T20:18:50.000,2023-09-24T20:56:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1481 EAST   37 STREET,EAST   37 STREET,AVENUE M,FLATLANDS AVENUE,AVENUE M,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   37 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T20:56:10.000,18 BROOKLYN,3076730014,BROOKLYN,1001259,165018,PHONE,Unspecified,BROOKLYN,40.61959642262651,-73.93873174401735,"{'latitude': '40.61959642262651', 'longitude': '-73.93873174401735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911921,2023-09-24T20:18:28.000,2023-09-24T20:23:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2500 WEBB AVENUE,WEBB AVENUE,WEST  190 STREET,WEST KINGSBRIDGE ROAD,WEST  190 STREET,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,WEBB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:23:54.000,07 BRONX,2032200001,BRONX,1010751,254860,ONLINE,Unspecified,BRONX,40.866166649878096,-73.90418658215627,"{'latitude': '40.866166649878096', 'longitude': '-73.90418658215627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910370,2023-09-24T20:18:23.000,2023-09-24T20:21:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10003,22 EAST   13 STREET,EAST   13 STREET,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,ADDRESS,NEW YORK,EAST   13 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:21:39.000,02 MANHATTAN,1005700016,MANHATTAN,986155,207015,ONLINE,Unspecified,MANHATTAN,40.734884803875026,-73.99312611204613,"{'latitude': '40.734884803875026', 'longitude': '-73.99312611204613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915151,2023-09-24T20:18:01.000,2023-09-24T21:01:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11385,71-25 FRESH POND ROAD,FRESH POND ROAD,71 AVENUE,MYRTLE AVENUE,71 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,FRESH POND ROAD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T21:02:03.000,05 QUEENS,4036370053,QUEENS,1013413,194886,ONLINE,Unspecified,QUEENS,40.70154576315655,-73.89482257606645,"{'latitude': '40.70154576315655', 'longitude': '-73.89482257606645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911043,2023-09-24T20:17:57.000,2023-09-24T21:12:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,BEACH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T21:13:03.000,09 BRONX,2035980017,BRONX,1022009,238046,PHONE,Unspecified,BRONX,40.819976219579004,-73.86357841506774,"{'latitude': '40.819976219579004', 'longitude': '-73.86357841506774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920058,2023-09-24T20:17:48.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,10302,111 TREADWELL AVENUE,TREADWELL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,01 STATEN ISLAND,5010840020,STATEN ISLAND,945906,171437,UNKNOWN,Unspecified,STATEN ISLAND,40.63714855714788,-74.13815560662309,"{'latitude': '40.63714855714788', 'longitude': '-74.13815560662309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916525,2023-09-24T20:17:08.000,2023-09-25T14:31:36.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10463,278 WEST  234 STREET,WEST  234 STREET,CORLEAR AVENUE,TIBBETT AVENUE,CORLEAR AVENUE,TIBBETT AVENUE,ADDRESS,BRONX,WEST  234 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T14:31:39.000,08 BRONX,2057570309,BRONX,1010499,260969,ONLINE,Unspecified,BRONX,40.88293471729422,-73.90507374361724,"{'latitude': '40.88293471729422', 'longitude': '-73.90507374361724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914084,2023-09-24T20:17:00.000,2023-09-25T12:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11215,162 8 AVENUE,8 AVENUE,MONTGOMERY PL,GARFIELD PL,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:27:00.000,06 BROOKLYN,3010710030,BROOKLYN,991314,183881,ONLINE,Unspecified,BROOKLYN,40.67138479540539,-73.97453495275329,"{'latitude': '40.67138479540539', 'longitude': '-73.97453495275329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58916501,2023-09-24T20:16:49.000,2023-09-24T23:00:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10466,BUSSING AVENUE,BUSSING AVENUE,BUSSING AVENUE,GRACE AVENUE,BUSSING AVENUE,GRACE AVENUE,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T23:00:10.000,12 BRONX,,BRONX,1026724,265380,PHONE,Unspecified,BRONX,40.89497833063254,-73.84637016200297,"{'latitude': '40.89497833063254', 'longitude': '-73.84637016200297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911017,2023-09-24T20:16:30.000,2023-09-24T20:58:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11201,121 SMITH STREET,SMITH STREET,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,SMITH STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T20:58:22.000,02 BROOKLYN,3001880006,BROOKLYN,987080,189824,ONLINE,Unspecified,BROOKLYN,40.68769934924036,-73.98979562356041,"{'latitude': '40.68769934924036', 'longitude': '-73.98979562356041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913658,2023-09-24T20:16:23.000,2023-09-24T20:30:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,500 WEST  213 STREET,WEST  213 STREET,10 AVENUE,BROADWAY,10 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  213 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:30:54.000,12 MANHATTAN,1022300019,MANHATTAN,1007383,255648,ONLINE,Unspecified,MANHATTAN,40.86833893783111,-73.91636073752241,"{'latitude': '40.86833893783111', 'longitude': '-73.91636073752241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911757,2023-09-24T20:15:22.000,2023-09-24T21:36:20.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11219,5220 12 AVENUE,12 AVENUE,52 STREET,53 STREET,52 STREET,53 STREET,ADDRESS,BROOKLYN,12 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T21:36:23.000,12 BROOKLYN,3056610044,BROOKLYN,985292,170447,ONLINE,Unspecified,BROOKLYN,40.63451415198228,-73.9962457646693,"{'latitude': '40.63451415198228', 'longitude': '-73.9962457646693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910248,2023-09-24T20:15:20.000,2023-09-24T21:40:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,860 EAST   18 STREET,EAST   18 STREET,AVENUE H,DEAD END,AVENUE H,DEAD END,ADDRESS,BROOKLYN,EAST   18 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:40:35.000,14 BROOKLYN,3067010054,BROOKLYN,995527,168748,ONLINE,Unspecified,BROOKLYN,40.62984364003316,-73.9593727922077,"{'latitude': '40.62984364003316', 'longitude': '-73.9593727922077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911168,2023-09-24T20:14:58.000,2023-09-24T21:56:52.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11214,2036 76 STREET,76 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,76 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:56:55.000,11 BROOKLYN,3062400020,BROOKLYN,986609,161404,ONLINE,Unspecified,BROOKLYN,40.60969275236247,-73.99150388835504,"{'latitude': '40.60969275236247', 'longitude': '-73.99150388835504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58922418,2023-09-24T20:14:47.000,2023-11-09T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11366,162-12 73 AVENUE,73 AVENUE,,,,,ADDRESS,FRESH MEADOWS,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-09T00:00:00.000,08 QUEENS,4068440028,QUEENS,1037881,204437,UNKNOWN,Unspecified,QUEENS,40.727646447617595,-73.80650197300295,"{'latitude': '40.727646447617595', 'longitude': '-73.80650197300295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58923515,2023-09-24T20:14:46.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11207,1108 DECATUR STREET,DECATUR STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,2023-11-08T00:00:00.000,04 BROOKLYN,3034340005,BROOKLYN,1009469,189657,UNKNOWN,Unspecified,BROOKLYN,40.68720549653458,-73.90906632186743,"{'latitude': '40.68720549653458', 'longitude': '-73.90906632186743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58924735,2023-09-24T20:14:45.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11428,90-30 208 STREET,208 STREET,,,,,ADDRESS,QUEENS VILLAGE,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-25T00:00:00.000,13 QUEENS,4105570063,QUEENS,1052067,201165,UNKNOWN,Unspecified,QUEENS,40.718568249153165,-73.75535278691999,"{'latitude': '40.718568249153165', 'longitude': '-73.75535278691999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58925183,2023-09-24T20:14:44.000,2023-09-24T20:14:44.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11692,57-07 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,,,,,ADDRESS,ARVERNE,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-24T00:00:00.000,14 QUEENS,4159260001,QUEENS,1043485,155055,UNKNOWN,Unspecified,QUEENS,40.59206841333335,-73.78671689614707,"{'latitude': '40.59206841333335', 'longitude': '-73.78671689614707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911563,2023-09-24T20:14:00.000,2023-09-27T05:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11228,950 77 STREET,77 STREET,FT HAMILTON PKWY,10 AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T05:00:00.000,10 BROOKLYN,3059640026,BROOKLYN,979637,166600,PHONE,Unspecified,BROOKLYN,40.623953808389736,-74.01661760802754,"{'latitude': '40.623953808389736', 'longitude': '-74.01661760802754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58915092,2023-09-24T20:14:00.000,2023-09-27T13:24:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10453,1501 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,174 ST W,CROSS BRONX EXPY ET E/B,,,ADDRESS,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T13:24:00.000,05 BRONX,2028800061,BRONX,1005240,247416,UNKNOWN,Unspecified,BRONX,40.845749925937085,-73.92413470328373,"{'latitude': '40.845749925937085', 'longitude': '-73.92413470328373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913778,2023-09-24T20:13:46.000,2023-10-18T20:59:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,652 WEST  189 STREET,WEST  189 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,12 MANHATTAN,1021700302,MANHATTAN,1003205,250744,PHONE,Unspecified,MANHATTAN,40.85488890086641,-73.93148050224339,"{'latitude': '40.85488890086641', 'longitude': '-73.93148050224339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
