unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location
58907491,2023-09-24T01:26:53.000,2023-09-24T01:59:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,620 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T01:59:32.000,09 MANHATTAN,1020880043,MANHATTAN,997264,239545,MOBILE,Unspecified,MANHATTAN,40.82416166479311,-73.95297805704422,"{'latitude': '40.82416166479311', 'longitude': '-73.95297805704422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905681,2023-09-24T01:26:51.000,2023-09-24T01:52:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10025,382 CENTRAL PARK WEST,CENTRAL PARK WEST,97 ST TRANSVERSE,COLUMBUS AVENUE,97 ST TRANSVERSE,COLUMBUS AVENUE,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:52:17.000,07 MANHATTAN,1018337501,MANHATTAN,993755,228365,MOBILE,Unspecified,MANHATTAN,40.79348013659224,-73.96567253916751,"{'latitude': '40.79348013659224', 'longitude': '-73.96567253916751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907243,2023-09-24T01:26:35.000,2023-09-25T13:07:42.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Used Goods Dealer,Business,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE Z,WILLIAMS COURT,AVENUE Z,WILLIAMS COURT,ADDRESS,BROOKLYN,HOMECREST AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  Unfortunately, DCWP doesn't know of any agency that can act on the complaint and can't provide further assistance.",2023-09-25T13:07:44.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,ONLINE,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905752,2023-09-24T01:26:33.000,2023-09-24T01:37:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,25-72 STEINWAY STREET,STEINWAY STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,STEINWAY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:37:26.000,01 QUEENS,4006540093,QUEENS,1008614,218923,ONLINE,Unspecified,QUEENS,40.76753588454479,-73.91204328591014,"{'latitude': '40.76753588454479', 'longitude': '-73.91204328591014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907468,2023-09-24T01:26:27.000,2023-09-24T01:55:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,610 NEW YORK AVENUE,NEW YORK AVENUE,RUTLAND ROAD,FENIMORE STREET,RUTLAND ROAD,FENIMORE STREET,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:55:32.000,09 BROOKLYN,3048090041,BROOKLYN,998788,179547,MOBILE,Unspecified,BROOKLYN,40.659479811101086,-73.94760124505989,"{'latitude': '40.659479811101086', 'longitude': '-73.94760124505989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908214,2023-09-24T01:26:21.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11230,1180 EAST   15 STREET,EAST   15 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   15 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T10:16:48.000,14 BROOKLYN,3067250039,BROOKLYN,995182,165549,PHONE,Unspecified,BROOKLYN,40.62106348935074,-73.96062089106759,"{'latitude': '40.62106348935074', 'longitude': '-73.96062089106759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908381,2023-09-24T01:26:05.000,2023-09-24T01:59:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11206,97 HART STREET,HART STREET,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:59:17.000,03 BROOKLYN,3017670062,BROOKLYN,998771,191873,PHONE,Unspecified,BROOKLYN,40.69331192181854,-73.94763596035955,"{'latitude': '40.69331192181854', 'longitude': '-73.94763596035955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907931,2023-09-24T01:25:54.000,2023-09-24T01:32:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,965 COLLEGE AVENUE,COLLEGE AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T01:33:01.000,04 BRONX,2024230035,BRONX,1007548,240816,ONLINE,Unspecified,BRONX,40.82762905771055,-73.91581570375806,"{'latitude': '40.82762905771055', 'longitude': '-73.91581570375806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906652,2023-09-24T01:25:37.000,2023-09-24T11:20:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10469,1440 EAST  222 STREET,EAST  222 STREET,ELY AVENUE,GRACE AVENUE,ELY AVENUE,GRACE AVENUE,ADDRESS,BRONX,EAST  222 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T11:20:23.000,12 BRONX,2047540001,BRONX,1028731,258967,PHONE,Unspecified,BRONX,40.87736679773234,-73.83915338640294,"{'latitude': '40.87736679773234', 'longitude': '-73.83915338640294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907521,2023-09-24T01:25:18.000,2023-09-24T01:52:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11355,140-45 ASH AVENUE,ASH AVENUE,KISSENA BOULEVARD,BOWNE STREET,KISSENA BOULEVARD,BOWNE STREET,ADDRESS,FLUSHING,ASH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:52:22.000,07 QUEENS,4051820044,QUEENS,1033389,214667,PHONE,Unspecified,QUEENS,40.75575128622076,-73.82263410965658,"{'latitude': '40.75575128622076', 'longitude': '-73.82263410965658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909606,2023-09-24T01:25:05.000,2023-09-24T01:54:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,654 PARK PLACE,PARK PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T01:54:06.000,08 BROOKLYN,3012380016,BROOKLYN,996450,184845,ONLINE,Unspecified,BROOKLYN,40.67402517083841,-73.95601841952394,"{'latitude': '40.67402517083841', 'longitude': '-73.95601841952394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907706,2023-09-24T01:25:02.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10473,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,BEACH AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:25.000,09 BRONX,2035980017,BRONX,1022009,238046,PHONE,Unspecified,BRONX,40.819976219579004,-73.86357841506774,"{'latitude': '40.819976219579004', 'longitude': '-73.86357841506774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905761,2023-09-24T01:25:01.000,2023-09-24T01:42:49.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,773 FULTON STREET,FULTON STREET,SOUTH PORTLAND AVENUE,SOUTH OXFORD STREET,SOUTH PORTLAND AVENUE,SOUTH OXFORD STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:42:52.000,02 BROOKLYN,3021170036,BROOKLYN,991528,189223,ONLINE,Unspecified,BROOKLYN,40.686047202121124,-73.97375773407204,"{'latitude': '40.686047202121124', 'longitude': '-73.97375773407204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908256,2023-09-24T01:24:57.000,2023-09-24T08:38:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,876 EAST  225 STREET,EAST  225 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  225 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T08:38:47.000,12 BRONX,2048490079,BRONX,1024176,262195,PHONE,Unspecified,BRONX,40.88624842118088,-73.85560533343916,"{'latitude': '40.88624842118088', 'longitude': '-73.85560533343916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906661,2023-09-24T01:24:20.000,2023-09-24T02:22:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,41 AVENUE,41 AVENUE,41 AVENUE,80 STREET,41 AVENUE,80 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T02:22:57.000,04 QUEENS,,QUEENS,1015980,211010,ONLINE,Unspecified,QUEENS,40.74579336623205,-73.88548858814086,"{'latitude': '40.74579336623205', 'longitude': '-73.88548858814086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908803,2023-09-24T01:23:51.000,2023-09-24T10:55:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,730 EAST  236 STREET,EAST  236 STREET,FURMAN AVENUE,BYRON AVENUE,FURMAN AVENUE,BYRON AVENUE,ADDRESS,BRONX,EAST  236 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T10:56:03.000,12 BRONX,2049990068,BRONX,1024355,265466,PHONE,Unspecified,BRONX,40.89522545852203,-73.85493838071939,"{'latitude': '40.89522545852203', 'longitude': '-73.85493838071939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906955,2023-09-24T01:23:27.000,2023-09-24T01:50:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,108-35 53 AVENUE,53 AVENUE,CORONA AVENUE,111 STREET,CORONA AVENUE,111 STREET,ADDRESS,CORONA,53 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:50:07.000,04 QUEENS,4020080064,QUEENS,1024906,210010,ONLINE,Unspecified,QUEENS,40.743012088306465,-73.85328135956378,"{'latitude': '40.743012088306465', 'longitude': '-73.85328135956378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911772,2023-09-24T01:23:00.000,2023-09-26T10:30:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Leaning,,11358,46-14 193 STREET,193 STREET,46 AVE,47 AVE,193 STREET,47 AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T10:30:00.000,11 QUEENS,4055480037,QUEENS,1043026,213266,UNKNOWN,Unspecified,QUEENS,40.75184709842669,-73.78786199030534,"{'latitude': '40.75184709842669', 'longitude': '-73.78786199030534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908497,2023-09-24T01:22:59.000,2023-09-24T01:33:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,395 OCEAN AVENUE,OCEAN AVENUE,WOODRUFF AVENUE,CROOKE AVENUE,WOODRUFF AVENUE,CROOKE AVENUE,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T01:33:57.000,14 BROOKLYN,3050620014,BROOKLYN,994901,177308,PHONE,Unspecified,BROOKLYN,40.65333977606687,-73.96161454400496,"{'latitude': '40.65333977606687', 'longitude': '-73.96161454400496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906996,2023-09-24T01:22:58.000,2023-09-24T01:35:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10301,31 CORSON AVENUE,CORSON AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,ADDRESS,STATEN ISLAND,CORSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:35:22.000,01 STATEN ISLAND,5000240067,STATEN ISLAND,962089,171780,PHONE,Unspecified,STATEN ISLAND,40.63814529114837,-74.07984851044684,"{'latitude': '40.63814529114837', 'longitude': '-74.07984851044684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909869,2023-09-24T01:22:57.000,2023-09-24T02:12:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,14-36 PINSON STREET,PINSON STREET,NAMEOKE AVENUE,BATTERY ROAD,NAMEOKE AVENUE,BATTERY ROAD,ADDRESS,FAR ROCKAWAY,PINSON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T02:12:52.000,14 QUEENS,4156510028,QUEENS,1052311,161290,PHONE,Unspecified,QUEENS,40.60911877783547,-73.75487510097616,"{'latitude': '40.60911877783547', 'longitude': '-73.75487510097616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906234,2023-09-24T01:22:45.000,2023-09-24T01:30:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,2 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,THAYER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:30:31.000,12 MANHATTAN,1021740073,MANHATTAN,1004756,253173,MOBILE,Unspecified,MANHATTAN,40.86155230906727,-73.92586644024453,"{'latitude': '40.86155230906727', 'longitude': '-73.92586644024453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906405,2023-09-24T01:22:38.000,2023-09-24T01:52:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,396 ST MARKS AVENUE,ST MARKS AVENUE,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T01:52:21.000,08 BROOKLYN,3011550018,BROOKLYN,994874,185964,ONLINE,Unspecified,BROOKLYN,40.67709860505017,-73.96169820984927,"{'latitude': '40.67709860505017', 'longitude': '-73.96169820984927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908555,2023-09-24T01:22:30.000,2023-09-24T01:56:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,1551 SILVER STREET,SILVER STREET,ROSELLE STREET,EASTCHESTER ROAD,ROSELLE STREET,EASTCHESTER ROAD,ADDRESS,BRONX,SILVER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:56:31.000,11 BRONX,2040790003,BRONX,1026618,246818,ONLINE,Unspecified,BRONX,40.84403189761127,-73.84687093312208,"{'latitude': '40.84403189761127', 'longitude': '-73.84687093312208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907191,2023-09-24T01:22:12.000,2023-09-24T02:11:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,136 HULL STREET,HULL STREET,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,ADDRESS,BROOKLYN,HULL STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T02:11:43.000,16 BROOKLYN,3015390008,BROOKLYN,1009123,186884,ONLINE,Unspecified,BROOKLYN,40.679595226709985,-73.91032415021313,"{'latitude': '40.679595226709985', 'longitude': '-73.91032415021313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905881,2023-09-24T01:22:09.000,2023-09-24T01:52:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,501 WEST  177 STREET,WEST  177 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  177 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:52:26.000,12 MANHATTAN,1021327501,MANHATTAN,1002836,247350,MOBILE,Unspecified,MANHATTAN,40.84557416269904,-73.93282379032553,"{'latitude': '40.84557416269904', 'longitude': '-73.93282379032553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
