unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date
58819963,2023-09-15T21:36:48.000,2023-09-15T21:46:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1011 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  164 STREET,CARROLL PLACE,EAST  164 STREET,CARROLL PLACE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:47:05.000,04 BRONX,BRONX,1006531,241465,ONLINE,Unspecified,BRONX,40.829413000530494,-73.9194883436301,"{'latitude': '40.829413000530494', 'longitude': '-73.9194883436301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,SHERIDAN AVENUE,2024610130,,,,,,,
58822241,2023-09-15T21:36:43.000,2023-09-15T22:05:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,92-09 43 AVENUE,43 AVENUE,GLEANE STREET,FORLEY STREET,GLEANE STREET,FORLEY STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:05:51.000,04 QUEENS,QUEENS,1019366,210250,PHONE,Unspecified,QUEENS,40.743694561168546,-73.87327272867147,"{'latitude': '40.743694561168546', 'longitude': '-73.87327272867147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,43 AVENUE,4015770030,,,,,,,
58824242,2023-09-15T21:36:29.000,2023-09-15T21:49:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,WEST  111 STREET,ADAM CLAYTON POWELL BOULEVARD,WEST  111 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:49:36.000,10 MANHATTAN,MANHATTAN,996749,230753,ONLINE,Unspecified,MANHATTAN,40.800030819492065,-73.9548552168686,"{'latitude': '40.800030819492065', 'longitude': '-73.9548552168686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58824196,2023-09-15T21:36:27.000,2023-09-15T22:02:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10305,1020 BAY STREET,BAY STREET,LYNHURST AVENUE,CHESTNUT AVENUE,LYNHURST AVENUE,CHESTNUT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:02:37.000,01 STATEN ISLAND,STATEN ISLAND,965121,164378,ONLINE,Unspecified,STATEN ISLAND,40.6178354325604,-74.06890290873415,"{'latitude': '40.6178354325604', 'longitude': '-74.06890290873415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,BAY STREET,5028440084,,,,,,,
58825355,2023-09-15T21:36:24.000,2023-09-15T23:51:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11374,85-88 66 ROAD,66 ROAD,FITCHETT STREET,ALDERTON STREET,FITCHETT STREET,ALDERTON STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:51:19.000,06 QUEENS,QUEENS,1023159,201170,PHONE,Unspecified,QUEENS,40.71875634380016,-73.85963700876502,"{'latitude': '40.71875634380016', 'longitude': '-73.85963700876502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",REGO PARK,66 ROAD,4031440039,,,,,,,
58822546,2023-09-15T21:36:23.000,2023-09-15T22:00:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2116 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:00:20.000,09 BROOKLYN,BROOKLYN,995106,179737,MOBILE,Unspecified,BROOKLYN,40.66000659902708,-73.96087182826301,"{'latitude': '40.66000659902708', 'longitude': '-73.96087182826301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BEEKMAN PLACE,,,,,,,,
58819728,2023-09-15T21:36:13.000,2023-09-15T21:58:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11204,5710 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T21:58:20.000,12 BROOKLYN,BROOKLYN,988832,165979,ONLINE,Unspecified,BROOKLYN,40.62224930933174,-73.98349448611847,"{'latitude': '40.62224930933174', 'longitude': '-73.98349448611847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,19 AVENUE,3054940094,,,,,,,
58825676,2023-09-15T21:36:07.000,2023-09-15T22:03:30.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10036,563 11 AVENUE,11 AVENUE,WEST   42 STREET,WEST   43 STREET,WEST   42 STREET,WEST   43 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:03:35.000,04 MANHATTAN,MANHATTAN,984799,216619,MOBILE,Unspecified,MANHATTAN,40.76124555577132,-73.99801823725437,"{'latitude': '40.76124555577132', 'longitude': '-73.99801823725437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,11 AVENUE,1010907502,,,,,,,
58826073,2023-09-15T21:36:07.000,2023-09-20T11:16:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10306,985 FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,959976,148141,PHONE,Unspecified,STATEN ISLAND,40.57325555953481,-74.08737691640411,"{'latitude': '40.57325555953481', 'longitude': '-74.08737691640411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5038640030,,,,,,,
58826080,2023-09-15T21:35:57.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,1038 FAILE STREET,FAILE STREET,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,02 BRONX,BRONX,1014815,239591,PHONE,Unspecified,BRONX,40.824244625832826,-73.88956294836288,"{'latitude': '40.824244625832826', 'longitude': '-73.88956294836288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2027480019,,,,,,,
58819754,2023-09-15T21:35:54.000,2023-09-15T21:54:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,42-10 27 STREET,27 STREET,QUEENS PLAZA SOUTH,42 ROAD,QUEENS PLAZA SOUTH,42 ROAD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T21:54:32.000,02 QUEENS,QUEENS,1000845,212492,PHONE,Unspecified,QUEENS,40.74990243637258,-73.94010609198602,"{'latitude': '40.74990243637258', 'longitude': '-73.94010609198602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,27 STREET,4004230025,,,,,,,
58824484,2023-09-15T21:35:52.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10028,1220 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,08 MANHATTAN,MANHATTAN,996102,222466,ONLINE,Unspecified,MANHATTAN,40.777286121189185,-73.9572067196823,"{'latitude': '40.777286121189185', 'longitude': '-73.9572067196823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1015110155,,,,,,,
58823604,2023-09-15T21:35:51.000,2023-09-28T08:29:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10306,985 FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,959976,148141,PHONE,Unspecified,STATEN ISLAND,40.57325555953481,-74.08737691640411,"{'latitude': '40.57325555953481', 'longitude': '-74.08737691640411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5038640030,,,,,,,
58824868,2023-09-15T21:35:44.000,2023-09-15T22:01:46.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10467,2925 WALLACE AVENUE,WALLACE AVENUE,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ADDRESS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T22:01:50.000,11 BRONX,BRONX,1021762,255752,MOBILE,Unspecified,BRONX,40.868574991645396,-73.86437176637796,"{'latitude': '40.868574991645396', 'longitude': '-73.86437176637796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WALLACE AVENUE,2045480047,,,,,,,
58820600,2023-09-15T21:35:41.000,2023-09-15T22:13:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1345 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:13:22.000,09 BRONX,BRONX,1020579,243033,PHONE,Unspecified,BRONX,40.833670094548445,-73.8687179301872,"{'latitude': '40.833670094548445', 'longitude': '-73.8687179301872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,COMMONWEALTH AVENUE,2038740055,,,,,,,
58822513,2023-09-15T21:35:12.000,2023-09-15T22:01:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11201,29 FLEET WALK,FLEET WALK,NAVY WALK,JOHNSON STREET,NAVY WALK,JOHNSON STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:01:51.000,02 BROOKLYN,BROOKLYN,989412,192491,ONLINE,Unspecified,BROOKLYN,40.69501859604293,-73.98138488549549,"{'latitude': '40.69501859604293', 'longitude': '-73.98138488549549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FLEET WALK,3020500001,,,,,,,
58824961,2023-09-15T21:35:12.000,2023-09-15T21:41:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1005 JEROME AVENUE,JEROME AVENUE,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:41:50.000,04 BRONX,BRONX,1004652,242263,ONLINE,Unspecified,BRONX,40.83160782122029,-73.92627561773638,"{'latitude': '40.83160782122029', 'longitude': '-73.92627561773638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,JEROME AVENUE,2025040126,,,,,,,
58819934,2023-09-15T21:35:08.000,2023-09-15T21:43:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,884 RIVERSIDE DRIVE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:43:51.000,12 MANHATTAN,MANHATTAN,999035,244344,PHONE,Unspecified,MANHATTAN,40.83733075391628,-73.94656853762118,"{'latitude': '40.83733075391628', 'longitude': '-73.94656853762118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,RIVERSIDE DRIVE,1021360106,,,,,,,
58821477,2023-09-15T21:35:03.000,2023-09-15T21:57:53.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11230,1508 AVENUE J,AVENUE J,EAST   15 STREET,BRIGHTON LINE,EAST   15 STREET,BRIGHTON LINE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T21:57:57.000,14 BROOKLYN,BROOKLYN,995062,167059,ONLINE,Unspecified,BROOKLYN,40.62520827050648,-73.9610507349241,"{'latitude': '40.62520827050648', 'longitude': '-73.9610507349241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE J,3067170004,,,,,,,
58821383,2023-09-15T21:35:01.000,2023-09-15T23:04:32.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11234,EAST   32 STREET,EAST   32 STREET,EAST   32 STREET,FILLMORE AVENUE,EAST   32 STREET,FILLMORE AVENUE,INTERSECTION,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T23:04:37.000,18 BROOKLYN,BROOKLYN,1002007,161346,MOBILE,Unspecified,BROOKLYN,40.6095160764731,-73.93604702484792,"{'latitude': '40.6095160764731', 'longitude': '-73.93604702484792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58824924,2023-09-15T21:34:38.000,2023-09-15T22:12:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,307 FLATBUSH AVENUE,FLATBUSH AVENUE,PROSPECT PLACE,7 AVENUE,PROSPECT PLACE,7 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:12:31.000,08 BROOKLYN,BROOKLYN,991620,186490,ONLINE,Unspecified,BROOKLYN,40.678545663287885,-73.97342899906955,"{'latitude': '40.678545663287885', 'longitude': '-73.97342899906955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FLATBUSH AVENUE,3011570015,,,,,,,
58823777,2023-09-15T21:34:33.000,2023-09-19T14:03:29.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11235,1514 VOORHIES AVENUE,VOORHIES AVENUE,SHORE PARKWAY,EAST   16 STREET,SHORE PARKWAY,EAST   16 STREET,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T10:33:36.000,15 BROOKLYN,BROOKLYN,997122,152679,PHONE,Unspecified,BROOKLYN,40.58573535824977,-73.95365717595291,"{'latitude': '40.58573535824977', 'longitude': '-73.95365717595291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,VOORHIES AVENUE,3087680001,,,,,,,
58820672,2023-09-15T21:34:23.000,2023-09-15T21:42:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10454,141 LINCOLN AVENUE,LINCOLN AVENUE,EAST  134 STREET,EAST  135 STREET,EAST  134 STREET,EAST  135 STREET,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T21:42:30.000,01 BRONX,BRONX,1003906,233833,ONLINE,Unspecified,BRONX,40.80847154759812,-73.92899604381546,"{'latitude': '40.80847154759812', 'longitude': '-73.92899604381546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,LINCOLN AVENUE,2023170043,,,,,,,
58820612,2023-09-15T21:34:18.000,2023-09-15T22:11:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11412,187-17 LIBERTY AVENUE,LIBERTY AVENUE,187 STREET,ELMIRA AVENUE,187 STREET,ELMIRA AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:11:47.000,12 QUEENS,QUEENS,1048330,195807,PHONE,Unspecified,QUEENS,40.70388972146481,-73.76888480259046,"{'latitude': '40.70388972146481', 'longitude': '-73.76888480259046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SAINT ALBANS,LIBERTY AVENUE,4103740028,,,,,,,
58819981,2023-09-15T21:34:14.000,2023-09-15T21:47:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,2090 BRONXDALE AVENUE,BRONXDALE AVENUE,WHITE PLAINS ROAD,BRONX PARK EAST,WHITE PLAINS ROAD,BRONX PARK EAST,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:47:36.000,11 BRONX,BRONX,1020715,249647,ONLINE,Unspecified,BRONX,40.85182300928073,-73.86819050352227,"{'latitude': '40.85182300928073', 'longitude': '-73.86819050352227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BRONXDALE AVENUE,2042830001,,,,,,,
58823990,2023-09-15T21:34:13.000,2023-09-15T22:05:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10005,WILLIAM STREET,WILLIAM STREET,MAIDEN LANE,WILLIAM STREET,MAIDEN LANE,WILLIAM STREET,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:05:57.000,01 MANHATTAN,MANHATTAN,982031,197212,MOBILE,Unspecified,MANHATTAN,40.70797786256731,-74.00800367479317,"{'latitude': '40.70797786256731', 'longitude': '-74.00800367479317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58821641,2023-09-15T21:34:11.000,2023-09-15T21:59:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,282 WEST  119 STREET,WEST  119 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T21:59:10.000,10 MANHATTAN,MANHATTAN,997117,232987,ONLINE,Unspecified,MANHATTAN,40.80616200738653,-73.95352176707539,"{'latitude': '40.80616200738653', 'longitude': '-73.95352176707539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  119 STREET,1019240061,,,,,,,
58821548,2023-09-15T21:33:59.000,2023-09-15T21:40:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,368 SUYDAM STREET,SUYDAM STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T21:41:01.000,04 BROOKLYN,BROOKLYN,1006079,195995,MOBILE,Unspecified,BROOKLYN,40.704610837482896,-73.9212693033106,"{'latitude': '40.704610837482896', 'longitude': '-73.9212693033106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SUYDAM STREET,3032210031,,,,,,,
