unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,taxi_pick_up_location,due_date
58809749,2023-09-13T11:50:31.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10033,2374 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021320038,MANHATTAN,1002927,247482,PHONE,Unspecified,MANHATTAN,40.845936271792255,-73.9324945174274,"{'latitude': '40.845936271792255', 'longitude': '-73.9324945174274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T20:28:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,,,
58803203,2023-09-13T11:50:31.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10033,2374 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021320038,MANHATTAN,1002927,247482,PHONE,Unspecified,MANHATTAN,40.845936271792255,-73.9324945174274,"{'latitude': '40.845936271792255', 'longitude': '-73.9324945174274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T20:28:55.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,,,
58804495,2023-09-13T11:50:31.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10033,2374 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021320038,MANHATTAN,1002927,247482,PHONE,Unspecified,MANHATTAN,40.845936271792255,-73.9324945174274,"{'latitude': '40.845936271792255', 'longitude': '-73.9324945174274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T20:28:56.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,,,
58804510,2023-09-13T11:50:23.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11220,246 51 STREET,51 STREET,,,,,ADDRESS,BROOKLYN,,Closed,07 BROOKLYN,3007970025,BROOKLYN,979680,175322,PHONE,Unspecified,BROOKLYN,40.64789386387253,-74.01646861429589,"{'latitude': '40.64789386387253', 'longitude': '-74.01646861429589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:35:34.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,,,
58810041,2023-09-13T11:50:13.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10462,1954 UNIONPORT ROAD,UNIONPORT ROAD,SAGAMORE STREET,BRONX PARK EAST,SAGAMORE STREET,BRONX PARK EAST,ADDRESS,BRONX,UNIONPORT ROAD,Closed,11 BRONX,2042560008,BRONX,1020543,248942,PHONE,Unspecified,BRONX,40.84988870401794,-73.86881604481049,"{'latitude': '40.84988870401794', 'longitude': '-73.86881604481049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:50:13.000,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-13T11:50:13.000,,,
58803950,2023-09-13T11:50:09.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11434,BAISLEY BOULEVARD,BAISLEY BOULEVARD,BAISLEY BOULEVARD,MERRICK BOULEVARD,BAISLEY BOULEVARD,MERRICK BOULEVARD,INTERSECTION,,,Closed,12 QUEENS,,QUEENS,1048112,188482,PHONE,Unspecified,QUEENS,40.68378593792976,-73.76974049709979,"{'latitude': '40.68378593792976', 'longitude': '-73.76974049709979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:49:44.000,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,2023-09-13T14:49:49.000,,,
58806707,2023-09-13T11:50:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11436,133-15 150 STREET,150 STREET,133 AVENUE,NORTH CONDUIT AVENUE,133 AVENUE,NORTH CONDUIT AVENUE,ADDRESS,JAMAICA,150 STREET,Closed,12 QUEENS,,QUEENS,1042726,182703,PHONE,Unspecified,QUEENS,40.66796115266606,-73.78921020877787,"{'latitude': '40.66796115266606', 'longitude': '-73.78921020877787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:46:14.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:46:19.000,,,
58802823,2023-09-13T11:49:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,9 STREET,9 STREET,43 ROAD,44 AVENUE,43 ROAD,44 AVENUE,BLOCKFACE,,,Closed,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,2023-09-13T14:26:53.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T14:26:59.000,,,
58802798,2023-09-13T11:49:40.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11106,34-05 31 STREET,31 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,ASTORIA,31 STREET,Closed,01 QUEENS,4006080026,QUEENS,1004346,215952,MOBILE,Unspecified,QUEENS,40.75939199033456,-73.92746010852849,"{'latitude': '40.75939199033456', 'longitude': '-73.92746010852849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:58:40.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T11:58:44.000,,,
58806416,2023-09-13T11:49:27.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11222,700 LEONARD STREET,LEONARD STREET,CALYER STREET,GREENPOINT AVENUE,CALYER STREET,GREENPOINT AVENUE,ADDRESS,BROOKLYN,LEONARD STREET,Closed,01 BROOKLYN,3025750034,BROOKLYN,997392,204779,ONLINE,Unspecified,BROOKLYN,40.72873797473141,-73.9525835658507,"{'latitude': '40.72873797473141', 'longitude': '-73.9525835658507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T13:33:33.000,The Department of Sanitation collected the requested items.,2023-09-13T12:11:17.000,,,
58805344,2023-09-13T11:49:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,1593 EAST   29 STREET,EAST   29 STREET,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,AVENUE P,ADDRESS,BROOKLYN,EAST   29 STREET,Closed,15 BROOKLYN,3076900010,BROOKLYN,999471,162427,PHONE,Unspecified,BROOKLYN,40.61248791764858,-73.94517815244932,"{'latitude': '40.61248791764858', 'longitude': '-73.94517815244932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:46:04.000,The Police Department issued a summons in response to the complaint.,2023-09-13T13:46:08.000,,,
58809490,2023-09-13T11:49:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11215,,,,,PROSPECT PARK CIRCLE,PARKSIDE AVENUE,INTERSECTION,BROOKLYN,,Closed,55 BROOKLYN,,BROOKLYN,992075,176553,UNKNOWN,Unspecified,BROOKLYN,40.6512704137436,-73.97180012465965,"{'latitude': '40.6512704137436', 'longitude': '-73.97180012465965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:00:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T12:00:00.000,N/A,,
58808692,2023-09-13T11:48:53.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10032,894 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,WEST 161 STREET,,WEST  161 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,12 MANHATTAN,1021360111,MANHATTAN,998955,244508,PHONE,Unspecified,MANHATTAN,40.83778101984579,-73.94685728972303,"{'latitude': '40.83778101984579', 'longitude': '-73.94685728972303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T09:41:22.000,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-13T11:48:53.000,,,
58804802,2023-09-13T11:48:53.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11694,145-11 NEPONSIT AVENUE,NEPONSIT AVENUE,BEACH  145 STREET,BEACH  146 STREET,BEACH  145 STREET,BEACH  146 STREET,ADDRESS,FAR ROCKAWAY,NEPONSIT AVENUE,In Progress,14 QUEENS,4163100004,QUEENS,1022697,147581,ONLINE,Unspecified,QUEENS,40.571668338272104,-73.86160907472244,"{'latitude': '40.571668338272104', 'longitude': '-73.86160907472244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-14T09:46:29.000,,,
58809943,2023-09-13T11:48:49.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10472,1994 POWELL AVENUE,POWELL AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,ADDRESS,BRONX,POWELL AVENUE,Closed,09 BRONX,2037910044,BRONX,1023658,241808,MOBILE,Unspecified,BRONX,40.83029462387765,-73.85759856624217,"{'latitude': '40.83029462387765', 'longitude': '-73.85759856624217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T18:32:54.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T18:32:58.000,,,
58806805,2023-09-13T11:48:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11211,292 NORTH    8 STREET,NORTH    8 STREET,HAVEMEYER STREET,MEEKER AVENUE,HAVEMEYER STREET,MEEKER AVENUE,ADDRESS,BROOKLYN,NORTH    8 STREET,Closed,01 BROOKLYN,3023230009,BROOKLYN,997386,199979,PHONE,Unspecified,BROOKLYN,40.71556314564513,-73.95261458223817,"{'latitude': '40.71556314564513', 'longitude': '-73.95261458223817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:17:12.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T14:17:15.000,,,
58805162,2023-09-13T11:48:15.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11106,31-90 29 STREET,29 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ADDRESS,ASTORIA,29 STREET,Closed,01 QUEENS,4005790001,QUEENS,1004511,217230,PHONE,Unspecified,QUEENS,40.762899394395326,-73.92686066180144,"{'latitude': '40.762899394395326', 'longitude': '-73.92686066180144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:02:27.000,N/A,2023-09-13T13:02:30.000,,,
58807398,2023-09-13T11:48:12.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10458,2272 HUGHES AVENUE,HUGHES AVENUE,EAST  183 STREET,CRESCENT AVENUE,EAST  183 STREET,CRESCENT AVENUE,ADDRESS,BRONX,HUGHES AVENUE,Closed,06 BRONX,2030870037,BRONX,1015242,250038,ONLINE,Unspecified,BRONX,40.852917094567694,-73.88797184472227,"{'latitude': '40.852917094567694', 'longitude': '-73.88797184472227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:11:49.000,NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following reasons:  - The property adjacent to the sidewalk is not in Tax Class 1 - The property adjacent to the sidewalk is not owner-occupied - The property adjacent to the sidewalk contains a place of business  You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.,2023-09-28T12:11:55.000,,,
58807468,2023-09-13T11:48:00.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11219,1352 45 STREET,45 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,45 STREET,Closed,12 BROOKLYN,3056170028,BROOKLYN,987401,171195,ONLINE,Unspecified,BROOKLYN,40.63656675369771,-73.98864687195443,"{'latitude': '40.63656675369771', 'longitude': '-73.98864687195443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:36:59.000,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-15T14:37:02.000,,,
58801006,2023-09-13T11:47:48.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806230,2023-09-13T11:47:42.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10024,24 WEST   87 STREET,WEST   87 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   87 STREET,Closed,07 MANHATTAN,1012000045,MANHATTAN,992630,225762,PHONE,Unspecified,MANHATTAN,40.786336739893734,-73.96973874205418,"{'latitude': '40.786336739893734', 'longitude': '-73.96973874205418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:49:02.000,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-18T12:49:08.000,,,
58807875,2023-09-13T11:47:38.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11414,100-20 159 AVENUE,159 AVENUE,,,,,ADDRESS,HOWARD BEACH,,Closed,10 QUEENS,4141800010,QUEENS,1030559,179827,UNKNOWN,Unspecified,QUEENS,40.660139185641505,-73.83308850933759,"{'latitude': '40.660139185641505', 'longitude': '-73.83308850933759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:47:38.000,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-13T00:00:00.000,,,
58802866,2023-09-13T11:47:38.000,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11420,109-49 131 STREET,131 STREET,,,,,ADDRESS,SOUTH OZONE PARK,,Closed,10 QUEENS,4116110052,QUEENS,1036394,188625,UNKNOWN,Unspecified,QUEENS,40.68425522762428,-73.81198942394266,"{'latitude': '40.68425522762428', 'longitude': '-73.81198942394266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-18T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-18T00:00:00.000,N/A,,
58800378,2023-09-13T11:47:37.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,,10036,23 WEST   45 STREET,WEST   45 STREET,,,,,ADDRESS,NEW YORK,,Closed,05 MANHATTAN,1012610025,MANHATTAN,989661,214647,UNKNOWN,Unspecified,MANHATTAN,40.75583128138911,-73.98046913170026,"{'latitude': '40.75583128138911', 'longitude': '-73.98046913170026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-27T00:00:00.000,,,
58805825,2023-09-13T11:47:33.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10033,361 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Open,12 MANHATTAN,1021550068,MANHATTAN,1003248,248999,PHONE,Unspecified,MANHATTAN,40.85009930329996,-73.93133000867567,"{'latitude': '40.85009930329996', 'longitude': '-73.93133000867567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,,,
58809337,2023-09-13T11:47:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,168 7 STREET,7 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,7 STREET,Closed,06 BROOKLYN,3009960021,BROOKLYN,986700,184549,PHONE,Unspecified,BROOKLYN,40.673220784858984,-73.99116774030978,"{'latitude': '40.673220784858984', 'longitude': '-73.99116774030978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:09:58.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T13:10:02.000,,,
