unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58855759,2023-09-19T12:49:23.000,2023-09-19T14:15:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2443 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST  187 STREET,EAST FORDHAM ROAD,EAST  187 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T14:15:44.000,06 BRONX,2031150044,BRONX,1017078,250647,MOBILE,Unspecified,BRONX,40.8545819811282,-73.88133219988154,"{'latitude': '40.8545819811282', 'longitude': '-73.88133219988154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864740,2023-09-19T12:49:20.000,2023-09-21T12:47:59.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10002,269 EAST HOUSTON STREET,EAST HOUSTON STREET,SUFFOLK STREET,AVENUE B,SUFFOLK STREET,AVENUE B,ADDRESS,NEW YORK,EAST HOUSTON STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T12:48:03.000,03 MANHATTAN,1003500012,MANHATTAN,988531,202206,ONLINE,Unspecified,MANHATTAN,40.721684441439336,-73.98455575543393,"{'latitude': '40.721684441439336', 'longitude': '-73.98455575543393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863535,2023-09-19T12:49:17.000,2023-09-19T13:54:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11432,181-25 HILLSIDE AVENUE,HILLSIDE AVENUE,181 STREET,182 STREET,181 STREET,182 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T13:54:46.000,08 QUEENS,4099440018,QUEENS,1044816,199194,MOBILE,Unspecified,QUEENS,40.71321095551411,-73.78152810833615,"{'latitude': '40.71321095551411', 'longitude': '-73.78152810833615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861385,2023-09-19T12:49:06.000,2023-10-19T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11233,2181 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-19T00:00:00.000,16 BROOKLYN,3014330047,BROOKLYN,1008017,185473,UNKNOWN,Unspecified,BROOKLYN,40.67572539112837,-73.91431663978652,"{'latitude': '40.67572539112837', 'longitude': '-73.91431663978652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58856699,2023-09-19T12:48:59.000,2023-09-19T13:17:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11215,906 UNION STREET,UNION STREET,8 AVENUE,GRAND ARMY PLAZA OVAL,8 AVENUE,GRAND ARMY PLAZA OVAL,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T13:17:58.000,06 BROOKLYN,3010660024,BROOKLYN,992142,184449,MOBILE,Unspecified,BROOKLYN,40.67294312858104,-73.97154942677598,"{'latitude': '40.67294312858104', 'longitude': '-73.97154942677598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861445,2023-09-19T12:48:49.000,2023-09-19T13:30:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,24-25 49 STREET,49 STREET,ASTORIA BOULEVARD SOUTH,BROOKLYN QUEENS EXPRESSWAY WEST,ASTORIA BOULEVARD SOUTH,BROOKLYN QUEENS EXPRESSWAY WEST,ADDRESS,ASTORIA,49 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T13:30:18.000,01 QUEENS,4010160030,QUEENS,1011127,218540,ONLINE,Unspecified,QUEENS,40.76647736642187,-73.90297261868845,"{'latitude': '40.76647736642187', 'longitude': '-73.90297261868845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868096,2023-09-19T12:48:39.000,2023-10-06T09:54:35.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10309,21 EUGENE STREET,EUGENE STREET,AMBOY ROAD,ADELPHI AVENUE,AMBOY ROAD,ADELPHI AVENUE,ADDRESS,STATEN ISLAND,EUGENE STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-10-06T09:54:39.000,03 STATEN ISLAND,5077730001,STATEN ISLAND,919948,127689,PHONE,Unspecified,STATEN ISLAND,40.51691893298538,-74.23126725321326,"{'latitude': '40.51691893298538', 'longitude': '-74.23126725321326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860525,2023-09-19T12:48:36.000,2023-09-29T11:37:00.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11230,OCEAN PARKWAY MALLS,OCEAN PARKWAY MALLS,RYDER AVENUE,AVENUE O,RYDER AVENUE,AVENUE O,UNRECOGNIZED,BROOKLYN,OCEAN PARKWAY MALLS,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T11:36:58.000,12 BROOKLYN,3201359999,BROOKLYN,993006,162470,PHONE,Unspecified,BROOKLYN,40.61261469086281,-73.96846324237731,"{'latitude': '40.61261469086281', 'longitude': '-73.96846324237731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864353,2023-09-19T12:48:18.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11211,142 JACKSON STREET,JACKSON STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,JACKSON STREET,In Progress,,,01 BROOKLYN,3027490011,BROOKLYN,999347,200345,ONLINE,Unspecified,BROOKLYN,40.716564598855754,-73.94553985901882,"{'latitude': '40.716564598855754', 'longitude': '-73.94553985901882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868654,2023-09-19T12:48:16.000,2023-09-19T21:24:40.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11420,117-27 132 STREET,132 STREET,FOCH BOULEVARD,117 ROAD,FOCH BOULEVARD,117 ROAD,ADDRESS,SOUTH OZONE PARK,132 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-19T21:24:44.000,10 QUEENS,4116960053,QUEENS,1037751,185748,ONLINE,Unspecified,QUEENS,40.67635043628545,-73.80711947694266,"{'latitude': '40.67635043628545', 'longitude': '-73.80711947694266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866163,2023-09-19T12:48:07.000,2023-09-19T17:51:04.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10304,63 CEBRA AVENUE,CEBRA AVENUE,CHESTER PLACE,WARD AVENUE,CHESTER PLACE,WARD AVENUE,ADDRESS,STATEN ISLAND,CEBRA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T17:51:08.000,01 STATEN ISLAND,5005780024,STATEN ISLAND,960796,170006,ONLINE,Unspecified,STATEN ISLAND,40.633272711396934,-74.08450116227104,"{'latitude': '40.633272711396934', 'longitude': '-74.08450116227104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864833,2023-09-19T12:48:05.000,2023-09-20T13:53:06.000,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,11228,6901 13 AVENUE,13 AVENUE,BAY RIDGE AVENUE,70 STREET,BAY RIDGE AVENUE,70 STREET,ADDRESS,BROOKLYN,13 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T10:14:12.000,10 BROOKLYN,3061560009,BROOKLYN,983151,166480,PHONE,Unspecified,BROOKLYN,40.62362556632846,-74.00395895540971,"{'latitude': '40.62362556632846', 'longitude': '-74.00395895540971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864141,2023-09-19T12:47:39.000,2023-09-19T13:15:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,936 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  106 STREET,WEST  107 STREET,WEST  106 STREET,WEST  107 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T13:15:23.000,07 MANHATTAN,1018780029,MANHATTAN,993752,230922,MOBILE,Unspecified,MANHATTAN,40.80049840941944,-73.96567975561733,"{'latitude': '40.80049840941944', 'longitude': '-73.96567975561733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868603,2023-09-19T12:47:37.000,2023-09-19T13:29:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10035,85 EAST  125 STREET,EAST  125 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST  125 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:29:18.000,11 MANHATTAN,1017500034,MANHATTAN,1000953,232687,MOBILE,Unspecified,MANHATTAN,40.80533217105817,-73.93966610158888,"{'latitude': '40.80533217105817', 'longitude': '-73.93966610158888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870616,2023-09-19T12:47:33.000,2023-09-19T14:03:01.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11209,7110 5 AVENUE,5 AVENUE,OVINGTON AVENUE,72 STREET,OVINGTON AVENUE,72 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,N/A,2023-09-19T14:03:04.000,10 BROOKLYN,3058920046,BROOKLYN,978292,169672,PHONE,Unspecified,BROOKLYN,40.63238499894995,-74.02146547091458,"{'latitude': '40.63238499894995', 'longitude': '-74.02146547091458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867855,2023-09-19T12:47:26.000,2023-09-26T21:22:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11224,2915 WEST    5 STREET,WEST    5 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,13 BROOKLYN,3072740060,BROOKLYN,991996,150177,PHONE,Unspecified,BROOKLYN,40.57887382544552,-73.97211508498832,"{'latitude': '40.57887382544552', 'longitude': '-73.97211508498832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869899,2023-09-19T12:47:25.000,2023-10-04T20:54:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,809 WEST  177 STREET,WEST  177 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867729,2023-09-19T12:47:25.000,2023-10-04T20:54:18.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10033,809 WEST  177 STREET,WEST  177 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861952,2023-09-19T12:47:25.000,2023-10-04T20:54:19.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10033,809 WEST  177 STREET,WEST  177 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867780,2023-09-19T12:47:25.000,2023-10-04T20:54:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10033,809 WEST  177 STREET,WEST  177 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861778,2023-09-19T12:47:21.000,2023-09-19T13:07:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,111 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,WILLIAM STREET,DUTCH STREET,ADDRESS,NEW YORK,FULTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:07:38.000,01 MANHATTAN,1000917502,MANHATTAN,982367,197857,ONLINE,Unspecified,MANHATTAN,40.70974831269426,-74.00679194227898,"{'latitude': '40.70974831269426', 'longitude': '-74.00679194227898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869710,2023-09-19T12:47:02.000,2023-09-28T12:17:10.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11234,1495 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,18 BROOKLYN,3078260020,BROOKLYN,1003309,166723,ONLINE,Unspecified,BROOKLYN,40.62427211757615,-73.93134261166892,"{'latitude': '40.62427211757615', 'longitude': '-73.93134261166892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869314,2023-09-19T12:47:00.000,2023-09-19T14:42:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10314,,,,,OCEAN TERRACE,TODT HILL ROAD,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T14:42:00.000,02 STATEN ISLAND,,STATEN ISLAND,952352,158672,UNKNOWN,Unspecified,STATEN ISLAND,40.60213687798422,-74.11487001978769,"{'latitude': '40.60213687798422', 'longitude': '-74.11487001978769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58866857,2023-09-19T12:47:00.000,2023-09-28T12:09:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10017,821 1 AVENUE,1 AVENUE,E 45 ST,E 46 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided.,2023-09-28T12:09:00.000,06 MANHATTAN,1013380030,MANHATTAN,993102,212990,ONLINE,Unspecified,MANHATTAN,40.75128046174333,-73.96805111108392,"{'latitude': '40.75128046174333', 'longitude': '-73.96805111108392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58862992,2023-09-19T12:47:00.000,2023-09-20T07:35:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11228,100 PARROTT PLACE,PARROTT PLACE,90 ST,POLY PREP DR,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-20T07:35:00.000,10 BROOKLYN,,BROOKLYN,977766,163657,ONLINE,Unspecified,BROOKLYN,40.61587471444792,-74.02335476483884,"{'latitude': '40.61587471444792', 'longitude': '-74.02335476483884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58869353,2023-09-19T12:46:59.000,2023-09-19T13:05:10.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11201,227 SCHERMERHORN STREET,SCHERMERHORN STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:05:13.000,02 BROOKLYN,3001650022,BROOKLYN,988406,190146,ONLINE,Unspecified,BROOKLYN,40.688582642002444,-73.98501415180687,"{'latitude': '40.688582642002444', 'longitude': '-73.98501415180687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867977,2023-09-19T12:46:55.000,2023-09-19T13:16:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,207 WEST  106 STREET,WEST  106 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T13:16:34.000,07 MANHATTAN,1018780025,MANHATTAN,993572,230998,MOBILE,Unspecified,MANHATTAN,40.80070720036568,-73.96632979148279,"{'latitude': '40.80070720036568', 'longitude': '-73.96632979148279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860187,2023-09-19T12:46:54.000,2023-09-28T12:31:56.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10030,219 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,09 MANHATTAN,1020510064,MANHATTAN,999687,239077,PHONE,Unspecified,MANHATTAN,40.82287323547016,-73.94422439733933,"{'latitude': '40.82287323547016', 'longitude': '-73.94422439733933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
