unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_segment,latitude,longitude,location,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,bbl,facility_type,due_date,taxi_pick_up_location
58906013,2023-09-23T22:53:22.000,2023-10-12T15:43:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-12T00:00:00.000,10 QUEENS,QUEENS,1023968,185679,PHONE,Unspecified,QUEENS,,,40.6762336177244,-73.85680992098857,"{'latitude': '40.6762336177244', 'longitude': '-73.85680992098857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11417,107-09 80 STREET,80 STREET,,,,,ADDRESS,OZONE PARK,,4091390417,,,
58907450,2023-09-23T22:53:21.000,2023-09-24T01:18:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:18:06.000,10 QUEENS,QUEENS,1037776,186561,ONLINE,Unspecified,QUEENS,,,40.678581781046304,-73.80702289081914,"{'latitude': '40.678581781046304', 'longitude': '-73.80702289081914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11420,133-06 116 AVENUE,116 AVENUE,133 STREET,134 STREET,133 STREET,134 STREET,ADDRESS,SOUTH OZONE PARK,116 AVENUE,4116890004,,,
58908615,2023-09-23T22:53:09.000,2023-09-24T00:11:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:11:45.000,05 BRONX,BRONX,1009449,250364,MOBILE,Unspecified,BRONX,,,40.85383030123549,-73.90891081622735,"{'latitude': '40.85383030123549', 'longitude': '-73.90891081622735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10453,33 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,DAVIDSON AVENUE,GRAND AVENUE,DAVIDSON AVENUE,GRAND AVENUE,ADDRESS,BRONX,WEST BURNSIDE AVENUE,2031930001,,,
58909595,2023-09-23T22:53:02.000,2023-09-23T23:05:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:05:31.000,02 STATEN ISLAND,STATEN ISLAND,955936,149488,ONLINE,Unspecified,STATEN ISLAND,,,40.57694082618352,-74.10192496756878,"{'latitude': '40.57694082618352', 'longitude': '-74.10192496756878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10306,41 STACEY LANE,STACEY LANE,MIDLAND AVENUE,ZWICKY AVENUE,MIDLAND AVENUE,ZWICKY AVENUE,ADDRESS,STATEN ISLAND,STACEY LANE,5036910040,,,
58908032,2023-09-23T22:52:53.000,2023-09-23T23:09:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:09:06.000,09 BROOKLYN,BROOKLYN,994938,181922,ONLINE,Unspecified,BROOKLYN,,,40.66600414447176,-73.96147388523079,"{'latitude': '40.66600414447176', 'longitude': '-73.96147388523079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11225,961 WASHINGTON AVENUE,WASHINGTON AVENUE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,3011920014,,,
58907822,2023-09-23T22:52:51.000,2023-09-23T23:31:07.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T23:31:11.000,02 STATEN ISLAND,STATEN ISLAND,961664,149418,MOBILE,Unspecified,STATEN ISLAND,,,40.57676513340533,-74.08130504602272,"{'latitude': '40.57676513340533', 'longitude': '-74.08130504602272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10305,767 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,NAUGHTON AVENUE,SLATER BOULEVARD,NAUGHTON AVENUE,SLATER BOULEVARD,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,,,,
58906382,2023-09-23T22:52:39.000,2023-09-23T23:03:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:03:46.000,03 MANHATTAN,MANHATTAN,989508,205055,ONLINE,Unspecified,MANHATTAN,,,40.729503727318004,-73.9810288795103,"{'latitude': '40.729503727318004', 'longitude': '-73.9810288795103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10009,205 AVENUE A,AVENUE A,EAST   12 STREET,EAST   13 STREET,EAST   12 STREET,EAST   13 STREET,ADDRESS,NEW YORK,AVENUE A,1004400033,,,
58906112,2023-09-23T22:52:20.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-24T01:18:19.000,06 MANHATTAN,MANHATTAN,989457,211518,PHONE,Unspecified,MANHATTAN,,,40.74724309049149,-73.98120788743852,"{'latitude': '40.74724309049149', 'longitude': '-73.98120788743852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10016,7 PARK AVENUE,PARK AVENUE,EAST 34 STREET,EAST 35 STREET,EAST   34 STREET,EAST   35 STREET,ADDRESS,NEW YORK,PARK AVENUE,1008900001,,,
58908062,2023-09-23T22:52:20.000,2023-09-23T23:06:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T23:06:51.000,01 BROOKLYN,BROOKLYN,995041,201568,MOBILE,Unspecified,BROOKLYN,,,40.71992773977465,-73.96107113876873,"{'latitude': '40.71992773977465', 'longitude': '-73.96107113876873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11249,67 NORTH SEVENTH STREET,NORTH SEVENTH STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,NORTH    7 STREET,3023170034,,,
58910979,2023-09-23T22:52:17.000,2023-09-24T18:05:00.000,DOT,Department of Transportation,Street Condition,Pothole,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-24T18:05:00.000,01 STATEN ISLAND,STATEN ISLAND,940558,163388,UNKNOWN,Unspecified,STATEN ISLAND,,,40.6150310116284,-74.1573726133561,"{'latitude': '40.6150310116284', 'longitude': '-74.1573726133561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10314,,,,,STATEN ISLAND EXPRESSWAY,RICHMOND AVENUE,INTERSECTION,STATEN ISLAND,,,N/A,,
58909035,2023-09-23T22:52:16.000,2023-09-23T23:12:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T23:12:36.000,08 QUEENS,QUEENS,1036738,207044,ONLINE,Unspecified,QUEENS,,,40.73480886317206,-73.81060551157083,"{'latitude': '40.73480886317206', 'longitude': '-73.81060551157083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11365,65-61 PARSONS BOULEVARD,PARSONS BOULEVARD,65 AVENUE,JEWEL AVENUE,65 AVENUE,JEWEL AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,4067900001,,,
58908021,2023-09-23T22:52:05.000,2023-09-23T23:14:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:14:59.000,10 BROOKLYN,BROOKLYN,975389,171679,ONLINE,Unspecified,BROOKLYN,,,40.637891358670565,-74.03192702839766,"{'latitude': '40.637891358670565', 'longitude': '-74.03192702839766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11220,6827 BLISS TERRACE,BLISS TERRACE,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,BLISS TERRACE,3058600129,,,
58907732,2023-09-23T22:51:38.000,2023-09-25T12:28:37.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-25T12:28:37.000,09 QUEENS,QUEENS,1028199,191852,PHONE,Unspecified,QUEENS,,,40.69315707075088,-73.84151622121415,"{'latitude': '40.69315707075088', 'longitude': '-73.84151622121415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11418,104-24 90 AVENUE,90 AVENUE,104 STREET,107 STREET,104 STREET,107 STREET,ADDRESS,RICHMOND HILL,90 AVENUE,4092960005,,,
58905662,2023-09-23T22:51:36.000,2023-09-23T23:30:46.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T23:30:51.000,02 STATEN ISLAND,STATEN ISLAND,962314,149949,MOBILE,Unspecified,STATEN ISLAND,,,40.578224255458906,-74.0789669015343,"{'latitude': '40.578224255458906', 'longitude': '-74.0789669015343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10305,695 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,SEAVIEW AVENUE,BUEL AVENUE,SEAVIEW AVENUE,BUEL AVENUE,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,,,,
58907153,2023-09-23T22:51:19.000,2023-09-24T03:41:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:41:13.000,11 BROOKLYN,BROOKLYN,989138,160427,MOBILE,Unspecified,BROOKLYN,,,40.60701005343967,-73.98239621654946,"{'latitude': '40.60701005343967', 'longitude': '-73.98239621654946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11223,1619 WEST NINTH STREET,WEST NINTH STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,WEST    9 STREET,3066230071,,,
58908429,2023-09-23T22:51:11.000,2023-09-24T01:00:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T01:00:11.000,03 QUEENS,QUEENS,1019265,216019,MOBILE,Unspecified,QUEENS,,,40.759529390812965,-73.87360717901683,"{'latitude': '40.759529390812965', 'longitude': '-73.87360717901683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11369,31-44 95 STREET,95 STREET,31 AVENUE,JACKSON MILL ROAD,31 AVENUE,JACKSON MILL ROAD,ADDRESS,EAST ELMHURST,95 STREET,4014060025,,,
58908538,2023-09-23T22:50:53.000,2023-09-23T22:53:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:53:46.000,06 QUEENS,QUEENS,1026927,207749,MOBILE,Unspecified,QUEENS,,,40.736796692541596,-73.84600237030956,"{'latitude': '40.736796692541596', 'longitude': '-73.84600237030956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11375,62-62 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,62 DRIVE,63 AVENUE,62 DRIVE,63 AVENUE,ADDRESS,FOREST HILLS,GRAND CENTRAL PARKWAY SR WEST,4021800041,,,
58908431,2023-09-23T22:50:26.000,2023-09-23T23:21:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T23:21:59.000,14 QUEENS,QUEENS,1051472,161071,PHONE,Unspecified,QUEENS,,,40.60852407450371,-73.75789896344119,"{'latitude': '40.60852407450371', 'longitude': '-73.75789896344119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11691,13-97 GIPSON STREET,GIPSON STREET,JAYDEE COURT,NAMEOKE AVENUE,JAYDEE COURT,NAMEOKE AVENUE,ADDRESS,FAR ROCKAWAY,GIPSON STREET,4156640085,,,
58906417,2023-09-23T22:50:19.000,2023-09-23T22:58:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:58:56.000,03 BROOKLYN,BROOKLYN,996193,189727,ONLINE,Unspecified,BROOKLYN,,,40.68742550123028,-73.95693626433106,"{'latitude': '40.68742550123028', 'longitude': '-73.95693626433106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11238,342 FRANKLIN AVENUE,FRANKLIN AVENUE,GREENE AVENUE,LEXINGTON AVENUE,GREENE AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,3019670043,,,
58906837,2023-09-23T22:49:59.000,2023-09-23T23:09:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:09:36.000,Unspecified MANHATTAN,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,10032,WEST  160 STREET,WEST  160 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,BLOCKFACE,,,,,,
58905809,2023-09-23T22:49:58.000,2023-09-23T23:23:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:23:46.000,05 QUEENS,QUEENS,1015865,202987,ONLINE,Unspecified,QUEENS,,,40.72377263898151,-73.88594131587993,"{'latitude': '40.72377263898151', 'longitude': '-73.88594131587993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11379,60-30 75 STREET,75 STREET,CALDWELL AVENUE,DEAD END,CALDWELL AVENUE,DEAD END,ADDRESS,MIDDLE VILLAGE,75 STREET,4028440021,,,
58907699,2023-09-23T22:49:37.000,2023-09-24T03:14:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:14:08.000,05 BROOKLYN,BROOKLYN,1018963,189264,ONLINE,Unspecified,BROOKLYN,,,40.68609465935116,-73.8748352951601,"{'latitude': '40.68609465935116', 'longitude': '-73.8748352951601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11208,97 EUCLID AVENUE,EUCLID AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,EUCLID AVENUE,3041170017,,,
58906844,2023-09-23T22:49:36.000,2023-09-23T23:23:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T23:23:56.000,07 BROOKLYN,BROOKLYN,983451,173996,PHONE,Unspecified,BROOKLYN,,,40.644255423236196,-74.00287914775079,"{'latitude': '40.644255423236196', 'longitude': '-74.00287914775079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11220,724 46 STREET,46 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,46 STREET,3007590016,,,
58908375,2023-09-23T22:49:34.000,2023-09-23T23:31:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T23:31:24.000,18 BROOKLYN,BROOKLYN,1006024,169749,MOBILE,Unspecified,BROOKLYN,,,40.63257159009317,-73.92155244573703,"{'latitude': '40.63257159009317', 'longitude': '-73.92155244573703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11234,826 EAST   57 STREET,EAST   57 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,EAST   57 STREET,3077600060,,,
58908523,2023-09-23T22:49:33.000,2023-09-23T23:43:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:43:31.000,02 QUEENS,QUEENS,1006646,209181,ONLINE,Unspecified,QUEENS,,,40.74080178511266,-73.91918042619615,"{'latitude': '40.74080178511266', 'longitude': '-73.91918042619615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11377,47-06 46 STREET,46 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,46 STREET,4001700021,,,
58907943,2023-09-23T22:49:11.000,2023-09-23T23:52:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:52:55.000,17 BROOKLYN,BROOKLYN,1007498,178430,ONLINE,Unspecified,BROOKLYN,,,40.65639530822375,-73.91621199309347,"{'latitude': '40.65639530822375', 'longitude': '-73.91621199309347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11212,473 EAST   96 STREET,EAST   96 STREET,WILLMOHR STREET,CHURCH AVENUE,WILLMOHR STREET,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   96 STREET,3046930014,,,
58909036,2023-09-23T22:49:05.000,2023-09-23T22:53:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T22:53:06.000,11 BRONX,BRONX,1028178,251446,ONLINE,Unspecified,BRONX,,,40.85672674385295,-73.8412023734185,"{'latitude': '40.85672674385295', 'longitude': '-73.8412023734185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10461,1560 PELHAM PARKWAY SOUTH,PELHAM PARKWAY SOUTH,EASTCHESTER ROAD,STILLWELL AVENUE,EASTCHESTER ROAD,STILLWELL AVENUE,ADDRESS,BRONX,PELHAM PARKWAY SOUTH,2042220046,,,
