unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,vehicle_type
58958008,2023-09-29T22:20:25.000,2023-09-29T22:31:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,96-10 57 AVENUE,57 AVENUE,96 STREET,97 STREET,96 STREET,97 STREET,ADDRESS,CORONA,57 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T22:31:35.000,04 QUEENS,4019180052,QUEENS,1021769,207808,ONLINE,Unspecified,QUEENS,40.73698201773687,-73.86461437160887,"{'latitude': '40.73698201773687', 'longitude': '-73.86461437160887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961253,2023-09-29T22:20:13.000,2023-10-03T08:45:26.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221,441 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,04 BROOKLYN,3033700003,BROOKLYN,1008212,192060,PHONE,Unspecified,BROOKLYN,40.693804667081345,-73.91359021281768,"{'latitude': '40.693804667081345', 'longitude': '-73.91359021281768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963689,2023-09-29T22:20:00.000,2023-09-30T00:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223,1613 WEST   13 STREET,WEST   13 STREET,AVENUE P,KINGS HWY,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T00:30:00.000,11 BROOKLYN,3066190073,BROOKLYN,988089,160415,PHONE,Unspecified,BROOKLYN,40.60697763243549,-73.98617412199809,"{'latitude': '40.60697763243549', 'longitude': '-73.98617412199809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962235,2023-09-29T22:20:00.000,2023-10-02T07:37:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,140 HAVEN AVENUE,HAVEN AVENUE,ADAMS AVE,HUNTER AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-02T07:37:00.000,02 STATEN ISLAND,5036790020,STATEN ISLAND,956951,150217,ONLINE,Unspecified,STATEN ISLAND,40.57894496994225,-74.09827410955283,"{'latitude': '40.57894496994225', 'longitude': '-74.09827410955283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963461,2023-09-29T22:20:00.000,2023-10-02T12:07:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,402 WEST  148 STREET,WEST  148 STREET,ST NICHOLAS AVE,CONVENT AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-10-02T12:07:00.000,09 MANHATTAN,1020620037,MANHATTAN,999753,240293,ONLINE,Unspecified,MANHATTAN,40.826210693859274,-73.94398312245039,"{'latitude': '40.826210693859274', 'longitude': '-73.94398312245039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58966043,2023-09-29T22:19:46.000,2023-10-09T17:20:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10452,105 WEST  168 STREET,WEST  168 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-09T00:00:00.000,04 BRONX,2025180001,BRONX,1004964,244737,ONLINE,Unspecified,BRONX,40.8383975079796,-73.92514053942185,"{'latitude': '40.8383975079796', 'longitude': '-73.92514053942185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446728,2023-09-29T22:19:45.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MANIDA STREET,HUNTS POINT AVENUE,MANIDA STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,,2023-10-04T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459942,2023-09-29T22:19:44.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MANIDA STREET,HUNTS POINT AVENUE,MANIDA STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,,2023-10-04T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438603,2023-09-29T22:19:43.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Safety,Smoke Detector,Apartment,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MANIDA STREET,HUNTS POINT AVENUE,MANIDA STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,,2023-10-04T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59443404,2023-09-29T22:19:43.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MANIDA STREET,HUNTS POINT AVENUE,MANIDA STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,,2023-10-02T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452053,2023-09-29T22:19:42.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MANIDA STREET,HUNTS POINT AVENUE,MANIDA STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,,2023-10-04T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438176,2023-09-29T22:19:42.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MANIDA STREET,HUNTS POINT AVENUE,MANIDA STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,,2023-10-04T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459771,2023-09-29T22:19:40.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MANIDA STREET,HUNTS POINT AVENUE,MANIDA STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,,2023-10-04T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956467,2023-09-29T22:19:40.000,2023-09-29T23:13:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,440 WEST  238 STREET,WEST  238 STREET,WALDO AVENUE,GREYSTONE AVENUE,WALDO AVENUE,GREYSTONE AVENUE,ADDRESS,BRONX,WEST  238 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:13:44.000,08 BRONX,2057707501,BRONX,1010618,262519,ONLINE,Unspecified,BRONX,40.88718862468472,-73.90463729290335,"{'latitude': '40.88718862468472', 'longitude': '-73.90463729290335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453938,2023-09-29T22:19:38.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11221,441 WILSON AVENUE,WILSON AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,,2023-10-03T00:00:00.000,04 BROOKLYN,3033700003,BROOKLYN,1008212,192060,PHONE,Unspecified,BROOKLYN,40.693804667081345,-73.91359021281768,"{'latitude': '40.693804667081345', 'longitude': '-73.91359021281768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966247,2023-09-29T22:19:37.000,2023-10-04T18:09:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10458,2710 VALENTINE AVENUE,VALENTINE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,07 BRONX,2033000033,BRONX,1014008,255072,PHONE,Unspecified,BRONX,40.86673814621362,-73.89241008490421,"{'latitude': '40.86673814621362', 'longitude': '-73.89241008490421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967684,2023-09-29T22:19:37.000,2023-10-04T18:57:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10128,11 EAST   88 STREET,EAST   88 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-04T00:00:00.000,08 MANHATTAN,1015000009,MANHATTAN,995646,224396,ONLINE,Unspecified,MANHATTAN,40.78258405982354,-73.9588498967438,"{'latitude': '40.78258405982354', 'longitude': '-73.9588498967438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439773,2023-09-29T22:19:34.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Apartment,11226,55 LENOX ROAD,LENOX ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,Closed,,2023-10-02T00:00:00.000,14 BROOKLYN,3050640092,BROOKLYN,995989,177437,PHONE,Unspecified,BROOKLYN,40.653692477421174,-73.95769324445949,"{'latitude': '40.653692477421174', 'longitude': '-73.95769324445949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59435527,2023-09-29T22:19:30.000,2023-10-02T07:37:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,10306,140 HAVEN AVENUE,HAVEN AVENUE,ADAMS AVENUE,HUNTER AVENUE,ADAMS AVENUE,HUNTER AVENUE,ADDRESS,STATEN ISLAND,HAVEN AVENUE,Closed,,2023-10-02T07:37:00.000,02 STATEN ISLAND,5036790020,STATEN ISLAND,956951,150217,ONLINE,Unspecified,STATEN ISLAND,40.57894496994225,-74.09827410955283,"{'latitude': '40.57894496994225', 'longitude': '-74.09827410955283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972048,2023-09-29T22:19:23.000,2023-10-01T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,10457,1511 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-01T00:00:00.000,04 BRONX,2028210068,BRONX,1008782,245677,UNKNOWN,Unspecified,BRONX,40.84096775231571,-73.91133903015907,"{'latitude': '40.84096775231571', 'longitude': '-73.91133903015907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
59446093,2023-09-29T22:19:18.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10128,11 EAST   88 STREET,EAST   88 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   88 STREET,Closed,,2023-10-04T00:00:00.000,08 MANHATTAN,1015000009,MANHATTAN,995646,224396,ONLINE,Unspecified,MANHATTAN,40.78258405982354,-73.9588498967438,"{'latitude': '40.78258405982354', 'longitude': '-73.9588498967438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446336,2023-09-29T22:19:15.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10458,2710 VALENTINE AVENUE,VALENTINE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,,2023-10-04T00:00:00.000,07 BRONX,2033000033,BRONX,1014008,255072,PHONE,Unspecified,BRONX,40.86673814621362,-73.89241008490421,"{'latitude': '40.86673814621362', 'longitude': '-73.89241008490421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956153,2023-09-29T22:19:13.000,2023-09-30T01:35:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,32-04 76 STREET,76 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,76 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T01:35:52.000,03 QUEENS,4011710007,QUEENS,1014364,215047,MOBILE,Unspecified,QUEENS,40.756879552605135,-73.89130253742029,"{'latitude': '40.756879552605135', 'longitude': '-73.89130253742029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452528,2023-09-29T22:18:41.000,2023-09-30T00:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11223,1613 WEST   13 STREET,WEST   13 STREET,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST   13 STREET,Closed,,2023-09-30T00:30:00.000,11 BROOKLYN,3066190073,BROOKLYN,988089,160415,PHONE,Unspecified,BROOKLYN,40.60697763243549,-73.98617412199809,"{'latitude': '40.60697763243549', 'longitude': '-73.98617412199809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960293,2023-09-29T22:18:41.000,2023-10-03T15:48:38.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10019,856 NINTH AVENUE,NINTH AVENUE,WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-03T15:48:45.000,04 MANHATTAN,1010460064,MANHATTAN,988029,218720,MOBILE,Unspecified,MANHATTAN,40.767011468121076,-73.98635750489358,"{'latitude': '40.767011468121076', 'longitude': '-73.98635750489358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960858,2023-09-29T22:18:09.000,2023-09-29T22:49:01.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10306,2626 HYLAN BOULEVARD,HYLAN BOULEVARD,STERLING AVENUE,BEACH AVENUE,STERLING AVENUE,BEACH AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T22:49:04.000,02 STATEN ISLAND,5039690001,STATEN ISLAND,953077,146245,MOBILE,Unspecified,STATEN ISLAND,40.568029840697804,-74.11220185503339,"{'latitude': '40.568029840697804', 'longitude': '-74.11220185503339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959490,2023-09-29T22:17:49.000,2023-09-29T22:40:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,141 BAY   32 STREET,BAY   32 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   32 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T22:40:14.000,11 BROOKLYN,3064170020,BROOKLYN,985582,157241,MOBILE,Unspecified,BROOKLYN,40.59826637929664,-73.99520352520015,"{'latitude': '40.59826637929664', 'longitude': '-73.99520352520015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966532,2023-09-29T22:17:48.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10459,1211 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,HOME STREET,FREEMAN STREET,HOME STREET,FREEMAN STREET,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T22:50:03.000,03 BRONX,2029750037,BRONX,1014167,241304,ONLINE,Unspecified,BRONX,40.82894853770622,-73.89189665265188,"{'latitude': '40.82894853770622', 'longitude': '-73.89189665265188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
