unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_pick_up_location
58845557,2023-09-18T03:07:26.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11226,108 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-17T00:00:00.000,17 BROOKLYN,3050870023,BROOKLYN,996828,176958,UNKNOWN,Unspecified,BROOKLYN,40.652376575082776,-73.95467042521338,"{'latitude': '40.652376575082776', 'longitude': '-73.95467042521338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58855082,2023-09-18T03:07:18.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10013,45 LAFAYETTE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-18T07:15:37.000,01 MANHATTAN,1001680032,MANHATTAN,983465,200075,MOBILE,Unspecified,MANHATTAN,40.71583635980741,-74.00283173748576,"{'latitude': '40.71583635980741', 'longitude': '-74.00283173748576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WORTH STREET,CATHERINE LANE,WORTH STREET,CATHERINE LANE,LAFAYETTE STREET,,,,,,,
58849296,2023-09-18T03:06:52.000,2023-09-18T03:21:03.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11354,33 AVENUE,33 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T03:21:13.000,07 QUEENS,,QUEENS,1035332,219484,PHONE,Unspecified,QUEENS,40.768961670975806,-73.81558432018454,"{'latitude': '40.768961670975806', 'longitude': '-73.81558432018454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33 AVENUE,150 STREET,33 AVENUE,150 STREET,,,,,,,,
58853067,2023-09-18T03:06:24.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11221,496 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,2023-10-17T00:00:00.000,03 BROOKLYN,3018060122,BROOKLYN,1000679,190245,UNKNOWN,Unspecified,BROOKLYN,40.68884010192766,-73.9407595119911,"{'latitude': '40.68884010192766', 'longitude': '-73.9407595119911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58847549,2023-09-18T03:05:45.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10022,909 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-18T05:26:54.000,06 MANHATTAN,1013280001,MANHATTAN,992944,215709,MOBILE,Unspecified,MANHATTAN,40.758743581563806,-73.96861785337373,"{'latitude': '40.758743581563806', 'longitude': '-73.96861785337373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 54 STREET,EAST 55 STREET,EAST   54 STREET,EAST   55 STREET,3 AVENUE,,,,,,,
58846772,2023-09-18T03:04:36.000,2023-09-18T06:05:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,781 DREW STREET,DREW STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T06:06:06.000,05 BROOKLYN,3044710049,BROOKLYN,1022755,183655,PHONE,Unspecified,BROOKLYN,40.670683558618556,-73.8611945453399,"{'latitude': '40.670683558618556', 'longitude': '-73.8611945453399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DUMONT AVENUE,LINDEN BOULEVARD,DUMONT AVENUE,LINDEN BOULEVARD,DREW STREET,,,,,,,
58855083,2023-09-18T03:04:33.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10022,909 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-18T05:26:16.000,06 MANHATTAN,1013280001,MANHATTAN,992944,215709,MOBILE,Unspecified,MANHATTAN,40.758743581563806,-73.96861785337373,"{'latitude': '40.758743581563806', 'longitude': '-73.96861785337373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 54 STREET,EAST 55 STREET,EAST   54 STREET,EAST   55 STREET,3 AVENUE,,,,,,,
58854461,2023-09-18T03:04:31.000,2023-09-18T03:07:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10305,20 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T03:07:34.000,02 STATEN ISLAND,5031250116,STATEN ISLAND,966982,156412,ONLINE,Unspecified,STATEN ISLAND,40.59597421974536,-74.06217919709624,"{'latitude': '40.59597421974536', 'longitude': '-74.06217919709624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LILY POND AVENUE,ROBIN ROAD,LILY POND AVENUE,ROBIN ROAD,FATHER CAPODANNO BOULEVARD,,,,,,,
58846654,2023-09-18T03:04:12.000,2023-09-18T03:38:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10453,2121 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T03:38:38.000,05 BRONX,2032060059,BRONX,1009727,251029,MOBILE,Unspecified,BRONX,40.855654729137626,-73.90790337703585,"{'latitude': '40.855654729137626', 'longitude': '-73.90790337703585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  180 STREET,WEST  181 STREET,WEST  180 STREET,WEST  181 STREET,GRAND AVENUE,,,,,,,
58850742,2023-09-18T03:03:37.000,2023-09-18T03:14:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11426,82-40 242 STREET,242 STREET,ADDRESS,BELLEROSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T03:14:34.000,13 QUEENS,4079040060,QUEENS,1060275,207834,ONLINE,Unspecified,QUEENS,40.736806210940124,-73.72566758261226,"{'latitude': '40.736806210940124', 'longitude': '-73.72566758261226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 AVENUE,83 AVENUE,82 AVENUE,83 AVENUE,242 STREET,,,,,,,
58846862,2023-09-18T03:03:00.000,2023-09-18T03:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11204,,,INTERSECTION,BROOKLYN,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-18T03:50:00.000,12 BROOKLYN,,BROOKLYN,991108,165493,UNKNOWN,Unspecified,BROOKLYN,40.62091387130242,-73.97529625702678,"{'latitude': '40.62091387130242', 'longitude': '-73.97529625702678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BAY PARKWAY,MC DONALD AVENUE,,N/A,,,,,,
58854773,2023-09-18T03:02:54.000,2023-09-18T03:20:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10469,3464 EASTCHESTER ROAD,EASTCHESTER ROAD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T03:20:28.000,12 BRONX,2047230053,BRONX,1026613,259148,MOBILE,Unspecified,BRONX,40.877874006173606,-73.84681107177096,"{'latitude': '40.877874006173606', 'longitude': '-73.84681107177096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOSTON ROAD,CHESTER STREET,BOSTON ROAD,CHESTER STREET,EASTCHESTER ROAD,,,,,,,
58849136,2023-09-18T03:02:15.000,2023-09-18T07:10:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10453,2121 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T07:11:08.000,05 BRONX,2032060059,BRONX,1009727,251029,MOBILE,Unspecified,BRONX,40.855654729137626,-73.90790337703585,"{'latitude': '40.855654729137626', 'longitude': '-73.90790337703585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  180 STREET,WEST  181 STREET,WEST  180 STREET,WEST  181 STREET,GRAND AVENUE,,,,,,,
58851914,2023-09-18T03:01:35.000,2023-09-18T03:20:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10037,50 WEST  132 STREET,WEST  132 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T03:20:38.000,10 MANHATTAN,1017290052,MANHATTAN,1000692,234937,ONLINE,Unspecified,MANHATTAN,40.81150828650306,-73.94060336402187,"{'latitude': '40.81150828650306', 'longitude': '-73.94060336402187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,WEST  132 STREET,,,,,,,
58854321,2023-09-18T03:00:38.000,2023-09-18T03:18:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,170 EAST   96 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T03:18:22.000,17 BROOKLYN,3046140043,BROOKLYN,1005610,180642,PHONE,Unspecified,BROOKLYN,40.66247151459687,-73.92300951437716,"{'latitude': '40.66247151459687', 'longitude': '-73.92300951437716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,EAST   96 STREET,,,,,,,
58852141,2023-09-18T03:00:27.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10035,234 EAST  119 STREET,EAST  119 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,11 MANHATTAN,1017830031,MANHATTAN,1001497,230564,ONLINE,Unspecified,MANHATTAN,40.79950407430594,-73.93770654094834,"{'latitude': '40.79950407430594', 'longitude': '-73.93770654094834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58849450,2023-09-18T03:00:08.000,2023-09-18T03:17:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,50 PALADINO AVENUE,PALADINO AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T03:17:43.000,11 MANHATTAN,1018080001,MANHATTAN,1003628,230443,ONLINE,Unspecified,MANHATTAN,40.7991675460131,-73.93001005544936,"{'latitude': '40.7991675460131', 'longitude': '-73.93001005544936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,EAST  120 STREET,1 AVENUE,EAST  120 STREET,PALADINO AVENUE,,,,,,,
58846617,2023-09-18T02:59:13.000,2023-09-18T03:20:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,655 EAST  230 STREET,EAST  230 STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T03:20:38.000,12 BRONX,2048330028,BRONX,1022911,264242,ONLINE,Unspecified,BRONX,40.89187241649303,-73.86016845296459,"{'latitude': '40.89187241649303', 'longitude': '-73.86016845296459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,EAST  230 STREET,,,,,,,
58851913,2023-09-18T02:58:48.000,2023-09-18T04:48:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,160 WEST  231 STREET,WEST  231 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T04:48:34.000,08 BRONX,2032660109,BRONX,1011048,259269,ONLINE,Unspecified,BRONX,40.878267098649296,-73.90309515581207,"{'latitude': '40.878267098649296', 'longitude': '-73.90309515581207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAILEY AVENUE,ALBANY CRESCENT,BAILEY AVENUE,ALBANY CRESCENT,WEST  231 STREET,,,,,,,
58851335,2023-09-18T02:57:34.000,2023-09-18T03:00:02.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T03:00:12.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,7 AVENUE,,,,,,,
58848643,2023-09-18T02:57:31.000,2023-09-18T02:57:31.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10458,185 EAST  206 STREET,EAST  206 STREET,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-18T02:57:31.000,07 BRONX,2033130001,BRONX,1016261,258394,MOBILE,Unspecified,BRONX,40.87584812829464,-73.8842485117217,"{'latitude': '40.87584812829464', 'longitude': '-73.8842485117217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST GEORGES CRESCENT,EAST MOSHOLU PARKWAY SOUTH,ST GEORGES CRESCENT,EAST MOSHOLU PARKWAY SOUTH,EAST  206 STREET,,,,,,,
58846956,2023-09-18T02:57:23.000,2023-09-18T03:40:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2415 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T03:40:53.000,07 BRONX,2031990034,BRONX,1011106,253310,MOBILE,Unspecified,BRONX,40.861911298715505,-73.9029093046997,"{'latitude': '40.861911298715505', 'longitude': '-73.9029093046997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  184 STREET,WEST FORDHAM ROAD,WEST  184 STREET,WEST FORDHAM ROAD,DAVIDSON AVENUE,,,,,,,
58846262,2023-09-18T02:56:36.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10018,404 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-18T04:46:28.000,05 MANHATTAN,1008380048,MANHATTAN,988876,212589,MOBILE,Unspecified,MANHATTAN,40.75018303876708,-73.98330398519893,"{'latitude': '40.75018303876708', 'longitude': '-73.98330398519893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 36 STREET,EAST 37 STREET,EAST   36 STREET,EAST   37 STREET,5 AVENUE,,,,,,,
58845558,2023-09-18T02:55:21.000,2023-10-05T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11208,175 ATKINS AVENUE,ATKINS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,2023-10-05T00:00:00.000,05 BROOKLYN,3040070003,BROOKLYN,1017796,185165,UNKNOWN,Unspecified,BROOKLYN,40.674848345314196,-73.87906354787722,"{'latitude': '40.674848345314196', 'longitude': '-73.87906354787722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58851359,2023-09-18T02:54:21.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10001,8 AVENUE,8 AVENUE,INTERSECTION,MANHATTAN,Closed,The individual was found and outreach assistance was offered.,2023-09-18T05:12:32.000,04 MANHATTAN,,MANHATTAN,985927,213077,PHONE,Unspecified,MANHATTAN,40.7515235264882,-73.99394730218468,"{'latitude': '40.7515235264882', 'longitude': '-73.99394730218468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,WEST   33 STREET,8 AVENUE,WEST 33 STREET,,,,,,,,
58847903,2023-09-18T02:51:05.000,2023-09-18T05:41:14.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11417,90-15 SUTTER AVENUE,SUTTER AVENUE,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T05:41:20.000,10 QUEENS,4091550025,QUEENS,1026752,185748,ONLINE,Unspecified,QUEENS,40.676410078067626,-73.84677271680002,"{'latitude': '40.676410078067626', 'longitude': '-73.84677271680002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 STREET,91 STREET,90 STREET,91 STREET,SUTTER AVENUE,,,,,,,
58851826,2023-09-18T02:49:42.000,2023-09-18T04:01:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,62-11 35 AVENUE,35 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T04:01:19.000,02 QUEENS,4011900054,QUEENS,1012139,212630,PHONE,Unspecified,QUEENS,40.75025280341085,-73.89934376479158,"{'latitude': '40.75025280341085', 'longitude': '-73.89934376479158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 STREET,63 STREET,62 STREET,63 STREET,35 AVENUE,,,,,,,
