unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58890216,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11103,30-48 47 STREET,47 STREET,ADDRESS,ASTORIA,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-23T12:00:00.000,01 QUEENS,4007280073,QUEENS,1009058,216167,PHONE,Unspecified,QUEENS,40.75997014422611,-73.91045056947908,"{'latitude': '40.75997014422611', 'longitude': '-73.91045056947908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,30 ROAD,31 AVENUE,,,,,,,,,,
58890210,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11233,849 HERKIMER STREET,HERKIMER STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,03 BROOKLYN,3017030044,BROOKLYN,1005039,186411,PHONE,Unspecified,BROOKLYN,40.67830748282743,-73.92504984742992,"{'latitude': '40.67830748282743', 'longitude': '-73.92504984742992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,SUYDAM PLACE,BUFFALO AVENUE,,,,,,,,,,
58883638,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10469,2901 GRACE AVENUE,GRACE AVENUE,ADDRESS,BRONX,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,12 BRONX,2047960029,BRONX,1029874,256335,PHONE,Unspecified,BRONX,40.87013694522267,-73.83503814601792,"{'latitude': '40.87013694522267', 'longitude': '-73.83503814601792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,ARNOW AVENUE,ADEE AVENUE,,,,,,,,,,
58888930,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11385,72-12 67 STREET,67 STREET,ADDRESS,RIDGEWOOD,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,05 QUEENS,4037000030,QUEENS,1015852,194742,PHONE,Unspecified,QUEENS,40.70114214306385,-73.88602691880507,"{'latitude': '40.70114214306385', 'longitude': '-73.88602691880507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,MYRTLE AVENUE,COOPER AVENUE,,,,,,,,,,
58888934,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11101,40-08 22 STREET,22 STREET,ADDRESS,LONG ISLAND CITY,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,01 QUEENS,4004100025,QUEENS,1000735,214153,PHONE,Unspecified,QUEENS,40.75446166553786,-73.94049902677784,"{'latitude': '40.75446166553786', 'longitude': '-73.94049902677784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,40 AVENUE,41 AVENUE,,,,,,,,,,
58884973,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11101,40-17 22 STREET,22 STREET,ADDRESS,LONG ISLAND CITY,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,01 QUEENS,4004090018,QUEENS,1000722,214124,PHONE,Unspecified,QUEENS,40.75438209215168,-73.94054602001805,"{'latitude': '40.75438209215168', 'longitude': '-73.94054602001805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,40 AVENUE,41 AVENUE,,,,,,,,,,
58888935,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11101,40-17 22 STREET,22 STREET,ADDRESS,LONG ISLAND CITY,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,01 QUEENS,4004090018,QUEENS,1000722,214124,PHONE,Unspecified,QUEENS,40.75438209215168,-73.94054602001805,"{'latitude': '40.75438209215168', 'longitude': '-73.94054602001805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,40 AVENUE,41 AVENUE,,,,,,,,,,
58883651,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,17 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,Street,,,EAST 46 STREET,EAST 46 STREET,,,,,,,,
58888936,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,03 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,DSNY Garage,Street,,,HERKIMER STREET,HERKIMER STREET,,,,,,,,
58890206,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11101,40-24 22 STREET,22 STREET,ADDRESS,LONG ISLAND CITY,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,01 QUEENS,4004100035,QUEENS,1000699,214101,PHONE,Unspecified,QUEENS,40.75431900582623,-73.94062909237923,"{'latitude': '40.75431900582623', 'longitude': '-73.94062909237923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,40 AVENUE,41 AVENUE,,,,,,,,,,
58888931,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11214,1816 BENSON AVENUE,BENSON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,11 BROOKLYN,,BROOKLYN,983043,159599,PHONE,Unspecified,BROOKLYN,40.6047386284483,-74.00434677651432,"{'latitude': '40.6047386284483', 'longitude': '-74.00434677651432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,BAY 19 STREET,BAY 19 STREET,,,,,,,,,,
58883648,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,09 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,DSNY Garage,Street,,,84 STREET,84 STREET,,,,,,,,
58883649,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10304,49 MOSEL AVENUE,MOSEL AVENUE,ADDRESS,STATEN ISLAND,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,01 STATEN ISLAND,5028990174,STATEN ISLAND,962597,162566,PHONE,Unspecified,STATEN ISLAND,40.61285606046183,-74.07798857438534,"{'latitude': '40.61285606046183', 'longitude': '-74.07798857438534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,GEO COURT,LEEWOOD LOOP,,,,,,,,,,
58891476,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11375,64-02 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,ADDRESS,FOREST HILLS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,06 QUEENS,4021840031,QUEENS,1027181,206806,PHONE,Unspecified,QUEENS,40.73420716494519,-73.84509184454033,"{'latitude': '40.73420716494519', 'longitude': '-73.84509184454033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,64 AVENUE,64 AVENUE PEDESTRIAN OVERPASS,,,,,,,,,,
58890192,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,11 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,DSNY Garage,Street,,,ALLERTON AVENUE,ALLERTON AVENUE,,,,,,,,
58887569,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11234,1810 EAST   38 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,18 BROOKLYN,3084810052,BROOKLYN,1002767,162885,PHONE,Unspecified,BROOKLYN,40.61373875794203,-73.93330561695011,"{'latitude': '40.61373875794203', 'longitude': '-73.93330561695011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,AVENUE R,FILLMORE AVENUE,,,,,,,,,,
58888941,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10460,1829 TRAFALGAR PLACE,TRAFALGAR PLACE,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,06 BRONX,2029580184,BRONX,1015515,245395,PHONE,Unspecified,BRONX,40.840172473804266,-73.88700666964988,"{'latitude': '40.840172473804266', 'longitude': '-73.88700666964988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,EAST 175 STREET,EAST 176 STREET,,,,,,,,,,
58883644,2023-09-21T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11433,109-20 153 STREET,153 STREET,ADDRESS,JAMAICA,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-27T12:00:00.000,12 QUEENS,4121400020,QUEENS,1040581,191267,PHONE,Unspecified,QUEENS,40.69148123548312,-73.79687072540534,"{'latitude': '40.69148123548312', 'longitude': '-73.79687072540534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,109 AVENUE,109 ROAD,,,,,,,,,,
58890199,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10474,730 LONGFELLOW AVENUE,LONGFELLOW AVENUE,ADDRESS,BRONX,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-22T12:00:00.000,02 BRONX,,BRONX,1016124,236449,PHONE,Unspecified,BRONX,40.815616102410765,-73.88484821600781,"{'latitude': '40.815616102410765', 'longitude': '-73.88484821600781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,SPOFFORD AVENUE,LAFAYETTE AVENUE,,,,,,,,,,
58884976,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11203,482 TROY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-23T12:00:00.000,09 BROOKLYN,3047950040,BROOKLYN,1001641,180487,PHONE,Unspecified,BROOKLYN,40.66205475929693,-73.93731586553739,"{'latitude': '40.66205475929693', 'longitude': '-73.93731586553739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,EAST NEW YORK AVENUE,MAPLE STREET,,,,,,,,,,
58887572,2023-09-21T12:00:00.000,2023-09-26T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11208,622 ELTON STREET,ELTON STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-26T12:00:00.000,05 BROOKLYN,,BROOKLYN,1017029,182508,PHONE,Unspecified,BROOKLYN,40.66755835505932,-73.88184157145099,"{'latitude': '40.66755835505932', 'longitude': '-73.88184157145099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,DUMONT AVENUE,NEW LOTS AVENUE,,,,,,,,,,
58887570,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10471,5272 POST ROAD,POST ROAD,ADDRESS,BRONX,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,08 BRONX,2058353052,BRONX,1012380,266944,PHONE,Unspecified,BRONX,40.899328396642815,-73.8982462462125,"{'latitude': '40.899328396642815', 'longitude': '-73.8982462462125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,LAKEVIEW PLACE,WEST 253 STREET,,,,,,,,,,
58887577,2023-09-21T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11210,2104 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-23T12:00:00.000,14 BROOKLYN,3052210018,BROOKLYN,996109,171304,PHONE,Unspecified,BROOKLYN,40.63685855717004,-73.95727155214367,"{'latitude': '40.63685855717004', 'longitude': '-73.95727155214367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,EAST 21 STREET,EAST 22 STREET,,,,,,,,,,
58891472,2023-09-21T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10455,1025 LEGGETT AVENUE,LEGGETT AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,02 BRONX,2027200041,BRONX,1012060,235823,PHONE,Unspecified,BRONX,40.81391163706459,-73.89953288330868,"{'latitude': '40.81391163706459', 'longitude': '-73.89953288330868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,FOX STREET,SOUTHERN BOULEVARD,,,,,,,,,,
58890203,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10453,1674 MACOMBS ROAD,MACOMBS ROAD,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,05 BRONX,2028660034,BRONX,1007438,248216,PHONE,Unspecified,BRONX,40.8479401909896,-73.91618759060505,"{'latitude': '40.8479401909896', 'longitude': '-73.91618759060505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,WEST 174 STREET,WEST 175 STREET,,,,,,,,,,
58884969,2023-09-21T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11212,115 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. The owner then claimed the vehicle. DSNY closed your Service Request. No further action will be taken.,2023-09-25T12:00:00.000,17 BROOKLYN,3046160069,BROOKLYN,1005629,181076,PHONE,Unspecified,BROOKLYN,40.66366270226358,-73.92293965421553,"{'latitude': '40.66366270226358', 'longitude': '-73.92293965421553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,RUTLAND ROAD,WINTHROP STREET,,,,,,,,,,
58882375,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,10310,146 ALASKA STREET,ALASKA STREET,ADDRESS,STATEN ISLAND,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-22T12:00:00.000,01 STATEN ISLAND,,STATEN ISLAND,950810,170879,PHONE,Unspecified,STATEN ISLAND,40.63563683923595,-74.12048347511991,"{'latitude': '40.63563683923595', 'longitude': '-74.12048347511991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,HENDERSON AVENUE,CASTLETON AVENUE,,,,,,,,,,
58891478,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11414,102-03 DAVENPORT COURT,DAVENPORT COURT,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,10 QUEENS,4142461128,QUEENS,1031873,177470,PHONE,Unspecified,QUEENS,40.653662780138,-73.82836911721472,"{'latitude': '40.653662780138', 'longitude': '-73.82836911721472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,JOEL A MIELE SR PEDESTRIAN BRDG,104 STREET,,,,,,,,,,
58887571,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11233,241 HULL STREET,HULL STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,16 BROOKLYN,3015350044,BROOKLYN,1010025,187027,PHONE,Unspecified,BROOKLYN,40.67998514857735,-73.90707158072117,"{'latitude': '40.67998514857735', 'longitude': '-73.90707158072117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,Street,MOTHER GASTON BOULEVARD,BROADWAY,,,,,,,,,,
58886256,2023-09-21T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,11429,110-20 215 STREET,215 STREET,ADDRESS,QUEENS VILLAGE,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,13 QUEENS,4111280015,QUEENS,1055705,197310,PHONE,Unspecified,QUEENS,40.70795860310089,-73.7422698326081,"{'latitude': '40.70795860310089', 'longitude': '-73.7422698326081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,110 AVENUE,111 AVENUE,,,,,,,,,,
