unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp
58806297,2023-09-13T13:32:36.000,2023-09-13T17:04:41.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11372,73-04 37 AVENUE,37 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,JACKSON HEIGHTS,37 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-13T17:04:44.000,03 QUEENS,4012847501,QUEENS,1014026,212130,MOBILE,Unspecified,QUEENS,40.74887427770216,-73.89253547519164,"{'latitude': '40.74887427770216', 'longitude': '-73.89253547519164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801325,2023-09-13T13:32:35.000,2023-09-13T14:05:01.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10304,258 NORTH RAILROAD AVENUE,NORTH RAILROAD AVENUE,TACOMA STREET,OLD TOWN ROAD,TACOMA STREET,OLD TOWN ROAD,ADDRESS,STATEN ISLAND,NORTH RAILROAD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T14:05:06.000,02 STATEN ISLAND,5032000144,STATEN ISLAND,959835,156802,ONLINE,Unspecified,STATEN ISLAND,40.59702788410506,-74.0879157505456,"{'latitude': '40.59702788410506', 'longitude': '-74.0879157505456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805923,2023-09-13T13:32:29.000,2023-10-08T12:12:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3046490024,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805872,2023-09-13T13:32:29.000,2023-10-08T08:47:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3046490024,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809748,2023-09-13T13:32:29.000,2023-10-08T12:12:49.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3046490024,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800632,2023-09-13T13:32:29.000,2023-10-08T08:47:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3046490024,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809678,2023-09-13T13:32:29.000,2023-10-08T12:12:49.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3046490024,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805938,2023-09-13T13:32:29.000,2023-10-08T08:47:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3046490024,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801894,2023-09-13T13:32:19.000,2023-09-25T10:00:32.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10032,2107 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,12 MANHATTAN,1021110004,MANHATTAN,1001231,244407,PHONE,Unspecified,MANHATTAN,40.837499721066614,-73.9386322634439,"{'latitude': '40.837499721066614', 'longitude': '-73.9386322634439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808380,2023-09-13T13:32:13.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10036,453 WEST   48 STREET,WEST   48 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,04 MANHATTAN,1010580104,MANHATTAN,986489,217299,PHONE,Unspecified,MANHATTAN,40.76311171441717,-73.99191750251904,"{'latitude': '40.76311171441717', 'longitude': '-73.99191750251904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803048,2023-09-13T13:32:06.000,2023-09-13T14:03:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,681 WEST  164 STREET,WEST  164 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  164 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:03:15.000,12 MANHATTAN,,MANHATTAN,1000024,244947,ONLINE,Unspecified,MANHATTAN,40.838984102379854,-73.94299297660574,"{'latitude': '40.838984102379854', 'longitude': '-73.94299297660574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807459,2023-09-13T13:32:02.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10017,595 5 AVENUE,5 AVENUE,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,5 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-15T09:37:32.000,05 MANHATTAN,1012840001,MANHATTAN,990423,215153,MOBILE,Unspecified,MANHATTAN,40.75721962320148,-73.97771824741936,"{'latitude': '40.75721962320148', 'longitude': '-73.97771824741936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806574,2023-09-13T13:32:00.000,2023-09-14T13:35:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11385,82-82 88 PLACE,88 PLACE,MYRTLE AVE,DEAD END,,,ADDRESS,RIDGEWOOD,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T13:35:00.000,05 QUEENS,4038660028,QUEENS,1023567,194943,PHONE,Unspecified,QUEENS,40.70166292515195,-73.85820152739187,"{'latitude': '40.70166292515195', 'longitude': '-73.85820152739187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807861,2023-09-13T13:32:00.000,2023-09-13T14:25:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10004,54 PEARL STREET,PEARL STREET,BROAD ST,COENTIES SLIP,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-13T14:25:00.000,01 MANHATTAN,1000070035,MANHATTAN,981096,195579,PHONE,Unspecified,MANHATTAN,40.7034953786261,-74.01137534608392,"{'latitude': '40.7034953786261', 'longitude': '-74.01137534608392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801467,2023-09-13T13:31:52.000,2023-09-13T14:29:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:29:40.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809038,2023-09-13T13:31:49.000,2023-09-13T15:17:38.000,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,11249,84 BROADWAY,BROADWAY,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,BROADWAY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T13:31:59.000,01 BROOKLYN,3021300017,BROOKLYN,993734,198135,ONLINE,Unspecified,BROOKLYN,40.71050647414483,-73.96579101709854,"{'latitude': '40.71050647414483', 'longitude': '-73.96579101709854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808891,2023-09-13T13:31:40.000,2023-09-13T13:59:55.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10012,239 ELIZABETH STREET,ELIZABETH STREET,PRINCE STREET,EAST HOUSTON STREET,PRINCE STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELIZABETH STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-13T14:00:00.000,02 MANHATTAN,1005080042,MANHATTAN,985929,202783,MOBILE,Unspecified,MANHATTAN,40.72326904343243,-73.993942652868,"{'latitude': '40.72326904343243', 'longitude': '-73.993942652868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808913,2023-09-13T13:31:40.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10012,239 ELIZABETH STREET,ELIZABETH STREET,PRINCE STREET,EAST HOUSTON STREET,PRINCE STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELIZABETH STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T15:10:39.000,02 MANHATTAN,1005080042,MANHATTAN,985929,202783,MOBILE,Unspecified,MANHATTAN,40.72326904343243,-73.993942652868,"{'latitude': '40.72326904343243', 'longitude': '-73.993942652868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807328,2023-09-13T13:31:16.000,2023-09-14T11:48:31.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10467,3405 PUTNAM PLACE,PUTNAM PLACE,RESERVOIR OVAL WEST,EAST GUN HILL ROAD,RESERVOIR OVAL WEST,EAST GUN HILL ROAD,ADDRESS,BRONX,PUTNAM PLACE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-14T11:48:36.000,07 BRONX,2033430227,BRONX,1018567,259587,ONLINE,Unspecified,BRONX,40.87911387624784,-73.87590393590823,"{'latitude': '40.87911387624784', 'longitude': '-73.87590393590823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803354,2023-09-13T13:31:16.000,2023-09-14T08:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10460,,,,,EAST 182 STREET,MAPES AVENUE,INTERSECTION,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T08:15:00.000,06 BRONX,,BRONX,1016404,248497,UNKNOWN,Unspecified,BRONX,40.848683354503116,-73.88377890720103,"{'latitude': '40.848683354503116', 'longitude': '-73.88377890720103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58807455,2023-09-13T13:31:06.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11385,751 WOODWARD AVENUE,WOODWARD AVENUE,WOODBINE STREET,MYRTLE AVENUE LINE,WOODBINE STREET,MYRTLE AVENUE LINE,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,In Progress,,,05 QUEENS,4034800004,QUEENS,1010650,195912,MOBILE,Rosemary's Playground,QUEENS,40.70437056511764,-73.90478340599073,"{'latitude': '40.70437056511764', 'longitude': '-73.90478340599073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804117,2023-09-13T13:30:41.000,2023-09-13T14:02:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,125 WEST   53 STREET,WEST   53 STREET,AVENUE OF THE AMERICAS,6 1/2 AVENUE,AVENUE OF THE AMERICAS,6 1/2 AVENUE,ADDRESS,NEW YORK,WEST   53 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:02:30.000,05 MANHATTAN,1010067502,MANHATTAN,989803,216954,ONLINE,Unspecified,MANHATTAN,40.762163317824516,-73.97995468076914,"{'latitude': '40.762163317824516', 'longitude': '-73.97995468076914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805546,2023-09-13T13:30:37.000,2023-09-13T14:03:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,795 EAST  169 STREET,EAST  169 STREET,TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,ADDRESS,BRONX,EAST  169 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T14:03:06.000,03 BRONX,2029610002,BRONX,1012199,241785,MOBILE,Unspecified,BRONX,40.830275190940526,-73.89900589630429,"{'latitude': '40.830275190940526', 'longitude': '-73.89900589630429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810031,2023-09-13T13:30:36.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11209,148 84 STREET,84 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,84 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-20T15:41:58.000,10 BROOKLYN,3060230025,BROOKLYN,974681,167333,PHONE,Unspecified,BROOKLYN,40.62596177278095,-74.03447185743534,"{'latitude': '40.62596177278095', 'longitude': '-74.03447185743534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805380,2023-09-13T13:30:32.000,2023-09-13T19:15:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10457,2254 BASSFORD AVENUE,BASSFORD AVENUE,FLETCHER PLACE,EAST  183 STREET,FLETCHER PLACE,EAST  183 STREET,ADDRESS,BRONX,BASSFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T19:15:21.000,06 BRONX,2030500102,BRONX,1013826,250538,ONLINE,Unspecified,BRONX,40.85429430164156,-73.89308811155773,"{'latitude': '40.85429430164156', 'longitude': '-73.89308811155773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805021,2023-09-13T13:30:10.000,2023-09-13T15:31:26.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11220,4 AVENUE,4 AVENUE,4 AVENUE,51 STREET,4 AVENUE,51 STREET,INTERSECTION,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-13T15:31:30.000,07 BROOKLYN,,BROOKLYN,980598,174599,PHONE,Unspecified,BROOKLYN,40.64590981130711,-74.01316008552666,"{'latitude': '40.64590981130711', 'longitude': '-74.01316008552666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
