unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58948300,2023-09-28T14:30:02.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10467,3631 HOLLAND AVENUE,HOLLAND AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-30T00:00:00.000,12 BRONX,2046620021,BRONX,1021984,259762,UNKNOWN,Unspecified,BRONX,40.87958024855114,-73.86354652048252,"{'latitude': '40.87958024855114', 'longitude': '-73.86354652048252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58949483,2023-09-28T14:29:56.000,2023-10-05T06:57:30.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11412,191-48 112 ROAD,112 ROAD,ADDRESS,SAINT ALBANS,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-10-05T06:57:30.000,12 QUEENS,4109690127,QUEENS,1050052,194458,ONLINE,Unspecified,QUEENS,40.70017440841573,-73.76268733362443,"{'latitude': '40.70017440841573', 'longitude': '-73.76268733362443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,112 ROAD,,,,,,,
58950802,2023-09-28T14:29:30.000,2023-09-30T13:15:51.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10310,21 ALASKA STREET,ALASKA STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-30T13:15:56.000,01 STATEN ISLAND,5001870022,STATEN ISLAND,950540,171963,PHONE,Unspecified,STATEN ISLAND,40.63861116185817,-74.12146169256403,"{'latitude': '40.63861116185817', 'longitude': '-74.12146169256403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND TERRACE,WOODRUFF LANE,RICHMOND TERRACE,WOODRUFF LANE,ALASKA STREET,,,,,,,
58947420,2023-09-28T14:29:26.000,2023-09-28T15:06:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2365 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T15:06:34.000,07 BRONX,,BRONX,1010887,252842,MOBILE,Unspecified,BRONX,40.860627444019464,-73.90370290003378,"{'latitude': '40.860627444019464', 'longitude': '-73.90370290003378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTH STREET,WEST  184 STREET,NORTH STREET,WEST  184 STREET,DAVIDSON AVENUE,,,,,,,
58949006,2023-09-28T14:29:21.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,611 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,14 BROOKLYN,3052070056,BROOKLYN,995948,172091,PHONE,Unspecified,BROOKLYN,40.63901891804962,-73.95785027702586,"{'latitude': '40.63901891804962', 'longitude': '-73.95785027702586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58951395,2023-09-28T14:29:10.000,2023-11-24T08:47:21.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,555 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-24T00:00:00.000,14 BROOKLYN,3051010017,BROOKLYN,995116,175820,PHONE,Unspecified,BROOKLYN,40.6492552789244,-73.96084209642846,"{'latitude': '40.6492552789244', 'longitude': '-73.96084209642846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58953958,2023-09-28T14:29:10.000,2023-11-24T08:47:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,555 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-24T00:00:00.000,14 BROOKLYN,3051010017,BROOKLYN,995116,175820,PHONE,Unspecified,BROOKLYN,40.6492552789244,-73.96084209642846,"{'latitude': '40.6492552789244', 'longitude': '-73.96084209642846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58955203,2023-09-28T14:29:10.000,2023-11-24T08:22:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,555 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-24T00:00:00.000,14 BROOKLYN,3051010017,BROOKLYN,995116,175820,PHONE,Unspecified,BROOKLYN,40.6492552789244,-73.96084209642846,"{'latitude': '40.6492552789244', 'longitude': '-73.96084209642846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58953953,2023-09-28T14:29:10.000,2023-11-24T08:47:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,555 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-24T00:00:00.000,14 BROOKLYN,3051010017,BROOKLYN,995116,175820,PHONE,Unspecified,BROOKLYN,40.6492552789244,-73.96084209642846,"{'latitude': '40.6492552789244', 'longitude': '-73.96084209642846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58955164,2023-09-28T14:29:07.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11208,795 FOUNTAIN AVENUE,FOUNTAIN AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,05 BROOKLYN,3045650067,BROOKLYN,1020991,180116,PHONE,Unspecified,BROOKLYN,40.66097729732736,-73.86757280976697,"{'latitude': '40.66097729732736', 'longitude': '-73.86757280976697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58951389,2023-09-28T14:29:07.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11208,795 FOUNTAIN AVENUE,FOUNTAIN AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,05 BROOKLYN,3045650067,BROOKLYN,1020991,180116,PHONE,Unspecified,BROOKLYN,40.66097729732736,-73.86757280976697,"{'latitude': '40.66097729732736', 'longitude': '-73.86757280976697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58952558,2023-09-28T14:29:05.000,2023-10-08T16:58:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11367,147-41 76 AVENUE,76 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,08 QUEENS,4066840002,QUEENS,1035116,202973,ONLINE,Unspecified,QUEENS,40.723644464284305,-73.81648899343675,"{'latitude': '40.723644464284305', 'longitude': '-73.81648899343675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58950296,2023-09-28T14:29:05.000,2023-10-08T16:58:59.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,11367,147-41 76 AVENUE,76 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,08 QUEENS,4066840002,QUEENS,1035116,202973,ONLINE,Unspecified,QUEENS,40.723644464284305,-73.81648899343675,"{'latitude': '40.723644464284305', 'longitude': '-73.81648899343675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58952681,2023-09-28T14:29:05.000,2023-10-08T16:58:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11367,147-41 76 AVENUE,76 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,08 QUEENS,4066840002,QUEENS,1035116,202973,ONLINE,Unspecified,QUEENS,40.723644464284305,-73.81648899343675,"{'latitude': '40.723644464284305', 'longitude': '-73.81648899343675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58951003,2023-09-28T14:29:03.000,2023-09-28T17:36:32.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10469,922 EAST  218 STREET,EAST  218 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T17:36:36.000,12 BRONX,,BRONX,1023882,260205,ONLINE,Unspecified,BRONX,40.88078782530782,-73.85668037444464,"{'latitude': '40.88078782530782', 'longitude': '-73.85668037444464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,EAST  218 STREET,,,,,,,
58950894,2023-09-28T14:29:00.000,2023-09-28T17:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,11105,40-13 20 AVENUE,20 AVENUE,ADDRESS,ASTORIA,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-28T17:35:00.000,01 QUEENS,4008010057,QUEENS,1011535,222133,PHONE,Unspecified,QUEENS,40.77633795778456,-73.90148513096011,"{'latitude': '40.77633795778456', 'longitude': '-73.90148513096011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STEINWAY ST,41 ST,,,,,,,,,,
58949656,2023-09-28T14:29:00.000,2023-09-28T17:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11367,136-77 68 DRIVE,68 DRIVE,ADDRESS,FLUSHING,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-28T17:05:00.000,08 QUEENS,4064820003,QUEENS,1031534,205496,PHONE,Unspecified,QUEENS,40.73058934336497,-73.82939413554027,"{'latitude': '40.73058934336497', 'longitude': '-73.82939413554027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,138 ST,,,,,,,,,,
58945935,2023-09-28T14:29:00.000,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10465,3651 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,Open,,,10 BRONX,2054270003,BRONX,1033024,241014,ONLINE,Unspecified,BRONX,40.828068569135816,-73.82376023157794,"{'latitude': '40.828068569135816', 'longitude': '-73.82376023157794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCOTT PL,PHILIP AVE,,,,,,,,,,
58947087,2023-09-28T14:28:50.000,2023-09-30T13:08:05.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10314,71 GRAVES STREET,GRAVES STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T10:08:11.000,02 STATEN ISLAND,,STATEN ISLAND,948237,159276,PHONE,Unspecified,STATEN ISLAND,40.60377896652638,-74.1296920212545,"{'latitude': '40.60377896652638', 'longitude': '-74.1296920212545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLDEN BOULEVARD,QUEEN STREET,HOLDEN BOULEVARD,QUEEN STREET,GRAVES STREET,,,,,,,
58948601,2023-09-28T14:28:21.000,2023-09-28T14:44:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10034,1 POST AVENUE,POST AVENUE,ADDRESS,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T14:44:59.000,12 MANHATTAN,,MANHATTAN,1004986,253591,MOBILE,Unspecified,MANHATTAN,40.8626990552776,-73.92503364837539,"{'latitude': '40.8626990552776', 'longitude': '-73.92503364837539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DYCKMAN STREET,ACADEMY STREET,DYCKMAN STREET,ACADEMY STREET,POST AVENUE,,,,,,,
58955704,2023-09-28T14:28:05.000,2023-09-28T15:49:44.000,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-28T15:49:44.000,01 STATEN ISLAND,5029220150,STATEN ISLAND,961374,163026,PHONE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OSGOOD AVENUE,SOBEL COURT,OSGOOD AVENUE,SOBEL COURT,PARK HILL AVENUE,,,,,,,
58948173,2023-09-28T14:28:05.000,2023-11-14T14:38:30.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11205,132 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-14T14:38:33.000,02 BROOKLYN,3018950033,BROOKLYN,994920,192805,ONLINE,Unspecified,BROOKLYN,40.69587552631335,-73.96152153631334,"{'latitude': '40.69587552631335', 'longitude': '-73.96152153631334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,CLASSON AVENUE,"132 CLASSON AVENUE, BROOKLYN, NY, 11205",,,,,,
58950373,2023-09-28T14:28:03.000,2023-09-28T16:48:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,115-18 111 AVENUE,111 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T16:49:01.000,10 QUEENS,,QUEENS,1032938,186923,ONLINE,Unspecified,QUEENS,40.67960331913244,-73.82446265171988,"{'latitude': '40.67960331913244', 'longitude': '-73.82446265171988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",115 STREET,116 STREET,115 STREET,116 STREET,111 AVENUE,,,,,,,
58954246,2023-09-28T14:28:01.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10280,300 RECTOR PLACE,RECTOR PLACE,ADDRESS,NEW YORK,In Progress,,,01 MANHATTAN,,MANHATTAN,979508,197620,ONLINE,Unspecified,MANHATTAN,40.7090967335261,-74.01710412938712,"{'latitude': '40.7090967335261', 'longitude': '-74.01710412938712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH END AVENUE,BEND,SOUTH END AVENUE,BEND,RECTOR PLACE,,,,,,,
58955465,2023-09-28T14:27:43.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11385,396 GRANDVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,In Progress,,,05 QUEENS,4033780107,QUEENS,1009183,198367,ONLINE,Unspecified,QUEENS,40.711113211345086,-73.91006532448145,"{'latitude': '40.711113211345086', 'longitude': '-73.91006532448145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMORY COURT,STANHOPE STREET,AMORY COURT,STANHOPE STREET,GRANDVIEW AVENUE,,,,,,,
58947965,2023-09-28T14:27:42.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10308,172 ARMSTRONG AVENUE,ARMSTRONG AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,03 STATEN ISLAND,5052860018,STATEN ISLAND,942296,135399,UNKNOWN,Unspecified,STATEN ISLAND,40.53821522815652,-74.15093887747923,"{'latitude': '40.53821522815652', 'longitude': '-74.15093887747923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HYLAN BOULEVARD,KING STREET,HYLAN BOULEVARD,KING STREET,ARMSTRONG AVENUE,,,,,,,
58950615,2023-09-28T14:27:22.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11238,350 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:16:06.000,02 BROOKLYN,3019480035,BROOKLYN,995357,190136,ONLINE,Unspecified,BROOKLYN,40.68854920082872,-73.95995001506476,"{'latitude': '40.68854920082872', 'longitude': '-73.95995001506476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,CLIFTON PLACE,LAFAYETTE AVENUE,CLIFTON PLACE,CLASSON AVENUE,"350 CLASSON AVENUE, BROOKLYN, NY, 11238",,,,,,
58947747,2023-09-28T14:27:10.000,2023-10-02T09:43:24.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11225,580 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,09 BROOKLYN,3013250022,BROOKLYN,1000033,181220,PHONE,Unspecified,BROOKLYN,40.66406969404813,-73.9431100244629,"{'latitude': '40.66406969404813', 'longitude': '-73.9431100244629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
