unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
58880060,2023-09-20T10:18:19.000,2023-09-20T11:01:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11211,88 CONSELYEA STREET,CONSELYEA STREET,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,CONSELYEA STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:01:55.000,01 BROOKLYN,3027587501,BROOKLYN,998781,199748,MOBILE,Unspecified,BROOKLYN,40.71492692476669,-73.94758290647788,"{'latitude': '40.71492692476669', 'longitude': '-73.94758290647788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878188,2023-09-20T10:18:17.000,2023-09-27T12:35:56.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11231,203 CARROLL STREET,CARROLL STREET,CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,ADDRESS,BROOKLYN,CARROLL STREET,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-09-27T12:36:00.000,06 BROOKLYN,3003510047,BROOKLYN,984850,187542,ONLINE,Unspecified,BROOKLYN,40.68143621241009,-73.99783673115965,"{'latitude': '40.68143621241009', 'longitude': '-73.99783673115965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874104,2023-09-20T10:18:14.000,2023-09-20T10:24:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T10:24:24.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876688,2023-09-20T10:18:10.000,2023-10-02T20:07:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871403,2023-09-20T10:18:10.000,2023-10-02T20:07:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872635,2023-09-20T10:18:10.000,2023-10-02T20:07:20.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873964,2023-09-20T10:18:10.000,2023-10-02T20:07:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873933,2023-09-20T10:18:10.000,2023-10-02T20:07:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871299,2023-09-20T10:18:10.000,2023-10-02T20:07:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871290,2023-09-20T10:18:10.000,2023-10-02T20:07:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879180,2023-09-20T10:18:10.000,2023-10-02T20:07:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875347,2023-09-20T10:18:10.000,2023-10-02T20:07:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879187,2023-09-20T10:18:10.000,2023-10-02T20:07:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,544 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 MANHATTAN,1022170029,MANHATTAN,1005579,253705,ONLINE,Unspecified,MANHATTAN,40.86301053788543,-73.92288942832671,"{'latitude': '40.86301053788543', 'longitude': '-73.92288942832671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880982,2023-09-20T10:17:52.000,2023-09-20T10:35:29.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10451,830 WASHINGTON AVENUE,WASHINGTON AVENUE,3 AVENUE,,3 AVENUE,,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T10:35:32.000,03 BRONX,2023650001,BRONX,1008757,238897,MOBILE,Unspecified,BRONX,40.82235867896774,-73.91145415137376,"{'latitude': '40.82235867896774', 'longitude': '-73.91145415137376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58894417,2023-09-20T10:17:46.000,2023-09-21T11:27:01.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11207,235 ARLINGTON AVENUE,ARLINGTON AVENUE,ASHFORD STREET,CLEVELAND STREET,ASHFORD STREET,CLEVELAND STREET,ADDRESS,BROOKLYN,ARLINGTON AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-21T11:27:08.000,05 BROOKLYN,3039240055,BROOKLYN,1015849,187274,ONLINE,Unspecified,BROOKLYN,40.68064423259621,-73.88607276743566,"{'latitude': '40.68064423259621', 'longitude': '-73.88607276743566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880639,2023-09-20T10:17:39.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11230,820 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,14 BROOKLYN,3065120012,BROOKLYN,993407,168451,PHONE,Unspecified,BROOKLYN,40.62903088285389,-73.96701083562357,"{'latitude': '40.62903088285389', 'longitude': '-73.96701083562357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882449,2023-09-20T10:17:06.000,2023-09-21T09:43:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10459,1187 WESTCHESTER AVENUE,WESTCHESTER AVENUE,HOE AVENUE,FAILE STREET,HOE AVENUE,FAILE STREET,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T09:43:45.000,02 BRONX,,BRONX,1014670,240091,MOBILE,Unspecified,BRONX,40.82561748322895,-73.89008459300467,"{'latitude': '40.82561748322895', 'longitude': '-73.89008459300467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877288,2023-09-20T10:17:00.000,2023-09-28T11:07:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11358,190-16 35 AVENUE,35 AVENUE,190 ST,191 ST,,,ADDRESS,FLUSHING,,Closed,,2023-09-28T11:07:00.000,11 QUEENS,4053050028,QUEENS,1041918,217880,ONLINE,Unspecified,QUEENS,40.764518608964785,-73.79182146108634,"{'latitude': '40.764518608964785', 'longitude': '-73.79182146108634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58879924,2023-09-20T10:17:00.000,2023-09-21T11:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10019,440 WEST   57 STREET,WEST   57 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:20:00.000,04 MANHATTAN,1010660012,MANHATTAN,987863,219238,ONLINE,Unspecified,MANHATTAN,40.76843331312154,-73.98695649983485,"{'latitude': '40.76843331312154', 'longitude': '-73.98695649983485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58871042,2023-09-20T10:16:28.000,2023-09-20T10:34:36.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11211,1 BORINQUEN PLACE,BORINQUEN PLACE,HAVEMEYER STREET,SOUTH    4 STREET,HAVEMEYER STREET,SOUTH    4 STREET,ADDRESS,BROOKLYN,GRAND STREET EXTENSION,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:34:42.000,01 BROOKLYN,,BROOKLYN,995824,198048,MOBILE,Unspecified,BROOKLYN,40.71026519270524,-73.95825249474375,"{'latitude': '40.71026519270524', 'longitude': '-73.95825249474375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880251,2023-09-20T10:16:22.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11236,9424 FARRAGUT ROAD,FARRAGUT ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-20T00:00:00.000,18 BROOKLYN,3081630040,BROOKLYN,1010300,174365,UNKNOWN,Unspecified,BROOKLYN,40.64522997345492,-73.90612902538109,"{'latitude': '40.64522997345492', 'longitude': '-73.90612902538109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58870873,2023-09-20T10:16:20.000,2023-09-20T10:18:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11436,115-35 147 STREET,147 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:18:33.000,12 QUEENS,4119920100,QUEENS,1041113,188117,MOBILE,Unspecified,QUEENS,40.682831829124254,-73.79497892870452,"{'latitude': '40.682831829124254', 'longitude': '-73.79497892870452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877168,2023-09-20T10:16:18.000,2023-09-20T12:01:54.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10005,1 WALL STREET,WALL STREET,EXCHANGE ALLEY,RECTOR STREET,EXCHANGE ALLEY,RECTOR STREET,ADDRESS,NEW YORK,WALL STREET,Closed,N/A,2023-09-20T12:01:59.000,01 MANHATTAN,1000237501,MANHATTAN,980948,196957,ONLINE,Unspecified,MANHATTAN,40.707277609970795,-74.01190980468229,"{'latitude': '40.707277609970795', 'longitude': '-74.01190980468229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881083,2023-09-20T10:16:15.000,2023-09-21T13:52:55.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11102,27-04 18 STREET,18 STREET,27 AVENUE,ASTORIA BOULEVARD,27 AVENUE,ASTORIA BOULEVARD,ADDRESS,ASTORIA,18 STREET,Closed,The Department of Sanitation removed the items.,2023-09-21T11:22:52.000,01 QUEENS,4005400017,QUEENS,1004345,220814,PHONE,Unspecified,QUEENS,40.772736919937465,-73.92744918255794,"{'latitude': '40.772736919937465', 'longitude': '-73.92744918255794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879592,2023-09-20T10:16:14.000,2023-10-16T13:40:15.000,DOT,Department of Transportation,Street Condition,Line/Marking - After Repaving,Speed Reducer,11249,221 NORTH   14 STREET,NORTH   14 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH   14 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-16T13:40:20.000,01 BROOKLYN,3026390009,BROOKLYN,996685,202577,ONLINE,Unspecified,BROOKLYN,40.722695042781446,-73.95513849548917,"{'latitude': '40.722695042781446', 'longitude': '-73.95513849548917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874818,2023-09-20T10:16:13.000,2023-09-20T10:54:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10468,237 LANDING ROAD,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,ADDRESS,BRONX,LANDING ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T10:54:30.000,07 BRONX,2032367501,BRONX,1008819,253502,MOBILE,Unspecified,BRONX,40.86244494168484,-73.91117663261622,"{'latitude': '40.86244494168484', 'longitude': '-73.91117663261622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
