unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58896499,2023-09-22T23:04:39.000,2023-09-22T23:29:02.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11221,563 GATES AVENUE,GATES AVENUE,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:29:05.000,03 BROOKLYN,3018100075,BROOKLYN,999800,189571,PHONE,Unspecified,BROOKLYN,40.68699171496119,-73.94393060771048,"{'latitude': '40.68699171496119', 'longitude': '-73.94393060771048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899718,2023-09-22T23:04:27.000,2023-09-23T08:31:42.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11223,1720 WEST    1 STREET,WEST    1 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    1 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T08:31:46.000,11 BROOKLYN,3066550013,BROOKLYN,991332,160027,PHONE,Unspecified,BROOKLYN,40.60591065341826,-73.97449510181303,"{'latitude': '40.60591065341826', 'longitude': '-73.97449510181303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901939,2023-09-22T23:04:13.000,2023-09-22T23:18:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,EAST   10 STREET,EAST   10 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:18:23.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,
58897624,2023-09-22T23:04:12.000,2023-09-23T01:02:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,557 DRIGGS AVENUE,DRIGGS AVENUE,NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:02:27.000,01 BROOKLYN,3023290008,BROOKLYN,996283,200457,ONLINE,Unspecified,BROOKLYN,40.71687670994935,-73.95659257271318,"{'latitude': '40.71687670994935', 'longitude': '-73.95659257271318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896293,2023-09-22T23:03:59.000,2023-09-22T23:29:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,248 WEST  149 STREET,WEST  149 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  149 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T23:29:38.000,10 MANHATTAN,1020340058,MANHATTAN,1001224,239775,ONLINE,Unspecified,MANHATTAN,40.8247862271572,-73.93866928092272,"{'latitude': '40.8247862271572', 'longitude': '-73.93866928092272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900441,2023-09-22T23:03:50.000,2023-09-22T23:04:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,3155 BROADWAY,BROADWAY,LA SALLE STREET,TIEMANN PLACE,LA SALLE STREET,TIEMANN PLACE,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:04:58.000,09 MANHATTAN,1019930086,MANHATTAN,995559,236037,ONLINE,Unspecified,MANHATTAN,40.81453554135292,-73.95914444206745,"{'latitude': '40.81453554135292', 'longitude': '-73.95914444206745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901128,2023-09-22T23:03:39.000,2023-09-23T04:28:21.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10470,4265 WEBSTER AVENUE,WEBSTER AVENUE,EAST  234 STREET,EAST  235 STREET,EAST  234 STREET,EAST  235 STREET,ADDRESS,BRONX,WEBSTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T04:28:25.000,12 BRONX,2033960021,BRONX,1022268,266448,ONLINE,Unspecified,BRONX,40.89792997096746,-73.86248156626377,"{'latitude': '40.89792997096746', 'longitude': '-73.86248156626377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901540,2023-09-22T23:03:30.000,2023-09-22T23:28:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3555 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  211 STREET,EAST  212 STREET,EAST  211 STREET,EAST  212 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T23:28:35.000,07 BRONX,2033280108,BRONX,1017964,260766,MOBILE,Unspecified,BRONX,40.882352185567555,-73.87807854878214,"{'latitude': '40.882352185567555', 'longitude': '-73.87807854878214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892701,2023-09-22T23:03:16.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11201,17 VERANDAH PLACE,VERANDAH PLACE,HENRY STREET,CLINTON STREET,HENRY STREET,CLINTON STREET,ADDRESS,BROOKLYN,VERANDAH PLACE,In Progress,,,06 BROOKLYN,3003010091,BROOKLYN,985197,190024,MOBILE,Unspecified,BROOKLYN,40.68824870511561,-73.99658529184299,"{'latitude': '40.68824870511561', 'longitude': '-73.99658529184299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897722,2023-09-22T23:02:44.000,2023-09-22T23:57:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,140-74 34 AVENUE,34 AVENUE,UNION STREET,PARSONS BOULEVARD,UNION STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,34 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:57:25.000,07 QUEENS,4049940041,QUEENS,1032189,218590,MOBILE,Unspecified,QUEENS,40.76652548052618,-73.8269374905018,"{'latitude': '40.76652548052618', 'longitude': '-73.8269374905018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902857,2023-09-22T23:02:11.000,2023-09-23T03:22:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11101,38-26 34 STREET,34 STREET,38 AVENUE,NORTHERN BOULEVARD,38 AVENUE,NORTHERN BOULEVARD,ADDRESS,LONG ISLAND CITY,34 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T03:22:54.000,01 QUEENS,,QUEENS,1003681,213396,ONLINE,Unspecified,QUEENS,40.75237790997713,-73.929867923582,"{'latitude': '40.75237790997713', 'longitude': '-73.929867923582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891768,2023-09-22T23:02:00.000,2023-09-29T04:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016,340 EAST   28 STREET,EAST   28 STREET,MOUNT CARMEL PL,1 AVE,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T04:45:00.000,06 MANHATTAN,1009330025,MANHATTAN,990619,208996,ONLINE,Unspecified,MANHATTAN,40.74032007038709,-73.97701660667725,"{'latitude': '40.74032007038709', 'longitude': '-73.97701660667725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58896455,2023-09-22T23:01:44.000,2023-09-22T23:25:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11102,27-40 21 STREET,21 STREET,27 ROAD,28 AVENUE,27 ROAD,28 AVENUE,ADDRESS,ASTORIA,21 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:25:33.000,01 QUEENS,4005390041,QUEENS,1004597,220361,MOBILE,Unspecified,QUEENS,40.77149297725496,-73.92654073586112,"{'latitude': '40.77149297725496', 'longitude': '-73.92654073586112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900962,2023-09-22T23:01:37.000,2023-09-23T03:03:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10459,855 JENNINGS STREET,JENNINGS STREET,STEBBINS AVENUE,INTERVALE AVENUE,STEBBINS AVENUE,INTERVALE AVENUE,ADDRESS,BRONX,JENNINGS STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T03:03:27.000,03 BRONX,2029650034,BRONX,1013747,242529,PHONE,Unspecified,BRONX,40.83231222155671,-73.89340891056345,"{'latitude': '40.83231222155671', 'longitude': '-73.89340891056345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893764,2023-09-22T23:01:29.000,2023-09-22T23:03:13.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11211,279 GRAND STREET,GRAND STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,GRAND STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:03:18.000,01 BROOKLYN,3023830036,BROOKLYN,995979,199075,PHONE,Unspecified,BROOKLYN,40.71308385900026,-73.95769161948382,"{'latitude': '40.71308385900026', 'longitude': '-73.95769161948382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901839,2023-09-22T23:01:17.000,2023-09-22T23:34:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,1122 BUSHWICK AVENUE,BUSHWICK AVENUE,WOODBINE STREET,MADISON STREET,WOODBINE STREET,MADISON STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T23:34:38.000,04 BROOKLYN,3033570042,BROOKLYN,1006846,190565,MOBILE,Unspecified,BROOKLYN,40.689704832006264,-73.91852118096368,"{'latitude': '40.689704832006264', 'longitude': '-73.91852118096368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901985,2023-09-22T23:01:07.000,2023-09-22T23:07:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,730 EAST  163 STREET,EAST  163 STREET,TRINITY AVENUE,TINTON AVENUE,TRINITY AVENUE,TINTON AVENUE,ADDRESS,BRONX,EAST  163 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:07:04.000,03 BRONX,2026380090,BRONX,1010615,239166,ONLINE,Unspecified,BRONX,40.82309165704033,-73.90473998954057,"{'latitude': '40.82309165704033', 'longitude': '-73.90473998954057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899131,2023-09-22T23:01:05.000,2023-09-22T23:18:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,119 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,MORRIS AVENUE,CRESTON AVENUE,MORRIS AVENUE,CRESTON AVENUE,ADDRESS,BRONX,EAST BURNSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:18:45.000,05 BRONX,2031690059,BRONX,1010463,250070,ONLINE,Unspecified,BRONX,40.853020406874926,-73.90524656789655,"{'latitude': '40.853020406874926', 'longitude': '-73.90524656789655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902222,2023-09-22T23:00:51.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11222,141 NASSAU AVENUE,NASSAU AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,01 BROOKLYN,3026500034,BROOKLYN,998691,203322,ONLINE,Unspecified,BROOKLYN,40.724736839694195,-73.94789989182551,"{'latitude': '40.724736839694195', 'longitude': '-73.94789989182551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896423,2023-09-22T23:00:47.000,2023-09-22T23:03:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,EAST  167 STREET,EAST  167 STREET,EAST  167 STREET,WASHINGTON AVENUE,EAST  167 STREET,WASHINGTON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:03:23.000,03 BRONX,,BRONX,1009787,241618,ONLINE,Unspecified,BRONX,40.8298241274209,-73.90772232109839,"{'latitude': '40.8298241274209', 'longitude': '-73.90772232109839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900437,2023-09-22T23:00:37.000,2023-09-22T23:31:08.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11233,339 SARATOGA AVENUE,SARATOGA AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,SARATOGA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:31:13.000,16 BROOKLYN,3014530011,BROOKLYN,1007357,184878,MOBILE,Unspecified,BROOKLYN,40.674093998168665,-73.91669807054674,"{'latitude': '40.674093998168665', 'longitude': '-73.91669807054674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895009,2023-09-22T23:00:28.000,2023-09-22T23:22:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,24 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,THAYER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:23:03.000,12 MANHATTAN,1021740217,MANHATTAN,1004653,253386,MOBILE,Unspecified,MANHATTAN,40.86213716827355,-73.92623815859943,"{'latitude': '40.86213716827355', 'longitude': '-73.92623815859943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896875,2023-09-22T23:00:23.000,2023-09-23T08:41:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1818 WEST   11 STREET,WEST   11 STREET,HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,ADDRESS,BROOKLYN,WEST   11 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T08:41:06.000,11 BROOKLYN,3066690012,BROOKLYN,988854,158714,ONLINE,Unspecified,BROOKLYN,40.602308369885336,-73.98342018994634,"{'latitude': '40.602308369885336', 'longitude': '-73.98342018994634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898873,2023-09-22T23:00:15.000,2023-09-23T01:03:57.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11211,488 DRIGGS AVENUE,DRIGGS AVENUE,NORTH   10 STREET,NORTH    9 STREET,NORTH   10 STREET,NORTH    9 STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:04:02.000,01 BROOKLYN,3023050018,BROOKLYN,996761,201052,ONLINE,Unspecified,BROOKLYN,40.718509178861716,-73.95486714649024,"{'latitude': '40.718509178861716', 'longitude': '-73.95486714649024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893550,2023-09-22T23:00:15.000,2023-09-22T23:00:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:00:48.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894173,2023-09-22T23:00:10.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,11368,AMERICAN TRIANGLE,AMERICAN TRIANGLE,102 STREET,NATIONAL STREET,102 STREET,NATIONAL STREET,UNRECOGNIZED,CORONA,AMERICAN TRIANGLE,In Progress,,2023-09-25T14:52:52.000,04 QUEENS,4201299999,QUEENS,1022108,211972,ONLINE,Unspecified,QUEENS,40.74840970045927,-73.86336767068215,"{'latitude': '40.74840970045927', 'longitude': '-73.86336767068215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896873,2023-09-22T23:00:06.000,2023-09-23T10:48:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,103-23 106 STREET,106 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,106 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T10:49:04.000,10 QUEENS,4095110060,QUEENS,1029827,188623,MOBILE,Unspecified,QUEENS,40.684285988966636,-73.83566737448055,"{'latitude': '40.684285988966636', 'longitude': '-73.83566737448055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897618,2023-09-22T23:00:05.000,2023-09-22T23:29:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10016,383 3 AVENUE,3 AVENUE,EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:29:33.000,06 MANHATTAN,1009080005,MANHATTAN,989489,209474,ONLINE,Unspecified,MANHATTAN,40.741632803015605,-73.98109399126702,"{'latitude': '40.741632803015605', 'longitude': '-73.98109399126702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
