unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58914946,2023-09-24T17:00:02.000,2023-09-24T17:39:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10457,1850 GRAND CONCOURSE,GRAND CONCOURSE,EAST  176 STREET,MOUNT HOPE PLACE,EAST  176 STREET,MOUNT HOPE PLACE,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T17:39:23.000,05 BRONX,2028010007,BRONX,1009943,248309,ONLINE,Unspecified,BRONX,40.84818851466732,-73.90713298480225,"{'latitude': '40.84818851466732', 'longitude': '-73.90713298480225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914810,2023-09-24T16:59:50.000,2023-09-24T17:19:00.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10032,580 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T17:19:03.000,12 MANHATTAN,1021190005,MANHATTAN,1000246,243927,PHONE,Unspecified,MANHATTAN,40.83618409947244,-73.9421931044584,"{'latitude': '40.83618409947244', 'longitude': '-73.9421931044584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912705,2023-09-24T16:59:27.000,2023-09-24T18:10:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,14 METROPOLITAN OVAL,METROPOLITAN OVAL,METROPOLITAN AVENUE,UNIONPORT ROAD,METROPOLITAN AVENUE,UNIONPORT ROAD,ADDRESS,BRONX,METROPOLITAN OVAL,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T18:10:34.000,09 BRONX,2039437501,BRONX,1023226,244720,PHONE,Unspecified,BRONX,40.838289130462634,-73.85914268202058,"{'latitude': '40.838289130462634', 'longitude': '-73.85914268202058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911234,2023-09-24T16:59:01.000,2023-10-20T06:57:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11207,580 VERMONT STREET,VERMONT STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,05 BROOKLYN,3038070046,BROOKLYN,1014153,181681,PHONE,Unspecified,BROOKLYN,40.66529860656595,-73.8922123430088,"{'latitude': '40.66529860656595', 'longitude': '-73.8922123430088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916287,2023-09-24T16:59:01.000,2023-10-20T06:57:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11207,580 VERMONT STREET,VERMONT STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,05 BROOKLYN,3038070046,BROOKLYN,1014153,181681,PHONE,Unspecified,BROOKLYN,40.66529860656595,-73.8922123430088,"{'latitude': '40.66529860656595', 'longitude': '-73.8922123430088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909951,2023-09-24T16:59:00.000,2023-09-25T12:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10023,170 WEST   74 STREET,WEST   74 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:27:00.000,07 MANHATTAN,1011450061,MANHATTAN,989771,223329,ONLINE,Unspecified,MANHATTAN,40.779661050138245,-73.98006495782352,"{'latitude': '40.779661050138245', 'longitude': '-73.98006495782352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58910035,2023-09-24T16:58:52.000,2023-09-24T18:19:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11226,123 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T18:19:09.000,17 BROOKLYN,3050840084,BROOKLYN,996951,176972,MOBILE,Unspecified,BROOKLYN,40.6524148264688,-73.95422712196176,"{'latitude': '40.6524148264688', 'longitude': '-73.95422712196176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912024,2023-09-24T16:58:23.000,2023-09-25T18:54:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457,2176 TIEBOUT AVENUE,TIEBOUT AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,05 BRONX,2031430130,BRONX,1012350,250589,ONLINE,Unspecified,BRONX,40.85443910241399,-73.8984233658015,"{'latitude': '40.85443910241399', 'longitude': '-73.8984233658015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911642,2023-09-24T16:58:19.000,2023-09-24T18:18:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11226,135 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T18:18:42.000,17 BROOKLYN,3050840082,BROOKLYN,997044,176979,MOBILE,Unspecified,BROOKLYN,40.65243390606725,-73.95389194791827,"{'latitude': '40.65243390606725', 'longitude': '-73.95389194791827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916372,2023-09-24T16:58:18.000,2023-09-24T16:58:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11212,250 LOTT AVENUE,LOTT AVENUE,WATKINS STREET,MOTHER GASTON BOULEVARD,WATKINS STREET,MOTHER GASTON BOULEVARD,ADDRESS,BROOKLYN,LOTT AVENUE,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-24T16:58:18.000,16 BROOKLYN,3036280001,BROOKLYN,1010796,179178,MOBILE,Unspecified,BROOKLYN,40.658439130059335,-73.90432275121904,"{'latitude': '40.658439130059335', 'longitude': '-73.90432275121904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913618,2023-09-24T16:58:15.000,2023-09-24T17:42:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,700 OCEAN AVENUE,OCEAN AVENUE,ALBEMARLE ROAD,REGENT PLACE,ALBEMARLE ROAD,REGENT PLACE,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T17:42:18.000,14 BROOKLYN,3051230025,BROOKLYN,995282,174638,ONLINE,Unspecified,BROOKLYN,40.64601073977878,-73.9602458139157,"{'latitude': '40.64601073977878', 'longitude': '-73.9602458139157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910276,2023-09-24T16:57:57.000,2023-09-24T17:55:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,128-21 148 STREET,148 STREET,SUTTER AVENUE,130 AVENUE,SUTTER AVENUE,130 AVENUE,ADDRESS,JAMAICA,148 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:55:38.000,12 QUEENS,4121070013,QUEENS,1042405,183928,ONLINE,Unspecified,QUEENS,40.671325608764846,-73.79035675236165,"{'latitude': '40.671325608764846', 'longitude': '-73.79035675236165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911903,2023-09-24T16:57:56.000,2023-09-24T18:17:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,89 DEKALB AVENUE,DEKALB AVENUE,HUDSON AVENUE,ROCKWELL PLACE,HUDSON AVENUE,ROCKWELL PLACE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T18:17:39.000,02 BROOKLYN,,BROOKLYN,989854,190620,ONLINE,Unspecified,BROOKLYN,40.68988286460156,-73.97979250932703,"{'latitude': '40.68988286460156', 'longitude': '-73.97979250932703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914649,2023-09-24T16:57:52.000,2023-09-25T13:12:26.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10012,194 BLEECKER STREET,BLEECKER STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,BLEECKER STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-25T13:12:30.000,02 MANHATTAN,1005260022,MANHATTAN,983831,204985,PHONE,Unspecified,MANHATTAN,40.72931314727778,-74.00151176810388,"{'latitude': '40.72931314727778', 'longitude': '-74.00151176810388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910348,2023-09-24T16:57:50.000,2023-09-24T17:10:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,4761 BROADWAY,BROADWAY,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T17:10:48.000,12 MANHATTAN,1022370001,MANHATTAN,1004471,254676,ONLINE,Unspecified,MANHATTAN,40.86567824545483,-73.9268922406144,"{'latitude': '40.86567824545483', 'longitude': '-73.9268922406144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914888,2023-09-24T16:57:43.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11203,676 MIDWOOD STREET,MIDWOOD STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,09 BROOKLYN,3048050026,BROOKLYN,1001341,180053,UNKNOWN,Unspecified,BROOKLYN,40.660864109546274,-73.93839828550259,"{'latitude': '40.660864109546274', 'longitude': '-73.93839828550259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911968,2023-09-24T16:57:24.000,2023-09-24T17:10:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,BROADWAY,BROADWAY,BROADWAY,DYCKMAN STREET,BROADWAY,DYCKMAN STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T17:10:23.000,12 MANHATTAN,,MANHATTAN,1004367,254624,ONLINE,Unspecified,MANHATTAN,40.865535758901885,-73.92726840202711,"{'latitude': '40.865535758901885', 'longitude': '-73.92726840202711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913066,2023-09-24T16:57:24.000,2023-09-25T12:06:11.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11230,1804 GLENWOOD ROAD,GLENWOOD ROAD,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-25T12:06:17.000,14 BROOKLYN,3066930042,BROOKLYN,995429,169779,PHONE,Unspecified,BROOKLYN,40.632673640959,-73.95972414513538,"{'latitude': '40.632673640959', 'longitude': '-73.95972414513538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910973,2023-09-24T16:57:18.000,2023-09-24T17:11:06.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,11101,42-10 27 STREET,27 STREET,QUEENS PLAZA SOUTH,42 ROAD,QUEENS PLAZA SOUTH,42 ROAD,ADDRESS,LONG ISLAND CITY,27 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:11:11.000,02 QUEENS,4004230025,QUEENS,1000845,212492,ONLINE,Unspecified,QUEENS,40.74990243637258,-73.94010609198602,"{'latitude': '40.74990243637258', 'longitude': '-73.94010609198602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911146,2023-09-24T16:56:32.000,2023-09-24T17:05:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11220,4411 FIFTH AVENUE,FIFTH AVENUE,44 STREET,45 STREET,44 STREET,45 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T17:05:38.000,07 BROOKLYN,3007390005,BROOKLYN,982324,175483,MOBILE,Unspecified,BROOKLYN,40.64833674370791,-74.0069406480361,"{'latitude': '40.64833674370791', 'longitude': '-74.0069406480361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912161,2023-09-24T16:56:19.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11375,67-30 DARTMOUTH STREET,DARTMOUTH STREET,67 AVENUE,YELLOWSTONE BOULEVARD,67 AVENUE,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,DARTMOUTH STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T06:24:33.000,06 QUEENS,4031630015,QUEENS,1024139,202127,ONLINE,Unspecified,QUEENS,40.72137871027934,-73.85609602445183,"{'latitude': '40.72137871027934', 'longitude': '-73.85609602445183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915799,2023-09-24T16:56:18.000,2023-09-24T17:15:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T17:15:08.000,07 BRONX,2033560107,BRONX,1019173,259515,ONLINE,Unspecified,BRONX,40.878913881658384,-73.8737129159977,"{'latitude': '40.878913881658384', 'longitude': '-73.8737129159977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911575,2023-09-24T16:56:00.000,2023-09-25T05:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11234,,,,,AVENUE M,EAST 72 STREET,INTERSECTION,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T05:05:00.000,18 BROOKLYN,,BROOKLYN,1008659,167025,PHONE,Unspecified,BROOKLYN,40.62508791888451,-73.91206890258562,"{'latitude': '40.62508791888451', 'longitude': '-73.91206890258562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910641,2023-09-24T16:56:00.000,2023-09-24T22:15:20.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11216,832 ST JOHN PLACE,ST JOHN PLACE,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T22:15:22.000,08 BROOKLYN,3012540037,BROOKLYN,997906,183982,PHONE,Unspecified,BROOKLYN,40.67165430360417,-73.95077121973264,"{'latitude': '40.67165430360417', 'longitude': '-73.95077121973264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910640,2023-09-24T16:56:00.000,2023-09-24T17:23:07.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11216,832 ST JOHN PLACE,ST JOHN PLACE,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-24T17:23:13.000,08 BROOKLYN,3012540037,BROOKLYN,997906,183982,PHONE,Unspecified,BROOKLYN,40.67165430360417,-73.95077121973264,"{'latitude': '40.67165430360417', 'longitude': '-73.95077121973264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
