unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction
58830128,2023-09-16T12:44:11.000,2023-09-26T10:32:44.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11357,143-20 21 AVENUE,21 AVENUE,WHITESTONE EXPRESSWAY,144 STREET,WHITESTONE EXPRESSWAY,144 STREET,ADDRESS,WHITESTONE,21 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-19T00:38:46.000,07 QUEENS,QUEENS,1032798,223747,ONLINE,Unspecified,QUEENS,40.78067674342487,-73.82470171564479,"{'latitude': '40.78067674342487', 'longitude': '-73.82470171564479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4041920068,,,,,,
58831956,2023-09-16T12:44:07.000,2023-09-16T13:05:13.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10018,400 WEST   40 STREET,WEST   40 STREET,9 AVENUE,DYER AVENUE,9 AVENUE,DYER AVENUE,ADDRESS,NEW YORK,WEST   40 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T13:05:17.000,04 MANHATTAN,MANHATTAN,986008,215136,MOBILE,Unspecified,MANHATTAN,40.75717494266791,-73.99365441529672,"{'latitude': '40.75717494266791', 'longitude': '-73.99365441529672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007370039,,,,,,
58833935,2023-09-16T12:44:03.000,2023-09-16T17:24:02.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10461,1905 TENBROECK AVENUE,TENBROECK AVENUE,RHINELANDER AVENUE,NEILL AVENUE,RHINELANDER AVENUE,NEILL AVENUE,ADDRESS,BRONX,TENBROECK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T17:24:05.000,11 BRONX,BRONX,1025556,250347,ONLINE,Unspecified,BRONX,40.85372297791981,-73.85068753134475,"{'latitude': '40.85372297791981', 'longitude': '-73.85068753134475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2042760032,,,,,,
58835781,2023-09-16T12:44:01.000,2023-09-16T13:37:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11694,130 BEACH  120 STREET,BEACH  120 STREET,OCEAN PROMENADE,MEMORIAL CIRCLE,OCEAN PROMENADE,MEMORIAL CIRCLE,ADDRESS,FAR ROCKAWAY,BEACH  120 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:37:34.000,14 QUEENS,QUEENS,1028742,149689,ONLINE,Unspecified,QUEENS,40.57742610108325,-73.83983611963335,"{'latitude': '40.57742610108325', 'longitude': '-73.83983611963335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4162290048,,,,,,
58830387,2023-09-16T12:43:24.000,2023-09-16T12:55:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10013,8 CENTRE MARKET PLACE,CENTRE MARKET PLACE,BAXTER STREET,BROOME STREET,BAXTER STREET,BROOME STREET,ADDRESS,NEW YORK,CENTRE MARKET PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T12:55:12.000,02 MANHATTAN,MANHATTAN,984872,201606,MOBILE,Unspecified,MANHATTAN,40.72003860013966,-73.99775611239289,"{'latitude': '40.72003860013966', 'longitude': '-73.99775611239289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004710008,,,,,,
58835518,2023-09-16T12:43:20.000,2023-09-16T13:41:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,891 BROOK AVENUE,BROOK AVENUE,3 AVENUE,EAST  161 STREET,3 AVENUE,EAST  161 STREET,ADDRESS,BRONX,BROOK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:41:14.000,03 BRONX,BRONX,1009028,239157,PHONE,Unspecified,BRONX,40.8230715489424,-73.91047404621315,"{'latitude': '40.8230715489424', 'longitude': '-73.91047404621315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828846,2023-09-16T12:42:50.000,2023-09-18T12:26:58.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10312,393 LAMONT AVENUE,LAMONT AVENUE,DRUMGOOLE ROAD WEST,HEENAN AVENUE,DRUMGOOLE ROAD WEST,HEENAN AVENUE,ADDRESS,STATEN ISLAND,LAMONT AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-18T10:18:49.000,03 STATEN ISLAND,STATEN ISLAND,932227,136328,ONLINE,Unspecified,STATEN ISLAND,40.54071181593044,-74.18717139393706,"{'latitude': '40.54071181593044', 'longitude': '-74.18717139393706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5062860015,,,,,,
58830077,2023-09-16T12:42:19.000,2023-09-16T12:45:19.000,DHS,Department of Homeless Services,Homeless Person Assistance,,House of Worship,10002,1 WILLETT STREET,WILLETT STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,BIALYSTOKER PLACE,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-16T12:45:19.000,03 MANHATTAN,MANHATTAN,988886,199799,MOBILE,Unspecified,MANHATTAN,40.71507762601166,-73.98327670621582,"{'latitude': '40.71507762601166', 'longitude': '-73.98327670621582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003360028,,,,,,
58835290,2023-09-16T12:42:18.000,2023-10-02T11:51:42.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11209,7420 SHORE ROAD,SHORE ROAD,74 STREET,BAY RIDGE PARKWAY,74 STREET,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,SHORE ROAD,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-02T11:51:46.000,10 BROOKLYN,BROOKLYN,974049,170310,MOBILE,Shore Park and Parkway,BROOKLYN,40.63413230347986,-74.03675310612998,"{'latitude': '40.63413230347986', 'longitude': '-74.03675310612998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3061400001,,,,,,
58832510,2023-09-16T12:42:13.000,2023-09-25T10:49:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10035,418 EAST  120 STREET,EAST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,11 MANHATTAN,MANHATTAN,1002849,230121,PHONE,Unspecified,MANHATTAN,40.798285418049566,-73.93282455785834,"{'latitude': '40.798285418049566', 'longitude': '-73.93282455785834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018070040,,,,,,
58833847,2023-09-16T12:42:13.000,2023-09-25T10:49:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10035,418 EAST  120 STREET,EAST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,11 MANHATTAN,MANHATTAN,1002849,230121,PHONE,Unspecified,MANHATTAN,40.798285418049566,-73.93282455785834,"{'latitude': '40.798285418049566', 'longitude': '-73.93282455785834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018070040,,,,,,
58828486,2023-09-16T12:42:13.000,2023-09-20T13:11:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10035,418 EAST  120 STREET,EAST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,11 MANHATTAN,MANHATTAN,1002849,230121,PHONE,Unspecified,MANHATTAN,40.798285418049566,-73.93282455785834,"{'latitude': '40.798285418049566', 'longitude': '-73.93282455785834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018070040,,,,,,
58831152,2023-09-16T12:42:13.000,2023-09-25T10:49:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10035,418 EAST  120 STREET,EAST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,11 MANHATTAN,MANHATTAN,1002849,230121,PHONE,Unspecified,MANHATTAN,40.798285418049566,-73.93282455785834,"{'latitude': '40.798285418049566', 'longitude': '-73.93282455785834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018070040,,,,,,
58828512,2023-09-16T12:42:13.000,2023-09-27T18:03:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10035,418 EAST  120 STREET,EAST  120 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,11 MANHATTAN,MANHATTAN,1002849,230121,PHONE,Unspecified,MANHATTAN,40.798285418049566,-73.93282455785834,"{'latitude': '40.798285418049566', 'longitude': '-73.93282455785834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018070040,,,,,,
58834916,2023-09-16T12:42:09.000,2023-09-16T13:03:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11217,30 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ASHLAND PLACE,ST FELIX STREET,ASHLAND PLACE,ST FELIX STREET,ADDRESS,BROOKLYN,LAFAYETTE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:03:05.000,02 BROOKLYN,BROOKLYN,990424,189521,ONLINE,Unspecified,BROOKLYN,40.68686598279913,-73.97773815078145,"{'latitude': '40.68686598279913', 'longitude': '-73.97773815078145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3021110015,,,,,,
58836500,2023-09-16T12:42:06.000,2023-09-20T14:23:23.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11365,50-02 195 STREET,195 STREET,50 AVENUE,53 AVENUE,50 AVENUE,53 AVENUE,ADDRESS,FRESH MEADOWS,195 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-20T14:23:29.000,11 QUEENS,QUEENS,1044002,212172,ONLINE,Unspecified,QUEENS,40.7488378123109,-73.78434908493462,"{'latitude': '40.7488378123109', 'longitude': '-73.78434908493462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4056480032,,,,,,
58834099,2023-09-16T12:41:55.000,2023-09-16T13:37:21.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11694,130 BEACH  123 STREET,BEACH  123 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  123 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T13:37:24.000,14 QUEENS,QUEENS,1028077,149336,ONLINE,Unspecified,QUEENS,40.576460499519136,-73.84223229369181,"{'latitude': '40.576460499519136', 'longitude': '-73.84223229369181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4162320055,,,,,,
58831379,2023-09-16T12:41:28.000,2023-09-17T06:56:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,114-30 121 STREET,121 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,SOUTH OZONE PARK,121 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:56:36.000,10 QUEENS,QUEENS,1034619,186566,ONLINE,Unspecified,QUEENS,40.67861403150182,-73.8184047413819,"{'latitude': '40.67861403150182', 'longitude': '-73.8184047413819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4116470019,,,,,,
58836658,2023-09-16T12:41:19.000,2023-09-16T13:43:13.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205,2 PARK AVENUE,PARK AVENUE,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:43:16.000,02 BROOKLYN,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832469,2023-09-16T12:41:04.000,2023-09-16T13:32:07.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11221,987 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:32:11.000,04 BROOKLYN,BROOKLYN,1003840,193816,ONLINE,Unspecified,BROOKLYN,40.698635235060614,-73.9293510437017,"{'latitude': '40.698635235060614', 'longitude': '-73.9293510437017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3031840062,,,,,,
58828987,2023-09-16T12:41:00.000,2023-09-16T17:05:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11691,28-16 DEERFIELD ROAD,DEERFIELD ROAD,BEACH 28 ST,BEACH 29 ST,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-16T17:05:00.000,14 QUEENS,QUEENS,1050420,156980,PHONE,Unspecified,QUEENS,40.597303071305575,-73.76172781543505,"{'latitude': '40.597303071305575', 'longitude': '-73.76172781543505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4157930030,,,,,,
58831696,2023-09-16T12:41:00.000,2023-09-17T05:15:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11223,2441 EAST    3 STREET,EAST    3 STREET,AVENUE X,OCEAN CT,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-17T05:15:00.000,15 BROOKLYN,BROOKLYN,993318,154384,PHONE,Unspecified,BROOKLYN,40.59041995046165,-73.96735035745328,"{'latitude': '40.59041995046165', 'longitude': '-73.96735035745328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3072000049,,,,,,
58832750,2023-09-16T12:41:00.000,2023-09-16T12:56:08.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,100 MESEROLE AVENUE,MESEROLE AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MESEROLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:56:12.000,01 BROOKLYN,BROOKLYN,997282,204143,MOBILE,Unspecified,BROOKLYN,40.72699247279165,-73.95298167828521,"{'latitude': '40.72699247279165', 'longitude': '-73.95298167828521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026190001,,,,,,
58827724,2023-09-16T12:41:00.000,2023-09-18T09:30:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10033,547 WEST  187 STREET,WEST  187 STREET,AUDUBON AVE,ST NICHOLAS AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-18T09:30:00.000,12 MANHATTAN,MANHATTAN,1003630,249921,ONLINE,Unspecified,MANHATTAN,40.8526290888985,-73.92994657047251,"{'latitude': '40.8526290888985', 'longitude': '-73.92994657047251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021580126,,,,,,
58826515,2023-09-16T12:40:53.000,2023-09-16T13:00:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10069,425 FREEDOM PLACE SOUTH,FREEDOM PLACE SOUTH,WEST   62 STREET,WEST   63 STREET,WEST   62 STREET,WEST   63 STREET,ADDRESS,NEW YORK,FREEDOM PLACE SOUTH,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T13:00:47.000,07 MANHATTAN,MANHATTAN,986999,221318,MOBILE,Unspecified,MANHATTAN,40.77414268132074,-73.99007482533199,"{'latitude': '40.77414268132074', 'longitude': '-73.99007482533199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1011710148,,,,,,
58836353,2023-09-16T12:40:35.000,2023-09-16T12:48:30.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,67-21 AUSTIN STREET,AUSTIN STREET,67 AVENUE,67 ROAD,67 AVENUE,67 ROAD,ADDRESS,FOREST HILLS,AUSTIN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:48:33.000,06 QUEENS,QUEENS,1024490,203024,ONLINE,Unspecified,QUEENS,40.72383916531784,-73.85482439238352,"{'latitude': '40.72383916531784', 'longitude': '-73.85482439238352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4031680003,,,,,,
