unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,road_ramp
58923393,2023-09-25T07:31:31.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10019,860 NINTH AVENUE,NINTH AVENUE,ADDRESS,NEW YORK,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,04 MANHATTAN,1010460062,MANHATTAN,988047,218752,UNKNOWN,Unspecified,MANHATTAN,40.76709929211418,-73.98629250536402,"{'latitude': '40.76709929211418', 'longitude': '-73.98629250536402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,N/A,2023-11-14T07:49:19.000,
58921820,2023-09-25T07:31:31.000,2023-09-25T08:19:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10467,BARTHOLDI STREET,BARTHOLDI STREET,INTERSECTION,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-25T08:19:57.000,12 BRONX,,BRONX,1021551,257766,PHONE,Unspecified,BRONX,40.87410369245845,-73.86512344385301,"{'latitude': '40.87410369245845', 'longitude': '-73.86512344385301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARTHOLDI STREET,HOLLAND AVENUE,BARTHOLDI STREET,HOLLAND AVENUE,,,,,,,,
58916631,2023-09-25T07:31:30.000,2023-09-25T09:54:04.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10301,1100 CLOVE ROAD,CLOVE ROAD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T09:54:08.000,01 STATEN ISLAND,5003270060,STATEN ISLAND,954678,164874,MOBILE,Unspecified,STATEN ISLAND,40.61916814748877,-74.1065208736386,"{'latitude': '40.61916814748877', 'longitude': '-74.1065208736386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAIRWAY LANE,PARK DRIVE,FAIRWAY LANE,PARK DRIVE,CLOVE ROAD,,,,,,,
58918294,2023-09-25T07:31:29.000,2023-10-01T18:50:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,3280 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,07 BRONX,2033360011,BRONX,1017238,258962,PHONE,Unspecified,BRONX,40.877403513899566,-73.8807128958957,"{'latitude': '40.877403513899566', 'longitude': '-73.8807128958957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58919970,2023-09-25T07:31:26.000,2023-09-25T12:27:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,103-53 120 STREET,120 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T12:27:32.000,10 QUEENS,4095580042,QUEENS,1033184,189765,PHONE,Unspecified,QUEENS,40.68740258890809,-73.82355509861587,"{'latitude': '40.68740258890809', 'longitude': '-73.82355509861587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,120 STREET,,,,,,,
58923415,2023-09-25T07:31:10.000,2023-09-25T07:57:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,2889A BRIGGS AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T07:57:34.000,07 BRONX,2033020042,BRONX,1015238,256176,PHONE,Unspecified,BRONX,40.86976405513701,-73.88795792482024,"{'latitude': '40.86976405513701', 'longitude': '-73.88795792482024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,BRIGGS AVENUE,,,,,,,
58919401,2023-09-25T07:31:00.000,2023-10-02T20:47:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,1105 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,ONLINE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916768,2023-09-25T07:30:33.000,2023-11-01T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10019,852 10 AVENUE,10 AVENUE,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-11-02T11:56:23.000,04 MANHATTAN,1010660001,MANHATTAN,987306,219275,UNKNOWN,Unspecified,MANHATTAN,40.76853507860879,-73.9889673408879,"{'latitude': '40.76853507860879', 'longitude': '-73.9889673408879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,N/A,2023-10-25T07:30:33.000,
58922463,2023-09-25T07:30:31.000,2023-09-25T07:58:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,13-75 REDFERN AVENUE,REDFERN AVENUE,ADDRESS,FAR ROCKAWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T07:58:27.000,14 QUEENS,,QUEENS,1053146,161065,PHONE,Unspecified,QUEENS,40.60849474863522,-73.75187012051819,"{'latitude': '40.60849474863522', 'longitude': '-73.75187012051819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH   12 STREET,HASSOCK STREET,BEACH   12 STREET,HASSOCK STREET,REDFERN AVENUE,,,,,,,
58924513,2023-09-25T07:30:14.000,2023-09-25T10:21:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,67-08 64 STREET,64 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T10:21:28.000,05 QUEENS,4036210024,QUEENS,1013438,196604,PHONE,Unspecified,QUEENS,40.70626118350421,-73.89472496630755,"{'latitude': '40.70626118350421', 'longitude': '-73.89472496630755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,68 AVENUE,DEAD END,68 AVENUE,64 STREET,,,,,,,
58924522,2023-09-25T07:30:11.000,2023-09-25T08:57:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10455,427 EAST  155 STREET,EAST  155 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T08:57:53.000,01 BRONX,2023770030,BRONX,1007755,238025,ONLINE,Unspecified,BRONX,40.819968009554316,-73.91507751359137,"{'latitude': '40.819968009554316', 'longitude': '-73.91507751359137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,EAST  155 STREET,,,,,,,
58918871,2023-09-25T07:30:08.000,2023-10-04T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10019,453 WEST   54 STREET,WEST   54 STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-05T06:46:32.000,04 MANHATTAN,1010640001,MANHATTAN,987408,218578,UNKNOWN,Unspecified,MANHATTAN,40.76662195855811,-73.9885994317214,"{'latitude': '40.76662195855811', 'longitude': '-73.9885994317214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,N/A,2023-10-25T07:30:08.000,
58916812,2023-09-25T07:30:05.000,2023-09-25T08:22:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10305,75 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T08:22:10.000,01 STATEN ISLAND,5028290104,STATEN ISLAND,966113,163165,ONLINE,Unspecified,STATEN ISLAND,40.61450808588966,-74.06532645469015,"{'latitude': '40.61450808588966', 'longitude': '-74.06532645469015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EDGEWATER STREET,BAY STREET,EDGEWATER STREET,BAY STREET,HYLAN BOULEVARD,,,,,,,
58920024,2023-09-25T07:30:05.000,2023-09-25T13:52:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10453,1501 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T13:52:30.000,05 BRONX,2028800061,BRONX,1005240,247416,PHONE,Unspecified,BRONX,40.845749925937085,-73.92413470328373,"{'latitude': '40.845749925937085', 'longitude': '-73.92413470328373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,UNDERCLIFF AVENUE,,,,,,,
58924767,2023-09-25T07:29:16.000,2023-09-25T08:00:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,679 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T08:00:24.000,08 BROOKLYN,3011490004,BROOKLYN,995545,185945,ONLINE,Unspecified,BROOKLYN,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,CLASSON AVENUE,,,,,,,
58921242,2023-09-25T07:29:12.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10019,679 11 AVENUE,11 AVENUE,ADDRESS,NEW YORK,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,04 MANHATTAN,1010960034,MANHATTAN,985579,218029,UNKNOWN,Unspecified,MANHATTAN,40.76511555973012,-73.99520233929233,"{'latitude': '40.76511555973012', 'longitude': '-73.99520233929233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,N/A,2023-11-14T07:49:19.000,
58924131,2023-09-25T07:29:03.000,2023-09-25T07:29:03.000,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10301,120 SCRIBNER AVENUE,SCRIBNER AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-25T07:29:03.000,01 STATEN ISLAND,5000360021,STATEN ISLAND,960366,171715,ONLINE,Unspecified,STATEN ISLAND,40.637962401601186,-74.08605643424595,"{'latitude': '40.637962401601186', 'longitude': '-74.08605643424595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BISMARK AVENUE,BRIGHTON AVENUE,BISMARK AVENUE,BRIGHTON AVENUE,SCRIBNER AVENUE,,,,,,,
58916852,2023-09-25T07:29:00.000,2023-09-27T11:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,10458,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T11:30:00.000,05 BRONX,,BRONX,1012537,253108,UNKNOWN,Unspecified,BRONX,40.86135240068288,-73.8977367635164,"{'latitude': '40.86135240068288', 'longitude': '-73.8977367635164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,GRAND CONCOURSE,EAST 188 STREET,,,,,,N/A,,
58916779,2023-09-25T07:28:54.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10025,711 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,07 MANHATTAN,1012530021,MANHATTAN,991484,228686,UNKNOWN,Unspecified,MANHATTAN,40.79436334562362,-73.97387394597743,"{'latitude': '40.79436334562362', 'longitude': '-73.97387394597743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,N/A,2023-11-14T07:49:19.000,
58921266,2023-09-25T07:28:51.000,2023-09-25T08:13:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,330 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T08:13:34.000,14 BROOKLYN,3051480024,BROOKLYN,994821,173620,MOBILE,Unspecified,BROOKLYN,40.64321711162039,-73.96190863802401,"{'latitude': '40.64321711162039', 'longitude': '-73.96190863802401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,EAST   18 STREET,,,,,,,
58919488,2023-09-25T07:28:41.000,2023-09-25T08:49:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,180 STREET,180 STREET,INTERSECTION,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-25T08:49:38.000,12 QUEENS,,QUEENS,1048952,191568,PHONE,Unspecified,QUEENS,40.69225016919786,-73.76668218821092,"{'latitude': '40.69225016919786', 'longitude': '-73.76668218821092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",180 STREET,LINDEN BOULEVARD,180 STREET,LINDEN BOULEVARD,,,,,,,,
58923394,2023-09-25T07:28:37.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10023,165 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,07 MANHATTAN,1011797501,MANHATTAN,987983,222366,UNKNOWN,Unspecified,MANHATTAN,40.77701880522641,-73.98652154333283,"{'latitude': '40.77701880522641', 'longitude': '-73.98652154333283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,N/A,2023-11-14T07:49:19.000,
58920192,2023-09-25T07:28:34.000,2023-09-25T08:15:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11102,4-03 ASTORIA BOULEVARD,ASTORIA BOULEVARD,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T08:15:49.000,01 QUEENS,4004900101,QUEENS,1002673,220891,ONLINE,Unspecified,QUEENS,40.77295190753451,-73.93348554364965,"{'latitude': '40.77295190753451', 'longitude': '-73.93348554364965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,8 STREET,DEAD END,8 STREET,ASTORIA BOULEVARD,,,,,,,
58920557,2023-09-25T07:28:01.000,2023-09-28T13:10:02.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10032,1901 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,09 MANHATTAN,1020680046,MANHATTAN,999907,242017,PHONE,Unspecified,MANHATTAN,40.83094230843801,-73.94342265212642,"{'latitude': '40.83094230843801', 'longitude': '-73.94342265212642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58918715,2023-09-25T07:27:55.000,2023-09-26T11:54:45.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10019,42 WEST   56 STREET,WEST   56 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T11:54:49.000,05 MANHATTAN,1012710061,MANHATTAN,990929,217217,ONLINE,Unspecified,MANHATTAN,40.76288440618541,-73.97588976460645,"{'latitude': '40.76288440618541', 'longitude': '-73.97588976460645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   56 STREET,,,,,,,
58918872,2023-09-25T07:27:42.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10025,2600 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-03T09:56:47.000,07 MANHATTAN,1018707502,MANHATTAN,992349,229300,UNKNOWN,Unspecified,MANHATTAN,40.79604785870771,-73.97074920285566,"{'latitude': '40.79604785870771', 'longitude': '-73.97074920285566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,N/A,2023-10-25T07:27:42.000,
