unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58945582,2023-09-27T08:42:20.000,2023-10-02T10:48:03.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10026,138 WEST  117 STREET,WEST  117 STREET,ADDRESS,NEW YORK,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-10-02T10:48:07.000,10 MANHATTAN,1019010051,MANHATTAN,997835,231989,PHONE,Unspecified,MANHATTAN,40.80342169760215,-73.95093022432457,"{'latitude': '40.80342169760215', 'longitude': '-73.95093022432457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  117 STREET,,,,,,,,
58944657,2023-09-27T08:42:05.000,2023-09-27T09:07:56.000,NYPD,New York City Police Department,Panhandling,N/A,Park/Playground,11220,504 44 STREET,44 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T09:07:51.000,07 BROOKLYN,3007390009,BROOKLYN,982464,175441,MOBILE,N/A,BROOKLYN,40.64822149214479,-74.00643612459912,"{'latitude': '40.64822149214479', 'longitude': '-74.00643612459912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,44 STREET,,,,,,,,
58942416,2023-09-27T08:42:00.000,2023-10-12T08:51:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11216,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-12T08:51:00.000,08 BROOKLYN,,BROOKLYN,996658,183424,UNKNOWN,Unspecified,BROOKLYN,40.670124555790814,-73.9552711855416,"{'latitude': '40.670124555790814', 'longitude': '-73.9552711855416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BEDFORD AVENUE,EASTERN PARKWAY,,,,,,,,,
58944415,2023-09-27T08:41:45.000,2023-09-28T14:46:49.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11223,AVENUE W,AVENUE W,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T10:38:56.000,15 BROOKLYN,,BROOKLYN,992407,155201,PHONE,Unspecified,BROOKLYN,40.59266333681161,-73.97062945738786,"{'latitude': '40.59266333681161', 'longitude': '-73.97062945738786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE W,WEST STREET,AVENUE W,WEST STREET,,,,,,,,,
58939681,2023-09-27T08:41:25.000,2023-09-27T09:02:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,99 LAFAYETTE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:02:41.000,01 MANHATTAN,1001977502,MANHATTAN,983931,200768,MOBILE,Unspecified,MANHATTAN,40.71773850776999,-74.00115076437986,"{'latitude': '40.71773850776999', 'longitude': '-74.00115076437986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITE STREET,WALKER STREET,WHITE STREET,WALKER STREET,LAFAYETTE STREET,,,,,,,,
58943409,2023-09-27T08:41:18.000,2023-09-27T09:18:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,981 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T09:19:02.000,12 BROOKLYN,3056520050,BROOKLYN,983951,171613,MOBILE,Unspecified,BROOKLYN,40.63771463001025,-74.00107732264956,"{'latitude': '40.63771463001025', 'longitude': '-74.00107732264956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,52 STREET,,,,,,,,
58937711,2023-09-27T08:41:11.000,2023-09-27T09:01:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10039,208 WEST  151 STREET,WEST  151 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T09:01:14.000,10 MANHATTAN,1020360038,MANHATTAN,1001791,240054,PHONE,Unspecified,MANHATTAN,40.82555089484149,-73.93661985907333,"{'latitude': '40.82555089484149', 'longitude': '-73.93661985907333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,MACOMBS PLACE,ADAM CLAYTON POWELL JR BOULEVARD,MACOMBS PLACE,WEST  151 STREET,,,,,,,,
58943902,2023-09-27T08:41:07.000,2023-09-27T23:57:23.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,408 WEST  130 STREET,WEST  130 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-27T00:00:00.000,09 MANHATTAN,1019690050,MANHATTAN,997677,236004,MOBILE,Unspecified,MANHATTAN,40.81444200034695,-73.95149289826864,"{'latitude': '40.81444200034695', 'longitude': '-73.95149289826864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58942286,2023-09-27T08:41:07.000,2023-09-27T09:05:06.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10467,649 ALLERTON AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:05:10.000,11 BRONX,2045070006,BRONX,1020480,254595,PHONE,Unspecified,BRONX,40.86540473700885,-73.86901320862465,"{'latitude': '40.86540473700885', 'longitude': '-73.86901320862465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARKER AVENUE,OLINVILLE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,ALLERTON AVENUE,,,,,,,,
58939374,2023-09-27T08:41:02.000,2023-09-27T11:15:16.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10452,1165 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T11:15:20.000,04 BRONX,,BRONX,1006357,243135,ONLINE,Unspecified,BRONX,40.83399710609675,-73.9201115830882,"{'latitude': '40.83399710609675', 'longitude': '-73.9201115830882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MCCLELLAN STREET,TUDOR PLACE,MCCLELLAN STREET,TUDOR PLACE,WALTON AVENUE,,,,,,,,
58939547,2023-09-27T08:41:00.000,2023-09-27T08:51:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10467,2996 HOLLAND AVENUE,HOLLAND AVENUE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-27T08:51:00.000,11 BRONX,2045480131,BRONX,1021516,256108,PHONE,Unspecified,BRONX,40.86955314385188,-73.86525922168619,"{'latitude': '40.86955314385188', 'longitude': '-73.86525922168619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLIAMSBRIDGE RD,ADEE AVE,,,,,,,,,,,
58942088,2023-09-27T08:41:00.000,2023-10-05T10:48:00.000,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10475,120 BENCHLEY PLACE,BENCHLEY PLACE,ADDRESS,BRONX,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided but received no response.,2023-10-05T10:48:00.000,10 BRONX,2051410120,BRONX,1032439,257854,PHONE,Unspecified,BRONX,40.874292495560574,-73.82575302169307,"{'latitude': '40.874292495560574', 'longitude': '-73.82575302169307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BELLAMY LOOP,DEAD END,,,,N/A,,,,,,,
58942100,2023-09-27T08:41:00.000,2023-09-27T09:50:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11217,187 6 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-27T09:50:00.000,06 BROOKLYN,3009510004,BROOKLYN,990523,185663,PHONE,Unspecified,BROOKLYN,40.67627658057059,-73.97738477379933,"{'latitude': '40.67627658057059', 'longitude': '-73.97738477379933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINCOLN PL,BERKELEY PL,,,,N/A,,,,,,,
58938244,2023-09-27T08:41:00.000,2023-09-27T09:08:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11385,,,INTERSECTION,QUEENS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T09:08:00.000,06 QUEENS,,QUEENS,1024417,195798,ONLINE,Unspecified,QUEENS,40.70400587883746,-73.8551308712344,"{'latitude': '40.70400587883746', 'longitude': '-73.8551308712344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,82 AVENUE,TROTTING COURSE LANE,,,,,,,,,
58942419,2023-09-27T08:41:00.000,2023-09-26T08:40:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10306,,,INTERSECTION,STATEN ISLAND,Pending,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-26T08:40:00.000,02 STATEN ISLAND,,STATEN ISLAND,947721,151378,UNKNOWN,Unspecified,STATEN ISLAND,40.58209845464032,-74.1315075660988,"{'latitude': '40.58209845464032', 'longitude': '-74.1315075660988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,LONDON ROAD,MEISNER AVENUE,,,,,,,,,
58939201,2023-09-27T08:40:56.000,2023-10-02T10:51:41.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11361,35-27 208 STREET,208 STREET,ADDRESS,BAYSIDE,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-02T10:51:45.000,11 QUEENS,4061570038,QUEENS,1045230,218799,PHONE,Unspecified,QUEENS,40.76701879379458,-73.77985702158203,"{'latitude': '40.76701879379458', 'longitude': '-73.77985702158203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,208 STREET,,,,,,,,
58939313,2023-09-27T08:40:37.000,2023-09-29T11:31:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10019,686 TENTH AVENUE,TENTH AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T11:23:11.000,04 MANHATTAN,1010580001,MANHATTAN,986294,217448,MOBILE,Unspecified,MANHATTAN,40.763520728261646,-73.99262138173265,"{'latitude': '40.763520728261646', 'longitude': '-73.99262138173265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   48 STREET,WEST   49 STREET,WEST   48 STREET,WEST   49 STREET,10 AVENUE,,,,,,,,
58938410,2023-09-27T08:40:36.000,2023-09-27T08:56:18.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11101,25-08 QUEENS PLAZA SOUTH,QUEENS PLAZA SOUTH,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T08:56:21.000,02 QUEENS,4004230011,QUEENS,1000789,212664,PHONE,Unspecified,QUEENS,40.75037463777234,-73.94030778151831,"{'latitude': '40.75037463777234', 'longitude': '-73.94030778151831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CRESCENT STREET,27 STREET,CRESCENT STREET,27 STREET,QUEENS PLAZA SOUTH,,,,,,,,
58944696,2023-09-27T08:40:35.000,2023-09-27T09:00:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,EAST  207 STREET,EAST  207 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:00:10.000,07 BRONX,,BRONX,1018407,258270,MOBILE,Unspecified,BRONX,40.875499742763246,-73.87648923718476,"{'latitude': '40.875499742763246', 'longitude': '-73.87648923718476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  207 STREET,PERRY AVENUE,EAST  207 STREET,PERRY AVENUE,,,,,,,,,
58943178,2023-09-27T08:40:33.000,2023-09-28T14:52:09.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11204,1907 54 STREET,54 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-27T11:09:12.000,12 BROOKLYN,3054810084,BROOKLYN,989487,166560,ONLINE,Unspecified,BROOKLYN,40.62384366987138,-73.98113456106998,"{'latitude': '40.62384366987138', 'longitude': '-73.98113456106998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,54 STREET,,,,,,,,
58945150,2023-09-27T08:40:16.000,2023-09-27T19:28:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,900 FOX STREET,FOX STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-27T00:00:00.000,02 BRONX,2027220048,BRONX,1013578,237936,ONLINE,Unspecified,BRONX,40.819706316090034,-73.89403968924076,"{'latitude': '40.819706316090034', 'longitude': '-73.89403968924076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58937958,2023-09-27T08:40:13.000,2023-09-27T08:53:06.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T08:53:10.000,Unspecified MANHATTAN,,MANHATTAN,981184,196664,ONLINE,Unspecified,MANHATTAN,40.706473479081474,-74.0110584556802,"{'latitude': '40.706473479081474', 'longitude': '-74.0110584556802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,J,Platform,J Z to Brooklyn,,
58945205,2023-09-27T08:40:09.000,2023-10-18T10:40:24.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10465,3266 WATERBURY AVENUE,WATERBURY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,10 BRONX,2053300035,BRONX,1034135,244307,PHONE,Unspecified,BRONX,40.837100682617674,-73.8197212715937,"{'latitude': '40.837100682617674', 'longitude': '-73.8197212715937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58938917,2023-09-27T08:40:09.000,2023-10-18T10:40:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10465,3266 WATERBURY AVENUE,WATERBURY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,10 BRONX,2053300035,BRONX,1034135,244307,PHONE,Unspecified,BRONX,40.837100682617674,-73.8197212715937,"{'latitude': '40.837100682617674', 'longitude': '-73.8197212715937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58940119,2023-09-27T08:40:09.000,2023-10-18T10:40:24.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10465,3266 WATERBURY AVENUE,WATERBURY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,10 BRONX,2053300035,BRONX,1034135,244307,PHONE,Unspecified,BRONX,40.837100682617674,-73.8197212715937,"{'latitude': '40.837100682617674', 'longitude': '-73.8197212715937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58936177,2023-09-27T08:40:09.000,2023-10-18T10:40:24.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10465,3266 WATERBURY AVENUE,WATERBURY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,10 BRONX,2053300035,BRONX,1034135,244307,PHONE,Unspecified,BRONX,40.837100682617674,-73.8197212715937,"{'latitude': '40.837100682617674', 'longitude': '-73.8197212715937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
