unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,facility_type,cross_street_1,cross_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58820444,2023-09-15T11:08:00.000,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,11231,25 LUQUER STREET,LUQUER STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T09:30:00.000,06 BROOKLYN,3005130039,BROOKLYN,982922,186625,ONLINE,Unspecified,BROOKLYN,40.678919176156604,-74.0047878543208,"{'latitude': '40.678919176156604', 'longitude': '-74.0047878543208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T09:30:00.000,,,N/A,COLUMBIA ST,HICKS ST,,,,,,,
58822194,2023-09-15T11:08:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10472,1332 CROES AVENUE,CROES AVENUE,ADDRESS,BRONX,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-16T14:05:00.000,09 BRONX,2038720021,BRONX,1019812,242836,MOBILE,Unspecified,BRONX,40.83313250862954,-73.8714906776646,"{'latitude': '40.83313250862954', 'longitude': '-73.8714906776646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T14:05:00.000,,,,E 172 ST,E 174 ST,,,,,,,
58819798,2023-09-15T11:08:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11356,13-01 135 STREET,135 STREET,INTERSECTION,QUEENS,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T12:56:00.000,07 QUEENS,4040160050,QUEENS,1030312,225736,UNKNOWN,Unspecified,QUEENS,40.78614931490132,-73.8336645644847,"{'latitude': '40.78614931490132', 'longitude': '-73.8336645644847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,135 STREET,14 AVENUE,,11 AVE,UNNAMED ST,,,,,,,
58820643,2023-09-15T11:07:53.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11429,100-59 223 STREET,223 STREET,ADDRESS,QUEENS VILLAGE,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T00:00:00.000,13 QUEENS,4107980005,QUEENS,1059008,199524,UNKNOWN,Unspecified,QUEENS,40.71400818782129,-73.73033177206406,"{'latitude': '40.71400818782129', 'longitude': '-73.73033177206406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T00:00:00.000,,,N/A,,,,,,,,,
58824002,2023-09-15T11:07:45.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,11211,65 LEE AVENUE,LEE AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-20T00:00:00.000,01 BROOKLYN,3021880008,BROOKLYN,995342,196410,UNKNOWN,Unspecified,BROOKLYN,40.70576988797894,-73.9599937704798,"{'latitude': '40.70576988797894', 'longitude': '-73.9599937704798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-20T00:00:00.000,,,N/A,,,,,,,,,
58824005,2023-09-15T11:07:36.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11378,70-10 60 AVENUE,60 AVENUE,ADDRESS,MASPETH,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-11-03T00:00:00.000,05 QUEENS,4028410005,QUEENS,1014897,202688,UNKNOWN,Unspecified,QUEENS,40.7229553635997,-73.88943496549278,"{'latitude': '40.7229553635997', 'longitude': '-73.88943496549278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T00:00:00.000,,,,,,,,,,,,
58823981,2023-09-15T11:07:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T17:36:33.000,0 Unspecified,,Unspecified,1065173,204664,PHONE,Unspecified,Unspecified,40.72806192883729,-73.70803164729246,"{'latitude': '40.72806192883729', 'longitude': '-73.70803164729246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T17:36:28.000,,,,,,,,,,,,
58862308,2023-09-15T11:07:32.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11223,236 VAN SICKLEN STREET,VAN SICKLEN STREET,ADDRESS,BROOKLYN,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T13:14:20.000,11 BROOKLYN,3071010102,BROOKLYN,991239,157266,MOBILE,Unspecified,BROOKLYN,40.59833234359699,-73.97483288593199,"{'latitude': '40.59833234359699', 'longitude': '-73.97483288593199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T13:14:16.000,AVENUE T,AVENUE U,,AVENUE T,AVENUE U,VAN SICKLEN STREET,,,,,,
58867189,2023-09-15T11:07:22.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:17:01.000,0 Unspecified,,Unspecified,986823,214498,PHONE,Unspecified,Unspecified,40.755423595642355,-73.99071287816507,"{'latitude': '40.755423595642355', 'longitude': '-73.99071287816507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:16:56.000,,,,,,,,,,,,
58859246,2023-09-15T11:07:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T11:39:49.000,0 Unspecified,,Unspecified,985330,201757,MOBILE,Unspecified,Unspecified,40.72045301469508,-73.9961038365193,"{'latitude': '40.72045301469508', 'longitude': '-73.9961038365193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:39:45.000,,,,,,,,,,,,
58830244,2023-09-15T11:06:59.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,,,,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T07:47:54.000,0 Unspecified,,Unspecified,,235875,ONLINE,Unspecified,Unspecified,,,,2023-09-16T07:47:55.000,,,,,,,,,,,,
58864475,2023-09-15T11:06:19.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,In Progress,,,0 Unspecified,,Unspecified,,183013,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58821028,2023-09-15T11:06:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10009,321 EAST   10 STREET,EAST   10 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004040045,MANHATTAN,989517,204265,PHONE,Unspecified,MANHATTAN,40.72733536478693,-73.98099702541708,"{'latitude': '40.72733536478693', 'longitude': '-73.98099702541708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T16:18:03.000,,,,,,,,,,,,
58822681,2023-09-15T11:06:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10009,321 EAST   10 STREET,EAST   10 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004040045,MANHATTAN,989517,204265,PHONE,Unspecified,MANHATTAN,40.72733536478693,-73.98099702541708,"{'latitude': '40.72733536478693', 'longitude': '-73.98099702541708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T16:18:03.000,,,,,,,,,,,,
58821812,2023-09-15T11:06:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10009,321 EAST   10 STREET,EAST   10 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004040045,MANHATTAN,989517,204265,PHONE,Unspecified,MANHATTAN,40.72733536478693,-73.98099702541708,"{'latitude': '40.72733536478693', 'longitude': '-73.98099702541708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T16:18:02.000,,,,,,,,,,,,
58820156,2023-09-15T11:06:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10009,321 EAST   10 STREET,EAST   10 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004040045,MANHATTAN,989517,204265,PHONE,Unspecified,MANHATTAN,40.72733536478693,-73.98099702541708,"{'latitude': '40.72733536478693', 'longitude': '-73.98099702541708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T16:18:02.000,,,,,,,,,,,,
58822621,2023-09-15T11:06:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T18:27:13.000,,,,,,,,,,,,
58821754,2023-09-15T11:06:08.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T18:27:13.000,,,,,,,,,,,,
58826100,2023-09-15T11:06:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T18:27:14.000,,,,,,,,,,,,
58825997,2023-09-15T11:06:08.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T18:27:13.000,,,,,,,,,,,,
58823515,2023-09-15T11:06:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T18:27:13.000,,,,,,,,,,,,
58823455,2023-09-15T11:06:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T18:27:14.000,,,,,,,,,,,,
58856851,2023-09-15T11:06:06.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,,,,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-15T11:39:02.000,0 Unspecified,,Unspecified,984463,206542,MOBILE,Unspecified,Unspecified,40.733586737924476,-73.99923143852472,"{'latitude': '40.733586737924476', 'longitude': '-73.99923143852472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:38:59.000,,,,,,,,,,,,
58856850,2023-09-15T11:06:06.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,,,,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T11:25:01.000,0 Unspecified,,Unspecified,984463,206542,MOBILE,Unspecified,Unspecified,40.733586737924476,-73.99923143852472,"{'latitude': '40.733586737924476', 'longitude': '-73.99923143852472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:24:56.000,,,,,,,,,,,,
58860353,2023-09-15T11:06:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11229,1902 EAST   23 STREET,EAST   23 STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-04T13:05:15.000,15 BROOKLYN,3073010009,BROOKLYN,998319,159316,UNKNOWN,Unspecified,BROOKLYN,40.60395076543179,-73.94933381897297,"{'latitude': '40.60395076543179', 'longitude': '-73.94933381897297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,AVENUE S,AVENUE T,,AVENUE S,AVENUE T,EAST   23 STREET,,,,,,
