unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58927360,2023-09-26T10:23:46.000,2023-10-01T17:50:54.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11432,175-27 87 DRIVE,87 DRIVE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,08 QUEENS,4098450001,QUEENS,1043206,199036,PHONE,Unspecified,QUEENS,40.71278815932131,-73.78733701343833,"{'latitude': '40.71278815932131', 'longitude': '-73.78733701343833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58935555,2023-09-26T10:23:39.000,2023-09-29T15:21:54.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11226,739 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-27T12:26:42.000,09 BROOKLYN,3050550001,BROOKLYN,995429,177899,MOBILE,Unspecified,BROOKLYN,40.65496129101365,-73.95971068971508,"{'latitude': '40.65496129101365', 'longitude': '-73.95971068971508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKSIDE AVENUE,CLARKSON AVENUE,PARKSIDE AVENUE,CLARKSON AVENUE,FLATBUSH AVENUE,,,,,,,
58933687,2023-09-26T10:23:35.000,2023-09-29T10:12:26.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11417,96-12 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,10 QUEENS,4091690008,QUEENS,1028045,187336,PHONE,Unspecified,QUEENS,40.68076246917286,-73.84210091168038,"{'latitude': '40.68076246917286', 'longitude': '-73.84210091168038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58932149,2023-09-26T10:23:22.000,2023-09-26T11:39:04.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11433,107-55 164 STREET,164 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T11:38:59.000,12 QUEENS,4101670004,QUEENS,1042216,193519,MOBILE,Unspecified,QUEENS,40.69765187839842,-73.79095556708724,"{'latitude': '40.69765187839842', 'longitude': '-73.79095556708724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,164 STREET,,,,,,,
58925785,2023-09-26T10:23:20.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11374,99-60 63 ROAD,63 ROAD,ADDRESS,REGO PARK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-30T00:00:00.000,06 QUEENS,4021117501,QUEENS,1024422,206279,UNKNOWN,Unspecified,QUEENS,40.7327736430109,-73.85505028669851,"{'latitude': '40.7327736430109', 'longitude': '-73.85505028669851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,
58930638,2023-09-26T10:23:00.000,2023-09-28T09:30:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11102,1-04 ASTORIA BOULEVARD,ASTORIA BOULEVARD,ADDRESS,ASTORIA,Closed,,2023-09-28T09:30:00.000,01 QUEENS,4004900101,QUEENS,1001826,221228,PHONE,Unspecified,QUEENS,40.773878608761294,-73.93654267257365,"{'latitude': '40.773878608761294', 'longitude': '-73.93654267257365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 ST,DEAD END,,,,,N/A,,,,,
58932201,2023-09-26T10:23:00.000,2023-09-26T11:56:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,2373 83 STREET,83 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T11:56:21.000,11 BROOKLYN,3068510047,BROOKLYN,987488,158392,ONLINE,Unspecified,BROOKLYN,40.60142514968231,-73.98833954938746,"{'latitude': '40.60142514968231', 'longitude': '-73.98833954938746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,83 STREET,,,,,,,
58928244,2023-09-26T10:22:51.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11226,183 EAST   31 STREET,EAST   31 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-20T00:00:00.000,17 BROOKLYN,3049160057,BROOKLYN,998656,174704,UNKNOWN,Unspecified,BROOKLYN,40.64618704993223,-73.9480873520732,"{'latitude': '40.64618704993223', 'longitude': '-73.9480873520732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,
58928815,2023-09-26T10:22:38.000,2023-09-26T11:04:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11209,65 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:04:24.000,10 BROOKLYN,3058880001,BROOKLYN,974638,170752,MOBILE,Unspecified,BROOKLYN,40.63534615820181,-74.03463163227809,"{'latitude': '40.63534615820181', 'longitude': '-74.03463163227809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NARROWS AVENUE,COLONIAL ROAD,NARROWS AVENUE,COLONIAL ROAD,72 STREET,,,,,,,
58933984,2023-09-26T10:22:25.000,2023-09-26T11:41:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10314,76 BERGLUND AVENUE,BERGLUND AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:41:22.000,02 STATEN ISLAND,5022310322,STATEN ISLAND,937353,161607,ONLINE,Unspecified,STATEN ISLAND,40.610126158735916,-74.16890418857298,"{'latitude': '40.610126158735916', 'longitude': '-74.16890418857298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,PLANK ROAD,BEND,PLANK ROAD,BERGLUND AVENUE,,,,,,,
58926471,2023-09-26T10:22:21.000,2023-09-26T11:09:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11238,165 UNDERHILL AVENUE,UNDERHILL AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T11:09:29.000,08 BROOKLYN,3011660008,BROOKLYN,993564,185491,MOBILE,Unspecified,BROOKLYN,40.67580180212457,-73.96642169294967,"{'latitude': '40.67580180212457', 'longitude': '-73.96642169294967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PLACE,STERLING PLACE,PARK PLACE,STERLING PLACE,UNDERHILL AVENUE,,,,,,,
58931898,2023-09-26T10:22:19.000,2023-09-27T13:44:22.000,DSNY,Department of Sanitation,Illegal Posting,Sticker or Decal,Street,10016,109 EAST   31 STREET,EAST   31 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-27T13:44:26.000,05 MANHATTAN,1008870008,MANHATTAN,989197,210681,ONLINE,Unspecified,MANHATTAN,40.74494588472217,-73.98214684554252,"{'latitude': '40.74494588472217', 'longitude': '-73.98214684554252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,EAST   31 STREET,,,,,,,
58933532,2023-09-26T10:22:08.000,2023-09-26T11:10:38.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11372,35-56 90 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T11:10:43.000,03 QUEENS,4014630033,QUEENS,1018320,213032,PHONE,Unspecified,QUEENS,40.751334536037625,-73.87703345432638,"{'latitude': '40.751334536037625', 'longitude': '-73.87703345432638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,90 STREET,,,,,,,
58934566,2023-09-26T10:21:57.000,2023-09-26T10:44:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10029,1452 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-26T10:44:23.000,11 MANHATTAN,,MANHATTAN,998831,228446,MOBILE,Unspecified,MANHATTAN,40.79369554206605,-73.9473403110724,"{'latitude': '40.79369554206605', 'longitude': '-73.9473403110724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  107 STREET,EAST  108 STREET,EAST  107 STREET,EAST  108 STREET,PARK AVENUE,,,,,,,
58926528,2023-09-26T10:21:53.000,2023-10-06T11:31:04.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10308,119 BARLOW AVENUE,BARLOW AVENUE,ADDRESS,STATEN ISLAND,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-06T11:31:07.000,03 STATEN ISLAND,5046020001,STATEN ISLAND,942183,143386,ONLINE,Unspecified,STATEN ISLAND,40.56013745731602,-74.1513950823239,"{'latitude': '40.56013745731602', 'longitude': '-74.1513950823239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREAVES AVENUE,MILES AVENUE,GREAVES AVENUE,MILES AVENUE,BARLOW AVENUE,,,,,,,
58930068,2023-09-26T10:21:51.000,2023-09-26T10:24:18.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:24:23.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58933931,2023-09-26T10:21:47.000,2023-09-26T10:23:51.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:23:54.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58927639,2023-09-26T10:21:42.000,2023-09-26T10:21:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10460,1877 WOOD AVENUE,WOOD AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T10:21:42.000,09 BRONX,2039020069,BRONX,1022056,243708,PHONE,Unspecified,BRONX,40.835516573329855,-73.86337670086617,"{'latitude': '40.835516573329855', 'longitude': '-73.86337670086617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LELAND AVENUE,WHITE PLAINS ROAD,LELAND AVENUE,WHITE PLAINS ROAD,WOOD AVENUE,,,,,,,
58931512,2023-09-26T10:21:41.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11216,238 PUTNAM AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3018270038,BROOKLYN,997617,188414,ONLINE,Unspecified,BROOKLYN,40.68381958101341,-73.95180425074548,"{'latitude': '40.68381958101341', 'longitude': '-73.95180425074548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,PUTNAM AVENUE,,,,,,,
58930438,2023-09-26T10:21:40.000,2023-10-02T13:50:44.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,GEORGIA AVENUE,GEORGIA AVENUE,BLOCKFACE,,Closed,The Department of Sanitation cleaned the location.,2023-09-29T15:06:21.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,,,,,,,,
58925895,2023-09-26T10:21:28.000,2023-09-26T11:32:17.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10457,1975 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:32:21.000,05 BRONX,,BRONX,1011980,248878,MOBILE,Unspecified,BRONX,40.84974408829713,-73.89976792762958,"{'latitude': '40.84974408829713', 'longitude': '-73.89976792762958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  178 STREET,ALDEN PLACE,EAST  178 STREET,ALDEN PLACE,WEBSTER AVENUE,,,,,,,
58926929,2023-09-26T10:21:10.000,2023-09-26T10:39:20.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11236,1240 EAST   95 STREET,EAST   95 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:29:48.000,18 BROOKLYN,,BROOKLYN,1011945,172697,ONLINE,Unspecified,BROOKLYN,40.640646683618385,-73.90020813288832,"{'latitude': '40.640646683618385', 'longitude': '-73.90020813288832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE J,AVENUE K,AVENUE J,AVENUE K,EAST   95 STREET,,,,,,,
58930755,2023-09-26T10:21:06.000,2023-09-26T10:31:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:32:03.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,,,,,,,
58930962,2023-09-26T10:20:48.000,2023-09-26T11:05:26.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10024,AMSTERDAM AVENUE,AMSTERDAM AVENUE,INTERSECTION,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-26T11:05:31.000,07 MANHATTAN,,MANHATTAN,990646,225310,ONLINE,Unspecified,MANHATTAN,40.78509777910612,-73.97690365124122,"{'latitude': '40.78509777910612', 'longitude': '-73.97690365124122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,WEST   82 STREET,AMSTERDAM AVENUE,WEST   82 STREET,,,,,,,,
58928881,2023-09-26T10:20:40.000,2023-10-11T15:13:34.000,DOE,Department of Education,School Maintenance,Other School Condition,School,10454,510 EAST  141 STREET,EAST  141 STREET,ADDRESS,BRONX,Closed,The Department of Education completed the work and corrected the condition.,2023-10-11T15:13:40.000,01 BRONX,2022670015,BRONX,1007065,234163,PHONE,P.S. 030 Wilton,BRONX,40.80936971289768,-73.917583578417,"{'latitude': '40.80936971289768', 'longitude': '-73.917583578417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOK AVENUE,ST ANNS AVENUE,BROOK AVENUE,ST ANNS AVENUE,EAST  141 STREET,,,,,,,
58929914,2023-09-26T10:20:38.000,2023-10-10T09:58:43.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10460,901 EAST  180 STREET,EAST  180 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,06 BRONX,2031250001,BRONX,1016827,247121,ONLINE,Unspecified,BRONX,40.844905092418074,-73.88225665467748,"{'latitude': '40.844905092418074', 'longitude': '-73.88225665467748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
