unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58811423,2023-09-14T07:28:30.000,2023-09-19T10:37:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11235,134 PEMBROKE STREET,PEMBROKE STREET,SHORE BOULEVARD,DEAD END,SHORE BOULEVARD,DEAD END,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T10:37:22.000,15 BROOKLYN,BROOKLYN,1001731,150573,MOBILE,Unspecified,BROOKLYN,40.57994691595289,-73.93706893042138,"{'latitude': '40.57994691595289', 'longitude': '-73.93706893042138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,PEMBROKE STREET,,,,,,,,
58811384,2023-09-14T07:28:30.000,2023-09-14T08:01:34.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10012,240 MERCER STREET,MERCER STREET,BLEECKER STREET,WEST    3 STREET,BLEECKER STREET,WEST    3 STREET,ADDRESS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T08:01:39.000,02 MANHATTAN,MANHATTAN,985422,204493,MOBILE,Unspecified,MANHATTAN,40.72796265965498,-73.99577146464924,"{'latitude': '40.72796265965498', 'longitude': '-73.99577146464924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,MERCER STREET,1005320008,,,,,,,
58819437,2023-09-14T07:28:26.000,2023-09-14T07:48:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10011,321 WEST   24 STREET,WEST   24 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T07:48:53.000,04 MANHATTAN,MANHATTAN,984647,211084,ONLINE,Unspecified,MANHATTAN,40.74605339352792,-73.99856724881818,"{'latitude': '40.74605339352792', 'longitude': '-73.99856724881818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   24 STREET,1007480001,,,,,,,
58811490,2023-09-14T07:28:25.000,2023-09-14T13:12:42.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,11372,35-35 95 STREET,95 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T13:12:42.000,03 QUEENS,QUEENS,1019564,213563,MOBILE,Unspecified,QUEENS,40.75278711444592,-73.87254078690279,"{'latitude': '40.75278711444592', 'longitude': '-73.87254078690279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,95 STREET,4014690058,,,,,,,
58813679,2023-09-14T07:28:14.000,2023-09-18T11:03:12.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11208,794 BELMONT AVENUE,BELMONT AVENUE,SHEPHERD AVENUE,BERRIMAN STREET,SHEPHERD AVENUE,BERRIMAN STREET,ADDRESS,Closed,The Department of Sanitation cleaned the location.,2023-09-16T09:47:57.000,05 BROOKLYN,BROOKLYN,1017457,184445,PHONE,Unspecified,BROOKLYN,40.67287338710584,-73.88028922014682,"{'latitude': '40.67287338710584', 'longitude': '-73.88028922014682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BELMONT AVENUE,3040370011,,,,,,,
58818728,2023-09-14T07:28:00.000,2023-11-22T10:10:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,,10026,MORNINGSIDE PARK,MORNINGSIDE PARK,123 ST W,CENTRAL PARK N,,,PLACENAME,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-22T10:10:00.000,09 MANHATTAN,MANHATTAN,995757,232836,UNKNOWN,Unspecified,MANHATTAN,40.805749429987166,-73.95843462297886,"{'latitude': '40.805749429987166', 'longitude': '-73.95843462297886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1018500001,,,,,,,
58818603,2023-09-14T07:27:46.000,2023-09-14T08:49:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,112 SCHERMERHORN STREET,SCHERMERHORN STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T08:49:59.000,02 BROOKLYN,BROOKLYN,987264,190715,ONLINE,Unspecified,BROOKLYN,40.690144878704686,-73.98913176020059,"{'latitude': '40.690144878704686', 'longitude': '-73.98913176020059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SCHERMERHORN STREET,3001690009,,,,,,,
58812572,2023-09-14T07:27:40.000,2023-09-14T10:39:36.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10019,62 WEST   56 STREET,WEST   56 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T10:39:40.000,05 MANHATTAN,MANHATTAN,990799,217288,ONLINE,Unspecified,MANHATTAN,40.76307938014991,-73.97635897683196,"{'latitude': '40.76307938014991', 'longitude': '-73.97635897683196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   56 STREET,1012710069,,,,,,,
58815170,2023-09-14T07:27:38.000,2023-09-14T08:29:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,284 KINGSLAND AVENUE,KINGSLAND AVENUE,NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T08:29:39.000,01 BROOKLYN,BROOKLYN,1000385,203989,ONLINE,Unspecified,BROOKLYN,40.72656466457492,-73.94178669658464,"{'latitude': '40.72656466457492', 'longitude': '-73.94178669658464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,KINGSLAND AVENUE,3026580048,,,,,,,
58812807,2023-09-14T07:27:29.000,2023-09-14T09:39:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,22-30 124 STREET,124 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T09:39:46.000,07 QUEENS,QUEENS,1027386,223341,ONLINE,Unspecified,QUEENS,40.77959045228825,-73.844246058087,"{'latitude': '40.77959045228825', 'longitude': '-73.844246058087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE POINT,124 STREET,4041990032,,,,,,,
58810687,2023-09-14T07:27:23.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,10025,105 WEST  105 STREET,WEST  105 STREET,,,,,ADDRESS,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,07 MANHATTAN,MANHATTAN,994324,230260,UNKNOWN,Unspecified,MANHATTAN,40.79868076659218,-73.963614744,"{'latitude': '40.79868076659218', 'longitude': '-73.963614744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1018600028,,,,,,,
58811507,2023-09-14T07:26:50.000,2023-09-14T09:01:49.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10010,60 WEST   23 STREET,WEST   23 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,Closed,N/A,2023-09-14T09:01:52.000,05 MANHATTAN,MANHATTAN,986625,209724,ONLINE,Unspecified,MANHATTAN,40.74232022359292,-73.99142923577988,"{'latitude': '40.74232022359292', 'longitude': '-73.99142923577988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   23 STREET,1008240011,,,,,,,
58815081,2023-09-14T07:26:45.000,2023-09-14T09:40:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,59-39 48 AVENUE,48 AVENUE,59 PLACE,60 STREET,59 PLACE,60 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T09:40:31.000,02 QUEENS,QUEENS,1010500,208372,MOBILE,Unspecified,QUEENS,40.738570682735336,-73.90527581332616,"{'latitude': '40.738570682735336', 'longitude': '-73.90527581332616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,48 AVENUE,4023210053,,,,,,,
58812948,2023-09-14T07:26:41.000,2023-09-14T09:51:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,30-74 21 STREET,21 STREET,30 DRIVE,31 AVENUE,30 DRIVE,31 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T09:51:28.000,01 QUEENS,QUEENS,1003862,219149,MOBILE,Unspecified,QUEENS,40.768168015044985,-73.92919785963845,"{'latitude': '40.768168015044985', 'longitude': '-73.92919785963845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,21 STREET,4005340049,,,,,,,
58818702,2023-09-14T07:26:08.000,2023-09-14T12:18:52.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11375,100-10 63 ROAD,63 ROAD,102 STREET,102 STREET,102 STREET,102 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T12:18:54.000,06 QUEENS,QUEENS,1024587,206331,PHONE,Unspecified,QUEENS,40.73291561909824,-73.85445461851313,"{'latitude': '40.73291561909824', 'longitude': '-73.85445461851313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST HILLS,63 ROAD,,,,,,,,
58810499,2023-09-14T07:26:00.000,2023-09-20T08:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10011,,,,,WEST 24 STREET,10 AVENUE,INTERSECTION,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T08:45:00.000,04 MANHATTAN,MANHATTAN,983228,211923,ONLINE,Unspecified,MANHATTAN,40.74835618760526,-74.00368846932793,"{'latitude': '40.74835618760526', 'longitude': '-74.00368846932793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,N/A,,,,,,
58810493,2023-09-14T07:26:00.000,2023-09-19T11:03:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11222,ECKFORD STREET,ECKFORD STREET,ENGERT AVENUE,DRIGGS AVENUE,,,BLOCKFACE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T11:03:00.000,01 BROOKLYN,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,BROOKLYN,,,N/A,,,,,,
58811612,2023-09-14T07:26:00.000,2023-09-18T09:11:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10465,319 QUINCY AVENUE,QUINCY AVENUE,MILES AVE,SAMPSON AVE,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T09:11:00.000,10 BRONX,BRONX,1034064,237493,ONLINE,Unspecified,BRONX,40.818398638094735,-73.8200284497056,"{'latitude': '40.818398638094735', 'longitude': '-73.8200284497056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2055790103,N/A,,,,,,
58817690,2023-09-14T07:25:59.000,2023-09-14T10:08:21.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10304,1055 TARGEE STREET,TARGEE STREET,VENICE AVENUE,ROME AVENUE,VENICE AVENUE,ROME AVENUE,ADDRESS,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-14T10:08:24.000,02 STATEN ISLAND,STATEN ISLAND,958882,158698,ONLINE,Unspecified,STATEN ISLAND,40.602229340747165,-74.09135451722942,"{'latitude': '40.602229340747165', 'longitude': '-74.09135451722942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,TARGEE STREET,5031710001,,,,,,,
58817820,2023-09-14T07:25:52.000,2023-09-22T16:22:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10065,43 EAST   67 STREET,EAST   67 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 MANHATTAN,MANHATTAN,993310,219231,ONLINE,Unspecified,MANHATTAN,40.7684101956347,-73.96729198096169,"{'latitude': '40.7684101956347', 'longitude': '-73.96729198096169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1013820030,,,,,,,
58813202,2023-09-14T07:25:52.000,2023-09-22T16:22:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10065,43 EAST   67 STREET,EAST   67 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 MANHATTAN,MANHATTAN,993310,219231,ONLINE,Unspecified,MANHATTAN,40.7684101956347,-73.96729198096169,"{'latitude': '40.7684101956347', 'longitude': '-73.96729198096169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1013820030,,,,,,,
58818199,2023-09-14T07:25:44.000,2023-09-14T09:51:31.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11237,16 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,JEFFERSON STREET,SCOTT AVENUE,JEFFERSON STREET,SCOTT AVENUE,ADDRESS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T09:51:33.000,04 BROOKLYN,BROOKLYN,1005873,197145,MOBILE,Unspecified,BROOKLYN,40.70776782077637,-73.9220085906431,"{'latitude': '40.70776782077637', 'longitude': '-73.9220085906431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,ST NICHOLAS AVENUE,3031770025,,,,,,,
58811589,2023-09-14T07:25:37.000,2023-09-14T09:00:42.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11217,450 PACIFIC STREET,PACIFIC STREET,NEVINS STREET,3 AVENUE,NEVINS STREET,3 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T09:00:47.000,02 BROOKLYN,BROOKLYN,989065,188937,PHONE,Unspecified,BROOKLYN,40.685263880118065,-73.98263877094436,"{'latitude': '40.685263880118065', 'longitude': '-73.98263877094436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,PACIFIC STREET,3001910001,,,,,,,
58815981,2023-09-14T07:25:31.000,2023-09-14T10:39:59.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10019,127 WEST   56 STREET,WEST   56 STREET,AVENUE OF THE AMERICAS,6 1/2 AVENUE,AVENUE OF THE AMERICAS,6 1/2 AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T10:40:02.000,05 MANHATTAN,MANHATTAN,990123,217670,ONLINE,Unspecified,MANHATTAN,40.76412834656613,-73.9787989135043,"{'latitude': '40.76412834656613', 'longitude': '-73.9787989135043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   56 STREET,1010090017,,,,,,,
58819386,2023-09-14T07:25:10.000,2023-09-14T12:44:16.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11372,35-35 95 STREET,95 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T12:44:20.000,03 QUEENS,QUEENS,1019564,213563,MOBILE,Unspecified,QUEENS,40.75278711444592,-73.87254078690279,"{'latitude': '40.75278711444592', 'longitude': '-73.87254078690279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,95 STREET,4014690058,,,,,,,
58819071,2023-09-14T07:24:56.000,2023-09-14T10:15:53.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11419,107-39 118 STREET,118 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T10:15:56.000,10 QUEENS,QUEENS,1033083,188440,ONLINE,Unspecified,QUEENS,40.68376633208379,-73.82392888381764,"{'latitude': '40.68376633208379', 'longitude': '-73.82392888381764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,118 STREET,4095980062,,,,,,,
58812879,2023-09-14T07:24:51.000,2023-09-14T08:43:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,56-27 SECOND STREET,SECOND STREET,56 AVENUE,57 AVENUE,56 AVENUE,57 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T08:43:39.000,02 QUEENS,QUEENS,995230,208478,MOBILE,Unspecified,QUEENS,40.73889376646504,-73.96037804016056,"{'latitude': '40.73889376646504', 'longitude': '-73.96037804016056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,2 STREET,4000067503,,,,,,,
