unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58878429,2023-09-19T11:35:00.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10036,679 9 AVENUE,9 AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T11:38:04.000,04 MANHATTAN,1010560035,MANHATTAN,986901,216699,ONLINE,Unspecified,MANHATTAN,40.76146475481986,-73.9904304729719,"{'latitude': '40.76146475481986', 'longitude': '-73.9904304729719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T13:53:26.000,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,9 AVENUE,,,,,,
58866860,2023-09-19T11:35:00.000,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,11238,25 IRVING PLACE,IRVING PLACE,ADDRESS,BROOKLYN,N/A,Closed,The Department of Environmental Protection investigated this complaint and found that no asbestos was disturbed.,2023-09-19T13:30:00.000,02 BROOKLYN,3019840026,BROOKLYN,995333,188565,PHONE,Unspecified,BROOKLYN,40.684237196056046,-73.96003913924046,"{'latitude': '40.684237196056046', 'longitude': '-73.96003913924046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:30:00.000,,,GATES AVE,PUTNAM AVE,,,,,,,
58902994,2023-09-19T11:34:51.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10019,180 WEST   58 STREET,WEST   58 STREET,ADDRESS,NEW YORK,,In Progress,,,05 MANHATTAN,1010100061,MANHATTAN,989940,218350,UNKNOWN,Unspecified,MANHATTAN,40.76599489051346,-73.9794589540359,"{'latitude': '40.76599489051346', 'longitude': '-73.9794589540359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST   57 STREET,WEST   58 STREET,WEST   57 STREET,WEST   58 STREET,WEST   58 STREET,,,,,,
58904231,2023-09-19T11:34:50.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10019,180 WEST   58 STREET,WEST   58 STREET,ADDRESS,NEW YORK,,In Progress,,,05 MANHATTAN,1010100061,MANHATTAN,989940,218350,UNKNOWN,Unspecified,MANHATTAN,40.76599489051346,-73.9794589540359,"{'latitude': '40.76599489051346', 'longitude': '-73.9794589540359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST   57 STREET,WEST   58 STREET,WEST   57 STREET,WEST   58 STREET,WEST   58 STREET,,,,,,
58855420,2023-09-19T11:34:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,658 EAST   24 STREET,EAST   24 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T12:30:22.000,14 BROOKLYN,3052440067,BROOKLYN,996978,170394,MOBILE,Unspecified,BROOKLYN,40.634359594994,-73.95414222765014,"{'latitude': '40.634359594994', 'longitude': '-73.95414222765014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:30:18.000,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,EAST   24 STREET,,,,,,
58877185,2023-09-19T11:34:32.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11385,71-06 FRESH POND ROAD,FRESH POND ROAD,ADDRESS,RIDGEWOOD,,Closed,The Department of Sanitation removed the items.,2023-09-20T05:27:26.000,05 QUEENS,4035380023,QUEENS,1013394,194936,PHONE,Unspecified,QUEENS,40.701683063942106,-73.89489088381761,"{'latitude': '40.701683063942106', 'longitude': '-73.89489088381761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T15:40:18.000,71 AVENUE,MYRTLE AVENUE,71 AVENUE,MYRTLE AVENUE,FRESH POND ROAD,,,,,,
58864737,2023-09-19T11:34:28.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11230,1924 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation collected the requested items.,2023-09-19T22:37:13.000,12 BROOKLYN,3066170142,BROOKLYN,994658,161758,ONLINE,Unspecified,BROOKLYN,40.61065861110292,-73.96251428065241,"{'latitude': '40.61065861110292', 'longitude': '-73.96251428065241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T14:14:26.000,AVENUE O,AVENUE P,AVENUE O,AVENUE P,CONEY ISLAND AVENUE,,,,,,
58869152,2023-09-19T11:33:54.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11249,65 NORTH    7 STREET,NORTH    7 STREET,ADDRESS,BROOKLYN,N/A,Closed,The City has removed the graffiti from this property.,2023-09-27T08:33:26.000,01 BROOKLYN,3023170035,BROOKLYN,995026,201581,UNKNOWN,Unspecified,BROOKLYN,40.7199634399241,-73.96112523090576,"{'latitude': '40.7199634399241', 'longitude': '-73.96112523090576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T00:00:00.000,,,,,,2023-10-19T11:33:54.000,,,,,
58869949,2023-09-19T11:33:47.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T11:44:41.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:44:37.000,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58860203,2023-09-19T11:33:43.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T11:46:28.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:46:24.000,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58856396,2023-09-19T11:33:39.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T11:45:23.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:45:20.000,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58866077,2023-09-19T11:33:36.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T11:45:04.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:44:59.000,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58856892,2023-09-19T11:33:18.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10023,15 CENTRAL PARK WEST,CENTRAL PARK WEST,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-19T11:47:28.000,07 MANHATTAN,1011147503,MANHATTAN,989546,219620,MOBILE,N/A,MANHATTAN,40.769480955753714,-73.98088030339456,"{'latitude': '40.769480955753714', 'longitude': '-73.98088030339456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:47:25.000,WEST   61 STREET,WEST   62 STREET,WEST   61 STREET,WEST   62 STREET,CENTRAL PARK WEST,,,,,,
58862818,2023-09-19T11:33:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,891 BROOK AVENUE,BROOK AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T11:48:03.000,03 BRONX,,BRONX,1009028,239157,PHONE,Unspecified,BRONX,40.8230715489424,-73.91047404621315,"{'latitude': '40.8230715489424', 'longitude': '-73.91047404621315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:48:00.000,3 AVENUE,EAST  161 STREET,3 AVENUE,EAST  161 STREET,BROOK AVENUE,,,,,,
58903762,2023-09-19T11:33:10.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10029,1761 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,,Closed,"The Department of Transportation has inspected the location within the last six months and has either notified or will notify the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T10:49:35.000,11 MANHATTAN,1016470001,MANHATTAN,998477,225691,MOBILE,Unspecified,MANHATTAN,40.786134385666685,-73.94862462715466,"{'latitude': '40.786134385666685', 'longitude': '-73.94862462715466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T10:49:30.000,EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,3 AVENUE,,,,,,
58855428,2023-09-19T11:33:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10453,160 WEST  180 STREET,WEST  180 STREET,ADDRESS,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T11:50:19.000,05 BRONX,,BRONX,1008189,251231,MOBILE,Unspecified,BRONX,40.85621346274063,-73.91346235699889,"{'latitude': '40.85621346274063', 'longitude': '-73.91346235699889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:50:15.000,ANDREWS AVENUE SOUTH,LORING PLACE SOUTH,ANDREWS AVENUE SOUTH,LORING PLACE SOUTH,WEST  180 STREET,,,,,,
58877618,2023-09-19T11:32:54.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10466,3968 BELL AVENUE,BELL AVENUE,ADDRESS,BRONX,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-20T10:33:32.000,12 BRONX,2049630086,BRONX,1030044,263987,ONLINE,Unspecified,BRONX,40.89113838831856,-73.83437116855373,"{'latitude': '40.89113838831856', 'longitude': '-73.83437116855373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:33:25.000,PRATT AVENUE,STRANG AVENUE,PRATT AVENUE,STRANG AVENUE,BELL AVENUE,,,,,,
58868635,2023-09-19T11:32:50.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11217,207 SOUTH OXFORD STREET,SOUTH OXFORD STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation cleaned the location.,2023-09-23T12:08:16.000,02 BROOKLYN,3020050102,BROOKLYN,991781,188198,PHONE,Unspecified,BROOKLYN,40.68323359967537,-73.97284663831383,"{'latitude': '40.68323359967537', 'longitude': '-73.97284663831383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T14:19:44.000,ATLANTIC COMMONS,ATLANTIC AVENUE,ATLANTIC COMMONS,ATLANTIC AVENUE,SOUTH OXFORD STREET,,,,,,
58860578,2023-09-19T11:32:41.000,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,10303,2031 FOREST AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:06:32.000,01 STATEN ISLAND,5012230105,STATEN ISLAND,940711,167413,PHONE,Unspecified,STATEN ISLAND,40.62607953353678,-74.15684748795888,"{'latitude': '40.62607953353678', 'longitude': '-74.15684748795888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MAPLE PARKWAY,UNION AVENUE,MAPLE PARKWAY,UNION AVENUE,FOREST AVENUE,,,,,,
58865251,2023-09-19T11:32:32.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11213,658 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,N/A,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-03T00:00:00.000,09 BROOKLYN,3012700020,BROOKLYN,999018,183253,UNKNOWN,Unspecified,BROOKLYN,40.6696515769092,-73.94676414735069,"{'latitude': '40.6696515769092', 'longitude': '-73.94676414735069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T00:00:00.000,,,,,,,,,,,
58856458,2023-09-19T11:32:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10469,1617 MACE AVENUE,MACE AVENUE,ADDRESS,BRONX,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T15:58:21.000,11 BRONX,2044870003,BRONX,1028711,253623,PHONE,Unspecified,BRONX,40.86269927639335,-73.83926116732773,"{'latitude': '40.86269927639335', 'longitude': '-73.83926116732773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T15:58:17.000,WESTERVELT AVENUE,KINGSLAND AVENUE,WESTERVELT AVENUE,KINGSLAND AVENUE,MACE AVENUE,,,,,,
58869080,2023-09-19T11:32:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,333 SECOND STREET,SECOND STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T12:37:49.000,06 BROOKLYN,3009690052,BROOKLYN,988808,184756,MOBILE,Unspecified,BROOKLYN,40.67378811898317,-73.98356825212814,"{'latitude': '40.67378811898317', 'longitude': '-73.98356825212814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:37:45.000,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,2 STREET,,,,,,
58861260,2023-09-19T11:32:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10453,2024 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T11:43:54.000,05 BRONX,2028630016,BRONX,1009429,250160,MOBILE,Unspecified,BRONX,40.85327043930264,-73.90898387824598,"{'latitude': '40.85327043930264', 'longitude': '-73.90898387824598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:43:49.000,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,DAVIDSON AVENUE,,,,,,
58865991,2023-09-19T11:32:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10310,47 MARKHAM LANE,MARKHAM LANE,ADDRESS,STATEN ISLAND,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,01 STATEN ISLAND,5001690001,STATEN ISLAND,951837,172235,PHONE,Unspecified,STATEN ISLAND,40.63936258434839,-74.11678973832994,"{'latitude': '40.63936258434839', 'longitude': '-74.11678973832994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-20T06:58:02.000,,,,,,,,,,,
58866144,2023-09-19T11:32:08.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11207,638 JEROME STREET,JEROME STREET,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T14:41:40.000,05 BROOKLYN,3043070026,BROOKLYN,1016260,181560,PHONE,Unspecified,BROOKLYN,40.66495912175947,-73.88461808289797,"{'latitude': '40.66495912175947', 'longitude': '-73.88461808289797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:41:34.000,NEW LOTS AVENUE,MCCLANCY PLACE,NEW LOTS AVENUE,MCCLANCY PLACE,JEROME STREET,,,,,,
58866470,2023-09-19T11:32:05.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11427,82-49 233 STREET,233 STREET,ADDRESS,QUEENS VILLAGE,,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-20T09:13:51.000,13 QUEENS,4079340015,QUEENS,1057034,206883,PHONE,Unspecified,QUEENS,40.73422322764813,-73.73737278611263,"{'latitude': '40.73422322764813', 'longitude': '-73.73737278611263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:13:47.000,SEWARD AVENUE,HILLSIDE AVENUE,SEWARD AVENUE,HILLSIDE AVENUE,233 STREET,,,,,,
58862188,2023-09-19T11:32:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11385,87-47 81 AVENUE,81 AVENUE,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T12:28:00.000,05 QUEENS,4038480045,QUEENS,1022911,195670,PHONE,Unspecified,QUEENS,40.70366125742007,-73.86056324231544,"{'latitude': '40.70366125742007', 'longitude': '-73.86056324231544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:28:00.000,,,MYRTLE AVE,88 ST,,,,,,,
