unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp,taxi_company_borough
58970199,2023-09-30T10:54:26.000,2023-10-22T17:13:15.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11427,88-29 208 STREET,208 STREET,ADDRESS,QUEENS VILLAGE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,13 QUEENS,4105830049,QUEENS,1051453,202250,ONLINE,Unspecified,QUEENS,40.72155098681946,-73.75755692386217,"{'latitude': '40.72155098681946', 'longitude': '-73.75755692386217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58968932,2023-09-30T10:54:17.000,2023-09-30T18:31:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,555 EAST    5 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-30T00:00:00.000,12 BROOKLYN,3053740057,BROOKLYN,991283,172063,ONLINE,Unspecified,BROOKLYN,40.63894699672811,-73.9746590293325,"{'latitude': '40.63894699672811', 'longitude': '-73.9746590293325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58974298,2023-09-30T10:54:17.000,2023-09-30T11:39:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10011,321 WEST   24 STREET,WEST   24 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T11:39:18.000,04 MANHATTAN,1007480001,MANHATTAN,984647,211084,ONLINE,Unspecified,MANHATTAN,40.74605339352792,-73.99856724881818,"{'latitude': '40.74605339352792', 'longitude': '-73.99856724881818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   24 STREET,,,,,
58977439,2023-09-30T10:54:16.000,2023-10-02T10:56:43.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11223,2015 EAST    7 STREET,EAST    7 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,15 BROOKLYN,3070890066,BROOKLYN,994040,158392,PHONE,Unspecified,BROOKLYN,40.60142033375447,-73.96474496417314,"{'latitude': '40.60142033375447', 'longitude': '-73.96474496417314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
59455861,2023-09-30T10:54:15.000,2023-09-30T18:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,112 BAY   49 STREET,BAY   49 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T18:30:00.000,13 BROOKLYN,3069160024,BROOKLYN,988056,153249,ONLINE,Unspecified,BROOKLYN,40.58730842353172,-73.98629700624991,"{'latitude': '40.58730842353172', 'longitude': '-73.98629700624991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,HARWAY AVENUE,CROPSEY AVENUE,HARWAY AVENUE,CROPSEY AVENUE,BAY   49 STREET,,,,,
58971665,2023-09-30T10:54:10.000,2023-09-30T10:54:10.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,167 WEST   85 STREET,WEST   85 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-30T10:54:10.000,07 MANHATTAN,1012160104,MANHATTAN,991330,225842,PHONE,Unspecified,MANHATTAN,40.78655745554548,-73.97443312466821,"{'latitude': '40.78655745554548', 'longitude': '-73.97443312466821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   85 STREET,,,,,
58971829,2023-09-30T10:54:09.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10023,2025 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-30T12:12:29.000,07 MANHATTAN,1011417502,MANHATTAN,989198,222223,MOBILE,Unspecified,MANHATTAN,40.77662571123505,-73.98213474146851,"{'latitude': '40.77662571123505', 'longitude': '-73.98213474146851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WEST 69 STREET,WEST 70 STREET,WEST   69 STREET,WEST   70 STREET,BROADWAY,,,,,
58975243,2023-09-30T10:54:09.000,2023-09-30T11:12:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,EAST   59 STREET,EAST   59 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T11:12:27.000,18 BROOKLYN,,BROOKLYN,1006414,171359,PHONE,Unspecified,BROOKLYN,40.63698972892605,-73.92014206311902,"{'latitude': '40.63698972892605', 'longitude': '-73.92014206311902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EAST   59 STREET,FARRAGUT ROAD,EAST   59 STREET,FARRAGUT ROAD,,,,,,
58973976,2023-09-30T10:54:06.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10306,182 FREEBORN STREET,FREEBORN STREET,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,02 STATEN ISLAND,5037970016,STATEN ISLAND,958659,148759,PHONE,Unspecified,STATEN ISLAND,40.574948143873144,-74.0921199378741,"{'latitude': '40.574948143873144', 'longitude': '-74.0921199378741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58970545,2023-09-30T10:54:05.000,2023-10-02T07:12:35.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11385,SHALER AVENUE,SHALER AVENUE,BLOCKFACE,,Closed,The Department of Transportation investigated this Service Request and determined this street requires general maintenance. This location has been processed into another system and is expected to be repaired in 30 days.,2023-10-02T07:12:39.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,65 STREET,65 PLACE,65 STREET,65 PLACE,,,,,,
58973878,2023-09-30T10:54:05.000,2023-10-10T12:54:10.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11214,1927 86 STREET,86 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,11 BROOKLYN,3063450059,BROOKLYN,984360,159849,PHONE,Unspecified,BROOKLYN,40.605424908963876,-73.99960385225236,"{'latitude': '40.605424908963876', 'longitude': '-73.99960385225236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58968488,2023-09-30T10:54:00.000,2023-09-30T11:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,10030,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-30T11:20:00.000,10 MANHATTAN,,MANHATTAN,1000221,237020,UNKNOWN,Unspecified,MANHATTAN,40.81722640229732,-73.94229989188614,"{'latitude': '40.81722640229732', 'longitude': '-73.94229989188614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,7 AVENUE,WEST 138 STREET,,,,,,
58975674,2023-09-30T10:53:52.000,2023-09-30T16:24:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1516 GILLESPIE AVENUE,GILLESPIE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T16:25:04.000,10 BRONX,2053960038,BRONX,1031004,246297,MOBILE,Unspecified,BRONX,40.842579774344145,-73.83102244838997,"{'latitude': '40.842579774344145', 'longitude': '-73.83102244838997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,ZULETTE AVENUE,MIDDLETOWN ROAD,ZULETTE AVENUE,MIDDLETOWN ROAD,GILLESPIE AVENUE,,,,,
59436509,2023-09-30T10:53:35.000,2023-10-22T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11427,88-29 208 STREET,208 STREET,ADDRESS,QUEENS VILLAGE,Closed,,2023-10-22T00:00:00.000,13 QUEENS,4105830049,QUEENS,1051453,202250,ONLINE,Unspecified,QUEENS,40.72155098681946,-73.75755692386217,"{'latitude': '40.72155098681946', 'longitude': '-73.75755692386217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,208 STREET,,,,,
58971920,2023-09-30T10:53:23.000,2023-10-02T13:18:22.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,197 MC KINLEY AVENUE,MC KINLEY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-10-02T13:18:25.000,05 BROOKLYN,3041720069,BROOKLYN,1020656,187148,ONLINE,Unspecified,BROOKLYN,40.680279926335665,-73.86874228445485,"{'latitude': '40.680279926335665', 'longitude': '-73.86874228445485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,AUTUMN AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,MC KINLEY AVENUE,,,,,
58976984,2023-09-30T10:53:18.000,2023-09-30T12:42:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,84-06 60 ROAD,60 ROAD,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T12:42:11.000,05 QUEENS,4029000004,QUEENS,1018949,204798,ONLINE,Unspecified,QUEENS,40.728731828988195,-73.8748057238941,"{'latitude': '40.728731828988195', 'longitude': '-73.8748057238941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,84 STREET,85 STREET,84 STREET,85 STREET,60 ROAD,,,,,
58970437,2023-09-30T10:53:15.000,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,Street,11226,1918 DORCHESTER ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-11T13:41:00.000,14 BROOKLYN,3051830008,BROOKLYN,995301,172842,MOBILE,Unspecified,BROOKLYN,40.64108108295749,-73.9601802887807,"{'latitude': '40.64108108295749', 'longitude': '-73.9601802887807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,DORCHESTER ROAD,,,,,
58977817,2023-09-30T10:53:13.000,2023-10-02T12:12:13.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,10461,2919 LA SALLE AVENUE,LA SALLE AVENUE,ADDRESS,BRONX,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-10-02T12:12:17.000,10 BRONX,2053580003,BRONX,1031107,245025,ONLINE,Unspecified,BRONX,40.839087965754956,-73.83065907564993,"{'latitude': '40.839087965754956', 'longitude': '-73.83065907564993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EDISON AVENUE,GILLESPIE AVENUE,EDISON AVENUE,GILLESPIE AVENUE,LA SALLE AVENUE,,,,,
59448965,2023-09-30T10:53:01.000,2023-09-30T20:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10466,4213 BRUNER AVENUE,BRUNER AVENUE,ADDRESS,BRONX,Closed,,2023-09-30T20:30:00.000,12 BRONX,2050120019,BRONX,1026217,265308,ONLINE,Unspecified,BRONX,40.894783139803685,-73.84820444506957,"{'latitude': '40.894783139803685', 'longitude': '-73.84820444506957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BUSSING AVENUE,PITMAN AVENUE,BUSSING AVENUE,PITMAN AVENUE,BRUNER AVENUE,,,,,
58968213,2023-09-30T10:53:00.000,2023-10-07T12:15:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Other Animals (NR6)",,11237,312 STANHOPE STREET,STANHOPE STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-07T13:33:00.000,04 BROOKLYN,3032700023,BROOKLYN,1006886,195335,ONLINE,Unspecified,BROOKLYN,40.70279726573636,-73.9183609150111,"{'latitude': '40.70279726573636', 'longitude': '-73.9183609150111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,IRVING AVE,WYCKOFF AVE,,,,,,,,
58973208,2023-09-30T10:53:00.000,2023-09-30T18:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11208,998 CLEVELAND STREET,CLEVELAND STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T18:15:00.000,05 BROOKLYN,3043810026,BROOKLYN,1018077,179936,ONLINE,Unspecified,BROOKLYN,40.66049484958699,-73.87807675604289,"{'latitude': '40.66049484958699', 'longitude': '-73.87807675604289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,STANLEY AVE,WORTMAN AVE,,,,,,,,
59449113,2023-09-30T10:52:59.000,2023-09-30T21:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11691,11-50 REDFERN AVENUE,REDFERN AVENUE,ADDRESS,FAR ROCKAWAY,Closed,,2023-09-30T21:30:00.000,14 QUEENS,4155020079,QUEENS,1054467,162225,PHONE,Unspecified,QUEENS,40.611668327947974,-73.74710048582013,"{'latitude': '40.611668327947974', 'longitude': '-73.74710048582013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,NASSAU CNTY BOUNDARY,BEACH   11 STREET,NASSAU CNTY BOUNDARY,BEACH   11 STREET,REDFERN AVENUE,,,,,
58976686,2023-09-30T10:52:53.000,2023-10-06T12:32:52.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10314,3938 VICTORY BOULEVARD,VICTORY BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T11:36:23.000,02 STATEN ISLAND,5026200119,STATEN ISLAND,932586,155893,ONLINE,Unspecified,STATEN ISLAND,40.59441591390779,-74.18602925731582,"{'latitude': '40.59441591390779', 'longitude': '-74.18602925731582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,SIMMONS LANE,TOWERS LANE,SIMMONS LANE,TOWERS LANE,VICTORY BOULEVARD,,,,,
58969385,2023-09-30T10:52:39.000,2023-10-03T12:22:41.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11365,60-01 169 STREET,169 STREET,ADDRESS,FRESH MEADOWS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-03T12:22:45.000,07 QUEENS,4068660383,QUEENS,1039680,208516,MOBILE,Unspecified,QUEENS,40.738831180332575,-73.79997768628662,"{'latitude': '40.738831180332575', 'longitude': '-73.79997768628662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,DEAD END,HORACE HARDING EXPRESSWAY,DEAD END,HORACE HARDING EXPRESSWAY,169 STREET,,,,,
59453436,2023-09-30T10:52:37.000,,HPD,Department of Housing Preservation and Development,Appliance,Refrigerator,Apartment,10306,182 FREEBORN STREET,FREEBORN STREET,ADDRESS,STATEN ISLAND,In Progress,,,02 STATEN ISLAND,5037970016,STATEN ISLAND,958659,148759,PHONE,Unspecified,STATEN ISLAND,40.574948143873144,-74.0921199378741,"{'latitude': '40.574948143873144', 'longitude': '-74.0921199378741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,HUNTER AVENUE,MAPLETON AVENUE,HUNTER AVENUE,MAPLETON AVENUE,FREEBORN STREET,,,,,
58968400,2023-09-30T10:52:19.000,2023-09-30T11:16:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,359 WEST   24 STREET,WEST   24 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T11:16:52.000,04 MANHATTAN,1007480005,MANHATTAN,984132,211367,ONLINE,Unspecified,MANHATTAN,40.74683016564044,-74.00042586048032,"{'latitude': '40.74683016564044', 'longitude': '-74.00042586048032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   24 STREET,,,,,
58976826,2023-09-30T10:52:15.000,2023-09-30T13:40:45.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10301,180 STANLEY AVENUE,STANLEY AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T13:40:49.000,01 STATEN ISLAND,5001190049,STATEN ISLAND,958868,170383,MOBILE,Unspecified,STATEN ISLAND,40.63430218111027,-74.09144886350121,"{'latitude': '40.63430218111027', 'longitude': '-74.09144886350121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,GLEN AVENUE,PORTLAND PLACE,GLEN AVENUE,PORTLAND PLACE,STANLEY AVENUE,,,,,
58968489,2023-09-30T10:52:00.000,2023-09-30T11:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,10030,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-30T11:45:00.000,10 MANHATTAN,,MANHATTAN,1000472,237474,UNKNOWN,Unspecified,MANHATTAN,40.81847204710305,-73.94139198070306,"{'latitude': '40.81847204710305', 'longitude': '-73.94139198070306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,7 AVENUE,WEST 140 STREET,,,,,,
