unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58840626,2023-09-17T10:36:03.000,2023-09-17T10:37:46.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,107-02 71 AVENUE,71 AVENUE,AUSTIN STREET,QUEENS BOULEVARD,AUSTIN STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,71 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T10:37:51.000,06 QUEENS,4032560035,QUEENS,1027311,201760,ONLINE,Unspecified,QUEENS,40.72035651395236,-73.8446550549971,"{'latitude': '40.72035651395236', 'longitude': '-73.8446550549971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843258,2023-09-17T10:35:16.000,2023-09-17T20:41:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11420,133-24 126 STREET,126 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,126 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:41:44.000,10 QUEENS,,QUEENS,1036100,183697,ONLINE,Unspecified,QUEENS,40.6707307390791,-73.81308738177663,"{'latitude': '40.6707307390791', 'longitude': '-73.81308738177663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842436,2023-09-17T10:35:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11212,,,,,DUMONT AVENUE,MOTHER GASTON BOULEVARD,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-14T06:45:00.000,16 BROOKLYN,,BROOKLYN,1010445,181444,UNKNOWN,Unspecified,BROOKLYN,40.664659841555284,-73.90557902315052,"{'latitude': '40.664659841555284', 'longitude': '-73.90557902315052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842365,2023-09-17T10:34:58.000,2023-09-17T14:24:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460,1477 SAINT LAWRENCE AVENUE,SAINT LAWRENCE AVENUE,MERRILL STREET,MANSION STREET,MERRILL STREET,MANSION STREET,ADDRESS,BRONX,ST LAWRENCE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:24:12.000,09 BRONX,2039150035,BRONX,1020715,244352,PHONE,Unspecified,BRONX,40.837289803734286,-73.86821929722821,"{'latitude': '40.837289803734286', 'longitude': '-73.86821929722821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844932,2023-09-17T10:34:53.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11216,803 LINCOLN PLACE,LINCOLN PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-17T14:41:11.000,08 BROOKLYN,3012550073,BROOKLYN,998225,183639,MOBILE,Unspecified,BROOKLYN,40.670712347730806,-73.94962196178885,"{'latitude': '40.670712347730806', 'longitude': '-73.94962196178885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838573,2023-09-17T10:34:38.000,2023-09-21T15:37:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11207,596 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,05 BROOKLYN,3043250004,BROOKLYN,1014858,180033,PHONE,Unspecified,BROOKLYN,40.660772805578745,-73.88967860045473,"{'latitude': '40.660772805578745', 'longitude': '-73.88967860045473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844877,2023-09-17T10:34:37.000,2023-09-30T02:03:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,214 WEST  109 STREET,WEST  109 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,07 MANHATTAN,1018800044,MANHATTAN,993864,231751,PHONE,Unspecified,MANHATTAN,40.802773666135415,-73.96527403619781,"{'latitude': '40.802773666135415', 'longitude': '-73.96527403619781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844869,2023-09-17T10:34:37.000,2023-09-23T16:19:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11204,2402 65 STREET,65 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,11 BROOKLYN,3066040001,BROOKLYN,990728,161865,PHONE,Unspecified,BROOKLYN,40.61095604871221,-73.97666856578279,"{'latitude': '40.61095604871221', 'longitude': '-73.97666856578279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843822,2023-09-17T10:34:37.000,2023-09-23T16:19:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11204,2402 65 STREET,65 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,11 BROOKLYN,3066040001,BROOKLYN,990728,161865,PHONE,Unspecified,BROOKLYN,40.61095604871221,-73.97666856578279,"{'latitude': '40.61095604871221', 'longitude': '-73.97666856578279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843284,2023-09-17T10:34:24.000,2023-09-17T11:05:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,3912 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,39 STREET,40 STREET,39 STREET,40 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T11:05:32.000,12 BROOKLYN,3055840039,BROOKLYN,986838,173560,MOBILE,Unspecified,BROOKLYN,40.643058354967835,-73.99067446719096,"{'latitude': '40.643058354967835', 'longitude': '-73.99067446719096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840401,2023-09-17T10:34:23.000,2023-09-17T12:51:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11429,227-43 113 AVENUE,113 AVENUE,227 STREET,CROSS ISLAND PARKWAY,227 STREET,CROSS ISLAND PARKWAY,ADDRESS,QUEENS VILLAGE,113 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:51:49.000,13 QUEENS,4112280053,QUEENS,1059135,195819,ONLINE,Unspecified,QUEENS,40.70383781466753,-73.72991486541143,"{'latitude': '40.70383781466753', 'longitude': '-73.72991486541143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845113,2023-09-17T10:34:22.000,2023-09-19T11:31:31.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11103,28-17 44 STREET,44 STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,44 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T15:42:58.000,01 QUEENS,4007000013,QUEENS,1008919,217425,ONLINE,Unspecified,QUEENS,40.76342341808506,-73.91094770096197,"{'latitude': '40.76342341808506', 'longitude': '-73.91094770096197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842484,2023-09-17T10:34:00.000,2023-09-17T10:51:20.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10031,1540 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  136 STREET,WEST  138 STREET,WEST  136 STREET,WEST  138 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T10:51:26.000,09 MANHATTAN,1019880200,MANHATTAN,997641,237943,ONLINE,Jacob H. Schiff Playground,MANHATTAN,40.81976406504372,-73.95161908487401,"{'latitude': '40.81976406504372', 'longitude': '-73.95161908487401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837082,2023-09-17T10:33:43.000,2023-09-17T12:09:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11368,35-46 97 STREET,97 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,CORONA,97 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T12:09:42.000,03 QUEENS,4017370022,QUEENS,1020171,213507,PHONE,Unspecified,QUEENS,40.752630963751734,-73.87035023737491,"{'latitude': '40.752630963751734', 'longitude': '-73.87035023737491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838824,2023-09-17T10:33:08.000,2023-09-25T05:35:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,200 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST  120 STREET,WEST  121 STREET,WEST  120 STREET,WEST  121 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-25T05:35:53.000,10 MANHATTAN,1017200001,MANHATTAN,998720,232447,MOBILE,Unspecified,MANHATTAN,40.80467737647586,-73.94773256873248,"{'latitude': '40.80467737647586', 'longitude': '-73.94773256873248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837147,2023-09-17T10:33:04.000,2023-09-17T11:54:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2453 POPLAR STREET,POPLAR STREET,BRONXDALE AVENUE,PAULDING AVENUE,BRONXDALE AVENUE,PAULDING AVENUE,ADDRESS,BRONX,POPLAR STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T11:54:58.000,11 BRONX,2040620004,BRONX,1024905,246447,PHONE,Unspecified,BRONX,40.84302166554787,-73.85306440186362,"{'latitude': '40.84302166554787', 'longitude': '-73.85306440186362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845027,2023-09-17T10:33:00.000,2023-09-18T12:44:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10308,78 ARMSTRONG AVENUE,ARMSTRONG AVENUE,HIGHLAND LANE,HYLAN BOULEVARD,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:44:00.000,03 STATEN ISLAND,5053150031,STATEN ISLAND,943012,134867,PHONE,Unspecified,STATEN ISLAND,40.536758347459006,-74.1483596710277,"{'latitude': '40.536758347459006', 'longitude': '-74.1483596710277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842945,2023-09-17T10:32:47.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,Park,11385,751 WOODWARD AVENUE,WOODWARD AVENUE,WOODBINE STREET,MYRTLE AVENUE LINE,WOODBINE STREET,MYRTLE AVENUE LINE,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,In Progress,,,05 QUEENS,4034800004,QUEENS,1010650,195912,MOBILE,Rosemary's Playground,QUEENS,40.70437056511764,-73.90478340599073,"{'latitude': '40.70437056511764', 'longitude': '-73.90478340599073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837466,2023-09-17T10:32:44.000,2023-09-17T10:57:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10462,1936 EAST TREMONT AVENUE,EAST TREMONT AVENUE,UNIONPORT ROAD,DOGWOOD DRIVE,UNIONPORT ROAD,DOGWOOD DRIVE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T10:57:41.000,09 BRONX,2039447501,BRONX,1022368,245869,ONLINE,Unspecified,BRONX,40.84144654222975,-73.86223691554366,"{'latitude': '40.84144654222975', 'longitude': '-73.86223691554366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844341,2023-09-17T10:32:40.000,2023-09-17T11:05:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,1 BEDFORD AVENUE,BEDFORD AVENUE,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T11:05:41.000,01 BROOKLYN,3026460001,BROOKLYN,997813,203054,MOBILE,Unspecified,BROOKLYN,40.72400263455818,-73.95106807164736,"{'latitude': '40.72400263455818', 'longitude': '-73.95106807164736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839771,2023-09-17T10:32:37.000,2023-09-17T10:32:37.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10010,201 EAST   21 STREET,EAST   21 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   21 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-17T10:32:37.000,06 MANHATTAN,1009020001,MANHATTAN,988756,207936,PHONE,Unspecified,MANHATTAN,40.73741177873174,-73.98374020264542,"{'latitude': '40.73741177873174', 'longitude': '-73.98374020264542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842131,2023-09-17T10:32:32.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,10027,310 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  125 STREET,WEST  126 STREET,WEST  125 STREET,WEST  126 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:09.000,10 MANHATTAN,1019520019,MANHATTAN,997444,234786,ONLINE,Unspecified,MANHATTAN,40.81109928134241,-73.9523370406427,"{'latitude': '40.81109928134241', 'longitude': '-73.9523370406427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839148,2023-09-17T10:32:28.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,11372,35-64 84 STREET,84 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-31T00:00:00.000,03 QUEENS,4014570034,QUEENS,1016732,213124,UNKNOWN,Unspecified,QUEENS,40.75159302851327,-73.8827644638668,"{'latitude': '40.75159302851327', 'longitude': '-73.8827644638668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842421,2023-09-17T10:32:20.000,2023-09-17T10:32:20.000,DOT,Department of Transportation,Street Condition,Pothole,,10309,,,,,CRABTREE AVENUE,HARRIS LANE,INTERSECTION,STATEN ISLAND,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-17T10:32:20.000,03 STATEN ISLAND,,STATEN ISLAND,923051,136745,UNKNOWN,Unspecified,STATEN ISLAND,40.541797836257054,-74.22018898634873,"{'latitude': '40.541797836257054', 'longitude': '-74.22018898634873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58845120,2023-09-17T10:32:09.000,2023-10-02T09:54:47.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10460,1456 TAYLOR AVENUE,TAYLOR AVENUE,EAST  174 STREET,ARCHER STREET,EAST  174 STREET,ARCHER STREET,ADDRESS,BRONX,TAYLOR AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T05:13:05.000,09 BRONX,2039000028,BRONX,1021276,244071,ONLINE,Unspecified,BRONX,40.836516206781916,-73.86619345613353,"{'latitude': '40.836516206781916', 'longitude': '-73.86619345613353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840310,2023-09-17T10:31:54.000,2023-09-17T11:35:10.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-17T11:35:13.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,ONLINE,Unspecified,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838622,2023-09-17T10:31:49.000,2023-09-17T10:48:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11210,659 EAST   22 STREET,EAST   22 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   22 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T10:48:32.000,14 BROOKLYN,3052220011,BROOKLYN,996358,171089,MOBILE,Unspecified,BROOKLYN,40.63626809116419,-73.95637478119737,"{'latitude': '40.63626809116419', 'longitude': '-73.95637478119737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
