unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp
58854154,2023-09-18T13:56:36.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,,10017,150 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,NEW YORK,,Assigned,,2023-09-19T00:00:00.000,06 MANHATTAN,1013000046,MANHATTAN,991575,213878,UNKNOWN,Unspecified,MANHATTAN,40.75371919349219,-73.97356143499889,"{'latitude': '40.75371919349219', 'longitude': '-73.97356143499889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T00:00:00.000,,,,,,,
58849342,2023-09-18T13:56:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,422 EAST    3 STREET,EAST    3 STREET,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T14:11:36.000,12 BROOKLYN,3053540032,BROOKLYN,990616,173000,MOBILE,Unspecified,BROOKLYN,40.6415193655239,-73.97706144775957,"{'latitude': '40.6415193655239', 'longitude': '-73.97706144775957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:11:34.000,,,,,,,
58846500,2023-09-18T13:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11217,402A DOUGLASS STREET,DOUGLASS STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-19T11:16:00.000,06 BROOKLYN,3009460040,BROOKLYN,989821,186505,ONLINE,Unspecified,BROOKLYN,40.67858814989161,-73.97991490644287,"{'latitude': '40.67858814989161', 'longitude': '-73.97991490644287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:16:00.000,N/A,,,,,,
58845279,2023-09-18T13:56:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11375,,,,,64 AVENUE,108 STREET,INTERSECTION,QUEENS,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T22:30:00.000,06 QUEENS,,QUEENS,1025931,206343,PHONE,Unspecified,QUEENS,40.73294232469351,-73.84960508550044,"{'latitude': '40.73294232469351', 'longitude': '-73.84960508550044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T22:30:00.000,,,,,,,
58847774,2023-09-18T13:56:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,11228,670 90 STREET,90 STREET,BATTERY AVE,PARROTT PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-23T12:35:00.000,10 BROOKLYN,3060930125,BROOKLYN,977900,163887,ONLINE,Unspecified,BROOKLYN,40.616506113845105,-74.02287232563793,"{'latitude': '40.616506113845105', 'longitude': '-74.02287232563793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T12:35:00.000,,,,,,,
58851256,2023-09-18T13:55:55.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10466,4315 DEREIMER AVENUE,DEREIMER AVENUE,PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,ADDRESS,BRONX,DE REIMER AVENUE,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-19T08:44:50.000,12 BRONX,2050570065,BRONX,1027261,266312,PHONE,Unspecified,BRONX,40.89753376814849,-73.84442183238181,"{'latitude': '40.89753376814849', 'longitude': '-73.84442183238181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T08:44:47.000,,,,,,,
58848416,2023-09-18T13:55:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,497 EAST  156 STREET,EAST  156 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,01 BRONX,2023640022,BRONX,1008523,237983,PHONE,Unspecified,BRONX,40.81985065448765,-73.91230291857487,"{'latitude': '40.81985065448765', 'longitude': '-73.91230291857487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-18T20:15:58.000,,,,,,,
58854709,2023-09-18T13:55:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10033,4300 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,12 MANHATTAN,1021640038,MANHATTAN,1002326,249502,PHONE,Unspecified,MANHATTAN,40.8514818245853,-73.93466130374979,"{'latitude': '40.8514818245853', 'longitude': '-73.93466130374979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:14:08.000,,,,,,,
58848395,2023-09-18T13:55:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10033,4300 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,12 MANHATTAN,1021640038,MANHATTAN,1002326,249502,PHONE,Unspecified,MANHATTAN,40.8514818245853,-73.93466130374979,"{'latitude': '40.8514818245853', 'longitude': '-73.93466130374979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:14:07.000,,,,,,,
58852182,2023-09-18T13:55:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10033,4300 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,12 MANHATTAN,1021640038,MANHATTAN,1002326,249502,PHONE,Unspecified,MANHATTAN,40.8514818245853,-73.93466130374979,"{'latitude': '40.8514818245853', 'longitude': '-73.93466130374979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:14:07.000,,,,,,,
58855068,2023-09-18T13:55:36.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10010,1134 BROADWAY,BROADWAY,WEST 25 STREET,WEST 26 STREET,WEST   25 STREET,WEST   26 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-18T14:26:13.000,05 MANHATTAN,1008277501,MANHATTAN,987285,210171,PHONE,Unspecified,MANHATTAN,40.74354692515717,-73.98904726383924,"{'latitude': '40.74354692515717', 'longitude': '-73.98904726383924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:26:13.000,,,,,,,
58853377,2023-09-18T13:55:34.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10023,207 COLUMBUS AVENUE,COLUMBUS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,07 MANHATTAN,1011220001,MANHATTAN,989783,221892,PHONE,Unspecified,MANHATTAN,40.77571685645126,-73.98002281194071,"{'latitude': '40.77571685645126', 'longitude': '-73.98002281194071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T15:37:09.000,,,,,,,
58847122,2023-09-18T13:55:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10456,1105 TINTON AVENUE,TINTON AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,PHONE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T17:09:55.000,,,,,,,
58847056,2023-09-18T13:55:31.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,1105 TINTON AVENUE,TINTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,03 BRONX,2026610052,BRONX,1011522,240495,PHONE,Unspecified,BRONX,40.82673662828274,-73.9014574870921,"{'latitude': '40.82673662828274', 'longitude': '-73.9014574870921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T17:00:26.000,,,,,,,
58848462,2023-09-18T13:55:29.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10459,1420 STEBBINS AVENUE,STEBBINS AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,03 BRONX,2029650042,BRONX,1013505,243086,PHONE,Unspecified,BRONX,40.83384183000208,-73.89428097771565,"{'latitude': '40.83384183000208', 'longitude': '-73.89428097771565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58848420,2023-09-18T13:55:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11229,1770 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,15 BROOKLYN,3067960036,BROOKLYN,995682,160278,PHONE,Unspecified,BROOKLYN,40.60659505296861,-73.95882872187264,"{'latitude': '40.60659505296861', 'longitude': '-73.95882872187264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:09:33.000,,,,,,,
58847155,2023-09-18T13:55:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11229,1770 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,15 BROOKLYN,3067960036,BROOKLYN,995682,160278,PHONE,Unspecified,BROOKLYN,40.60659505296861,-73.95882872187264,"{'latitude': '40.60659505296861', 'longitude': '-73.95882872187264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:09:33.000,,,,,,,
58853531,2023-09-18T13:55:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11229,1770 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,15 BROOKLYN,3067960036,BROOKLYN,995682,160278,PHONE,Unspecified,BROOKLYN,40.60659505296861,-73.95882872187264,"{'latitude': '40.60659505296861', 'longitude': '-73.95882872187264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:09:32.000,,,,,,,
58849627,2023-09-18T13:55:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11229,1770 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,15 BROOKLYN,3067960036,BROOKLYN,995682,160278,PHONE,Unspecified,BROOKLYN,40.60659505296861,-73.95882872187264,"{'latitude': '40.60659505296861', 'longitude': '-73.95882872187264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:09:32.000,,,,,,,
58847933,2023-09-18T13:55:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10314,1631 RICHMOND AVENUE,RICHMOND AVENUE,GREENTREE LANE,VICTORY BOULEVARD,GREENTREE LANE,VICTORY BOULEVARD,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T14:17:14.000,02 STATEN ISLAND,,STATEN ISLAND,939384,161047,ONLINE,Unspecified,STATEN ISLAND,40.608599592531235,-74.16158563751348,"{'latitude': '40.608599592531235', 'longitude': '-74.16158563751348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:17:10.000,,,,,,,
58849725,2023-09-18T13:55:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10472,1002 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,09 BRONX,2038060003,BRONX,1024901,240731,PHONE,Unspecified,BRONX,40.82733293737945,-73.85311350014118,"{'latitude': '40.82733293737945', 'longitude': '-73.85311350014118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T15:21:12.000,,,,,,,
58845738,2023-09-18T13:55:19.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10023,207 COLUMBUS AVENUE,COLUMBUS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,07 MANHATTAN,1011220001,MANHATTAN,989783,221892,PHONE,Unspecified,MANHATTAN,40.77571685645126,-73.98002281194071,"{'latitude': '40.77571685645126', 'longitude': '-73.98002281194071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T02:03:23.000,,,,,,,
58845729,2023-09-18T13:55:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10458,2420 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,06 BRONX,2031150009,BRONX,1016806,250583,ONLINE,Unspecified,BRONX,40.85440732753236,-73.8823157445973,"{'latitude': '40.85440732753236', 'longitude': '-73.8823157445973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:47:35.000,,,,,,,
58852166,2023-09-18T13:55:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2420 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031150009,BRONX,1016806,250583,ONLINE,Unspecified,BRONX,40.85440732753236,-73.8823157445973,"{'latitude': '40.85440732753236', 'longitude': '-73.8823157445973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T16:21:12.000,,,,,,,
58849588,2023-09-18T13:55:14.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10458,2420 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031150009,BRONX,1016806,250583,ONLINE,Unspecified,BRONX,40.85440732753236,-73.8823157445973,"{'latitude': '40.85440732753236', 'longitude': '-73.8823157445973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T16:21:12.000,,,,,,,
58848260,2023-09-18T13:55:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10458,2420 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,06 BRONX,2031150009,BRONX,1016806,250583,ONLINE,Unspecified,BRONX,40.85440732753236,-73.8823157445973,"{'latitude': '40.85440732753236', 'longitude': '-73.8823157445973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:47:36.000,,,,,,,
