unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment
58843593,2023-09-17T15:31:58.000,2023-09-17T16:18:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,265 EAST  182 STREET,EAST  182 STREET,RYER AVENUE,VALENTINE AVENUE,RYER AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,EAST  182 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T16:18:47.000,05 BRONX,2031500045,BRONX,1012093,251000,ONLINE,Unspecified,BRONX,40.85556798829767,-73.89935066841451,"{'latitude': '40.85556798829767', 'longitude': '-73.89935066841451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837489,2023-09-17T15:31:42.000,2023-09-17T15:44:23.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10003,205 3 AVENUE,3 AVENUE,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T15:44:29.000,06 MANHATTAN,1008990001,MANHATTAN,988327,207376,PHONE,Unspecified,MANHATTAN,40.73587492531159,-73.98528857861925,"{'latitude': '40.73587492531159', 'longitude': '-73.98528857861925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837993,2023-09-17T15:31:30.000,2023-09-17T16:12:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11693,169A BEACH   96 STREET,BEACH   96 STREET,SHORE FRONT PARKWAY,ROCKAWAY BEACH BOULEVARD,SHORE FRONT PARKWAY,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:12:54.000,14 QUEENS,4161690062,QUEENS,1034934,152263,ONLINE,Unspecified,QUEENS,40.58445796926233,-73.81752669697535,"{'latitude': '40.58445796926233', 'longitude': '-73.81752669697535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840732,2023-09-17T15:31:19.000,2023-09-17T15:33:57.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T15:34:01.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839050,2023-09-17T15:30:42.000,2023-09-17T15:45:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T15:45:54.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837668,2023-09-17T15:30:12.000,2023-09-21T13:41:07.000,DOT,Department of Transportation,Curb Condition,Curb Defect-Metal Protruding,Sidewalk,11217,376 DEAN STREET,DEAN STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,"The condition was inspected and it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",2023-09-21T13:41:11.000,06 BROOKLYN,3009300003,BROOKLYN,990202,188065,MOBILE,Unspecified,BROOKLYN,40.68286974759883,-73.97853991157113,"{'latitude': '40.68286974759883', 'longitude': '-73.97853991157113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837652,2023-09-17T15:30:05.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11222,196 GREEN STREET,GREEN STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,GREEN STREET,In Progress,,,01 BROOKLYN,3025230020,BROOKLYN,997131,206644,PHONE,Unspecified,BROOKLYN,40.73385732582327,-73.95352168530901,"{'latitude': '40.73385732582327', 'longitude': '-73.95352168530901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838787,2023-09-17T15:29:53.000,2023-09-17T15:39:29.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10019,756 NINTH AVENUE,NINTH AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-17T15:39:33.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,MOBILE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840932,2023-09-17T15:29:53.000,2023-09-18T14:16:47.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,10019,756 NINTH AVENUE,NINTH AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-18T14:16:50.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,MOBILE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839381,2023-09-17T15:29:47.000,2023-09-17T15:56:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,90 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T15:56:17.000,05 BROOKLYN,3036640028,BROOKLYN,1013957,186705,MOBILE,Unspecified,BROOKLYN,40.67908900964059,-73.89289669736954,"{'latitude': '40.67908900964059', 'longitude': '-73.89289669736954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837104,2023-09-17T15:29:38.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10016,303 EAST   30 STREET,EAST   30 STREET,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,06 MANHATTAN,1009360001,MANHATTAN,990499,209669,UNKNOWN,Unspecified,MANHATTAN,40.74216737341822,-73.97744901758128,"{'latitude': '40.74216737341822', 'longitude': '-73.97744901758128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,
58838244,2023-09-17T15:29:23.000,2023-09-17T15:55:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,90 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T15:56:04.000,05 BROOKLYN,3036640028,BROOKLYN,1013957,186705,MOBILE,Unspecified,BROOKLYN,40.67908900964059,-73.89289669736954,"{'latitude': '40.67908900964059', 'longitude': '-73.89289669736954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844409,2023-09-17T15:29:07.000,2023-09-17T16:45:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11434,150-28 116 ROAD,116 ROAD,SUTPHIN BOULEVARD,155 STREET,SUTPHIN BOULEVARD,155 STREET,ADDRESS,JAMAICA,116 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T16:45:30.000,12 QUEENS,4122020015,QUEENS,1041942,187833,ONLINE,Unspecified,QUEENS,40.682046951543974,-73.79199238963469,"{'latitude': '40.682046951543974', 'longitude': '-73.79199238963469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839777,2023-09-17T15:29:07.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10012,39 KENMARE STREET,KENMARE STREET,ELIZABETH STREET,MOTT STREET,ELIZABETH STREET,MOTT STREET,ADDRESS,NEW YORK,KENMARE STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:24:08.000,02 MANHATTAN,1004790125,MANHATTAN,985543,201869,ONLINE,Unspecified,MANHATTAN,40.72076039912325,-73.99533540498513,"{'latitude': '40.72076039912325', 'longitude': '-73.99533540498513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"39 KENMARE STREET, MANHATTAN (NEW YORK), NY, 10012",,,,
58837929,2023-09-17T15:29:00.000,2023-09-17T16:00:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11229,2301 KINGS HIGHWAY,KINGS HIGHWAY,E 23 ST,E 24 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-17T16:00:00.000,14 BROOKLYN,3067700031,BROOKLYN,997950,162141,ONLINE,Unspecified,BROOKLYN,40.61170538890312,-73.95065695433019,"{'latitude': '40.61170538890312', 'longitude': '-73.95065695433019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844228,2023-09-17T15:28:57.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10016,250 EAST   31 STREET,EAST   31 STREET,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,06 MANHATTAN,1009117502,MANHATTAN,990250,210091,UNKNOWN,Unspecified,MANHATTAN,40.74332583053965,-73.97834721601983,"{'latitude': '40.74332583053965', 'longitude': '-73.97834721601983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,
58843282,2023-09-17T15:28:55.000,2023-09-17T16:38:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10306,6 GARIBALDI AVENUE,GARIBALDI AVENUE,ROMA AVENUE,CEDAR GROVE AVENUE,ROMA AVENUE,CEDAR GROVE AVENUE,ADDRESS,STATEN ISLAND,GARIBALDI AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:38:10.000,02 STATEN ISLAND,5040880032,STATEN ISLAND,955861,144257,MOBILE,Unspecified,STATEN ISLAND,40.5625825205339,-74.1021729890271,"{'latitude': '40.5625825205339', 'longitude': '-74.1021729890271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840716,2023-09-17T15:28:52.000,2023-09-20T19:57:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10461,1821 EDISON AVENUE,EDISON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,10 BRONX,2041930051,BRONX,1030622,248171,PHONE,Unspecified,BRONX,40.84772535905531,-73.83239010372637,"{'latitude': '40.84772535905531', 'longitude': '-73.83239010372637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839708,2023-09-17T15:28:45.000,2023-10-06T11:23:36.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11221,HECKSCHER PLAYGROUND,HECKSCHER PLAYGROUND,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,UNRECOGNIZED,BROOKLYN,HECKSCHER PLAYGROUND,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-10-06T11:23:42.000,04 BROOKLYN,3033240040,BROOKLYN,1006915,192500,PHONE,Unspecified,BROOKLYN,40.69501578126689,-73.91826586391366,"{'latitude': '40.69501578126689', 'longitude': '-73.91826586391366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844084,2023-09-17T15:28:39.000,2023-09-18T15:37:48.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11210,515 EAST   26 STREET,EAST   26 STREET,FOSTER AVENUE,FLATBUSH AVENUE,FOSTER AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,EAST   26 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-18T05:22:26.000,14 BROOKLYN,3052280032,BROOKLYN,997552,171692,PHONE,Unspecified,BROOKLYN,40.63792148474975,-73.95207160193377,"{'latitude': '40.63792148474975', 'longitude': '-73.95207160193377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841821,2023-09-17T15:28:21.000,2023-09-18T00:18:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11377,51-31 67 STREET,67 STREET,51 ROAD,52 AVENUE,51 ROAD,52 AVENUE,ADDRESS,WOODSIDE,67 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T00:18:14.000,05 QUEENS,,QUEENS,1012558,206796,ONLINE,Unspecified,QUEENS,40.73423860729136,-73.8978560750477,"{'latitude': '40.73423860729136', 'longitude': '-73.8978560750477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838993,2023-09-17T15:27:52.000,2023-09-25T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10016,555 SECOND AVENUE,SECOND AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-26T06:31:53.000,06 MANHATTAN,1009110035,MANHATTAN,990513,209837,UNKNOWN,Unspecified,MANHATTAN,40.7426284816084,-73.97739833887145,"{'latitude': '40.7426284816084', 'longitude': '-73.97739833887145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-17T15:27:52.000,,,
58844622,2023-09-17T15:27:48.000,2023-09-17T15:55:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,90 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T15:55:42.000,05 BROOKLYN,3036640028,BROOKLYN,1013957,186705,MOBILE,Unspecified,BROOKLYN,40.67908900964059,-73.89289669736954,"{'latitude': '40.67908900964059', 'longitude': '-73.89289669736954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843062,2023-09-17T15:27:41.000,2023-09-19T11:58:37.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11373,60-29 WETHEROLE STREET,WETHEROLE STREET,WOODHAVEN BOULEVARD,ELIOT AVENUE,WOODHAVEN BOULEVARD,ELIOT AVENUE,ADDRESS,ELMHURST,WETHEROLE STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T04:41:39.000,06 QUEENS,4030880046,QUEENS,1019990,205620,ONLINE,Unspecified,QUEENS,40.73098387061282,-73.87104542670129,"{'latitude': '40.73098387061282', 'longitude': '-73.87104542670129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843924,2023-09-17T15:27:09.000,2023-09-20T15:14:27.000,DOT,Department of Transportation,Street Sign - Damaged,One Way,Street,11374,63-23 EVERTON STREET,EVERTON STREET,WOODHAVEN BOULEVARD,63 DRIVE,WOODHAVEN BOULEVARD,63 DRIVE,ADDRESS,REGO PARK,EVERTON STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-20T15:14:32.000,06 QUEENS,4031130049,QUEENS,1020868,202839,PHONE,Unspecified,QUEENS,40.723347120340925,-73.86789262594219,"{'latitude': '40.723347120340925', 'longitude': '-73.86789262594219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838163,2023-09-17T15:27:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Dim,,10013,79 MOTT STREET,MOTT STREET,BAYARD ST,CANAL ST,,,ADDRESS,NEW YORK,,Assigned,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-22T00:30:00.000,03 MANHATTAN,1002000020,MANHATTAN,984802,200292,UNKNOWN,Unspecified,MANHATTAN,40.716431990449884,-73.99800874769315,"{'latitude': '40.716431990449884', 'longitude': '-73.99800874769315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839899,2023-09-17T15:26:53.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11220,200 52 STREET,52 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,52 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-17T17:28:41.000,07 BROOKLYN,,BROOKLYN,979319,175277,ONLINE,Unspecified,BROOKLYN,40.64777015497016,-74.0177694937862,"{'latitude': '40.64777015497016', 'longitude': '-74.0177694937862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840245,2023-09-17T15:26:43.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,10451,135 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,04 BRONX,2023520053,BRONX,1004041,237624,UNKNOWN,Unspecified,BRONX,40.81887647971722,-73.92849720124862,"{'latitude': '40.81887647971722', 'longitude': '-73.92849720124862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
