unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction,taxi_pick_up_location
58945038,2023-09-27T03:28:30.000,2023-09-27T04:08:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10454,587 EAST  139 STREET,EAST  139 STREET,ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,ADDRESS,BRONX,EAST  139 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T04:08:48.000,01 BRONX,2025520061,BRONX,1007462,233355,ONLINE,Unspecified,BRONX,40.8071509433428,-73.91615225878031,"{'latitude': '40.8071509433428', 'longitude': '-73.91615225878031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942318,2023-09-27T03:27:54.000,2023-09-27T03:56:31.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10014,157 CHRISTOPHER STREET,CHRISTOPHER STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,ADDRESS,NEW YORK,CHRISTOPHER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T03:56:37.000,02 MANHATTAN,1006300029,MANHATTAN,981967,206229,ONLINE,Unspecified,MANHATTAN,40.73272733778862,-74.00823757380708,"{'latitude': '40.73272733778862', 'longitude': '-74.00823757380708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942079,2023-09-27T03:27:51.000,2023-10-28T00:01:35.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,10457,4522 PARK AVENUE,PARK AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-28T00:01:39.000,06 BRONX,2030380011,BRONX,1013316,250918,PHONE,Unspecified,BRONX,40.855338981296065,-73.89493001986884,"{'latitude': '40.855338981296065', 'longitude': '-73.89493001986884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940966,2023-09-27T03:27:48.000,2023-09-27T04:43:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 AVENUE,85 STREET,87 AVENUE,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T04:44:03.000,09 QUEENS,,QUEENS,1023399,191374,ONLINE,Unspecified,QUEENS,40.69186760765792,-73.85882816977646,"{'latitude': '40.69186760765792', 'longitude': '-73.85882816977646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58937271,2023-09-27T03:27:21.000,2023-09-27T04:06:10.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10455,847 EAST  150 STREET,EAST  150 STREET,UNION AVENUE,FOX STREET,UNION AVENUE,FOX STREET,ADDRESS,BRONX,EAST  150 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T04:06:18.000,01 BRONX,2026740047,BRONX,1010689,235546,MOBILE,Unspecified,BRONX,40.813155559300455,-73.90448688004417,"{'latitude': '40.813155559300455', 'longitude': '-73.90448688004417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942418,2023-09-27T03:26:00.000,2023-09-28T09:15:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10464,,,,,CITY ISLAND AVENUE,EARLEY STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T09:15:00.000,10 BRONX,,BRONX,1043749,246528,UNKNOWN,Unspecified,BRONX,40.84313712263066,-73.78495779096342,"{'latitude': '40.84313712263066', 'longitude': '-73.78495779096342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942929,2023-09-27T03:24:02.000,2023-09-27T08:03:53.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10029,111 EAST  100 STREET,EAST  100 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  100 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T03:24:02.000,11 MANHATTAN,1016280006,MANHATTAN,998065,226692,PHONE,Unspecified,MANHATTAN,40.78888251589769,-73.95011034864612,"{'latitude': '40.78888251589769', 'longitude': '-73.95011034864612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58937126,2023-09-27T03:23:02.000,2023-09-27T05:01:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 ROAD,85 STREET,87 ROAD,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T05:01:52.000,09 QUEENS,,QUEENS,1023465,191134,ONLINE,Unspecified,QUEENS,40.6912085716942,-73.85859157037166,"{'latitude': '40.6912085716942', 'longitude': '-73.85859157037166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940799,2023-09-27T03:23:00.000,2023-09-28T03:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11211,584 LORIMER STREET,LORIMER STREET,METROPOLITAN AVE,CONSELYEA ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T03:45:00.000,01 BROOKLYN,3027570001,BROOKLYN,998272,199568,PHONE,Unspecified,BROOKLYN,40.71443368921197,-73.94941937627286,"{'latitude': '40.71443368921197', 'longitude': '-73.94941937627286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58938281,2023-09-27T03:21:58.000,2023-09-27T03:32:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3805 ORLOFF AVENUE,ORLOFF AVENUE,WEST  238 STREET,CANNON PLACE,WEST  238 STREET,CANNON PLACE,ADDRESS,BRONX,ORLOFF AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T03:32:40.000,08 BRONX,2032630130,BRONX,1012605,260907,MOBILE,Unspecified,BRONX,40.882758031537406,-73.89745792470747,"{'latitude': '40.882758031537406', 'longitude': '-73.89745792470747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938688,2023-09-27T03:21:54.000,2023-09-27T07:10:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11101,10-57 JACKSON AVENUE,JACKSON AVENUE,50 AVENUE,11 STREET,50 AVENUE,11 STREET,ADDRESS,LONG ISLAND CITY,JACKSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T07:10:11.000,02 QUEENS,4000420027,QUEENS,997411,209838,ONLINE,Unspecified,QUEENS,40.742623651015776,-73.95250511706539,"{'latitude': '40.742623651015776', 'longitude': '-73.95250511706539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58937141,2023-09-27T03:20:52.000,2023-09-27T03:23:04.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10016,2 AVENUE,2 AVENUE,2 AVENUE,EAST   29 STREET,2 AVENUE,EAST   29 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T03:23:10.000,06 MANHATTAN,,MANHATTAN,990300,209478,ONLINE,Unspecified,MANHATTAN,40.74164326439986,-73.97816732752612,"{'latitude': '40.74164326439986', 'longitude': '-73.97816732752612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936739,2023-09-27T03:20:43.000,2023-09-27T07:56:53.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11372,37-04 74 STREET,74 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,74 STREET,Closed,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",2023-09-27T07:56:53.000,03 QUEENS,4012840038,QUEENS,1014236,212018,MOBILE,Unspecified,QUEENS,40.74856615652128,-73.89177806461153,"{'latitude': '40.74856615652128', 'longitude': '-73.89177806461153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936828,2023-09-27T03:20:19.000,2023-09-27T04:43:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,87-34 85 STREET,85 STREET,87 ROAD,88 AVENUE,87 ROAD,88 AVENUE,ADDRESS,WOODHAVEN,85 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T04:43:29.000,09 QUEENS,4089170028,QUEENS,1023475,191086,ONLINE,Unspecified,QUEENS,40.691076778619546,-73.85855579013887,"{'latitude': '40.691076778619546', 'longitude': '-73.85855579013887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936463,2023-09-27T03:20:05.000,2023-09-27T04:10:07.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Store/Commercial,11229,2806 AVENUE U,AVENUE U,EAST   28 STREET,EAST   29 STREET,EAST   28 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,AVENUE U,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T04:10:13.000,15 BROOKLYN,3073610001,BROOKLYN,999902,157961,ONLINE,Unspecified,BROOKLYN,40.60022891198295,-73.94363615961858,"{'latitude': '40.60022891198295', 'longitude': '-73.94363615961858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941196,2023-09-27T03:17:46.000,2023-09-27T04:04:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,185 MCCLELLAN STREET,MCCLELLAN STREET,CARROLL PLACE,SHERIDAN AVENUE,CARROLL PLACE,SHERIDAN AVENUE,ADDRESS,BRONX,MCCLELLAN STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T04:04:18.000,04 BRONX,2024560181,BRONX,1006930,242686,ONLINE,Unspecified,BRONX,40.832763278070026,-73.918042443178,"{'latitude': '40.832763278070026', 'longitude': '-73.918042443178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938572,2023-09-27T03:17:02.000,2023-09-27T03:57:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11360,209-20 18 AVENUE,18 AVENUE,CORPORAL KENNEDY STREET,211 STREET,CORPORAL KENNEDY STREET,211 STREET,ADDRESS,BAYSIDE,18 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T03:57:17.000,07 QUEENS,4058780075,QUEENS,1044230,224225,ONLINE,Unspecified,QUEENS,40.78191853682074,-73.78341866027448,"{'latitude': '40.78191853682074', 'longitude': '-73.78341866027448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942223,2023-09-27T03:16:25.000,2023-09-27T03:45:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11377,40-40 68 STREET,68 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,68 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T03:45:15.000,02 QUEENS,4012997501,QUEENS,1012764,210904,MOBILE,Unspecified,QUEENS,40.74551337745312,-73.89709535151758,"{'latitude': '40.74551337745312', 'longitude': '-73.89709535151758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938308,2023-09-27T03:16:10.000,2023-09-27T04:43:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,88-11 85 STREET,85 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,WOODHAVEN,85 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T04:43:16.000,09 QUEENS,4089200042,QUEENS,1023560,190805,ONLINE,Unspecified,QUEENS,40.69030512225126,-73.85825092282,"{'latitude': '40.69030512225126', 'longitude': '-73.85825092282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942178,2023-09-27T03:15:43.000,2023-09-27T06:43:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,44 BAY   13 STREET,BAY   13 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   13 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T06:43:12.000,11 BROOKLYN,3063630062,BROOKLYN,982197,161050,ONLINE,Unspecified,BROOKLYN,40.608721171163175,-74.00739392257415,"{'latitude': '40.608721171163175', 'longitude': '-74.00739392257415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936081,2023-09-27T03:14:58.000,2023-09-27T03:43:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,39-16 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,39 AVENUE,ROOSEVELT AVENUE,39 AVENUE,ROOSEVELT AVENUE,ADDRESS,FLUSHING,COLLEGE POINT BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T03:43:33.000,07 QUEENS,4049620004,QUEENS,1030105,215773,ONLINE,Unspecified,QUEENS,40.758804609592424,-73.8344800462895,"{'latitude': '40.758804609592424', 'longitude': '-73.8344800462895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936993,2023-09-27T03:14:00.000,2023-09-27T04:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11691,,,,,BEACH 20 STREET,SEAGIRT BOULEVARD,INTERSECTION,QUEENS,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-27T04:10:00.000,14 QUEENS,,QUEENS,1052572,156198,PHONE,Unspecified,QUEENS,40.59514031915387,-73.75398660655783,"{'latitude': '40.59514031915387', 'longitude': '-73.75398660655783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938222,2023-09-27T03:14:00.000,2023-10-02T02:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11101,40-04 34 AVENUE,34 AVENUE,STEINWAY ST,41 ST,,,ADDRESS,LONG ISLAND CITY,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T02:15:00.000,01 QUEENS,4006737501,QUEENS,1006212,214938,ONLINE,Unspecified,QUEENS,40.756604382326195,-73.92072778359777,"{'latitude': '40.756604382326195', 'longitude': '-73.92072778359777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58941946,2023-09-27T03:14:00.000,2023-09-27T04:42:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,88 ROAD,85 STREET,88 ROAD,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T04:42:52.000,09 QUEENS,,QUEENS,1023600,190652,ONLINE,Unspecified,QUEENS,40.68988499527376,-73.85810757957361,"{'latitude': '40.68988499527376', 'longitude': '-73.85810757957361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939611,2023-09-27T03:13:49.000,2023-09-27T05:02:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,1518 EAST   23 STREET,EAST   23 STREET,AVENUE O,KINGS HIGHWAY,AVENUE O,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   23 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T05:02:07.000,14 BROOKLYN,3067690014,BROOKLYN,997827,162709,PHONE,Unspecified,BROOKLYN,40.61326462094637,-73.95109881910061,"{'latitude': '40.61326462094637', 'longitude': '-73.95109881910061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939289,2023-09-27T03:11:17.000,2023-10-28T00:01:36.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11210,3224 AVENUE L,AVENUE L,EAST   32 STREET,NEW YORK AVENUE,EAST   32 STREET,NEW YORK AVENUE,ADDRESS,BROOKLYN,AVENUE L,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-28T00:01:40.000,18 BROOKLYN,3076500049,BROOKLYN,999867,165977,ONLINE,Unspecified,BROOKLYN,40.622231240201536,-73.94374365851151,"{'latitude': '40.622231240201536', 'longitude': '-73.94374365851151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939879,2023-09-27T03:09:41.000,2023-09-27T03:21:53.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,UNRECOGNIZED,NEW YORK,RIVERSIDE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T03:22:00.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,ONLINE,Riverside Park,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
