unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date
58874757,2023-09-20T19:21:08.000,2023-09-20T19:57:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2535 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T19:57:32.000,07 BRONX,2032140044,BRONX,1011527,254549,MOBILE,Unspecified,BRONX,40.865310686039486,-73.90138225011205,"{'latitude': '40.865310686039486', 'longitude': '-73.90138225011205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,GRAND AVENUE,,,,,,,
58871224,2023-09-20T19:21:01.000,2023-10-10T08:44:38.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10457,483 EAST  180 STREET,EAST  180 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,06 BRONX,2030470001,BRONX,1013193,249478,PHONE,Unspecified,BRONX,40.85138701657499,-73.89538086610527,"{'latitude': '40.85138701657499', 'longitude': '-73.89538086610527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58878456,2023-09-20T19:20:59.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11433,174-04 POLHEMUS AVENUE,POLHEMUS AVENUE,ADDRESS,JAMAICA,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T00:00:00.000,12 QUEENS,,QUEENS,1044518,194718,UNKNOWN,Unspecified,QUEENS,40.7009274654761,-73.78264310331674,"{'latitude': '40.7009274654761', 'longitude': '-73.78264310331674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58881110,2023-09-20T19:20:59.000,2023-09-23T11:54:23.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11435,83-52 MAIN STREET,MAIN STREET,ADDRESS,JAMAICA,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T11:54:25.000,08 QUEENS,4097200029,QUEENS,1035083,199384,PHONE,Unspecified,QUEENS,40.71379373340223,-73.81663515229621,"{'latitude': '40.71379373340223', 'longitude': '-73.81663515229621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOOVER AVENUE,82 DRIVE,HOOVER AVENUE,82 DRIVE,MAIN STREET,,,,,,,
58879218,2023-09-20T19:20:53.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11226,287 CLARKSON AVENUE,CLARKSON AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,09 BROOKLYN,3050570058,BROOKLYN,997945,178059,PHONE,Unspecified,BROOKLYN,40.6553969222412,-73.95064265881747,"{'latitude': '40.6553969222412', 'longitude': '-73.95064265881747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58879615,2023-09-20T19:20:49.000,2023-09-20T19:20:49.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Roof Gutters,3+ Family Apartment Building,11215,265 4 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-20T19:20:49.000,06 BROOKLYN,3009640008,BROOKLYN,988603,185427,ONLINE,Unspecified,BROOKLYN,40.675629966132234,-73.98430685084952,"{'latitude': '40.675629966132234', 'longitude': '-73.98430685084952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GARFIELD PLACE,1 STREET,GARFIELD PLACE,1 STREET,4 AVENUE,,,,,,,
58874779,2023-09-20T19:20:45.000,2023-09-20T20:43:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11428,92-61 222 STREET,222 STREET,ADDRESS,QUEENS VILLAGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:43:33.000,13 QUEENS,4107480010,QUEENS,1057966,203332,PHONE,Unspecified,QUEENS,40.724468926698506,-73.73404876336159,"{'latitude': '40.724468926698506', 'longitude': '-73.73404876336159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EDMORE AVENUE,FAIRBURY AVENUE,EDMORE AVENUE,FAIRBURY AVENUE,222 STREET,,,,,,,
58878650,2023-09-20T19:20:38.000,2023-09-20T19:35:22.000,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11385,501 FAIRVIEW AVENUE,FAIRVIEW AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:35:26.000,05 QUEENS,4033820013,QUEENS,1009523,197413,ONLINE,Unspecified,QUEENS,40.708493744363416,-73.90884250801419,"{'latitude': '40.708493744363416', 'longitude': '-73.90884250801419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREENE AVENUE,BLEECKER STREET,GREENE AVENUE,BLEECKER STREET,FAIRVIEW AVENUE,,,,,,,
58881131,2023-09-20T19:20:30.000,2023-09-20T19:20:30.000,DOB,Department of Buildings,AHV Inspection Unit,After Hours Work - With An AHV Permit,,10011,14 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Environmental Protection for further action.,2023-09-20T00:00:00.000,02 MANHATTAN,1005720041,MANHATTAN,985319,206166,UNKNOWN,Unspecified,MANHATTAN,40.73255464829997,-73.99614281928679,"{'latitude': '40.73255464829997', 'longitude': '-73.99614281928679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58878567,2023-09-20T19:20:00.000,2023-09-21T11:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11367,144-28 75 AVENUE,75 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:23:00.000,08 QUEENS,4066640020,QUEENS,1034283,203195,PHONE,Unspecified,QUEENS,40.72425854980389,-73.81949257701767,"{'latitude': '40.72425854980389', 'longitude': '-73.81949257701767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAIN ST,147 ST,,,,N/A,,,,,,
58876838,2023-09-20T19:20:00.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11237,1639 DEKALB AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3032380040,BROOKLYN,1006752,196030,MOBILE,Unspecified,BROOKLYN,40.704705218360886,-73.91884187731672,"{'latitude': '40.704705218360886', 'longitude': '-73.91884187731672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,DEKALB AVENUE,,,,,,,
58870729,2023-09-20T19:20:00.000,2023-09-25T12:39:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10009,437 EAST    9 STREET,EAST    9 STREET,ADDRESS,NEW YORK,Closed,,2023-09-25T12:39:00.000,03 MANHATTAN,1004370034,MANHATTAN,988917,204318,ONLINE,Unspecified,MANHATTAN,40.72748117378403,-73.98316174743178,"{'latitude': '40.72748117378403', 'longitude': '-73.98316174743178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVE,AVENUE A,,,,N/A,,,,,,
58877106,2023-09-20T19:19:48.000,2023-09-22T07:07:32.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,LEE AVENUE,LEE AVENUE,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T07:07:36.000,01 BROOKLYN,,BROOKLYN,996877,194606,ONLINE,Unspecified,BROOKLYN,40.70081627494719,-73.954460770821,"{'latitude': '40.70081627494719', 'longitude': '-73.954460770821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEE AVENUE,MIDDLETON STREET,LEE AVENUE,MIDDLETON STREET,,,,,,,,
58876344,2023-09-20T19:19:28.000,2023-09-20T20:24:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10461,1543 STILLWELL AVENUE,STILLWELL AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:24:57.000,11 BRONX,2042180026,BRONX,1027865,250519,MOBILE,Unspecified,BRONX,40.85418396150096,-73.84233988238296,"{'latitude': '40.85418396150096', 'longitude': '-73.84233988238296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,SEMINOLE STREET,,SEMINOLE STREET,STILLWELL AVENUE,,,,,,,
58880710,2023-09-20T19:19:23.000,2023-09-20T19:50:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11224,532A NEPTUNE AVENUE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T19:50:05.000,13 BROOKLYN,,BROOKLYN,991743,150539,MOBILE,Unspecified,BROOKLYN,40.57986766144209,-73.9730254612614,"{'latitude': '40.57986766144209', 'longitude': '-73.9730254612614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST    5 STREET,WEST    6 STREET,WEST    5 STREET,WEST    6 STREET,NEPTUNE AVENUE,,,,,,,
58875488,2023-09-20T19:19:18.000,2023-09-20T19:39:34.000,NYPD,New York City Police Department,Animal-Abuse,Chained,Residential Building/House,10309,118 EL CAMINO LOOP,EL CAMINO LOOP,ADDRESS,STATEN ISLAND,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T19:39:40.000,03 STATEN ISLAND,5069790140,STATEN ISLAND,924819,134681,ONLINE,Unspecified,STATEN ISLAND,40.53614458279765,-74.21380976708713,"{'latitude': '40.53614458279765', 'longitude': '-74.21380976708713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MALIBU COURT,MORENO COURT,MALIBU COURT,MORENO COURT,EL CAMINO LOOP,,,,,,,
58877792,2023-09-20T19:19:18.000,2023-09-20T19:22:53.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,98-14 67 AVENUE,67 AVENUE,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T19:22:56.000,06 QUEENS,,QUEENS,1024310,203203,ONLINE,Unspecified,QUEENS,40.72433129323251,-73.85547271958735,"{'latitude': '40.72433129323251', 'longitude': '-73.85547271958735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUSTIN STREET,WETHEROLE STREET,AUSTIN STREET,WETHEROLE STREET,67 AVENUE,,,,,,,
58876279,2023-09-20T19:19:13.000,2023-09-20T20:23:35.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368,102-36 46 AVENUE,46 AVENUE,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T20:23:41.000,04 QUEENS,4019810013,QUEENS,1022563,211035,MOBILE,Unspecified,QUEENS,40.74583591437727,-73.86173088254651,"{'latitude': '40.74583591437727', 'longitude': '-73.86173088254651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",102 STREET,104 STREET,102 STREET,104 STREET,46 AVENUE,,,,,,,
58873784,2023-09-20T19:19:01.000,2023-09-20T19:56:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,2611 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:56:57.000,10 MANHATTAN,1020427502,MANHATTAN,999566,237701,ONLINE,Unspecified,MANHATTAN,40.81909671541169,-73.94466472430894,"{'latitude': '40.81909671541169', 'longitude': '-73.94466472430894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,8 AVENUE,,,,,,,
58878670,2023-09-20T19:18:41.000,2023-09-20T21:43:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10473,326 TAYLOR AVENUE,TAYLOR AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T21:43:57.000,09 BRONX,2034700015,BRONX,1022817,235010,PHONE,Unspecified,BRONX,40.81163976954771,-73.8606765980081,"{'latitude': '40.81163976954771', 'longitude': '-73.8606765980081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",O'BRIEN AVENUE,PATTERSON AVENUE,O'BRIEN AVENUE,PATTERSON AVENUE,TAYLOR AVENUE,,,,,,,
58879551,2023-09-20T19:18:12.000,2023-09-25T14:10:19.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,10028,1590 FIRST AVENUE,FIRST AVENUE,ADDRESS,NEW YORK,Closed,See notes for information.,2023-09-25T14:10:20.000,08 MANHATTAN,1015620046,MANHATTAN,997831,221518,PHONE,Unspecified,MANHATTAN,40.77468162329998,-73.95096584400727,"{'latitude': '40.77468162329998', 'longitude': '-73.95096584400727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   82 STREET,EAST   83 STREET,EAST   82 STREET,EAST   83 STREET,1 AVENUE,,,,"1590 FIRST AVENUE, MANHATTAN (NEW YORK), NY, 10028",,,
58875238,2023-09-20T19:18:04.000,2023-10-12T06:57:42.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,11230,1170 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,14 BROOKLYN,3052400017,BROOKLYN,995923,170222,PHONE,Unspecified,BROOKLYN,40.633888944680244,-73.95794358913294,"{'latitude': '40.633888944680244', 'longitude': '-73.95794358913294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58877358,2023-09-20T19:17:59.000,2023-09-20T22:07:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11365,65-88 162 STREET,162 STREET,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T22:07:43.000,08 QUEENS,4067910001,QUEENS,1037755,206832,MOBILE,Unspecified,QUEENS,40.73422088300696,-73.80693752872355,"{'latitude': '40.73422088300696', 'longitude': '-73.80693752872355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",65 AVENUE,160 STREET,65 AVENUE,160 STREET,162 STREET,,,,,,,
58879120,2023-09-20T19:17:52.000,2023-10-02T11:11:51.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10453,1892 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028050031,BRONX,1009656,248676,ONLINE,Unspecified,BRONX,40.8491966512116,-73.90816895118434,"{'latitude': '40.8491966512116', 'longitude': '-73.90816895118434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58876400,2023-09-20T19:17:24.000,2023-09-20T21:21:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10469,3352 KINGSLAND AVENUE,KINGSLAND AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:21:08.000,12 BRONX,2047490001,BRONX,1027431,258515,ONLINE,Unspecified,BRONX,40.87613265536638,-73.84385718670133,"{'latitude': '40.87613265536638', 'longitude': '-73.84385718670133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GIVAN AVENUE,TILLOTSON AVENUE,GIVAN AVENUE,TILLOTSON AVENUE,KINGSLAND AVENUE,,,,,,,
58875652,2023-09-20T19:16:38.000,2023-09-21T09:16:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11419,104-11 125 STREET,125 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T09:17:01.000,10 QUEENS,4095790089,QUEENS,1034407,189896,MOBILE,Unspecified,QUEENS,40.687755306976406,-73.81914427524212,"{'latitude': '40.687755306976406', 'longitude': '-73.81914427524212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,125 STREET,,,,,,,
58876397,2023-09-20T19:16:33.000,2023-09-20T19:41:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,120 EAST   12 STREET,EAST   12 STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T19:41:15.000,03 MANHATTAN,1005560048,MANHATTAN,987226,206117,ONLINE,Unspecified,MANHATTAN,40.73241971927463,-73.98926197700295,"{'latitude': '40.73241971927463', 'longitude': '-73.98926197700295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,EAST   12 STREET,,,,,,,
