unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,location_type,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,road_ramp
58960721,2023-09-29T09:05:00.000,2023-09-30T08:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11214,8880 24 AVENUE,24 AVENUE,CROPSEY AVE,SHORE PKWY,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T08:40:00.000,11 BROOKLYN,3069250075,BROOKLYN,985419,155756,PHONE,Unspecified,BROOKLYN,40.59419037670102,-73.99579073815619,"{'latitude': '40.59419037670102', 'longitude': '-73.99579073815619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58963705,2023-09-29T09:05:00.000,2023-09-29T09:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11215,22 2 AVENUE,2 AVENUE,5 ST,6 ST,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T09:40:00.000,06 BROOKLYN,3009900001,BROOKLYN,986617,185167,PHONE,Unspecified,BROOKLYN,40.67491707849294,-73.99146673860658,"{'latitude': '40.67491707849294', 'longitude': '-73.99146673860658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965381,2023-09-29T09:05:00.000,2023-09-29T16:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10305,405 PATTERSON AVENUE,PATTERSON AVENUE,SEAVIEW AVE,DEAD END,ADDRESS,STATEN ISLAND,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-29T16:40:00.000,02 STATEN ISLAND,5034750041,STATEN ISLAND,961304,151005,PHONE,Unspecified,STATEN ISLAND,40.58112020913434,-74.0826063600602,"{'latitude': '40.58112020913434', 'longitude': '-74.0826063600602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58958984,2023-09-29T09:05:00.000,2023-10-01T15:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11230,1664 EAST    4 STREET,EAST    4 STREET,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-01T15:20:00.000,12 BROOKLYN,3066100031,BROOKLYN,992537,161542,PHONE,Unspecified,BROOKLYN,40.61006797296986,-73.97015359297004,"{'latitude': '40.61006797296986', 'longitude': '-73.97015359297004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965098,2023-09-29T09:05:00.000,2023-09-29T11:10:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),11432,164-30 HILLSIDE AVENUE,HILLSIDE AVENUE,164 ST,165 ST,ADDRESS,JAMAICA,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-29T11:10:00.000,12 QUEENS,4098140026,QUEENS,1040301,197692,ONLINE,Unspecified,QUEENS,40.7091180891636,-73.7978269277805,"{'latitude': '40.7091180891636', 'longitude': '-73.7978269277805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,
58966933,2023-09-29T09:05:00.000,2023-09-30T13:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11223,2059 WEST   13 STREET,WEST   13 STREET,AVENUE T,86 ST,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T13:25:00.000,11 BROOKLYN,3070930056,BROOKLYN,988633,156641,ONLINE,Unspecified,BROOKLYN,40.596618516778484,-73.98421739465032,"{'latitude': '40.596618516778484', 'longitude': '-73.98421739465032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58962174,2023-09-29T09:05:00.000,2023-09-29T10:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11231,,,,,INTERSECTION,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T10:20:00.000,06 BROOKLYN,,BROOKLYN,981351,187176,PHONE,Unspecified,BROOKLYN,40.68043117114979,-74.01045203644651,"{'latitude': '40.68043117114979', 'longitude': '-74.01045203644651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",IMLAY STREET,VERONA STREET,,,,,,,,,
58960489,2023-09-29T09:05:00.000,2023-10-01T09:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11214,2827 CROPSEY AVENUE,CROPSEY AVENUE,BAY 49 ST,SHORE PKWY,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-01T09:40:00.000,13 BROOKLYN,3069170063,BROOKLYN,987642,152680,ONLINE,Unspecified,BROOKLYN,40.58574679991505,-73.98778784343726,"{'latitude': '40.58574679991505', 'longitude': '-73.98778784343726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58957489,2023-09-29T09:05:00.000,2023-09-29T16:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11211,320 MASPETH AVENUE,MASPETH AVENUE,VANDERVOORT AVE,NEWTOWN CREEK SHORELINE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T16:50:00.000,01 BROOKLYN,3029270090,BROOKLYN,1003498,200974,ONLINE,Unspecified,BROOKLYN,40.71828299511759,-73.93056396221091,"{'latitude': '40.71828299511759', 'longitude': '-73.93056396221091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58956092,2023-09-29T09:05:00.000,2023-09-29T09:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11369,24-19 87 STREET,87 STREET,24 AVE,ASTORIA BLVD,ADDRESS,EAST ELMHURST,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T09:10:00.000,03 QUEENS,4010990036,QUEENS,1016853,217949,PHONE,Unspecified,QUEENS,40.76483596303073,-73.88230434733428,"{'latitude': '40.76483596303073', 'longitude': '-73.88230434733428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58957619,2023-09-29T09:05:00.000,2023-09-29T10:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11221,416 WILSON AVENUE,WILSON AVENUE,MADISON ST,PUTNAM AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:30:00.000,04 BROOKLYN,3033690134,BROOKLYN,1008128,192117,ONLINE,Unspecified,BROOKLYN,40.69396134584484,-73.91389292443903,"{'latitude': '40.69396134584484', 'longitude': '-73.91389292443903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960717,2023-09-29T09:05:00.000,2023-09-29T22:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11363,40-06 247 STREET,247 STREET,40 AVE,41 AVE,ADDRESS,LITTLE NECK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T22:10:00.000,11 QUEENS,4081160047,QUEENS,1055221,220619,PHONE,Unspecified,QUEENS,40.771939636670986,-73.74376963552207,"{'latitude': '40.771939636670986', 'longitude': '-73.74376963552207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960714,2023-09-29T09:05:00.000,2023-09-30T12:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11234,2055 EAST   57 STREET,EAST   57 STREET,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T12:10:00.000,18 BROOKLYN,3084000015,BROOKLYN,1006907,162918,PHONE,Unspecified,BROOKLYN,40.6138197170612,-73.91839409504888,"{'latitude': '40.6138197170612', 'longitude': '-73.91839409504888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58963742,2023-09-29T09:05:00.000,2023-09-30T07:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11229,1519 AVENUE T,AVENUE T,NYCTA SUBWAY,E 16 ST,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T07:40:00.000,15 BROOKLYN,3072940047,BROOKLYN,996408,158300,PHONE,Unspecified,BROOKLYN,40.601164880182665,-73.95621766170538,"{'latitude': '40.601164880182665', 'longitude': '-73.95621766170538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960716,2023-09-29T09:05:00.000,2023-10-01T08:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11434,171-25 144 AVENUE,144 AVENUE,170 ST,FARMERS BLVD,ADDRESS,JAMAICA,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-01T08:40:00.000,12 QUEENS,4125950020,QUEENS,1048329,183031,PHONE,Unspecified,QUEENS,40.66882265623394,-73.76900991667692,"{'latitude': '40.66882265623394', 'longitude': '-73.76900991667692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965282,2023-09-29T09:05:00.000,2023-09-29T09:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11219,5209 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,52 ST,53 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T09:45:00.000,12 BROOKLYN,3056600024,BROOKLYN,984264,171290,PHONE,Unspecified,BROOKLYN,40.636828068916635,-73.99994955746917,"{'latitude': '40.636828068916635', 'longitude': '-73.99994955746917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58955882,2023-09-29T09:05:00.000,2023-09-30T08:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11226,1617 CHURCH AVENUE,CHURCH AVENUE,BUCKINGHAM RD,E 17 ST,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T08:50:00.000,14 BROOKLYN,3050770032,BROOKLYN,994055,175663,PHONE,Unspecified,BROOKLYN,40.648825586265396,-73.96466585961421,"{'latitude': '40.648825586265396', 'longitude': '-73.96466585961421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965287,2023-09-29T09:05:00.000,2023-09-29T09:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11230,249 NEWKIRK AVENUE,NEWKIRK AVENUE,LAWRENCE AVE,E 8 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T09:25:00.000,14 BROOKLYN,3054210069,BROOKLYN,992413,169573,PHONE,Unspecified,BROOKLYN,40.632111507397425,-73.97059047960163,"{'latitude': '40.632111507397425', 'longitude': '-73.97059047960163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58959216,2023-09-29T09:05:00.000,2023-09-29T09:45:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),10010,30 WEST   26 STREET,WEST   26 STREET,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-29T09:45:00.000,05 MANHATTAN,1008270064,MANHATTAN,987005,210418,ONLINE,Unspecified,MANHATTAN,40.74422497008126,-73.99005762925611,"{'latitude': '40.74422497008126', 'longitude': '-73.99005762925611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965281,2023-09-29T09:05:00.000,2023-09-29T09:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11234,1443 EAST   68 STREET,EAST   68 STREET,AVENUE N,AVENUE T,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T08:25:00.000,18 BROOKLYN,3083900029,BROOKLYN,1008455,165605,PHONE,Unspecified,BROOKLYN,40.62119087741483,-73.91280888436327,"{'latitude': '40.62119087741483', 'longitude': '-73.91280888436327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960715,2023-09-29T09:05:00.000,2023-10-18T09:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11228,1572 BATH AVENUE,BATH AVENUE,BAY 11 ST,16 AVE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-18T09:10:00.000,11 BROOKLYN,3064290042,BROOKLYN,981133,160398,ONLINE,Unspecified,BROOKLYN,40.60693125428726,-74.01122563994099,"{'latitude': '40.60693125428726', 'longitude': '-74.01122563994099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965186,2023-09-29T09:05:00.000,2023-09-29T11:15:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),11213,1169 ST MARKS AVENUE,ST MARKS AVENUE,SCHENECTADY AVE,UTICA AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and resolved the issue with the sewer manhole cover.,2023-09-29T11:15:00.000,08 BROOKLYN,3013540058,BROOKLYN,1003432,184902,ONLINE,Unspecified,BROOKLYN,40.67416924761522,-73.93084782365588,"{'latitude': '40.67416924761522', 'longitude': '-73.93084782365588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59441822,2023-09-29T09:05:00.000,,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,11221,312 EVERGREEN AVENUE,EVERGREEN AVENUE,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3032530027,BROOKLYN,1004744,192664,PHONE,Unspecified,BROOKLYN,40.695471216816806,-73.9260943841658,"{'latitude': '40.695471216816806', 'longitude': '-73.9260943841658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STOCKHOLM STREET,STANHOPE STREET,Apartment,EVERGREEN AVENUE,,,,,,,
58965288,2023-09-29T09:05:00.000,2023-09-29T12:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11214,81 BAY   40 STREET,BAY   40 STREET,86 ST,BENSON AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T12:10:00.000,11 BROOKLYN,3068680007,BROOKLYN,987551,156367,PHONE,Unspecified,BROOKLYN,40.59586691107144,-73.9881136678741,"{'latitude': '40.59586691107144', 'longitude': '-73.9881136678741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58958661,2023-09-29T09:04:59.000,2023-09-29T11:31:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T11:31:03.000,05 BROOKLYN,,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ESSEX STREET,BERRIMAN STREET,Street/Sidewalk,SCHROEDERS AVENUE,,,,,,,
59439284,2023-09-29T09:04:59.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11206,162 VERNON AVENUE,VERNON AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3017600016,BROOKLYN,999418,192511,PHONE,Unspecified,BROOKLYN,40.695061998461675,-73.94530138379801,"{'latitude': '40.695061998461675', 'longitude': '-73.94530138379801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TOMPKINS AVENUE,THROOP AVENUE,Apartment,VERNON AVENUE,,,,,,,
59445984,2023-09-29T09:04:55.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,10475,100 DONIZETTI PLACE,DONIZETTI PLACE,BEND,BEND,ADDRESS,BRONX,Closed,,2023-10-16T00:00:00.000,10 BRONX,2051410120,BRONX,1030617,258361,PHONE,Unspecified,BRONX,40.875693811327785,-73.83233768030681,"{'latitude': '40.875693811327785', 'longitude': '-73.83233768030681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,BEND,Apartment,DONIZETTI PLACE,,,,,,,
59459555,2023-09-29T09:04:55.000,2023-09-30T17:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11217,7 AVENUE,7 AVENUE,7 AVENUE,STERLING PLACE,INTERSECTION,,Closed,,2023-09-30T17:15:00.000,06 BROOKLYN,,BROOKLYN,991549,185955,ONLINE,Unspecified,BROOKLYN,40.6770772681263,-73.9736855542015,"{'latitude': '40.6770772681263', 'longitude': '-73.9736855542015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,STERLING PLACE,Sewer,,,,,,,,
58960360,2023-09-29T09:04:54.000,2023-10-03T06:36:26.000,DSNY,Department of Sanitation,Missed Collection,Trash,11358,40-41 172 STREET,172 STREET,STATION ROAD,42 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Sanitation collected the requested items.,2023-09-30T13:02:25.000,07 QUEENS,4053520007,QUEENS,1041277,216061,ONLINE,Unspecified,QUEENS,40.75953009344676,-73.79415086074158,"{'latitude': '40.75953009344676', 'longitude': '-73.79415086074158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATION ROAD,42 AVENUE,Street,172 STREET,,,,,,,
