unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction,road_ramp
58901296,2023-09-22T09:38:05.000,2023-09-23T13:22:34.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11208,190 FORBELL STREET,FORBELL STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-23T05:58:50.000,05 BROOKLYN,3042050031,BROOKLYN,1021948,186481,PHONE,Unspecified,BROOKLYN,40.6784437566033,-73.86408786309734,"{'latitude': '40.6784437566033', 'longitude': '-73.86408786309734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,FORBELL STREET,,,,,,,
58901466,2023-09-22T09:38:00.000,2023-09-22T11:28:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10310,230 DAVIS AVENUE,DAVIS AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-22T11:28:00.000,01 STATEN ISLAND,5001490240,STATEN ISLAND,953819,171912,ONLINE,Unspecified,STATEN ISLAND,40.63848305046078,-74.10964679475028,"{'latitude': '40.63848305046078', 'longitude': '-74.10964679475028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WALNUT ST,HENDERSON AVE,,,,N/A,,,,,,
58894547,2023-09-22T09:38:00.000,2023-09-22T09:46:00.000,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),,11366,160-30 76 AVENUE,76 AVENUE,ADDRESS,FRESH MEADOWS,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-22T09:46:00.000,08 QUEENS,4068360027,QUEENS,1037431,203610,PHONE,Unspecified,QUEENS,40.72537925618936,-73.80813208127542,"{'latitude': '40.72537925618936', 'longitude': '-73.80813208127542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",160 ST,162 ST,,,,,,,,,,
58899371,2023-09-22T09:37:56.000,2023-09-26T19:31:13.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11372,33-53 82 STREET,82 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 QUEENS,4014300035,QUEENS,1016059,214227,PHONE,Unspecified,QUEENS,40.75462292785195,-73.88518826596733,"{'latitude': '40.75462292785195', 'longitude': '-73.88518826596733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58898006,2023-09-22T09:37:56.000,2023-09-26T19:31:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11372,33-53 82 STREET,82 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 QUEENS,4014300035,QUEENS,1016059,214227,PHONE,Unspecified,QUEENS,40.75462292785195,-73.88518826596733,"{'latitude': '40.75462292785195', 'longitude': '-73.88518826596733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58899453,2023-09-22T09:37:56.000,2023-09-26T19:31:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11372,33-53 82 STREET,82 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 QUEENS,4014300035,QUEENS,1016059,214227,PHONE,Unspecified,QUEENS,40.75462292785195,-73.88518826596733,"{'latitude': '40.75462292785195', 'longitude': '-73.88518826596733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58892653,2023-09-22T09:37:41.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11230,1355 EAST   13 STREET,EAST   13 STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T10:11:57.000,14 BROOKLYN,3067420066,BROOKLYN,994908,163847,UNKNOWN,Unspecified,BROOKLYN,40.61639218733993,-73.96161057706595,"{'latitude': '40.61639218733993', 'longitude': '-73.96161057706595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELM AVENUE,AVENUE N,ELM AVENUE,AVENUE N,EAST   13 STREET,,,,,,,
58898894,2023-09-22T09:37:35.000,2023-09-29T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10002,244 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-09-30T11:52:56.000,03 MANHATTAN,1004230029,MANHATTAN,985816,200980,UNKNOWN,Unspecified,MANHATTAN,40.71832026400699,-73.9943507437308,"{'latitude': '40.71832026400699', 'longitude': '-73.9943507437308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,2023-10-22T09:37:35.000,,,
58896656,2023-09-22T09:37:32.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,555 WEST  186 STREET,WEST  186 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,12 MANHATTAN,1021570093,MANHATTAN,1003453,249695,PHONE,Unspecified,MANHATTAN,40.85200917295224,-73.93058702441026,"{'latitude': '40.85200917295224', 'longitude': '-73.93058702441026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58893987,2023-09-22T09:37:31.000,2023-09-22T11:10:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11235,3111 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T11:11:00.000,13 BROOKLYN,3086797501,BROOKLYN,992920,148905,MOBILE,Unspecified,BROOKLYN,40.57538158035702,-73.96879039842658,"{'latitude': '40.57538158035702', 'longitude': '-73.96879039842658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIGHTON BEACH AVENUE,SEA BREEZE AVENUE,BRIGHTON BEACH AVENUE,SEA BREEZE AVENUE,OCEAN PARKWAY,,,,,,,
58896862,2023-09-22T09:37:25.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Odor,Restaurant/Bar/Deli/Bakery,10007,22 MURRAY STREET,MURRAY STREET,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-22T12:07:19.000,01 MANHATTAN,1001240011,MANHATTAN,981971,199226,MOBILE,Unspecified,MANHATTAN,40.71350579896092,-74.00822076954223,"{'latitude': '40.71350579896092', 'longitude': '-74.00822076954223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,CHURCH STREET,BROADWAY,CHURCH STREET,MURRAY STREET,,,,,,,
58892453,2023-09-22T09:37:20.000,2023-10-04T20:58:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11226,690 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,17 BROOKLYN,3050650065,BROOKLYN,997318,177766,PHONE,Unspecified,BROOKLYN,40.65459364892757,-73.95290295981866,"{'latitude': '40.65459364892757', 'longitude': '-73.95290295981866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58893847,2023-09-22T09:37:20.000,2023-10-04T20:58:03.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11226,690 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,17 BROOKLYN,3050650065,BROOKLYN,997318,177766,PHONE,Unspecified,BROOKLYN,40.65459364892757,-73.95290295981866,"{'latitude': '40.65459364892757', 'longitude': '-73.95290295981866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58900821,2023-09-22T09:37:20.000,2023-10-04T20:58:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,690 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,17 BROOKLYN,3050650065,BROOKLYN,997318,177766,PHONE,Unspecified,BROOKLYN,40.65459364892757,-73.95290295981866,"{'latitude': '40.65459364892757', 'longitude': '-73.95290295981866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58897415,2023-09-22T09:37:15.000,2023-09-22T10:00:45.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11203,EAST   39 STREET,EAST   39 STREET,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T10:00:49.000,17 BROOKLYN,,BROOKLYN,1000530,177800,PHONE,Unspecified,BROOKLYN,40.654681648850406,-73.9413268406849,"{'latitude': '40.654681648850406', 'longitude': '-73.9413268406849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   39 STREET,LENOX ROAD,EAST   39 STREET,LENOX ROAD,,,,,,,,
58899726,2023-09-22T09:37:08.000,2023-10-23T10:46:41.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Street/Curbside,11214,AVENUE Y,AVENUE Y,INTERSECTION,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T10:46:48.000,13 BROOKLYN,,BROOKLYN,988324,153032,PHONE,Unspecified,BROOKLYN,40.58671268264327,-73.98533223894799,"{'latitude': '40.58671268264327', 'longitude': '-73.98533223894799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE Y,WEST   16 STREET,AVENUE Y,WEST   16 STREET,,,,,,,,
58901326,2023-09-22T09:37:06.000,2023-09-22T12:00:52.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11222,196 HURON STREET,HURON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T12:00:56.000,01 BROOKLYN,3025330021,BROOKLYN,997145,206384,MOBILE,Unspecified,BROOKLYN,40.73314366946742,-73.95347166764513,"{'latitude': '40.73314366946742', 'longitude': '-73.95347166764513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,HURON STREET,,,,,,,
58896101,2023-09-22T09:37:06.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10002,240 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-03T09:56:47.000,03 MANHATTAN,1004230001,MANHATTAN,985773,200998,UNKNOWN,Unspecified,MANHATTAN,40.71836967718907,-73.9945058597213,"{'latitude': '40.71836967718907', 'longitude': '-73.9945058597213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,2023-10-22T09:37:06.000,,,
58892658,2023-09-22T09:37:06.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11230,1351 EAST   13 STREET,EAST   13 STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T10:11:57.000,14 BROOKLYN,3067420068,BROOKLYN,994905,163870,UNKNOWN,Unspecified,BROOKLYN,40.616455321177575,-73.96162134657314,"{'latitude': '40.616455321177575', 'longitude': '-73.96162134657314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELM AVENUE,AVENUE N,ELM AVENUE,AVENUE N,EAST   13 STREET,,,,,,,
58893378,2023-09-22T09:36:52.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10002,290 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,03 MANHATTAN,1004130029,MANHATTAN,986440,200729,UNKNOWN,Unspecified,MANHATTAN,40.71763119682121,-73.99209978076,"{'latitude': '40.71763119682121', 'longitude': '-73.99209978076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,2023-10-22T09:36:52.000,,,
58897330,2023-09-22T09:36:39.000,2023-09-26T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10013,203 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-09-26T06:31:53.000,02 MANHATTAN,1002370017,MANHATTAN,985191,201257,UNKNOWN,Unspecified,MANHATTAN,40.71908065097097,-73.99660535709056,"{'latitude': '40.71908065097097', 'longitude': '-73.99660535709056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,2023-10-22T09:36:39.000,,,
58899813,2023-09-22T09:36:37.000,2023-09-22T09:45:26.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10016,425 PARK AVENUE SOUTH,PARK AVENUE SOUTH,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T09:45:29.000,05 MANHATTAN,1008850001,MANHATTAN,988818,210366,PHONE,Unspecified,MANHATTAN,40.744081492435235,-73.98351482688908,"{'latitude': '40.744081492435235', 'longitude': '-73.98351482688908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   29 STREET,EAST   30 STREET,EAST   29 STREET,EAST   30 STREET,PARK AVENUE SOUTH,,,,,,,
58896980,2023-09-22T09:36:37.000,2023-09-22T10:29:51.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10016,425 PARK AVENUE SOUTH,PARK AVENUE SOUTH,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-22T10:29:54.000,05 MANHATTAN,1008850001,MANHATTAN,988818,210366,PHONE,Unspecified,MANHATTAN,40.744081492435235,-73.98351482688908,"{'latitude': '40.744081492435235', 'longitude': '-73.98351482688908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   29 STREET,EAST   30 STREET,EAST   29 STREET,EAST   30 STREET,PARK AVENUE SOUTH,,,,,,,
58901306,2023-09-22T09:36:28.000,2023-09-26T10:59:02.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11435,143-45 111 AVENUE,111 AVENUE,ADDRESS,JAMAICA,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:45:01.000,12 QUEENS,4119370131,QUEENS,1039764,189592,ONLINE,Unspecified,QUEENS,40.686888919958676,-73.79983061469575,"{'latitude': '40.686888919958676', 'longitude': '-73.79983061469575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",145 STREET,INWOOD STREET,145 STREET,INWOOD STREET,111 AVENUE,,,,,,,
58900248,2023-09-22T09:36:18.000,2023-09-22T10:15:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,257 HOYT STREET,HOYT STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T10:15:12.000,06 BROOKLYN,3004160005,BROOKLYN,986842,187874,MOBILE,Unspecified,BROOKLYN,40.68234711772975,-73.99065455093847,"{'latitude': '40.68234711772975', 'longitude': '-73.99065455093847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DOUGLASS STREET,DEGRAW STREET,DOUGLASS STREET,DEGRAW STREET,HOYT STREET,,,,,,,
58897073,2023-09-22T09:36:08.000,2023-10-02T12:13:11.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10464,152 TIER STREET,TIER STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T04:24:56.000,10 BRONX,2056447501,BRONX,1043384,248487,ONLINE,Unspecified,BRONX,40.84851643770638,-73.78625969835659,"{'latitude': '40.84851643770638', 'longitude': '-73.78625969835659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CITY ISLAND AVENUE,KING AVENUE,CITY ISLAND AVENUE,KING AVENUE,TIER STREET,,,,,,,
58896030,2023-09-22T09:35:54.000,2023-09-22T09:47:17.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10002,157 BROOME STREET,BROOME STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T09:47:20.000,03 MANHATTAN,1003410075,MANHATTAN,988333,200356,ONLINE,Unspecified,MANHATTAN,40.716606730161864,-73.98527118746058,"{'latitude': '40.716606730161864', 'longitude': '-73.98527118746058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGE STREET,ATTORNEY STREET,RIDGE STREET,ATTORNEY STREET,BROOME STREET,,,,,,,
