unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58933549,2023-09-26T06:19:38.000,2023-09-26T06:27:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T06:27:54.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931087,2023-09-26T06:19:20.000,2023-09-26T06:34:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,483 GRAND STREET,GRAND STREET,KEAP STREET,BORINQUEN PLACE,KEAP STREET,BORINQUEN PLACE,ADDRESS,BROOKLYN,GRAND STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T06:34:10.000,01 BROOKLYN,3023870025,BROOKLYN,997583,198319,ONLINE,Unspecified,BROOKLYN,40.711006547422556,-73.95190723300554,"{'latitude': '40.711006547422556', 'longitude': '-73.95190723300554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932264,2023-09-26T06:19:13.000,2023-09-26T07:08:40.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10463,3036 JOHNSON AVENUE,JOHNSON AVENUE,WEST  230 STREET,WEST  231 STREET,WEST  230 STREET,WEST  231 STREET,ADDRESS,BRONX,JOHNSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T07:08:45.000,08 BRONX,2057380374,BRONX,1008796,260492,ONLINE,Ewen Park,BRONX,40.88163040262322,-73.9112341757852,"{'latitude': '40.88163040262322', 'longitude': '-73.9112341757852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932177,2023-09-26T06:17:54.000,2023-09-26T06:55:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2658 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T06:55:26.000,07 BRONX,2032870028,BRONX,1014230,254558,PHONE,Unspecified,BRONX,40.86532662217945,-73.89160974520443,"{'latitude': '40.86532662217945', 'longitude': '-73.89160974520443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933550,2023-09-26T06:17:43.000,2023-09-26T06:39:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2965 MARION AVENUE,MARION AVENUE,BEDFORD PARK BOULEVARD,EAST  201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,ADDRESS,BRONX,MARION AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T06:39:59.000,07 BRONX,2032920001,BRONX,1016335,255957,ONLINE,Unspecified,BRONX,40.86915904820484,-73.88399259888972,"{'latitude': '40.86915904820484', 'longitude': '-73.88399259888972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927033,2023-09-26T06:17:30.000,2023-09-26T07:04:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1865 WEST   13 STREET,WEST   13 STREET,HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,ADDRESS,BROOKLYN,WEST   13 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T07:04:49.000,11 BROOKLYN,3066680060,BROOKLYN,988385,158362,MOBILE,Unspecified,BROOKLYN,40.601342432639235,-73.9851093565045,"{'latitude': '40.601342432639235', 'longitude': '-73.9851093565045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934791,2023-09-26T06:17:29.000,2023-09-26T06:50:48.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Street/Sidewalk,10312,3100 RICHMOND AVENUE,RICHMOND AVENUE,DRUMGOOLE ROAD WEST,ARTHUR KILL ROAD,DRUMGOOLE ROAD WEST,ARTHUR KILL ROAD,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T06:50:52.000,02 STATEN ISLAND,,STATEN ISLAND,937075,144298,ONLINE,Unspecified,STATEN ISLAND,40.56261501385704,-74.16978460061146,"{'latitude': '40.56261501385704', 'longitude': '-74.16978460061146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929937,2023-09-26T06:17:03.000,2023-09-28T14:45:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10462,2254 HAVILAND AVENUE,HAVILAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,09 BRONX,2038180029,BRONX,1026041,241963,PHONE,Unspecified,BRONX,40.83070909959236,-73.84898660890173,"{'latitude': '40.83070909959236', 'longitude': '-73.84898660890173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933831,2023-09-26T06:17:03.000,2023-09-29T19:37:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10462,2254 HAVILAND AVENUE,HAVILAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,09 BRONX,2038180029,BRONX,1026041,241963,PHONE,Unspecified,BRONX,40.83070909959236,-73.84898660890173,"{'latitude': '40.83070909959236', 'longitude': '-73.84898660890173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928566,2023-09-26T06:17:03.000,2023-09-29T19:37:24.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10462,2254 HAVILAND AVENUE,HAVILAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,09 BRONX,2038180029,BRONX,1026041,241963,PHONE,Unspecified,BRONX,40.83070909959236,-73.84898660890173,"{'latitude': '40.83070909959236', 'longitude': '-73.84898660890173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931958,2023-09-26T06:17:00.000,2023-09-26T10:28:00.000,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Other (CMO),,11434,153-10 119 AVENUE,119 AVENUE,153 ST,154 ST,,,ADDRESS,JAMAICA,,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-26T10:28:00.000,12 QUEENS,4122130073,QUEENS,1042791,186997,ONLINE,Unspecified,QUEENS,40.67974675380863,-73.78893860759915,"{'latitude': '40.67974675380863', 'longitude': '-73.78893860759915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929598,2023-09-26T06:16:30.000,2023-09-26T07:26:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,108-14 67 AVENUE,67 AVENUE,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,67 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T07:26:57.000,06 QUEENS,4021760011,QUEENS,1026584,204920,ONLINE,Unspecified,QUEENS,40.729033442913526,-73.84725786465239,"{'latitude': '40.729033442913526', 'longitude': '-73.84725786465239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926887,2023-09-26T06:16:05.000,2023-09-26T07:38:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2113 AVENUE R,AVENUE R,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,BROOKLYN,AVENUE R,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T07:38:25.000,15 BROOKLYN,3068040048,BROOKLYN,997724,160243,PHONE,Unspecified,BROOKLYN,40.60649611553673,-73.95147472119139,"{'latitude': '40.60649611553673', 'longitude': '-73.95147472119139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927052,2023-09-26T06:15:44.000,2023-09-26T09:52:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,135-15 87 AVENUE,87 AVENUE,135 STREET,136 STREET,135 STREET,136 STREET,ADDRESS,RICHMOND HILL,87 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T09:52:36.000,09 QUEENS,4096310036,QUEENS,1034190,196220,PHONE,Unspecified,QUEENS,40.705114407453124,-73.81987984172613,"{'latitude': '40.705114407453124', 'longitude': '-73.81987984172613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927071,2023-09-26T06:15:08.000,2023-09-26T06:52:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10309,115 COMMODORE DRIVE,COMMODORE DRIVE,FLAGSHIP CIRCLE,ADMIRALTY LOOP,FLAGSHIP CIRCLE,ADMIRALTY LOOP,ADDRESS,STATEN ISLAND,COMMODORE DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T06:52:29.000,03 STATEN ISLAND,5067260066,STATEN ISLAND,927886,127026,MOBILE,Unspecified,STATEN ISLAND,40.515153097402106,-74.20271219634108,"{'latitude': '40.515153097402106', 'longitude': '-74.20271219634108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931994,2023-09-26T06:14:29.000,2023-09-26T17:22:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,66-13 60 STREET,60 STREET,PUTNAM AVENUE,MYRTLE AVENUE LINE,PUTNAM AVENUE,MYRTLE AVENUE LINE,ADDRESS,RIDGEWOOD,60 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T17:22:38.000,05 QUEENS,4035100001,QUEENS,1011763,196288,MOBILE,Unspecified,QUEENS,40.70539920530183,-73.90076762807153,"{'latitude': '40.70539920530183', 'longitude': '-73.90076762807153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926352,2023-09-26T06:14:21.000,2023-09-29T16:50:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10312,143 NOEL STREET,NOEL STREET,HAROLD AVENUE,HOLDRIDGE AVENUE,HAROLD AVENUE,HOLDRIDGE AVENUE,ADDRESS,STATEN ISLAND,NOEL STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-28T08:28:23.000,03 STATEN ISLAND,5063630044,STATEN ISLAND,938150,132912,ONLINE,Unspecified,STATEN ISLAND,40.531368312355,-74.16583806430658,"{'latitude': '40.531368312355', 'longitude': '-74.16583806430658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935693,2023-09-26T06:13:45.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Gas Station Pumps,Business,11218,3437 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,CHESTER AVENUE,36 STREET,CHESTER AVENUE,36 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-03T11:07:03.000,12 BROOKLYN,3053020048,BROOKLYN,988208,174479,PHONE,Unspecified,BROOKLYN,40.64558030573808,-73.98573730522536,"{'latitude': '40.64558030573808', 'longitude': '-73.98573730522536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928247,2023-09-26T06:13:43.000,2023-10-05T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11211,187 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-05T00:00:00.000,01 BROOKLYN,3024650100,BROOKLYN,998025,196504,UNKNOWN,Unspecified,BROOKLYN,40.706024125731226,-73.95031663146499,"{'latitude': '40.706024125731226', 'longitude': '-73.95031663146499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928259,2023-09-26T06:13:26.000,2023-09-26T06:24:34.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11234,4012 FILLMORE AVENUE,FILLMORE AVENUE,KIMBALL STREET,COLEMAN STREET,KIMBALL STREET,COLEMAN STREET,ADDRESS,BROOKLYN,FILLMORE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T06:24:38.000,18 BROOKLYN,3085070039,BROOKLYN,1003655,162743,ONLINE,Unspecified,BROOKLYN,40.61334709711053,-73.93010763503328,"{'latitude': '40.61334709711053', 'longitude': '-73.93010763503328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930243,2023-09-26T06:13:22.000,2023-10-02T07:38:39.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11221,815 QUINCY STREET,QUINCY STREET,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,QUINCY STREET,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-02T07:38:44.000,03 BROOKLYN,3016280063,BROOKLYN,1004864,190612,ONLINE,Unspecified,BROOKLYN,40.6898386743755,-73.92566791881515,"{'latitude': '40.6898386743755', 'longitude': '-73.92566791881515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928159,2023-09-26T06:12:52.000,2023-09-26T06:37:53.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10306,1182 SOUTH RAILROAD AVENUE,SOUTH RAILROAD AVENUE,GREELEY AVENUE,PRESCOTT AVENUE,GREELEY AVENUE,PRESCOTT AVENUE,ADDRESS,STATEN ISLAND,SOUTH RAILROAD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T06:37:56.000,02 STATEN ISLAND,5036050035,STATEN ISLAND,953611,149962,ONLINE,Unspecified,STATEN ISLAND,40.57823413151918,-74.11029666144593,"{'latitude': '40.57823413151918', 'longitude': '-74.11029666144593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935413,2023-09-26T06:12:40.000,2023-10-25T17:42:15.000,DOT,Department of Transportation,Highway Condition,Graffiti - Highway,Highway,,,,,,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-25T17:42:20.000,Unspecified STATEN ISLAND,,STATEN ISLAND,,,ONLINE,Unspecified,STATEN ISLAND,,,,,,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Begin Korean War Vets Pkwy/Arthur Kill Rd - Arden Ave/Albee Ave,Roadway,
58931019,2023-09-26T06:12:02.000,2023-09-26T06:31:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,514 WEST  136 STREET,WEST  136 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T06:31:59.000,09 MANHATTAN,1019880118,MANHATTAN,997300,238040,ONLINE,Unspecified,MANHATTAN,40.82003081301524,-73.952850909447,"{'latitude': '40.82003081301524', 'longitude': '-73.952850909447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925664,2023-09-26T06:11:46.000,2023-09-26T09:20:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11414,79-07 153 AVENUE,153 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,HOWARD BEACH,153 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:20:11.000,10 QUEENS,4114260001,QUEENS,1024502,181834,ONLINE,Unspecified,QUEENS,40.665677555696206,-73.85490772474158,"{'latitude': '40.665677555696206', 'longitude': '-73.85490772474158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933660,2023-09-26T06:11:16.000,2023-09-26T06:27:42.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11209,550 78 STREET,78 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T06:27:49.000,10 BROOKLYN,3059710029,BROOKLYN,978042,167533,ONLINE,Unspecified,BROOKLYN,40.62651372358487,-74.0223642028988,"{'latitude': '40.62651372358487', 'longitude': '-74.0223642028988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
